.1 .00001 .000001 .001 4000.
2 0 0 0 0 1 -1
39.71 47.24 0. 0.
2016 12.1 0 0 1 1
-200. 2500. 000.0
094600 101500 1500
0
1.36 65 0
1
.0 200 20 -45.0 45 0
1
-0.0 200. 39.0 55. 20. 00.0 20. 100. 20.
10
39.0 47.0
39.71 47.24  094600 .0 0.0 0.0 000.0 .0 .0 0. 000.0
39.71 47.24  094600 .0 0.0 0.0 000.0 .0 .0 0. 000.0
2
54
5.26340003 40.48   25.7     0.0
5.34280000 43.14   18.5     0.0
5.54140001 44.03   22.8     0.0
5.58100000 44.87   21.7     0.0
5.62080002 44.86   22.1     0.0
5.70020004 48.16   19.2     0.0
5.74000001 46.40   20.5     0.0
5.77960000 43.79   22.9     0.0
5.81940003 43.73   22.3     0.0
5.85920000 42.06   22.4     0.0
5.97820001 39.66   24.1     0.0
6.01800003 42.17   19.8     0.0
6.01800003 42.03   23.7     0.0
6.05760003 45.08   21.3     0.0
6.05760003 42.26   22.9     0.0
6.09740000 42.41   22.3     0.0
6.13720003 44.85   22.2     0.0
6.17680002 42.07   20.8     0.0
6.17680002 43.04   17.2     0.0
6.21659999 45.13   21.6     0.0
6.25620003 41.66   22.4     0.0
6.29600001 43.29   22.9     0.0
6.33580003 41.98   22.3     0.0
6.37540002 43.45   22.7     0.0
6.41520000 44.29   24.0     0.0
6.45480004 42.90   21.4     0.0
6.49460001 45.19   22.2     0.0
6.57400003 44.96   22.9     0.0
6.61380001 49.66   20.7     0.0
6.65340000 44.47   27.4     0.0
6.69320002 43.66   25.0     0.0
6.77260004 45.94   25.1     0.0
6.85200000 45.52   24.8     0.0
6.93160000 49.25   25.5     0.0
6.97119999 45.39   25.5     0.0
7.05060001 43.40   27.6     0.0
7.09040003 45.20   26.2     0.0
7.36840001 45.60   25.0     0.0
7.48760000 46.87   24.9     0.0
7.52740002 46.64   23.5     0.0
7.56700001 47.69   26.1     0.0
7.60680004 46.31   25.9     0.0
7.64640003 46.24   27.7     0.0
7.68620000 47.05   25.6     0.0
7.72600003 45.72   25.2     0.0
7.76560002 46.16   25.5     0.0
7.80539999 44.87   20.7     0.0
7.88480001 46.08   22.4     0.0
7.92460003 49.97   25.1     0.0
7.92460003 49.05   22.8     0.0
7.92460003 46.44   24.0     0.0
7.96420002 48.29   24.2     0.0
7.96420002 47.28   21.8     0.0
8.00400000 48.85   21.9     0.0
1 1
22                        
