1 .00001 .000001 .001 4000.
2 0 0 0 0 1 -1
39.71 47.24 0. 0.
2016 12.1 0 0 1 1
-200. 2500. 000.0
094600 101500 1500
0
1.36 65 0
1
.0 200 20 -45.0 45 0
1
-0.0 200. 39.0 55. 20. 00.0 20. 100. 20.
10
39.0 47.0
39.71 47.24  094600 .0 0.0 0.0 000.0 .0 .0 0. 000.0
39.71 47.24  094600 .0 0.0 0.0 000.0 .0 .0 0. 000.0
1
175
 6.29600001 32.05   17.8     0.0
 6.33560000 28.74   17.4     0.0
 6.41500001 28.27   19.1     0.0
 6.45479999 26.30   19.8     0.0
 6.57400003 24.57   22.0     0.0
 6.61360002 29.56   21.2     0.0
 6.69320002 25.80   20.0     0.0
 6.73280001 28.51   17.3     0.0
 6.77260004 25.97   20.2     0.0
 6.85200000 26.70   21.6     0.0
 6.89180003 25.97   20.1     0.0
 6.93140002 27.35   19.9     0.0
 6.97119999 25.95   19.5     0.0
 7.05060001 25.90   20.1     0.0
 7.16980000 25.44   19.1     0.0
 7.20939999 25.12   20.6     0.0
 7.24920001 24.69   21.1     0.0
 7.36840001 25.13   20.0     0.0
 7.40800000 24.01   19.9     0.0
 7.48740001 25.62   19.5     0.0
 7.52719999 22.89   20.4     0.0
 7.56700001 24.98   19.3     0.0
 7.60660000 25.13   20.5     0.0
 7.64640003 24.49   21.9     0.0
 7.68600002 24.89   19.8     0.0
 7.72579999 25.48   19.9     0.0
 7.76560002 23.63   20.1     0.0
 7.80520001 23.75   20.1     0.0
 7.84500003 25.01   17.4     0.0
 7.88460002 23.86   20.7     0.0
 7.92440000 22.05   20.6     0.0
 7.96420002 31.39   21.1     0.0
 8.00380001 28.60   21.4     0.0
 8.08320003 26.23   20.8     0.0
 8.12300001 21.45   21.1     0.0
 8.16280003 21.24   21.4     0.0
 8.20240002 23.30   21.3     0.0
 8.24220000 24.19   21.6     0.0
 8.28179999 25.40   21.3     0.0
 8.32160001 25.40   21.2     0.0
 8.36139999 24.89   21.1     0.0
 8.40100003 23.76   20.9     0.0
 8.48039999 26.27   21.4     0.0
 8.55999999 23.78   21.2     0.0
 8.59960003 24.05   21.1     0.0
 8.63940001 25.42   20.5     0.0
 8.67900000 27.25   21.0     0.0
 8.71880002 22.79   20.9     0.0
 8.75860000 24.04   20.9     0.0
 8.79819999 25.16   20.8     0.0
 8.83800002 26.29   21.5     0.0
 8.87760001 23.54   21.0     0.0
 8.91740003 24.45   20.9     0.0
 8.95720001 26.37   21.5     0.0
 8.99680000 23.01   20.9     0.0
 9.03660002 27.60   21.6     0.0
 9.07620001 28.30   22.0     0.0
 9.11599999 20.31   20.9     0.0
 9.31460000 25.08   20.1     0.0
 9.35420003 22.82   21.1     0.0
 9.39400001 26.71   21.3     0.0
 9.43380003 23.74   21.4     0.0
 9.51320000 35.75   18.8     0.0
 9.51320000 26.17   20.8     0.0
 9.59260002 21.74   20.8     0.0
 9.63239999 39.53   19.2     0.0
 9.63239999 25.51   21.5     0.0
 9.67200003 24.08   20.9     0.0
 9.75140000 37.64   21.7     0.0
 9.75140000 24.84   22.3     0.0
 9.79120002 23.55   22.2     0.0
 9.87059999 24.42   21.2     0.0
 9.91040001 37.43   20.4     0.0
 9.91040001 25.70   21.4     0.0
 9.95019999 23.13   20.5     0.0
 9.98980003 37.12   19.7     0.0
 9.98980003 24.75   21.0     0.0
10.02960000 35.28   22.0     0.0
10.02960000 25.03   21.2     0.0
10.06920000 35.95   20.8     0.0
10.06920000 36.52   21.3     0.0
10.06920000 24.21   20.9     0.0
10.10900002 36.22   22.3     0.0
10.10900002 24.61   21.0     0.0
10.10900002 36.53   21.1     0.0
10.14880000 36.67   21.3     0.0
10.14880000 25.29   21.6     0.0
10.18840003 36.55   21.9     0.0
10.18840003 24.54   21.5     0.0
10.18840003 36.73   20.9     0.0
10.22820001 37.65   21.7     0.0
10.22820001 37.19   22.1     0.0
10.22820001 24.04   20.9     0.0
10.26780000 21.92   21.4     0.0
10.30760003 36.25   20.9     0.0
10.30760003 24.96   21.8     0.0
10.34740000 35.98   22.7     0.0
10.34740000 36.07   21.2     0.0
10.34740000 36.46   22.1     0.0
10.34740000 23.54   21.6     0.0
10.38699999 36.65   22.3     0.0
10.38699999 23.54   21.5     0.0
10.42680002 37.02   21.6     0.0
10.42680002 35.58   21.6     0.0
10.42680002 35.35   22.8     0.0
10.42680002 23.35   21.6     0.0
10.46640001 34.50   21.4     0.0
10.46640001 34.05   21.9     0.0
10.46640001 37.44   20.4     0.0
10.46640001 23.70   21.6     0.0
10.50620003 33.38   20.7     0.0
10.50620003 36.84   18.8     0.0
10.50620003 34.97   22.9     0.0
10.50620003 23.77   21.5     0.0
10.54600001 34.04   22.2     0.0
10.54600001 35.23   22.2     0.0
10.54600001 33.95   22.4     0.0
10.54600001 23.67   22.2     0.0
10.58560000 32.55   22.2     0.0
10.58560000 36.59   20.3     0.0
10.58560000 32.84   22.3     0.0
10.58560000 22.93   21.9     0.0
10.62540002 32.87   21.7     0.0
10.62540002 32.89   21.7     0.0
10.62540002 23.22   21.4     0.0
10.66500001 32.37   21.8     0.0
10.66500001 22.50   21.1     0.0
10.66500001 34.06   21.7     0.0
10.70479999 31.44   21.7     0.0
10.70479999 22.77   21.5     0.0
10.70479999 33.73   22.3     0.0
10.78420000 31.26   21.9     0.0
10.78420000 22.81   20.9     0.0
10.78420000 33.32   23.0     0.0
10.82400003 31.63   22.2     0.0
10.82400003 22.58   21.2     0.0
10.82400003 31.31   23.3     0.0
10.86360002 30.41   22.0     0.0
10.86360002 22.38   21.3     0.0
10.90340000 29.96   21.7     0.0
10.90340000 22.67   20.8     0.0
10.94320002 29.73   21.9     0.0
10.94320002 22.74   21.3     0.0
10.98280001 29.49   21.5     0.0
10.98280001 22.94   21.9     0.0
11.02260004 29.61   21.7     0.0
11.02260004 22.59   21.9     0.0
11.06220003 23.03   21.4     0.0
