
[strDate]   [strTime]    [Frq_rpu]   [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]       [Cource] [BaseLat] [BaseLon] [TypeSignalName]    [Delay]
07.12.2016 09:48:34.888 10.02960000 10029.28781   0.01  -91.6   12.4  28.0 41.20   17.2     0.0   17.22    0.00    0.00     0.0   17.22    0.00    0.00     0.0   17.22    0.00    0.00    6.1     35314.888      5.50   47.24000   39.71000  "Undefined"           4.56
07.12.2016 09:48:35.085 10.06920000 10068.88780   0.01  -92.5   13.5  28.0 39.86   16.9     0.0   16.91    0.00    0.00     0.0   16.91    0.00    0.00     0.0   16.91    0.00    0.00    6.5     35315.085      5.50   47.24000   39.71000  "Undefined"           4.56
07.12.2016 09:48:35.285 10.10900002 10108.69286   0.01  -92.9   13.1  28.0 39.25   19.2     0.0   19.23    0.00    0.00     0.0   19.23    0.00    0.00     0.0   19.23    0.00    0.00    6.3     35315.285      5.50   47.24000   39.71000  "Undefined"           4.54
07.12.2016 09:48:35.483 10.14880000 10148.49284   0.01  -93.3    6.7  28.0 39.98   18.0     0.0   18.00    0.00    0.00     0.0   18.00    0.00    0.00     0.0   18.00    0.00    0.00    6.0     35315.483      5.50   47.24000   39.71000  "Undefined"           4.54
07.12.2016 09:48:35.681 10.18840003 10188.09791   0.01  -89.1   16.9  28.0 39.04   19.1     0.0   19.09    0.00    0.00     0.0   19.09    0.00    0.00     0.0   19.09    0.00    0.00    4.5     35315.681      5.50   47.24000   39.71000  "Undefined"           4.51
07.12.2016 09:48:35.881 10.22820001 10227.90292   0.01  -87.7   16.3  28.0 38.97   20.1     0.0   20.14    0.00    0.00     0.0   20.14    0.00    0.00     0.0   20.14    0.00    0.00    4.5     35315.881      5.50   47.24000   39.71000  "Undefined"           4.49
07.12.2016 09:48:36.278 10.30760003 10307.30294   0.01  -86.9   13.1  28.0 38.31   19.6     0.0   19.57    0.00    0.00     0.0   19.57    0.00    0.00     0.0   19.57    0.00    0.00    4.8     35316.278      5.50   47.24000   39.71000  "Undefined"           4.49
07.12.2016 09:48:36.476 10.34740000 10347.10795   0.01  -87.4   18.6  28.0 37.99   20.4     0.0   20.44    0.00    0.00     0.0   20.44    0.00    0.00     0.0   20.44    0.00    0.00    4.7     35316.476      5.50   47.24000   39.71000  "Undefined"           4.46
07.12.2016 09:48:36.874 10.42680002 10426.51300   0.01  -84.9   19.1  28.0 38.18   21.7     0.0   21.69    0.00    0.00     0.0   21.69    0.00    0.00     0.0   21.69    0.00    0.00    4.8     35316.874      5.50   47.24000   39.71000  "Undefined"           4.44
07.12.2016 09:48:37.072 10.46640001 10466.11299   0.01  -82.7   17.3  28.0 37.70   21.5     0.0   21.54    0.00    0.00     0.0   21.54    0.00    0.00     0.0   21.54    0.00    0.00    6.2     35317.072      5.50   47.24000   39.71000  "Undefined"           4.44
