1 .00001 .000001 .001 4000.
2 0 0 0 0 1 -1
39.71 47.24 0. 0.
2016 12.1 0 0 1 1
-200. 2500. 000.0
094600 101500 1500
0
1.36 65 0
1
.0 200 20 -45.0 45 0
1
-0.0 200. 39.0 55. 20. 00.0 20. 100. 20.
10
39.0 47.0
39.71 47.24  094600 .0 0.0 0.0 000.0 .0 .0 0. 000.0
39.71 47.24  094600 .0 0.0 0.0 000.0 .0 .0 0. 000.0
2
38
 5.54120002 39.57   19.8     0.0
 5.58100000 38.88   24.1     0.0
 5.62080002 44.43   19.6     0.0
 5.73980003 34.64   27.4     0.0
 5.77960000 40.54   26.0     0.0
 5.89880000 44.57   23.9     0.0
 5.97820001 40.37   22.7     0.0
 6.05760003 47.03   16.6     0.0
 6.09740000 39.08   25.7     0.0
 6.13699999 43.56   23.7     0.0
 6.17680002 44.19   21.9     0.0
 6.21640001 43.59   23.6     0.0
 6.25620003 42.44   21.4     0.0
 6.29600001 50.12   26.1     0.0
 6.33560000 42.00   21.8     0.0
 6.49460001 45.95   22.3     0.0
 6.53420000 42.94   24.8     0.0
 6.57400003 37.49   22.8     0.0
 6.61360002 46.71   23.4     0.0
 6.65340000 45.99   23.8     0.0
 6.69320002 40.42   25.8     0.0
 6.73280001 46.30   24.5     0.0
 6.85200000 46.59   24.4     0.0
 6.89180003 47.04   25.6     0.0
 6.93140002 45.40   22.9     0.0
 6.97119999 47.00   25.6     0.0
 7.05060001 48.50   24.9     0.0
 7.20939999 50.26   24.0     0.0
 7.48740001 45.18   26.2     0.0
 7.52719999 48.10   24.2     0.0
 7.56700001 47.55   26.8     0.0
 7.60660000 46.58   22.6     0.0
 7.60660000 48.20   24.1     0.0
 7.64640003 49.05   22.9     0.0
 7.68600002 48.00   24.7     0.0
 7.72579999 49.91   26.9     0.0
 7.72579999 48.02   23.3     0.0
 7.76560002 46.93   21.6     0.0
0 0
22                        
