
[strDate]   [strTime]    [Frq_rpu]   [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]       [Cource] [BaseLat] [BaseLon] [TypeSignalName]    [Delay]
06.01.2017 11:45:19.918  8.07910001  8078.88853   0.00  -85.1   16.9  28.0 15.72  201.1     0.0  201.10    0.00    0.00     0.0  201.10    0.00    0.00     0.0  201.10    0.00    0.00    6.8     42319.918      5.50   47.24000   39.71000  "Undefined"           5.11
06.01.2017 11:45:19.918  8.07910001  8078.89482   0.00  -69.0   33.0  28.0 17.13  204.5     0.0  204.49    0.00    0.00     0.0  204.49    0.00    0.00     0.0  204.49    0.00    0.00    4.4     42319.918      5.50   47.24000   39.71000  "Undefined"           5.05
06.01.2017 11:45:20.713  8.15850001  8158.29355   0.00  -82.7   19.3  28.0 14.12  202.3     0.0  202.33    0.00    0.00     0.0  202.33    0.00    0.00     0.0  202.33    0.00    0.00    6.4     42320.713      5.50   47.24000   39.71000  "Undefined"           5.06
06.01.2017 11:45:20.713  8.15850001  8158.29104   0.00  -82.3   19.7  28.0 18.65  203.4     0.0  203.41    0.00    0.00     0.0  203.41    0.00    0.00     0.0  203.41    0.00    0.00    5.4     42320.713      5.50   47.24000   39.71000  "Undefined"           5.09
06.01.2017 11:45:20.713  8.15850001  8158.29733   0.00  -78.2   23.8  28.0 16.66  203.0     0.0  202.98    0.00    0.00     0.0  202.98    0.00    0.00     0.0  202.98    0.00    0.00    4.6     42320.713      5.50   47.24000   39.71000  "Undefined"           5.03
06.01.2017 11:45:20.713  8.15850001  8158.28726   0.00  -77.3   24.7  28.0 18.96  204.0     0.0  204.05    0.00    0.00     0.0  204.05    0.00    0.00     0.0  204.05    0.00    0.00    6.2     42320.713      5.50   47.24000   39.71000  "Undefined"           5.13
06.01.2017 11:45:21.506  8.23800001  8237.79356   0.00  -84.3   13.7  28.0 20.80  202.7     0.0  202.66    0.00    0.00     0.0  202.66    0.00    0.00     0.0  202.66    0.00    0.00    9.2     42321.506      5.50   47.24000   39.71000  "Undefined"           5.06
06.01.2017 11:45:21.506  8.23800001  8237.79734   0.00  -84.2   13.8  28.0 23.88  204.1     0.0  204.06    0.00    0.00     0.0  204.06    0.00    0.00     0.0  204.06    0.00    0.00   25.0     42321.506      5.50   47.24000   39.71000  "Undefined"           5.03
06.01.2017 11:45:21.506  8.23800001  8237.78727   0.00  -73.7   24.3  28.0 19.88  203.8     0.0  203.81    0.00    0.00     0.0  203.81    0.00    0.00     0.0  203.81    0.00    0.00    5.5     42321.506      5.50   47.24000   39.71000  "Undefined"           5.13
06.01.2017 11:45:22.302  8.31740000  8317.20111   0.00  -84.4    7.6  28.0 16.79  201.6     0.0  201.61    0.00    0.00     0.0  201.61    0.00    0.00     0.0  201.61    0.00    0.00    8.0     42322.302      5.50   47.24000   39.71000  "Undefined"           4.99
06.01.2017 11:45:22.302  8.31740000  8317.19481   0.00  -71.8   20.2  28.0 16.25  203.1     0.0  203.13    0.00    0.00     0.0  203.13    0.00    0.00     0.0  203.13    0.00    0.00    6.5     42322.302      5.50   47.24000   39.71000  "Undefined"           5.05
