
delt0=    0.01  eps=   1e-07  ep=   1e-05  ep1=   0.001
ισθοδξαρ τοώλα: fi0=  46.080  teta0=  33.870  year=2015
+==================================================================+
|    Transmitter   |     Reciever     | Path length | Path azimuth |
|==================+==================|    129.90   |    -95.524   |
|Longitude:  46.080|Longitude:  44.000|-------------+--------------|
|Latitude :  56.130|Latitude :  56.000| Month:  2.3 |   W     IG   |
|Power    : 1.0e+00|Passband :   1.000|   February  |  80.0  130.0 |
+==================================================================+

+======================================+
|Initial step: 0.010                   |
|Local accuracy: 0.0000001             |
|Range accuracy:  0.0100               |
|Range limits:   30.00                 |
|Elevation angle step: 0.15            |
|Azimuth   angle step: 1.00            |
+======================================+

Geomagnetic Field - const
fh= 1.50  i=  72.0  d=  10.6
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.150   100.0 900.0 -45.0   82.8   0.000
Chapmen many-layers Ionospher model
Ionospher Begin Higth: 60.0
Number Layers: 2
Geometric Layer Parametres
  hm     ym     f0     al
110.0    5.0   2.00   1.00
265.0   50.0  10.80   1.00
Local Gradient  gx=0.00  gy=0.00

Number diff. equation: 8

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:30:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 5.200|o| 70.49| 75.94| 1.507| -0.148|  0.299|   1.1|  55.0|  48.7|  0.0|F2                      || 0.979| -56.425|
| 5.200|x| 68.78| 74.62| 1.492| -0.109|  0.190|   2.1|  53.9|  48.8|  0.0|F2                      ||-0.978|  36.236|
| 5.300|o| 70.58| 75.96| 1.513| -0.148|  0.297|   1.1|  55.1|  48.7|  0.0|F2                      || 0.979| -56.470|
| 5.300|x| 68.85| 74.66| 1.497| -0.110|  0.191|   2.0|  54.0|  48.8|  0.0|F2                      ||-0.978|  36.151|
| 5.400|o| 70.67| 75.98| 1.519| -0.148|  0.296|   1.1|  55.2|  48.6|  0.0|F2                      || 0.980| -56.511|
| 5.400|x| 68.93| 74.71| 1.502| -0.112|  0.193|   2.0|  54.1|  48.8|  0.0|F2                      ||-0.978|  36.069|
| 5.500|o| 70.77| 76.00| 1.525| -0.147|  0.295|   1.0|  55.3|  48.5|  0.0|F2                      || 0.980| -56.549|
| 5.500|x| 69.01| 74.74| 1.506| -0.113|  0.194|   1.9|  54.1|  48.7|  0.0|F2                      ||-0.979|  35.992|
| 5.600|o| 70.86| 76.01| 1.530| -0.147|  0.294|   1.0|  55.3|  48.4|  0.0|F2                      || 0.981| -56.586|
| 5.600|x| 69.09| 74.78| 1.511| -0.114|  0.194|   1.9|  54.2|  48.7|  0.0|F2                      ||-0.979|  35.918|
| 5.700|o| 70.96| 76.03| 1.536| -0.146|  0.293|   1.0|  55.4|  48.3|  0.0|F2                      || 0.981| -56.620|
| 5.700|x| 69.17| 74.82| 1.516| -0.115|  0.195|   1.8|  54.3|  48.7|  0.0|F2                      ||-0.980|  35.849|
| 5.800|o| 71.06| 76.04| 1.542| -0.145|  0.292|   1.0|  55.5|  48.2|  0.0|F2                      || 0.981| -56.652|
| 5.800|x| 69.25| 74.85| 1.521| -0.116|  0.195|   1.8|  54.4|  48.6|  0.0|F2                      ||-0.980|  35.783|
| 5.900|o| 71.16| 76.06| 1.548| -0.144|  0.291|   1.0|  55.6|  48.2|  0.0|F2                      || 0.982| -56.681|
| 5.900|x| 69.34| 74.88| 1.526| -0.117|  0.195|   1.8|  54.5|  48.6|  0.0|F2                      ||-0.980|  35.721|
| 6.000|o| 71.27| 76.07| 1.554| -0.143|  0.289|   1.0|  55.7|  48.1|  0.0|F2                      || 0.982| -56.707|
| 6.000|x| 69.42| 74.91| 1.531| -0.117|  0.195|   1.7|  54.5|  48.5|  0.0|F2                      ||-0.981|  35.663|
| 6.100|o| 71.37| 76.08| 1.561| -0.141|  0.288|   1.0|  55.8|  48.0|  0.0|F2                      || 0.982| -56.732|
| 6.100|x| 69.51| 74.94| 1.536| -0.118|  0.194|   1.7|  54.6|  48.5|  0.0|F2                      ||-0.981|  35.608|
| 6.200|o| 71.48| 76.09| 1.567| -0.139|  0.287|   1.1|  55.9|  47.9|  0.0|F2                      || 0.983| -56.754|
| 6.200|x| 69.60| 74.97| 1.541| -0.118|  0.194|   1.7|  54.7|  48.4|  0.0|F2                      ||-0.981|  35.557|
| 6.300|o| 71.59| 76.10| 1.573| -0.137|  0.286|   1.1|  55.9|  47.8|  0.0|F2                      || 0.983| -56.774|
| 6.300|x| 69.69| 74.99| 1.547| -0.118|  0.193|   1.6|  54.8|  48.4|  0.0|F2                      ||-0.982|  35.508|
| 6.400|o| 71.70| 76.11| 1.579| -0.135|  0.284|   1.1|  56.0|  47.7|  0.0|F2                      || 0.983| -56.791|
| 6.400|x| 69.79| 75.01| 1.552| -0.118|  0.192|   1.6|  54.9|  48.3|  0.0|F2                      ||-0.982|  35.462|
| 6.500|o| 71.81| 76.12| 1.586| -0.132|  0.283|   1.1|  56.1|  47.6|  0.0|F2                      || 0.983| -56.806|
| 6.500|x| 69.88| 75.03| 1.558| -0.118|  0.191|   1.6|  55.0|  48.2|  0.0|F2                      ||-0.982|  35.421|
| 6.600|o| 71.93| 76.12| 1.593| -0.130|  0.281|   1.1|  56.2|  47.5|  0.0|F2                      || 0.984| -56.819|
| 6.600|x| 69.98| 75.05| 1.563| -0.117|  0.189|   1.6|  55.0|  48.2|  0.0|F2                      ||-0.983|  35.381|
| 6.700|o| 72.04| 76.13| 1.599| -0.127|  0.280|   1.1|  56.3|  47.4|  0.0|F2                      || 0.984| -56.830|
| 6.700|x| 70.08| 75.07| 1.569| -0.116|  0.188|   1.6|  55.1|  48.1|  0.0|F2                      ||-0.983|  35.345|
| 6.800|o| 72.16| 76.13| 1.606| -0.123|  0.279|   1.1|  56.4|  47.3|  0.0|F2                      || 0.984| -56.837|
| 6.800|x| 70.18| 75.09| 1.574| -0.116|  0.186|   1.6|  55.2|  48.0|  0.0|F2                      ||-0.983|  35.312|
| 6.900|o| 72.28| 76.13| 1.613| -0.120|  0.277|   1.1|  56.5|  47.2|  0.0|F2                      || 0.984| -56.842|
| 6.900|x| 70.28| 75.10| 1.580| -0.115|  0.184|   1.5|  55.3|  48.0|  0.0|F2                      ||-0.983|  35.281|
| 7.000|o| 72.40| 76.14| 1.620| -0.116|  0.276|   1.1|  56.6|  47.1|  0.0|F2                      || 0.985| -56.846|
| 7.000|x| 70.38| 75.12| 1.586| -0.113|  0.183|   1.5|  55.4|  47.9|  0.0|F2                      ||-0.984|  35.254|
| 7.100|o| 72.53| 76.14| 1.627| -0.111|  0.274|   1.1|  56.7|  47.0|  0.0|F2                      || 0.985| -56.848|
| 7.100|x| 70.48| 75.13| 1.592| -0.112|  0.180|   1.5|  55.5|  47.8|  0.0|F2                      ||-0.984|  35.230|
| 7.200|o| 72.65| 76.14| 1.634| -0.107|  0.273|   1.1|  56.8|  46.9|  0.0|F2                      || 0.985| -56.846|
| 7.200|x| 70.59| 75.14| 1.598| -0.110|  0.178|   1.5|  55.5|  47.7|  0.0|F2                      ||-0.984|  35.207|
| 7.300|o| 72.78| 76.13| 1.642| -0.102|  0.271|   1.1|  56.9|  46.8|  0.0|F2                      || 0.985| -56.842|
| 7.300|x| 70.70| 75.15| 1.604| -0.108|  0.176|   1.5|  55.6|  47.7|  0.0|F2                      ||-0.984|  35.188|
| 7.400|o| 72.92| 76.13| 1.649| -0.097|  0.270|   1.1|  57.0|  46.7|  0.0|F2                      || 0.985| -56.835|
| 7.400|x| 70.81| 75.16| 1.611| -0.106|  0.173|   1.5|  55.7|  47.6|  0.0|F2                      ||-0.985|  35.172|
| 7.500|o| 73.05| 76.13| 1.657| -0.091|  0.268|   1.1|  57.1|  46.5|  0.0|F2                      || 0.986| -56.826|
| 7.500|x| 70.92| 75.16| 1.617| -0.104|  0.170|   1.5|  55.8|  47.5|  0.0|F2                      ||-0.985|  35.158|
| 7.600|o| 73.19| 76.12| 1.665| -0.085|  0.267|   1.1|  57.3|  46.4|  0.0|F2                      || 0.986| -56.814|
| 7.600|x| 71.03| 75.17| 1.624| -0.101|  0.167|   1.5|  55.9|  47.4|  0.0|F2                      ||-0.985|  35.147|
| 7.700|o| 73.33| 76.11| 1.673| -0.079|  0.265|   1.2|  57.4|  46.3|  0.0|F2                      || 0.986| -56.800|
| 7.700|x| 71.15| 75.17| 1.630| -0.098|  0.164|   1.5|  56.0|  47.3|  0.0|F2                      ||-0.985|  35.139|
| 7.800|o| 73.47| 76.11| 1.681| -0.072|  0.263|   1.2|  57.5|  46.2|  0.0|F2                      || 0.986| -56.784|
| 7.800|x| 71.26| 75.18| 1.637| -0.095|  0.161|   1.5|  56.1|  47.2|  0.0|F2                      ||-0.985|  35.134|
| 7.900|o| 73.61| 76.10| 1.690| -0.065|  0.262|   1.2|  57.6|  46.0|  0.0|F2                      || 0.986| -56.765|
| 7.900|x| 71.38| 75.18| 1.644| -0.092|  0.158|   1.5|  56.2|  47.1|  0.0|F2                      ||-0.986|  35.132|
| 8.000|o| 73.76| 76.09| 1.699| -0.057|  0.260|   1.2|  57.7|  45.9|  0.0|F2                      || 0.986| -56.743|
| 8.000|x| 71.50| 75.18| 1.651| -0.088|  0.154|   1.5|  56.3|  47.0|  0.0|F2                      ||-0.986|  35.131|
| 8.100|o| 73.91| 76.08| 1.708| -0.049|  0.259|   1.2|  57.9|  45.7|  0.0|F2                      || 0.987| -56.718|
| 8.100|x| 71.63| 75.18| 1.658| -0.084|  0.150|   1.5|  56.4|  46.9|  0.0|F2                      ||-0.986|  35.134|
| 8.200|o| 74.07| 76.06| 1.717| -0.040|  0.257|   1.2|  58.0|  45.6|  0.0|F2                      || 0.987| -56.690|
| 8.200|x| 71.75| 75.17| 1.665| -0.079|  0.146|   1.5|  56.5|  46.8|  0.0|F2                      ||-0.986|  35.139|
| 8.300|o| 74.22| 76.05| 1.726| -0.031|  0.256|   1.2|  58.1|  45.4|  0.0|F2                      || 0.987| -56.659|
| 8.300|x| 71.88| 75.17| 1.673| -0.075|  0.142|   1.5|  56.6|  46.7|  0.0|F2                      ||-0.986|  35.148|
| 8.400|o| 74.39| 76.03| 1.736| -0.021|  0.255|   1.2|  58.3|  45.3|  0.0|F2                      || 0.987| -56.625|
| 8.400|x| 72.01| 75.16| 1.680| -0.070|  0.137|   1.5|  56.7|  46.6|  0.0|F2                      ||-0.986|  35.161|
| 8.500|o| 74.55| 76.01| 1.746| -0.011|  0.254|   1.3|  58.4|  45.1|  0.0|F2                      || 0.987| -56.588|
| 8.500|x| 72.14| 75.16| 1.688| -0.064|  0.133|   1.5|  56.8|  46.5|  0.0|F2                      ||-0.987|  35.176|
| 8.600|o| 74.72| 76.00| 1.756|  0.000|  0.252|   1.3|  58.6|  44.9|  0.0|F2                      || 0.987| -56.549|
| 8.600|x| 72.27| 75.15| 1.696| -0.058|  0.128|   1.5|  56.9|  46.4|  0.0|F2                      ||-0.987|  35.192|
| 8.700|o| 74.89| 75.98| 1.767|  0.012|  0.251|   1.3|  58.7|  44.8|  0.0|F2                      || 0.987| -56.507|
| 8.700|x| 72.41| 75.14| 1.704| -0.052|  0.123|   1.5|  57.0|  46.3|  0.0|F2                      ||-0.987|  35.212|
| 8.800|o| 75.07| 75.95| 1.778|  0.024|  0.251|   1.3|  58.9|  44.6|  0.0|F2                      || 0.988| -56.461|
| 8.800|x| 72.55| 75.13| 1.713| -0.045|  0.117|   1.5|  57.1|  46.1|  0.0|F2                      ||-0.987|  35.235|
| 8.900|o| 75.25| 75.93| 1.790|  0.037|  0.250|   1.3|  59.1|  44.4|  0.0|F2                      || 0.988| -56.410|
| 8.900|x| 72.69| 75.11| 1.721| -0.038|  0.112|   1.5|  57.3|  46.0|  0.0|F2                      ||-0.987|  35.262|
| 9.000|o| 75.44| 75.90| 1.802|  0.051|  0.249|   1.4|  59.2|  44.2|  0.0|F2                      || 0.988| -56.349|
| 9.000|x| 72.84| 75.10| 1.730| -0.031|  0.106|   1.5|  57.4|  45.9|  0.0|F2                      ||-0.987|  35.292|
| 9.100|o| 75.63| 75.88| 1.814|  0.065|  0.250|   1.4|  59.4|  44.0|  0.0|F2                      || 0.988| -56.299|
| 9.100|x| 72.99| 75.08| 1.739| -0.023|  0.099|   1.6|  57.5|  45.7|  0.0|F2                      ||-0.987|  35.325|
| 9.200|o| 75.83| 75.85| 1.827|  0.080|  0.250|   1.4|  59.6|  43.8|  0.0|F2                      || 0.988| -56.238|
| 9.200|x| 73.14| 75.06| 1.749| -0.014|  0.093|   1.6|  57.6|  45.6|  0.0|F2                      ||-0.988|  35.361|
| 9.300|o| 76.03| 75.81| 1.841|  0.097|  0.250|   1.5|  59.8|  43.5|  0.0|F2                      || 0.988| -56.169|
| 9.300|x| 73.29| 75.04| 1.758| -0.005|  0.086|   1.6|  57.8|  45.5|  0.0|F2                      ||-0.988|  35.401|
| 9.400|o| 76.24| 75.78| 1.855|  0.114|  0.252|   1.5|  60.0|  43.3|  0.0|F2                      || 0.988| -56.098|
| 9.400|x| 73.45| 75.02| 1.768|  0.005|  0.079|   1.6|  57.9|  45.3|  0.0|F2                      ||-0.988|  35.445|
| 9.500|o| 76.46| 75.74| 1.870|  0.132|  0.253|   1.5|  60.3|  43.0|  0.0|F2                      || 0.988| -56.026|
| 9.500|x| 73.62| 75.00| 1.779|  0.015|  0.071|   1.6|  58.0|  45.2|  0.0|F2                      ||-0.988|  35.492|
| 9.600|o| 76.68| 75.70| 1.886|  0.152|  0.256|   1.5|  60.5|  42.7|  0.0|F2                      || 0.988| -55.943|
| 9.600|x| 73.78| 74.97| 1.789|  0.026|  0.063|   1.6|  58.2|  45.0|  0.0|F2                      ||-0.988|  35.545|
| 9.700|o| 76.92| 75.67| 1.903|  0.172|  0.259|   1.6|  60.8|  42.4|  0.0|F2                      || 0.989| -55.862|
| 9.700|x| 73.95| 74.94| 1.800|  0.038|  0.054|   1.7|  58.3|  44.8|  0.0|F2                      ||-0.988|  35.599|
| 9.800|o| 77.16| 75.62| 1.921|  0.194|  0.263|   1.6|  61.1|  42.1|  0.0|F2                      || 0.989| -55.768|
| 9.800|x| 74.13| 74.91| 1.812|  0.050|  0.046|   1.7|  58.5|  44.6|  0.0|F2                      ||-0.988|  35.657|
| 9.900|o| 77.40| 75.57| 1.940|  0.217|  0.269|   1.7|  61.4|  41.8|  0.0|F2                      || 0.989| -55.674|
| 9.900|x| 74.31| 74.88| 1.824|  0.063|  0.036|   1.7|  58.7|  44.5|  0.0|F2                      ||-0.988|  35.723|
|10.000|o| 77.66| 75.52| 1.960|  0.241|  0.276|   1.7|  61.7|  41.4|  0.0|F2                      || 0.989| -55.569|
|10.000|x| 74.50| 74.85| 1.836|  0.077|  0.026|   1.7|  58.8|  44.3|  0.0|F2                      ||-0.988|  35.791|
|10.100|o| 77.93| 75.47| 1.982|  0.268|  0.284|   1.8|  62.0|  41.0|  0.0|F2                      || 0.989| -55.459|
|10.100|x| 74.69| 74.81| 1.849|  0.092|  0.015|   1.7|  59.0|  44.0|  0.0|F2                      ||-0.988|  35.864|
|10.200|o| 78.21| 75.41| 2.006|  0.295|  0.295|   1.8|  62.4|  40.6|  0.0|F2                      || 0.989| -55.343|
|10.200|x| 74.89| 74.77| 1.863|  0.108|  0.004|   1.8|  59.2|  43.8|  0.0|F2                      ||-0.989|  35.942|
|10.300|o| 78.50| 75.35| 2.032|  0.325|  0.309|   1.9|  62.8|  40.1|  0.0|F2                      || 0.989| -55.219|
|10.300|x| 75.09| 74.73| 1.877|  0.125| -0.008|   1.8|  59.4|  43.6|  0.0|F2                      ||-0.989|  36.025|
|10.400|o| 78.80| 75.29| 2.060|  0.356|  0.325|   2.0|  63.3|  39.6|  0.0|F2                      || 0.989| -55.086|
|10.400|x| 75.30| 74.68| 1.892|  0.143| -0.021|   1.8|  59.6|  43.4|  0.0|F2                      ||-0.989|  36.112|
|10.500|o| 79.11| 75.22| 2.091|  0.390|  0.345|   2.0|  63.8|  39.0|  0.0|F2                      || 0.989| -54.944|
|10.500|x| 75.52| 74.63| 1.908|  0.162| -0.034|   1.9|  59.8|  43.1|  0.0|F2                      ||-0.989|  36.208|
|10.600|o| 79.44| 75.14| 2.126|  0.426|  0.369|   2.1|  64.4|  38.3|  0.0|F2                      || 0.989| -54.793|
|10.600|x| 75.75| 74.58| 1.925|  0.183| -0.049|   1.9|  60.1|  42.8|  0.0|F2                      ||-0.989|  36.307|
|10.700|o| 79.79| 75.06| 2.166|  0.464|  0.398|   2.2|  65.0|  37.5|  0.0|F2                      || 0.989| -54.632|
|10.700|x| 75.98| 74.53| 1.943|  0.205| -0.065|   2.0|  60.3|  42.5|  0.0|F2                      ||-0.989|  36.416|
|10.800|o| 80.15| 74.97| 2.211|  0.505|  0.433|   2.3|  65.8|  36.6|  0.0|F2                      || 0.989| -54.458|
|10.800|x| 76.23| 74.47| 1.963|  0.228| -0.081|   2.0|  60.6|  42.2|  0.0|F2                      ||-0.989|  36.531|
|10.900|o| 73.14| 88.03| 2.452| -1.703|  0.707|   2.7|  51.9|  50.2|  0.0|F2                      || 0.993| -88.998|
|10.900|o| 75.14| 88.48| 2.532| -1.465|  0.989|   2.9|  54.7|  47.2|  0.0|F2                      || 0.993| -90.387|
|10.900|o| 80.54| 74.88| 2.264|  0.549|  0.473|   2.5|  66.7|  35.6|  0.0|F2                      || 0.989| -54.270|
|10.900|x| 76.49| 74.41| 1.983|  0.253| -0.100|   2.0|  60.9|  41.9|  0.0|F2                      ||-0.989|  36.653|
|11.000|o| 70.80| 86.98| 2.400| -1.987|  0.541|   2.5|  56.0|  46.3|  0.0|F2                      || 0.993| -85.775|
|11.000|o| 77.75| 88.45| 2.690| -1.176|  1.744|   3.4|  64.1|  37.4|  0.0|F2                      || 0.993| -90.291|
|11.000|o| 80.94| 74.78| 2.326|  0.595|  0.517|   2.7|  67.8|  34.4|  0.0|F2                      || 0.989| -54.069|
|11.000|x| 76.76| 74.34| 2.006|  0.281| -0.119|   2.1|  61.2|  41.5|  0.0|F2                      ||-0.989|  36.785|
|11.100|o| 69.73| 86.26| 2.401| -2.119|  0.485|   2.5|  57.1|  45.2|  0.0|F2                      || 0.993| -83.558|
|11.100|x| 77.04| 74.26| 2.030|  0.310| -0.141|   2.2|  61.6|  41.1|  0.0|F2                      ||-0.989|  36.926|
|11.200|o| 69.03| 85.62| 2.422| -2.210|  0.436|   2.5|  58.0|  44.3|  0.0|F2                      || 0.993| -81.643|
|11.200|x| 77.34| 74.18| 2.057|  0.341| -0.164|   2.2|  62.0|  40.6|  0.0|F2                      ||-0.989|  37.077|
|11.300|o| 68.56| 85.03| 2.460| -2.279|  0.376|   2.6|  58.8|  43.4|  0.0|F2                      || 0.993| -79.862|
|11.300|x| 77.66| 74.10| 2.086|  0.376| -0.190|   2.3|  62.4|  40.1|  0.0|F2                      ||-0.989|  37.239|
|11.400|o| 68.29| 84.43| 2.527| -2.334|  0.283|   2.8|  59.8|  42.2|  0.0|F2                      || 0.993| -78.091|
|11.400|x| 77.99| 74.01| 2.119|  0.413| -0.218|   2.4|  62.9|  39.5|  0.0|F2                      ||-0.989|  37.413|
|11.500|o| 68.26| 83.77| 2.663| -2.378|  0.093|   3.2|  61.1|  40.5|  0.0|F2                      || 0.993| -76.133|
|11.500|x| 78.36| 73.91| 2.156|  0.454| -0.249|   2.5|  63.5|  38.8|  0.0|F2                      ||-0.989|  37.601|
|11.600|x| 78.75| 73.80| 2.198|  0.499| -0.284|   2.6|  64.1|  38.0|  0.0|F2                      ||-0.989|  37.807|
|11.700|x| 72.41| 88.99| 2.556| -1.525|  0.320|   3.4|  52.8|  48.7|  0.0|F2                      ||-0.994|  -1.969|
|11.700|x| 75.48| 88.23| 2.734| -1.161| -0.114|   3.9|  57.4|  43.5|  0.0|F2                      ||-0.994|   0.384|
|11.700|x| 79.17| 73.68| 2.248|  0.549| -0.324|   2.8|  64.9|  37.1|  0.0|F2                      ||-0.989|  38.031|
|11.800|x| 70.04| 89.46| 2.470| -1.799|  0.546|   3.0|  55.1|  46.6|  0.0|F2                      ||-0.994|  -3.404|
|11.900|x| 68.77| 88.62| 2.449| -1.941|  0.644|   2.9|  56.0|  45.9|  0.0|F2                      ||-0.994|  -0.832|
|12.000|x| 67.88| 87.84| 2.451| -2.038|  0.709|   2.9|  56.7|  45.2|  0.0|F2                      ||-0.994|   1.565|
|12.100|x| 67.23| 87.13| 2.472| -2.113|  0.759|   3.0|  57.4|  44.5|  0.0|F2                      ||-0.994|   3.758|
|12.200|x| 66.75| 86.44| 2.513| -2.175|  0.802|   3.1|  58.1|  43.6|  0.0|F2                      ||-0.994|   5.873|
|12.300|x| 66.43| 85.70| 2.592| -2.229|  0.848|   3.3|  59.0|  42.5|  0.0|F2                      ||-0.994|   8.117|
+=================================================================================================++===============+

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:31:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.000|o| 70.32| 74.84| 1.440| -0.095|  0.272|   1.2|  54.3|  49.3|  0.0|F2                      || 0.971| -54.190|
| 4.000|x| 68.79| 73.40| 1.448| -0.059|  0.094|   3.8|  53.1|  47.9|  0.0|F2                      ||-0.969|  38.543|
| 4.100|o| 70.41| 74.86| 1.445| -0.095|  0.270|   1.2|  54.4|  49.2|  0.0|F2                      || 0.972| -54.225|
| 4.100|x| 68.82| 73.45| 1.450| -0.061|  0.101|   3.5|  53.2|  48.1|  0.0|F2                      ||-0.970|  38.449|
| 4.200|o| 70.49| 74.87| 1.451| -0.096|  0.268|   1.2|  54.5|  49.1|  0.0|F2                      || 0.973| -54.259|
| 4.200|x| 68.87| 73.50| 1.452| -0.063|  0.108|   3.3|  53.3|  48.2|  0.0|F2                      ||-0.971|  38.361|
| 4.300|o| 70.58| 74.89| 1.456| -0.095|  0.266|   1.1|  54.6|  49.1|  0.0|F2                      || 0.973| -54.292|
| 4.300|x| 68.92| 73.54| 1.455| -0.065|  0.113|   3.1|  53.4|  48.3|  0.0|F2                      ||-0.971|  38.278|
| 4.400|o| 70.67| 74.90| 1.462| -0.095|  0.264|   1.1|  54.6|  49.0|  0.0|F2                      || 0.974| -54.322|
| 4.400|x| 68.98| 73.59| 1.458| -0.066|  0.117|   2.9|  53.5|  48.4|  0.0|F2                      ||-0.972|  38.199|
| 4.500|o| 70.76| 74.92| 1.467| -0.095|  0.262|   1.1|  54.7|  49.0|  0.0|F2                      || 0.975| -54.352|
| 4.500|x| 69.05| 73.63| 1.462| -0.067|  0.121|   2.8|  53.6|  48.4|  0.0|F2                      ||-0.973|  38.125|
| 4.600|o| 70.85| 74.93| 1.473| -0.094|  0.260|   1.1|  54.8|  48.9|  0.0|F2                      || 0.975| -54.380|
