
delt0=    0.01  eps=   1e-07  ep=   1e-05  ep1=   0.001
ισθοδξαρ τοώλα: fi0=  46.080  teta0=  33.870  year=2015
+==================================================================+
|    Transmitter   |     Reciever     | Path length | Path azimuth |
|==================+==================|    129.90   |    -95.524   |
|Longitude:  46.080|Longitude:  44.000|-------------+--------------|
|Latitude :  56.130|Latitude :  56.000| Month:  2.3 |   W     IG   |
|Power    : 1.0e+00|Passband :   1.000|   February  |  80.0  130.0 |
+==================================================================+

+======================================+
|Initial step: 0.010                   |
|Local accuracy: 0.0000001             |
|Range accuracy:  0.0100               |
|Range limits:   30.00                 |
|Elevation angle step: 0.15            |
|Azimuth   angle step: 1.00            |
+======================================+

Geomagnetic Field - const
fh= 1.50  i=  72.0  d=  10.6
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.200   100.0 900.0 -45.0   82.8   0.000
Chapmen many-layers Ionospher model
Ionospher Begin Higth: 60.0
Number Layers: 2
Geometric Layer Parametres
  hm     ym     f0     al
110.0    5.0   2.00   1.00
265.0   50.0  10.80   1.00
Local Gradient  gx=0.00  gy=0.00

Number diff. equation: 8

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:30:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 6.200|x| 75.35| 69.57| 1.555|  0.173| -0.374|   1.7|  56.2|  46.9|  0.0|F2                      ||-0.975|  44.831|
| 6.300|o| 78.07| 70.07| 1.595|  0.326| -0.174|   1.1|  57.7|  46.0|  0.0|F2                      || 0.976| -45.919|
| 6.300|x| 75.51| 69.53| 1.562|  0.183| -0.390|   1.7|  56.3|  46.8|  0.0|F2                      ||-0.975|  44.892|
| 6.400|o| 78.24| 70.02| 1.602|  0.340| -0.184|   1.1|  57.8|  45.8|  0.0|F2                      || 0.976| -45.849|
| 6.400|x| 75.68| 69.48| 1.568|  0.193| -0.406|   1.7|  56.4|  46.7|  0.0|F2                      ||-0.976|  44.953|
| 6.500|o| 78.42| 69.98| 1.610|  0.356| -0.195|   1.2|  57.9|  45.7|  0.0|F2                      || 0.977| -45.777|
| 6.500|x| 75.85| 69.44| 1.574|  0.204| -0.423|   1.7|  56.5|  46.6|  0.0|F2                      ||-0.976|  45.015|
| 6.600|o| 78.59| 69.93| 1.617|  0.371| -0.206|   1.2|  58.1|  45.6|  0.0|F2                      || 0.977| -45.704|
| 6.600|x| 76.01| 69.40| 1.581|  0.215| -0.440|   1.7|  56.6|  46.6|  0.0|F2                      ||-0.976|  45.078|
| 6.700|o| 78.77| 69.88| 1.625|  0.387| -0.217|   1.2|  58.2|  45.5|  0.0|F2                      || 0.977| -45.632|
| 6.700|x| 76.18| 69.36| 1.588|  0.226| -0.458|   1.6|  56.7|  46.5|  0.0|F2                      ||-0.977|  45.141|
| 6.800|o| 78.95| 69.83| 1.633|  0.404| -0.229|   1.2|  58.3|  45.3|  0.0|F2                      || 0.978| -45.558|
| 6.800|x| 76.35| 69.31| 1.594|  0.237| -0.476|   1.6|  56.8|  46.4|  0.0|F2                      ||-0.977|  45.205|
| 6.900|o| 79.14| 69.78| 1.641|  0.421| -0.240|   1.2|  58.4|  45.2|  0.0|F2                      || 0.978| -45.483|
| 6.900|x| 76.53| 69.27| 1.601|  0.250| -0.495|   1.6|  56.9|  46.3|  0.0|F2                      ||-0.977|  45.269|
| 7.000|o| 79.32| 69.73| 1.649|  0.438| -0.252|   1.2|  58.6|  45.0|  0.0|F2                      || 0.978| -45.406|
| 7.000|x| 76.70| 69.22| 1.608|  0.262| -0.515|   1.6|  57.0|  46.2|  0.0|F2                      ||-0.977|  45.334|
| 7.100|o| 79.50| 69.68| 1.658|  0.457| -0.264|   1.2|  58.7|  44.9|  0.0|F2                      || 0.978| -45.329|
| 7.100|x| 76.87| 69.18| 1.615|  0.275| -0.536|   1.6|  57.1|  46.1|  0.0|F2                      ||-0.978|  45.400|
| 7.200|o| 79.69| 69.62| 1.666|  0.475| -0.277|   1.2|  58.8|  44.7|  0.0|F2                      || 0.979| -45.251|
| 7.200|x| 77.05| 69.13| 1.622|  0.288| -0.557|   1.6|  57.2|  46.0|  0.0|F2                      ||-0.978|  45.467|
| 7.300|o| 79.88| 69.57| 1.675|  0.494| -0.290|   1.2|  59.0|  44.6|  0.0|F2                      || 0.979| -45.172|
| 7.300|x| 77.23| 69.08| 1.630|  0.302| -0.579|   1.6|  57.3|  45.9|  0.0|F2                      ||-0.978|  45.536|
| 7.400|o| 80.07| 69.51| 1.684|  0.514| -0.303|   1.2|  59.1|  44.4|  0.0|F2                      || 0.979| -45.090|
| 7.400|x| 77.40| 69.03| 1.637|  0.316| -0.602|   1.6|  57.4|  45.8|  0.0|F2                      ||-0.978|  45.606|
| 7.500|o| 80.26| 69.46| 1.693|  0.534| -0.316|   1.3|  59.3|  44.3|  0.0|F2                      || 0.979| -45.008|
| 7.500|x| 77.58| 68.98| 1.645|  0.331| -0.625|   1.6|  57.6|  45.6|  0.0|F2                      ||-0.979|  45.675|
| 7.600|o| 80.46| 69.40| 1.702|  0.555| -0.330|   1.3|  59.5|  44.1|  0.0|F2                      || 0.979| -44.926|
| 7.600|x| 77.76| 68.93| 1.653|  0.346| -0.650|   1.6|  57.7|  45.5|  0.0|F2                      ||-0.979|  45.746|
| 7.700|o| 80.65| 69.34| 1.712|  0.576| -0.344|   1.3|  59.6|  43.9|  0.0|F2                      || 0.980| -44.841|
| 7.700|x| 77.95| 68.88| 1.660|  0.361| -0.676|   1.6|  57.8|  45.4|  0.0|F2                      ||-0.979|  45.819|
| 7.800|o| 80.85| 69.28| 1.721|  0.598| -0.358|   1.3|  59.8|  43.7|  0.0|F2                      || 0.980| -44.754|
| 7.800|x| 78.13| 68.83| 1.668|  0.377| -0.702|   1.6|  57.9|  45.3|  0.0|F2                      ||-0.979|  45.894|
| 7.900|o| 81.05| 69.22| 1.731|  0.621| -0.372|   1.3|  60.0|  43.5|  0.0|F2                      || 0.980| -44.668|
| 7.900|x| 78.32| 68.78| 1.677|  0.394| -0.730|   1.6|  58.1|  45.1|  0.0|F2                      ||-0.979|  45.968|
| 8.000|o| 81.25| 69.16| 1.742|  0.644| -0.387|   1.3|  60.1|  43.3|  0.0|F2                      || 0.980| -44.579|
| 8.000|x| 78.51| 68.72| 1.685|  0.411| -0.759|   1.6|  58.2|  45.0|  0.0|F2                      ||-0.980|  46.043|
| 8.100|o| 81.46| 69.10| 1.752|  0.667| -0.402|   1.3|  60.3|  43.1|  0.0|F2                      || 0.980| -44.488|
| 8.100|x| 78.69| 68.67| 1.693|  0.429| -0.790|   1.6|  58.3|  44.9|  0.0|F2                      ||-0.980|  46.121|
| 8.200|o| 81.66| 69.03| 1.763|  0.692| -0.418|   1.4|  60.5|  42.9|  0.0|F2                      || 0.980| -44.395|
| 8.200|x| 78.89| 68.61| 1.702|  0.447| -0.822|   1.6|  58.5|  44.7|  0.0|F2                      ||-0.980|  46.201|
| 8.300|o| 81.87| 68.97| 1.774|  0.717| -0.433|   1.4|  60.7|  42.7|  0.0|F2                      || 0.981| -44.304|
| 8.300|x| 79.08| 68.55| 1.711|  0.466| -0.855|   1.6|  58.6|  44.6|  0.0|F2                      ||-0.980|  46.280|
| 8.400|o| 82.08| 68.90| 1.785|  0.743| -0.449|   1.4|  60.9|  42.5|  0.0|F2                      || 0.981| -44.208|
| 8.400|x| 79.28| 68.49| 1.720|  0.485| -0.890|   1.6|  58.7|  44.4|  0.0|F2                      ||-0.980|  46.364|
| 8.500|o| 82.29| 68.83| 1.797|  0.769| -0.466|   1.4|  61.1|  42.2|  0.0|F2                      || 0.981| -44.112|
| 8.500|x| 79.47| 68.43| 1.729|  0.505| -0.926|   1.7|  58.9|  44.3|  0.0|F2                      ||-0.981|  46.445|
| 8.600|o| 82.51| 68.77| 1.809|  0.796| -0.482|   1.4|  61.4|  42.0|  0.0|F2                      || 0.981| -44.016|
| 8.600|x| 79.67| 68.37| 1.739|  0.526| -0.965|   1.7|  59.0|  44.1|  0.0|F2                      ||-0.981|  46.529|
| 8.700|o| 82.72| 68.69| 1.821|  0.824| -0.500|   1.5|  61.6|  41.7|  0.0|F2                      || 0.981| -43.915|
| 8.700|x| 79.88| 68.31| 1.749|  0.547| -1.006|   1.7|  59.2|  43.9|  0.0|F2                      ||-0.981|  46.617|
| 8.800|o| 82.94| 68.62| 1.834|  0.852| -0.517|   1.5|  61.8|  41.5|  0.0|F2                      || 0.981| -43.814|
| 8.800|x| 80.08| 68.25| 1.759|  0.569| -1.048|   1.7|  59.4|  43.7|  0.0|F2                      ||-0.981|  46.704|
| 8.900|o| 69.07| 85.39| 1.845| -1.254|  0.522|   1.3|  48.4|  55.1|  0.0|F2                      || 0.991| -80.936|
| 8.900|o| 72.08| 83.42| 1.882| -1.007|  0.465|   1.4|  48.8|  54.5|  0.0|F2                      || 0.991| -75.123|
| 8.900|o| 83.17| 68.55| 1.847|  0.881| -0.535|   1.5|  62.1|  41.2|  0.0|F2                      || 0.982| -43.711|
| 8.900|x| 80.29| 68.18| 1.769|  0.592| -1.093|   1.7|  59.5|  43.6|  0.0|F2                      ||-0.981|  46.794|
| 9.000|o| 68.24| 86.08| 1.844| -1.323|  0.541|   1.3|  50.8|  52.7|  0.0|F2                      || 0.992| -83.039|
| 9.000|o| 73.56| 82.65| 1.913| -0.878|  0.449|   1.5|  51.6|  51.7|  0.0|F2                      || 0.991| -72.956|
| 9.000|o| 83.39| 68.47| 1.861|  0.911| -0.554|   1.6|  62.4|  40.9|  0.0|F2                      || 0.982| -43.607|
| 9.000|x| 80.50| 68.11| 1.779|  0.615| -1.140|   1.7|  59.7|  43.4|  0.0|F2                      ||-0.981|  46.884|
| 9.100|o| 67.75| 86.54| 1.847| -1.365|  0.552|   1.3|  52.0|  51.6|  0.0|F2                      || 0.992| -84.430|
| 9.100|o| 74.71| 82.14| 1.941| -0.772|  0.446|   1.6|  53.0|  50.3|  0.0|F2                      || 0.991| -71.530|
| 9.100|o| 83.62| 68.40| 1.875|  0.942| -0.573|   1.6|  62.6|  40.6|  0.0|F2                      || 0.982| -43.501|
| 9.100|x| 80.71| 68.05| 1.790|  0.639| -1.191|   1.7|  59.9|  43.2|  0.0|F2                      ||-0.981|  46.974|
| 9.200|o| 67.41| 86.90| 1.852| -1.397|  0.561|   1.3|  52.7|  50.8|  0.0|F2                      || 0.992| -85.528|
| 9.200|o| 75.73| 81.74| 1.969| -0.672|  0.454|   1.7|  54.0|  49.1|  0.0|F2                      || 0.991| -70.442|
| 9.200|o| 83.85| 68.32| 1.890|  0.973| -0.593|   1.6|  62.9|  40.3|  0.0|F2                      || 0.982| -43.395|
| 9.200|x| 80.93| 67.97| 1.801|  0.664| -1.244|   1.8|  60.1|  43.0|  0.0|F2                      ||-0.982|  47.071|
| 9.300|o| 67.15| 87.20| 1.858| -1.424|  0.568|   1.3|  53.3|  50.2|  0.0|F2                      || 0.992| -86.451|
| 9.300|o| 76.68| 81.43| 1.997| -0.576|  0.476|   1.7|  54.9|  48.2|  0.0|F2                      || 0.991| -69.581|
| 9.300|o| 84.08| 68.24| 1.905|  1.005| -0.614|   1.6|  63.2|  39.9|  0.0|F2                      || 0.982| -43.284|
| 9.300|x| 81.14| 67.90| 1.813|  0.690| -1.301|   1.8|  60.3|  42.8|  0.0|F2                      ||-0.982|  47.166|
| 9.400|o| 66.95| 87.46| 1.865| -1.446|  0.573|   1.3|  53.8|  49.7|  0.0|F2                      || 0.992| -87.254|
| 9.400|o| 77.59| 81.17| 2.027| -0.481|  0.514|   1.8|  55.7|  47.2|  0.0|F2                      || 0.991| -68.892|
| 9.400|o| 84.31| 68.16| 1.921|  1.038| -0.637|   1.7|  63.5|  39.6|  0.0|F2                      || 0.982| -43.173|
| 9.400|x| 81.37| 67.83| 1.825|  0.716| -1.361|   1.8|  60.5|  42.5|  0.0|F2                      ||-0.982|  47.264|
| 9.500|o| 66.79| 87.69| 1.872| -1.466|  0.577|   1.3|  54.3|  49.2|  0.0|F2                      || 0.992| -87.969|
| 9.500|o| 78.46| 80.97| 2.058| -0.385|  0.575|   1.9|  56.6|  46.3|  0.0|F2                      || 0.991| -68.352|
| 9.500|o| 84.55| 68.07| 1.938|  1.072| -0.661|   1.7|  63.9|  39.2|  0.0|F2                      || 0.982| -43.060|
| 9.500|x| 81.59| 67.76| 1.837|  0.743| -1.426|   1.8|  60.7|  42.3|  0.0|F2                      ||-0.982|  47.363|
| 9.600|o| 66.66| 87.90| 1.880| -1.484|  0.581|   1.3|  54.7|  48.8|  0.0|F2                      || 0.992| -88.614|
| 9.600|o| 79.31| 80.81| 2.090| -0.290|  0.666|   2.0|  57.5|  45.4|  0.0|F2                      || 0.991| -67.951|
| 9.600|o| 84.78| 67.99| 1.955|  1.106| -0.687|   1.7|  64.2|  38.8|  0.0|F2                      || 0.982| -42.946|
| 9.600|x| 81.82| 67.68| 1.850|  0.772| -1.495|   1.8|  60.9|  42.1|  0.0|F2                      ||-0.982|  47.465|
| 9.700|o| 66.56| 88.09| 1.888| -1.500|  0.584|   1.3|  55.0|  48.5|  0.0|F2                      || 0.992| -89.202|
| 9.700|o| 80.14| 80.71| 2.123| -0.197|  0.793|   2.0|  58.4|  44.4|  0.0|F2                      || 0.991| -67.688|
| 9.700|o| 85.03| 67.90| 1.973|  1.142| -0.717|   1.8|  64.6|  38.4|  0.0|F2                      || 0.982| -42.830|
| 9.700|x| 82.05| 67.60| 1.863|  0.801| -1.569|   1.9|  61.1|  41.8|  0.0|F2                      ||-0.982|  47.568|
| 9.800|o| 66.49| 88.27| 1.898| -1.515|  0.586|   1.3|  55.3|  48.1|  0.0|F2                      || 0.992| -89.742|
| 9.800|o| 80.93| 80.66| 2.157| -0.105|  0.968|   2.1|  59.3|  43.3|  0.0|F2                      || 0.991| -67.553|
| 9.800|o| 85.27| 67.81| 1.993|  1.178| -0.750|   1.8|  65.0|  38.0|  0.0|F2                      || 0.982| -42.712|
| 9.800|x| 82.29| 67.52| 1.876|  0.831| -1.649|   1.9|  61.4|  41.5|  0.0|F2                      ||-0.982|  47.673|
| 9.900|o| 66.43| 88.43| 1.907| -1.528|  0.587|   1.4|  55.6|  47.8|  0.0|F2                      || 0.992| -90.240|
| 9.900|o| 81.68| 80.66| 2.193| -0.017|  1.202|   2.2|  60.4|  42.2|  0.0|F2                      || 0.991| -67.538|
| 9.900|o| 85.51| 67.72| 2.013|  1.214| -0.788|   1.9|  65.4|  37.6|  0.0|F2                      || 0.983| -42.592|
| 9.900|x| 67.65| 84.42| 1.877| -1.174|  0.541|   1.6|  48.9|  54.3|  0.0|F2                      ||-0.992|  11.962|
| 9.900|x| 71.41| 81.57| 1.933| -0.920|  0.304|   1.8|  49.3|  53.7|  0.0|F2                      ||-0.991|  20.028|
| 9.900|x| 82.53| 67.44| 1.891|  0.861| -1.736|   1.9|  61.6|  41.3|  0.0|F2                      ||-0.982|  47.780|
|10.000|o| 66.40| 88.58| 1.918| -1.541|  0.588|   1.4|  55.9|  47.5|  0.0|F2                      || 0.993| -90.704|
|10.000|o| 82.40| 80.69| 2.228|  0.068|  1.505|   2.3|  61.5|  41.0|  0.0|F2                      || 0.991| -67.632|
|10.000|o| 85.76| 67.63| 2.034|  1.252| -0.833|   1.9|  65.8|  37.1|  0.0|F2                      || 0.983| -42.471|
|10.000|x| 66.97| 85.07| 1.876| -1.221|  0.580|   1.6|  50.8|  52.4|  0.0|F2                      ||-0.992|  10.009|
|10.000|x| 72.76| 80.75| 1.967| -0.820|  0.197|   1.9|  51.3|  51.6|  0.0|F2                      ||-0.991|  22.207|
|10.000|x| 82.77| 67.35| 1.905|  0.893| -1.829|   1.9|  61.9|  41.0|  0.0|F2                      ||-0.982|  47.889|
|10.100|o| 66.38| 88.72| 1.929| -1.553|  0.589|   1.4|  56.2|  47.2|  0.0|F2                      || 0.993| -91.134|
|10.100|o| 83.08| 80.76| 2.265|  0.146|  1.890|   2.4|  62.7|  39.7|  0.0|F2                      || 0.991| -67.822|
|10.100|o| 86.01| 67.54| 2.057|  1.290| -0.887|   2.0|  66.3|  36.6|  0.0|F2                      || 0.983| -42.348|
|10.100|x| 66.54| 85.54| 1.879| -1.254|  0.605|   1.6|  51.8|  51.4|  0.0|F2                      ||-0.992|   8.623|
|10.100|x| 73.89| 80.14| 2.000| -0.732|  0.092|   2.0|  52.4|  50.3|  0.0|F2                      ||-0.991|  23.800|
|10.100|x| 83.02| 67.27| 1.921|  0.926| -1.931|   2.0|  62.2|  40.7|  0.0|F2                      ||-0.982|  48.001|
|10.200|o| 66.38| 88.85| 1.940| -1.563|  0.588|   1.4|  56.5|  46.9|  0.0|F2                      || 0.993| -91.534|
|10.200|o| 83.72| 80.87| 2.302|  0.220|  2.370|   2.5|  64.0|  38.4|  0.0|F2                      || 0.991| -68.093|
|10.200|o| 86.27| 67.44| 2.081|  1.330| -0.953|   2.0|  66.7|  36.0|  0.0|F2                      || 0.983| -42.224|
|10.200|x| 66.23| 85.90| 1.884| -1.279|  0.624|   1.6|  52.5|  50.7|  0.0|F2                      ||-0.993|   7.509|
|10.200|x| 74.93| 79.62| 2.034| -0.645| -0.021|   2.1|  53.3|  49.4|  0.0|F2                      ||-0.991|  25.102|
|10.200|x| 83.27| 67.18| 1.937|  0.960| -2.042|   2.0|  62.5|  40.3|  0.0|F2                      ||-0.983|  48.114|
|10.300|o| 66.39| 88.97| 1.953| -1.574|  0.587|   1.4|  56.8|  46.6|  0.0|F2                      || 0.993| -91.904|
|10.300|o| 84.32| 81.00| 2.339|  0.287|  2.959|   2.6|  65.2|  37.0|  0.0|F2                      || 0.992| -68.430|
|10.300|o| 86.52| 67.34| 2.106|  1.370| -1.035|   2.1|  67.2|  35.5|  0.0|F2                      || 0.983| -42.097|
|10.300|x| 65.99| 86.22| 1.890| -1.300|  0.639|   1.6|  53.1|  50.1|  0.0|F2                      ||-0.993|   6.565|
|10.300|x| 75.93| 79.18| 2.070| -0.556| -0.148|   2.2|  54.0|  48.5|  0.0|F2                      ||-0.991|  26.204|
|10.300|x| 83.53| 67.09| 1.953|  0.996| -2.163|   2.0|  62.8|  40.0|  0.0|F2                      ||-0.983|  48.229|
|10.400|o| 66.42| 89.08| 1.967| -1.583|  0.586|   1.5|  57.1|  46.2|  0.0|F2                      || 0.993| -92.247|
|10.400|x| 65.79| 86.49| 1.896| -1.319|  0.653|   1.6|  53.6|  49.6|  0.0|F2                      ||-0.993|   5.737|
|10.400|x| 76.92| 78.79| 2.108| -0.465| -0.297|   2.3|  54.7|  47.7|  0.0|F2                      ||-0.991|  27.143|
|10.400|x| 83.79| 67.00| 1.971|  1.032| -2.296|   2.1|  63.1|  39.6|  0.0|F2                      ||-0.983|  48.347|
|10.500|o| 66.47| 89.18| 1.981| -1.591|  0.583|   1.5|  57.4|  45.9|  0.0|F2                      || 0.993| -92.562|
|10.500|x| 65.64| 86.73| 1.904| -1.335|  0.664|   1.6|  54.0|  49.2|  0.0|F2                      ||-0.993|   5.000|
|10.500|x| 77.90| 78.47| 2.150| -0.369| -0.475|   2.5|  55.4|  46.9|  0.0|F2                      ||-0.991|  27.925|
|10.500|x| 84.05| 66.90| 1.989|  1.069| -2.444|   2.1|  63.4|  39.2|  0.0|F2                      ||-0.983|  48.466|
|10.600|o| 66.53| 89.27| 1.997| -1.599|  0.580|   1.5|  57.7|  45.6|  0.0|F2                      || 0.993| -92.848|
|10.600|x| 65.52| 86.94| 1.911| -1.350|  0.674|   1.6|  54.3|  48.8|  0.0|F2                      ||-0.993|   4.334|
|10.600|x| 78.89| 78.20| 2.194| -0.268| -0.692|   2.6|  56.2|  46.0|  0.0|F2                      ||-0.991|  28.556|
|10.600|x| 84.33| 66.81| 2.009|  1.108| -2.609|   2.2|  63.8|  38.8|  0.0|F2                      ||-0.983|  48.589|
|10.700|o| 66.62| 89.36| 2.014| -1.606|  0.575|   1.6|  58.0|  45.2|  0.0|F2                      || 0.993| -93.101|
|10.700|x| 65.42| 87.14| 1.920| -1.364|  0.683|   1.6|  54.7|  48.5|  0.0|F2                      ||-0.993|   3.725|
|10.700|x| 79.87| 78.01| 2.241| -0.164| -0.959|   2.7|  57.1|  45.0|  0.0|F2                      ||-0.991|  29.005|
|10.700|x| 84.60| 66.71| 2.029|  1.148| -2.795|   2.2|  64.2|  38.4|  0.0|F2                      ||-0.983|  48.714|
|10.800|o| 66.72| 89.43| 2.034| -1.613|  0.569|   1.6|  58.3|  44.9|  0.0|F2                      || 0.993| -93.318|
|10.800|x| 65.34| 87.33| 1.929| -1.376|  0.692|   1.6|  55.0|  48.2|  0.0|F2                      ||-0.993|   3.165|
|10.800|x| 80.83| 77.90| 2.291| -0.059| -1.287|   2.8|  58.1|  43.8|  0.0|F2                      ||-0.991|  29.260|
|10.800|x| 84.89| 66.60| 2.051|  1.190| -3.005|   2.3|  64.6|  37.9|  0.0|F2                      ||-0.983|  48.841|
|10.900|o| 66.84| 89.48| 2.055| -1.618|  0.562|   1.7|  58.6|  44.5|  0.0|F2                      || 0.993| -93.493|
|10.900|x| 65.29| 87.49| 1.939| -1.388|  0.699|   1.7|  55.3|  47.8|  0.0|F2                      ||-0.993|   2.646|
|10.900|x| 81.76| 77.87| 2.341|  0.046| -1.683|   3.0|  59.3|  42.5|  0.0|F2                      ||-0.991|  29.320|
|10.900|x| 85.18| 66.50| 2.074|  1.233| -3.242|   2.3|  65.0|  37.4|  0.0|F2                      ||-0.983|  48.971|
|11.000|o| 66.99| 89.53| 2.079| -1.622|  0.552|   1.7|  59.0|  44.1|  0.0|F2                      || 0.993| -93.619|
|11.000|x| 65.25| 87.65| 1.950| -1.399|  0.707|   1.7|  55.6|  47.5|  0.0|F2                      ||-0.993|   2.166|
|11.000|x| 82.62| 77.93| 2.391|  0.146| -2.151|   3.1|  60.7|  41.0|  0.0|F2                      ||-0.991|  29.193|
|11.000|x| 85.48| 66.39| 2.098|  1.277| -3.515|   2.4|  65.5|  36.9|  0.0|F2                      ||-0.983|  49.103|
|11.100|o| 67.17| 89.55| 2.106| -1.626|  0.540|   1.8|  59.4|  43.6|  0.0|F2                      || 0.993| -93.689|
|11.100|x| 65.23| 87.80| 1.961| -1.409|  0.713|   1.7|  55.9|  47.2|  0.0|F2                      ||-0.993|   1.716|
|11.100|x| 83.42| 78.05| 2.440|  0.240| -2.695|   3.3|  62.1|  39.4|  0.0|F2                      ||-0.991|  28.911|
|11.100|x| 85.78| 66.28| 2.125|  1.323| -3.836|   2.5|  66.0|  36.3|  0.0|F2                      ||-0.983|  49.237|
|11.200|o| 67.38| 89.55| 2.139| -1.627|  0.523|   1.9|  59.9|  43.0|  0.0|F2                      || 0.993| -93.702|
|11.200|x| 65.22| 87.93| 1.973| -1.418|  0.720|   1.7|  56.1|  46.9|  0.0|F2                      ||-0.993|   1.294|
|11.200|x| 84.16| 78.22| 2.490|  0.327| -3.320|   3.4|  63.6|  37.8|  0.0|F2                      ||-0.991|  28.506|
|11.200|x| 86.09| 66.17| 2.153|  1.371| -4.213|   2.5|  66.6|  35.7|  0.0|F2                      ||-0.983|  49.375|
|11.300|o| 67.63| 89.54| 2.177| -1.627|  0.501|   2.0|  60.4|  42.4|  0.0|F2                      || 0.993| -93.661|
|11.300|x| 65.23| 88.06| 1.986| -1.427|  0.726|   1.8|  56.4|  46.6|  0.0|F2                      ||-0.993|   0.900|
|11.300|x| 84.84| 78.43| 2.539|  0.407| -4.039|   3.5|  65.2|  36.1|  0.0|F2                      ||-0.991|  28.005|
|11.300|x| 86.41| 66.05| 2.184|  1.420| -4.665|   2.6|  67.2|  35.0|  0.0|F2                      ||-0.983|  49.513|
|11.400|o| 67.95| 89.51| 2.226| -1.624|  0.469|   2.1|  61.1|  41.6|  0.0|F2                      || 0.993| -93.572|
|11.400|x| 65.25| 88.18| 2.000| -1.435|  0.732|   1.8|  56.7|  46.3|  0.0|F2                      ||-0.993|   0.530|
|11.500|o| 68.35| 89.47| 2.291| -1.618|  0.422|   2.3|  61.9|  40.6|  0.0|F2                      || 0.994| -93.441|
|11.500|x| 65.29| 88.29| 2.015| -1.442|  0.738|   1.8|  57.0|  46.0|  0.0|F2                      ||-0.994|   0.180|
|11.600|o| 68.88| 89.41| 2.386| -1.606|  0.343|   2.6|  63.1|  39.1|  0.0|F2                      || 0.994| -93.273|
|11.600|x| 65.34| 88.40| 2.032| -1.449|  0.744|   1.9|  57.3|  45.7|  0.0|F2                      ||-0.994|  -0.148|
|11.700|o| 69.66| 89.34| 2.563| -1.581|  0.178|   3.1|  65.4|  36.4|  0.0|F2                      || 0.994| -93.052|
|11.700|x| 65.41| 88.50| 2.051| -1.454|  0.749|   1.9|  57.6|  45.3|  0.0|F2                      ||-0.994|  -0.454|
|11.800|o| 71.03| 89.22| 3.236| -1.517| -0.400|   5.0|  75.8|  24.0|  0.0|F2                      || 0.994| -92.668|
|11.800|x| 65.50| 88.59| 2.071| -1.459|  0.755|   1.9|  57.9|  45.0|  0.0|F2                      ||-0.994|  -0.745|
|11.900|x| 65.61| 88.68| 2.094| -1.463|  0.761|   2.0|  58.2|  44.6|  0.0|F2                      ||-0.994|  -1.018|
|12.000|x| 65.74| 88.76| 2.120| -1.466|  0.767|   2.1|  58.6|  44.2|  0.0|F2                      ||-0.994|  -1.273|
|12.100|x| 65.91| 88.84| 2.151| -1.468|  0.773|   2.2|  59.0|  43.7|  0.0|F2                      ||-0.994|  -1.507|
|12.200|x| 66.11| 88.91| 2.188| -1.467|  0.781|   2.3|  59.4|  43.1|  0.0|F2                      ||-0.994|  -1.732|
|12.300|x| 66.37| 88.98| 2.235| -1.464|  0.789|   2.4|  60.0|  42.4|  0.0|F2                      ||-0.994|  -1.935|
|12.400|x| 66.71| 89.04| 2.298| -1.458|  0.801|   2.6|  60.7|  41.6|  0.0|F2                      ||-0.994|  -2.127|
|12.500|x| 67.21| 89.10| 2.397| -1.444|  0.818|   2.9|  61.7|  40.3|  0.0|F2                      ||-0.994|  -2.310|
+=================================================================================================++===============+

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:36:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.000|o| 75.56| 69.94| 1.450|  0.142| -0.090|   1.3|  55.6|  48.0|  0.0|F2                      || 0.962| -45.715|
| 4.000|x| 72.76| 69.57| 1.453|  0.056| -0.170|   3.7|  54.3|  46.7|  0.0|F2                      ||-0.962|  44.832|
| 4.100|o| 75.73| 69.88| 1.457|  0.151| -0.097|   1.2|  55.7|  47.9|  0.0|F2                      || 0.963| -45.631|
| 4.100|x| 72.95| 69.48| 1.456|  0.062| -0.190|   3.5|  54.4|  46.9|  0.0|F2                      ||-0.962|  44.960|
| 4.200|o| 75.90| 69.83| 1.463|  0.161| -0.104|   1.2|  55.8|  47.8|  0.0|F2                      || 0.964| -45.550|
| 4.200|x| 73.14| 69.40| 1.459|  0.068| -0.208|   3.3|  54.5|  47.0|  0.0|F2                      ||-0.963|  45.076|
| 4.300|o| 76.07| 69.77| 1.469|  0.170| -0.112|   1.2|  55.8|  47.8|  0.0|F2                      || 0.965| -45.472|
| 4.300|x| 73.33| 69.33| 1.463|  0.074| -0.226|   3.1|  54.6|  47.1|  0.0|F2                      ||-0.964|  45.183|
| 4.400|o| 76.24| 69.72| 1.475|  0.180| -0.120|   1.2|  55.9|  47.7|  0.0|F2                      || 0.965| -45.396|
| 4.400|x| 73.51| 69.26| 1.467|  0.081| -0.244|   2.9|  54.7|  47.2|  0.0|F2                      ||-0.964|  45.282|
