
delt0=    0.01  eps=   1e-07  ep=   1e-05  ep1=   0.001
ισθοδξαρ τοώλα: fi0=  46.080  teta0=  33.870  year=2015
+==================================================================+
|    Transmitter   |     Reciever     | Path length | Path azimuth |
|==================+==================|    129.90   |    -95.524   |
|Longitude:  46.080|Longitude:  44.000|-------------+--------------|
|Latitude :  56.130|Latitude :  56.000| Month:  2.3 |   W     IG   |
|Power    : 1.0e+00|Passband :   1.000|   February  |  80.0  130.0 |
+==================================================================+

+======================================+
|Initial step: 0.010                   |
|Local accuracy: 0.0000001             |
|Range accuracy:  0.0100               |
|Range limits:   30.00                 |
|Elevation angle step: 0.15            |
|Azimuth   angle step: 1.00            |
+======================================+

Geomagnetic Field - const
fh= 1.50  i=  72.0  d=  10.6
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.100   100.0 900.0 -45.0   82.8   0.000
Chapmen many-layers Ionospher model
Ionospher Begin Higth: 60.0
Number Layers: 2
Geometric Layer Parametres
  hm     ym     f0     al
110.0    5.0   2.00   1.00
265.0   50.0  10.80   1.00
Local Gradient  gx=0.00  gy=0.00

Number diff. equation: 8

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:30:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.700|o| 73.09| 73.01| 1.488|  0.014|  0.146|   1.1|  54.7|  49.0|  0.0|F2                      || 0.973| -50.762|
| 4.700|x| 71.04| 71.90| 1.476| -0.007| -0.007|   2.5|  53.7|  48.6|  0.0|F2                      ||-0.971|  41.161|
| 4.800|o| 73.21| 73.02| 1.494|  0.018|  0.143|   1.1|  54.7|  48.9|  0.0|F2                      || 0.974| -50.769|
| 4.800|x| 71.14| 71.92| 1.481| -0.005| -0.009|   2.4|  53.7|  48.6|  0.0|F2                      ||-0.972|  41.139|
| 4.900|o| 73.33| 73.02| 1.500|  0.022|  0.140|   1.1|  54.8|  48.9|  0.0|F2                      || 0.974| -50.775|
| 4.900|x| 71.25| 71.93| 1.485| -0.003| -0.012|   2.3|  53.8|  48.7|  0.0|F2                      ||-0.972|  41.118|
| 5.000|o| 73.45| 73.02| 1.506|  0.026|  0.137|   1.1|  54.9|  48.8|  0.0|F2                      || 0.975| -50.780|
| 5.000|x| 71.36| 71.94| 1.490| -0.001| -0.015|   2.3|  53.9|  48.7|  0.0|F2                      ||-0.973|  41.097|
| 5.100|o| 73.57| 73.03| 1.512|  0.030|  0.134|   1.1|  54.9|  48.7|  0.0|F2                      || 0.975| -50.785|
| 5.100|x| 71.47| 71.95| 1.495|  0.001| -0.018|   2.2|  53.9|  48.7|  0.0|F2                      ||-0.974|  41.077|
| 5.200|o| 73.69| 73.03| 1.519|  0.035|  0.131|   1.1|  55.0|  48.7|  0.0|F2                      || 0.976| -50.788|
| 5.200|x| 71.58| 71.96| 1.500|  0.003| -0.022|   2.1|  54.0|  48.7|  0.0|F2                      ||-0.974|  41.059|
| 5.300|o| 73.81| 73.03| 1.525|  0.040|  0.128|   1.1|  55.1|  48.6|  0.0|F2                      || 0.976| -50.790|
| 5.300|x| 71.70| 71.97| 1.505|  0.006| -0.026|   2.1|  54.1|  48.7|  0.0|F2                      ||-0.975|  41.041|
| 5.400|o| 73.93| 73.03| 1.531|  0.045|  0.125|   1.1|  55.2|  48.5|  0.0|F2                      || 0.976| -50.792|
| 5.400|x| 71.81| 71.98| 1.510|  0.008| -0.029|   2.0|  54.1|  48.6|  0.0|F2                      ||-0.975|  41.025|
| 5.500|o| 74.06| 73.03| 1.538|  0.051|  0.122|   1.1|  55.2|  48.5|  0.0|F2                      || 0.977| -50.792|
| 5.500|x| 71.93| 71.99| 1.515|  0.011| -0.034|   2.0|  54.2|  48.6|  0.0|F2                      ||-0.975|  41.010|
| 5.600|o| 74.19| 73.03| 1.544|  0.056|  0.118|   1.1|  55.3|  48.4|  0.0|F2                      || 0.977| -50.792|
| 5.600|x| 72.04| 72.00| 1.521|  0.014| -0.038|   1.9|  54.3|  48.6|  0.0|F2                      ||-0.976|  40.996|
| 5.700|o| 74.32| 73.03| 1.551|  0.062|  0.115|   1.1|  55.4|  48.3|  0.0|F2                      || 0.978| -50.790|
| 5.700|x| 72.16| 72.01| 1.526|  0.017| -0.042|   1.9|  54.3|  48.6|  0.0|F2                      ||-0.976|  40.983|
| 5.800|o| 74.45| 73.03| 1.558|  0.068|  0.112|   1.1|  55.4|  48.3|  0.0|F2                      || 0.978| -50.787|
| 5.800|x| 72.28| 72.01| 1.532|  0.021| -0.047|   1.8|  54.4|  48.5|  0.0|F2                      ||-0.977|  40.972|
| 5.900|o| 74.58| 73.02| 1.565|  0.075|  0.108|   1.1|  55.5|  48.2|  0.0|F2                      || 0.978| -50.783|
| 5.900|x| 72.40| 72.02| 1.538|  0.024| -0.052|   1.8|  54.5|  48.5|  0.0|F2                      ||-0.977|  40.962|
| 6.000|o| 74.71| 73.02| 1.571|  0.081|  0.105|   1.1|  55.6|  48.1|  0.0|F2                      || 0.979| -50.777|
| 6.000|x| 72.52| 72.03| 1.543|  0.028| -0.057|   1.8|  54.6|  48.5|  0.0|F2                      ||-0.978|  40.953|
| 6.100|o| 74.84| 73.02| 1.578|  0.088|  0.101|   1.1|  55.7|  48.0|  0.0|F2                      || 0.979| -50.770|
| 6.100|x| 72.64| 72.03| 1.549|  0.032| -0.063|   1.7|  54.6|  48.4|  0.0|F2                      ||-0.978|  40.946|
| 6.200|o| 74.98| 73.01| 1.585|  0.096|  0.098|   1.1|  55.7|  47.9|  0.0|F2                      || 0.979| -50.762|
| 6.200|x| 72.76| 72.03| 1.555|  0.037| -0.068|   1.7|  54.7|  48.4|  0.0|F2                      ||-0.978|  40.941|
| 6.300|o| 75.12| 73.01| 1.593|  0.104|  0.094|   1.1|  55.8|  47.9|  0.0|F2                      || 0.980| -50.752|
| 6.300|x| 72.89| 72.04| 1.561|  0.041| -0.074|   1.7|  54.8|  48.3|  0.0|F2                      ||-0.979|  40.937|
| 6.400|o| 75.26| 73.00| 1.600|  0.112|  0.091|   1.1|  55.9|  47.8|  0.0|F2                      || 0.980| -50.741|
| 6.400|x| 73.01| 72.04| 1.567|  0.046| -0.080|   1.7|  54.8|  48.3|  0.0|F2                      ||-0.979|  40.934|
| 6.500|o| 75.40| 72.99| 1.607|  0.120|  0.087|   1.1|  56.0|  47.7|  0.0|F2                      || 0.980| -50.729|
| 6.500|x| 73.14| 72.04| 1.573|  0.051| -0.086|   1.7|  54.9|  48.2|  0.0|F2                      ||-0.979|  40.933|
| 6.600|o| 75.54| 72.99| 1.615|  0.129|  0.083|   1.1|  56.1|  47.6|  0.0|F2                      || 0.981| -50.715|
| 6.600|x| 73.26| 72.04| 1.580|  0.056| -0.093|   1.6|  55.0|  48.2|  0.0|F2                      ||-0.980|  40.933|
| 6.700|o| 75.69| 72.98| 1.622|  0.138|  0.079|   1.1|  56.2|  47.5|  0.0|F2                      || 0.981| -50.699|
| 6.700|x| 73.39| 72.04| 1.586|  0.061| -0.099|   1.6|  55.0|  48.1|  0.0|F2                      ||-0.980|  40.935|
| 6.800|o| 75.84| 72.97| 1.630|  0.147|  0.076|   1.1|  56.2|  47.4|  0.0|F2                      || 0.981| -50.682|
| 6.800|x| 73.52| 72.03| 1.592|  0.067| -0.106|   1.6|  55.1|  48.1|  0.0|F2                      ||-0.980|  40.939|
| 6.900|o| 75.99| 72.96| 1.638|  0.157|  0.072|   1.2|  56.3|  47.3|  0.0|F2                      || 0.981| -50.663|
| 6.900|x| 73.65| 72.03| 1.599|  0.073| -0.114|   1.6|  55.2|  48.0|  0.0|F2                      ||-0.980|  40.944|
| 7.000|o| 76.14| 72.95| 1.646|  0.167|  0.068|   1.2|  56.4|  47.2|  0.0|F2                      || 0.982| -50.643|
| 7.000|x| 73.79| 72.03| 1.606|  0.079| -0.121|   1.6|  55.3|  47.9|  0.0|F2                      ||-0.981|  40.951|
| 7.100|o| 76.29| 72.93| 1.654|  0.178|  0.064|   1.2|  56.5|  47.1|  0.0|F2                      || 0.982| -50.620|
| 7.100|x| 73.92| 72.02| 1.613|  0.086| -0.129|   1.6|  55.3|  47.9|  0.0|F2                      ||-0.981|  40.960|
| 7.200|o| 76.45| 72.92| 1.663|  0.189|  0.060|   1.2|  56.6|  47.0|  0.0|F2                      || 0.982| -50.596|
| 7.200|x| 74.06| 72.02| 1.619|  0.093| -0.137|   1.6|  55.4|  47.8|  0.0|F2                      ||-0.981|  40.970|
| 7.300|o| 76.61| 72.91| 1.671|  0.201|  0.056|   1.2|  56.7|  46.9|  0.0|F2                      || 0.982| -50.570|
| 7.300|x| 74.19| 72.01| 1.627|  0.100| -0.145|   1.6|  55.5|  47.7|  0.0|F2                      ||-0.981|  40.982|
| 7.400|o| 76.77| 72.89| 1.680|  0.213|  0.052|   1.2|  56.8|  46.8|  0.0|F2                      || 0.983| -50.542|
| 7.400|x| 74.33| 72.00| 1.634|  0.107| -0.154|   1.6|  55.6|  47.7|  0.0|F2                      ||-0.982|  40.996|
| 7.500|o| 76.94| 72.87| 1.689|  0.226|  0.048|   1.2|  56.9|  46.7|  0.0|F2                      || 0.983| -50.513|
| 7.500|x| 74.47| 71.99| 1.641|  0.115| -0.163|   1.6|  55.6|  47.6|  0.0|F2                      ||-0.982|  41.012|
| 7.600|o| 77.11| 72.85| 1.698|  0.239|  0.044|   1.2|  57.0|  46.6|  0.0|F2                      || 0.983| -50.481|
| 7.600|x| 74.62| 71.98| 1.649|  0.123| -0.173|   1.6|  55.7|  47.5|  0.0|F2                      ||-0.982|  41.029|
| 7.700|o| 77.28| 72.84| 1.708|  0.253|  0.040|   1.2|  57.1|  46.4|  0.0|F2                      || 0.983| -50.446|
| 7.700|x| 74.76| 71.97| 1.656|  0.132| -0.183|   1.6|  55.8|  47.4|  0.0|F2                      ||-0.982|  41.049|
| 7.800|o| 77.45| 72.81| 1.717|  0.267|  0.037|   1.3|  57.2|  46.3|  0.0|F2                      || 0.983| -50.410|
| 7.800|x| 74.91| 71.96| 1.664|  0.141| -0.193|   1.6|  55.9|  47.3|  0.0|F2                      ||-0.983|  41.070|
| 7.900|o| 77.63| 72.79| 1.727|  0.282|  0.033|   1.3|  57.3|  46.2|  0.0|F2                      || 0.984| -50.371|
| 7.900|x| 75.06| 71.94| 1.672|  0.150| -0.204|   1.6|  56.0|  47.2|  0.0|F2                      ||-0.983|  41.094|
| 8.000|o| 77.81| 72.77| 1.738|  0.298|  0.029|   1.3|  57.4|  46.1|  0.0|F2                      || 0.984| -50.330|
| 8.000|x| 75.21| 71.93| 1.680|  0.160| -0.215|   1.6|  56.1|  47.2|  0.0|F2                      ||-0.983|  41.119|
| 8.100|o| 78.00| 72.74| 1.748|  0.314|  0.026|   1.3|  57.6|  45.9|  0.0|F2                      || 0.984| -50.286|
| 8.100|x| 75.36| 71.91| 1.688|  0.170| -0.226|   1.6|  56.2|  47.1|  0.0|F2                      ||-0.983|  41.147|
| 8.200|o| 78.19| 72.72| 1.759|  0.331|  0.023|   1.3|  57.7|  45.8|  0.0|F2                      || 0.984| -50.239|
| 8.200|x| 75.52| 71.89| 1.697|  0.181| -0.238|   1.6|  56.2|  47.0|  0.0|F2                      ||-0.983|  41.177|
| 8.300|o| 78.38| 72.69| 1.770|  0.349|  0.020|   1.4|  57.8|  45.6|  0.0|F2                      || 0.984| -50.190|
| 8.300|x| 75.68| 71.87| 1.706|  0.192| -0.251|   1.6|  56.3|  46.9|  0.0|F2                      ||-0.984|  41.209|
| 8.400|o| 78.58| 72.66| 1.782|  0.368|  0.017|   1.4|  58.0|  45.5|  0.0|F2                      || 0.984| -50.138|
| 8.400|x| 75.84| 71.85| 1.714|  0.204| -0.264|   1.6|  56.4|  46.8|  0.0|F2                      ||-0.984|  41.244|
| 8.500|o| 78.78| 72.63| 1.794|  0.387|  0.014|   1.4|  58.1|  45.3|  0.0|F2                      || 0.985| -50.082|
| 8.500|x| 76.00| 71.83| 1.724|  0.216| -0.278|   1.6|  56.5|  46.7|  0.0|F2                      ||-0.984|  41.281|
| 8.600|o| 78.99| 72.60| 1.807|  0.407|  0.010|   1.4|  58.3|  45.1|  0.0|F2                      || 0.985| -50.024|
| 8.600|x| 76.17| 71.81| 1.733|  0.229| -0.293|   1.6|  56.6|  46.5|  0.0|F2                      ||-0.984|  41.321|
| 8.700|o| 79.21| 72.56| 1.820|  0.429|  0.008|   1.4|  58.4|  44.9|  0.0|F2                      || 0.985| -49.962|
| 8.700|x| 76.34| 71.78| 1.743|  0.242| -0.306|   1.6|  56.7|  46.4|  0.0|F2                      ||-0.984|  41.366|
| 8.800|o| 79.43| 72.52| 1.834|  0.451|  0.007|   1.5|  58.6|  44.7|  0.0|F2                      || 0.985| -49.896|
| 8.800|x| 76.51| 71.75| 1.753|  0.256| -0.324|   1.7|  56.8|  46.3|  0.0|F2                      ||-0.984|  41.408|
| 8.900|o| 79.65| 72.48| 1.848|  0.474|  0.007|   1.5|  58.8|  44.5|  0.0|F2                      || 0.985| -49.826|
| 8.900|x| 76.69| 71.73| 1.763|  0.271| -0.341|   1.7|  56.9|  46.2|  0.0|F2                      ||-0.985|  41.456|
| 9.000|o| 79.88| 72.44| 1.863|  0.499|  0.008|   1.5|  59.0|  44.3|  0.0|F2                      || 0.985| -49.752|
| 9.000|x| 76.87| 71.70| 1.774|  0.286| -0.359|   1.7|  57.1|  46.1|  0.0|F2                      ||-0.985|  41.506|
| 9.100|o| 80.12| 72.39| 1.878|  0.525|  0.009|   1.6|  59.2|  44.1|  0.0|F2                      || 0.985| -49.673|
| 9.100|x| 77.06| 71.66| 1.785|  0.302| -0.378|   1.7|  57.2|  45.9|  0.0|F2                      ||-0.985|  41.561|
| 9.200|o| 80.37| 72.34| 1.895|  0.552|  0.015|   1.6|  59.4|  43.8|  0.0|F2                      || 0.986| -49.589|
| 9.200|x| 77.25| 71.63| 1.796|  0.319| -0.398|   1.7|  57.3|  45.8|  0.0|F2                      ||-0.985|  41.618|
| 9.300|o| 80.62| 72.29| 1.912|  0.580|  0.020|   1.6|  59.6|  43.6|  0.0|F2                      || 0.986| -49.500|
| 9.300|x| 77.44| 71.59| 1.808|  0.336| -0.419|   1.7|  57.4|  45.6|  0.0|F2                      ||-0.985|  41.679|
| 9.400|o| 80.89| 72.24| 1.930|  0.610|  0.027|   1.7|  59.8|  43.3|  0.0|F2                      || 0.986| -49.407|
| 9.400|x| 77.64| 71.55| 1.820|  0.354| -0.442|   1.8|  57.6|  45.5|  0.0|F2                      ||-0.985|  41.743|
| 9.500|o| 81.16| 72.18| 1.950|  0.641|  0.036|   1.7|  60.1|  43.0|  0.0|F2                      || 0.986| -49.307|
| 9.500|x| 77.85| 71.51| 1.832|  0.374| -0.466|   1.8|  57.7|  45.3|  0.0|F2                      ||-0.985|  41.812|
| 9.600|o| 81.44| 72.12| 1.970|  0.674|  0.048|   1.8|  60.4|  42.6|  0.0|F2                      || 0.986| -49.202|
| 9.600|x| 78.06| 71.47| 1.846|  0.394| -0.491|   1.8|  57.8|  45.2|  0.0|F2                      ||-0.985|  41.884|
| 9.700|o| 81.73| 72.05| 1.992|  0.708|  0.064|   1.8|  60.7|  42.3|  0.0|F2                      || 0.986| -49.089|
| 9.700|x| 78.27| 71.42| 1.859|  0.416| -0.518|   1.8|  58.0|  45.0|  0.0|F2                      ||-0.986|  41.961|
| 9.800|o| 82.03| 71.98| 2.016|  0.745|  0.084|   1.9|  61.0|  41.9|  0.0|F2                      || 0.986| -48.969|
| 9.800|x| 78.50| 71.37| 1.874|  0.438| -0.548|   1.9|  58.2|  44.8|  0.0|F2                      ||-0.986|  42.042|
| 9.900|o| 82.34| 71.90| 2.042|  0.783|  0.109|   1.9|  61.4|  41.5|  0.0|F2                      || 0.986| -48.841|
| 9.900|x| 78.73| 71.32| 1.889|  0.462| -0.579|   1.9|  58.3|  44.6|  0.0|F2                      ||-0.986|  42.129|
|10.000|o| 82.67| 71.82| 2.069|  0.824|  0.141|   2.0|  61.8|  41.0|  0.0|F2                      || 0.986| -48.705|
|10.000|x| 78.96| 71.26| 1.905|  0.487| -0.613|   1.9|  58.5|  44.4|  0.0|F2                      ||-0.986|  42.220|
|10.100|o| 83.01| 71.74| 2.100|  0.867|  0.181|   2.1|  62.3|  40.5|  0.0|F2                      || 0.986| -48.560|
|10.100|x| 79.21| 71.20| 1.922|  0.513| -0.650|   2.0|  58.7|  44.1|  0.0|F2                      ||-0.986|  42.317|
|10.200|o| 83.36| 71.64| 2.133|  0.912|  0.230|   2.2|  62.8|  39.9|  0.0|F2                      || 0.986| -48.406|
|10.200|x| 79.47| 71.14| 1.939|  0.541| -0.690|   2.0|  58.9|  43.9|  0.0|F2                      ||-0.986|  42.421|
|10.300|o| 83.72| 71.54| 2.170|  0.959|  0.290|   2.3|  63.3|  39.2|  0.0|F2                      || 0.986| -48.243|
|10.300|x| 79.73| 71.07| 1.958|  0.571| -0.734|   2.0|  59.1|  43.6|  0.0|F2                      ||-0.986|  42.531|
|10.400|o| 84.10| 71.44| 2.211|  1.009|  0.363|   2.4|  64.0|  38.5|  0.0|F2                      || 0.987| -48.068|
|10.400|x| 80.01| 70.99| 1.978|  0.602| -0.782|   2.1|  59.4|  43.3|  0.0|F2                      ||-0.986|  42.648|
|10.500|o| 74.67| 86.27| 2.271| -1.071|  0.558|   2.3|  50.6|  51.9|  0.0|F2                      || 0.993| -83.597|
|10.500|o| 78.22| 84.77| 2.396| -0.627|  0.915|   2.7|  52.9|  49.1|  0.0|F2                      || 0.993| -79.087|
|10.500|o| 84.50| 71.32| 2.258|  1.062|  0.450|   2.5|  64.7|  37.6|  0.0|F2                      || 0.987| -47.881|
|10.500|x| 80.30| 70.92| 1.999|  0.636| -0.836|   2.1|  59.6|  43.0|  0.0|F2                      ||-0.986|  42.773|
|10.600|o| 72.99| 87.46| 2.251| -1.297|  0.506|   2.3|  53.9|  48.7|  0.0|F2                      || 0.993| -87.251|
|10.600|o| 80.90| 84.47| 2.554| -0.319|  1.814|   3.2|  59.7|  41.9|  0.0|F2                      || 0.993| -78.205|
|10.600|o| 84.91| 71.20| 2.312|  1.118|  0.553|   2.6|  65.5|  36.7|  0.0|F2                      || 0.987| -47.683|
|10.600|x| 80.60| 70.83| 2.022|  0.672| -0.895|   2.2|  59.9|  42.7|  0.0|F2                      ||-0.986|  42.906|
|10.700|o| 72.17| 88.23| 2.261| -1.416|  0.486|   2.3|  55.2|  47.3|  0.0|F2                      || 0.993| -89.620|
|10.700|o| 82.55| 84.69| 2.684| -0.151|  3.037|   3.5|  63.9|  37.3|  0.0|F2                      || 0.993| -78.856|
|10.700|o| 85.34| 71.07| 2.374|  1.177|  0.670|   2.8|  66.5|  35.5|  0.0|F2                      || 0.987| -47.473|
|10.700|x| 80.91| 70.74| 2.047|  0.710| -0.961|   2.3|  60.3|  42.3|  0.0|F2                      ||-0.986|  43.048|
|10.800|o| 71.65| 88.85| 2.283| -1.502|  0.466|   2.3|  56.2|  46.3|  0.0|F2                      || 0.993| -91.528|
|10.800|x| 81.25| 70.64| 2.074|  0.751| -1.035|   2.3|  60.6|  41.9|  0.0|F2                      ||-0.986|  43.202|
|10.900|o| 71.30| 89.35| 2.316| -1.571|  0.441|   2.4|  57.0|  45.4|  0.0|F2                      || 0.993| -93.088|
|10.900|x| 81.60| 70.54| 2.104|  0.794| -1.120|   2.4|  61.0|  41.4|  0.0|F2                      ||-0.986|  43.368|
|11.000|o| 71.10| 89.58| 2.363| -1.628|  0.405|   2.5|  57.9|  44.4|  0.0|F2                      || 0.993| -93.792|
|11.000|x| 81.97| 70.42| 2.137|  0.842| -1.217|   2.5|  61.5|  40.8|  0.0|F2                      ||-0.987|  43.546|
|11.100|o| 71.05| 89.26| 2.431| -1.676|  0.345|   2.7|  58.8|  43.3|  0.0|F2                      || 0.993| -92.816|
|11.100|x| 82.36| 70.30| 2.173|  0.893| -1.330|   2.6|  62.0|  40.2|  0.0|F2                      ||-0.987|  43.737|
|11.200|o| 71.18| 88.71| 2.548| -1.718|  0.228|   3.0|  59.9|  41.9|  0.0|F2                      || 0.993| -91.115|
|11.200|x| 82.79| 70.16| 2.214|  0.948| -1.464|   2.7|  62.6|  39.5|  0.0|F2                      ||-0.987|  43.942|
|11.300|o| 71.86| 87.87| 2.901| -1.746| -0.185|   4.0|  62.2|  38.6|  0.0|F2                      || 0.993| -88.513|
|11.300|x| 83.24| 70.01| 2.261|  1.009| -1.625|   2.8|  63.3|  38.7|  0.0|F2                      ||-0.987|  44.166|
|11.400|x| 72.97| 84.13| 2.323| -1.022|  0.335|   2.8|  51.0|  51.0|  0.0|F2                      ||-0.993|  12.795|
|11.400|x| 79.54| 81.09| 2.687| -0.252| -0.679|   4.0|  56.5|  44.2|  0.0|F2                      ||-0.992|  21.331|
|11.400|x| 83.73| 69.85| 2.316|  1.075| -1.824|   3.0|  64.1|  37.7|  0.0|F2                      ||-0.987|  44.410|
|11.500|x| 71.43| 85.45| 2.298| -1.208|  0.467|   2.7|  53.3|  48.8|  0.0|F2                      ||-0.993|   8.872|
|11.600|x| 70.58| 86.34| 2.303| -1.317|  0.536|   2.7|  54.5|  47.6|  0.0|F2                      ||-0.994|   6.173|
|11.700|x| 70.00| 87.07| 2.321| -1.396|  0.586|   2.7|  55.4|  46.7|  0.0|F2                      ||-0.994|   3.962|
|11.800|x| 69.60| 87.70| 2.352| -1.460|  0.626|   2.8|  56.2|  45.8|  0.0|F2                      ||-0.994|   2.005|
|11.900|x| 69.32| 88.30| 2.398| -1.515|  0.661|   2.9|  57.0|  44.9|  0.0|F2                      ||-0.994|   0.171|
|12.000|x| 69.17| 88.89| 2.470| -1.563|  0.697|   3.1|  57.9|  43.8|  0.0|F2                      ||-0.994|  -1.663|
|12.100|x| 69.24| 89.54| 2.614| -1.610|  0.742|   3.5|  58.9|  42.3|  0.0|F2                      ||-0.994|  -3.665|
+=================================================================================================++===============+

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:34:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.000|o| 73.12| 72.24| 1.449|  0.030|  0.115|   1.2|  54.3|  49.3|  0.0|F2                      || 0.967| -49.406|
| 4.000|x| 70.95| 71.21| 1.454|  0.004| -0.039|   3.8|  53.2|  47.8|  0.0|F2                      ||-0.965|  42.301|
| 4.100|o| 73.24| 72.23| 1.455|  0.034|  0.112|   1.2|  54.4|  49.2|  0.0|F2                      || 0.968| -49.397|
| 4.100|x| 71.07| 71.20| 1.456|  0.006| -0.043|   3.5|  53.3|  48.0|  0.0|F2                      ||-0.966|  42.313|
| 4.200|o| 73.36| 72.23| 1.461|  0.038|  0.108|   1.2|  54.4|  49.2|  0.0|F2                      || 0.968| -49.390|
| 4.200|x| 71.18| 71.20| 1.459|  0.008| -0.046|   3.3|  53.4|  48.1|  0.0|F2                      ||-0.967|  42.320|
| 4.300|o| 73.48| 72.22| 1.467|  0.042|  0.105|   1.2|  54.5|  49.1|  0.0|F2                      || 0.969| -49.383|
| 4.300|x| 71.30| 71.20| 1.463|  0.010| -0.050|   3.1|  53.5|  48.2|  0.0|F2                      ||-0.967|  42.324|
| 4.400|o| 73.60| 72.22| 1.473|  0.047|  0.102|   1.2|  54.5|  49.1|  0.0|F2                      || 0.970| -49.377|
| 4.400|x| 71.41| 71.19| 1.466|  0.012| -0.054|   2.9|  53.5|  48.3|  0.0|F2                      ||-0.968|  42.326|
| 4.500|o| 73.73| 72.22| 1.479|  0.051|  0.098|   1.2|  54.6|  49.0|  0.0|F2                      || 0.970| -49.371|
| 4.500|x| 71.53| 71.19| 1.470|  0.014| -0.059|   2.8|  53.6|  48.4|  0.0|F2                      ||-0.969|  42.327|
| 4.600|o| 73.85| 72.21| 1.485|  0.056|  0.095|   1.2|  54.7|  49.0|  0.0|F2                      || 0.971| -49.364|
| 4.600|x| 71.65| 71.19| 1.474|  0.017| -0.063|   2.7|  53.7|  48.5|  0.0|F2                      ||-0.969|  42.326|
| 4.700|o| 73.98| 72.21| 1.491|  0.062|  0.091|   1.1|  54.7|  48.9|  0.0|F2                      || 0.972| -49.358|
| 4.700|x| 71.77| 71.20| 1.479|  0.020| -0.068|   2.6|  53.7|  48.5|  0.0|F2                      ||-0.970|  42.324|
| 4.800|o| 74.10| 72.21| 1.498|  0.067|  0.087|   1.1|  54.8|  48.9|  0.0|F2                      || 0.972| -49.352|
| 4.800|x| 71.90| 71.20| 1.483|  0.023| -0.073|   2.5|  53.8|  48.5|  0.0|F2                      ||-0.971|  42.322|
| 4.900|o| 74.23| 72.20| 1.504|  0.073|  0.083|   1.1|  54.9|  48.8|  0.0|F2                      || 0.973| -49.345|
| 4.900|x| 72.02| 71.20| 1.488|  0.026| -0.078|   2.4|  53.9|  48.6|  0.0|F2                      ||-0.971|  42.320|
| 5.000|o| 74.36| 72.20| 1.510|  0.078|  0.079|   1.1|  54.9|  48.8|  0.0|F2                      || 0.973| -49.337|
| 5.000|x| 72.14| 71.20| 1.493|  0.029| -0.084|   2.3|  53.9|  48.6|  0.0|F2                      ||-0.972|  42.317|
| 5.100|o| 74.49| 72.19| 1.517|  0.084|  0.076|   1.1|  55.0|  48.7|  0.0|F2                      || 0.974| -49.329|
| 5.100|x| 72.27| 71.20| 1.498|  0.032| -0.089|   2.2|  54.0|  48.6|  0.0|F2                      ||-0.972|  42.315|
| 5.200|o| 74.63| 72.19| 1.523|  0.091|  0.071|   1.1|  55.1|  48.6|  0.0|F2                      || 0.974| -49.321|
| 5.200|x| 72.39| 71.20| 1.503|  0.036| -0.095|   2.1|  54.1|  48.6|  0.0|F2                      ||-0.973|  42.313|
| 5.300|o| 74.76| 72.18| 1.529|  0.097|  0.067|   1.1|  55.1|  48.6|  0.0|F2                      || 0.975| -49.311|
| 5.300|x| 72.52| 71.20| 1.508|  0.040| -0.101|   2.1|  54.1|  48.6|  0.0|F2                      ||-0.973|  42.312|
| 5.400|o| 74.89| 72.18| 1.536|  0.104|  0.063|   1.1|  55.2|  48.5|  0.0|F2                      || 0.975| -49.301|
| 5.400|x| 72.65| 71.20| 1.514|  0.044| -0.107|   2.0|  54.2|  48.6|  0.0|F2                      ||-0.974|  42.311|
| 5.500|o| 75.03| 72.17| 1.543|  0.111|  0.059|   1.1|  55.3|  48.4|  0.0|F2                      || 0.976| -49.290|
| 5.500|x| 72.77| 71.20| 1.519|  0.048| -0.113|   2.0|  54.3|  48.6|  0.0|F2                      ||-0.974|  42.311|
| 5.600|o| 75.17| 72.16| 1.549|  0.119|  0.054|   1.1|  55.3|  48.4|  0.0|F2                      || 0.976| -49.278|
| 5.600|x| 72.90| 71.20| 1.525|  0.053| -0.120|   1.9|  54.3|  48.5|  0.0|F2                      ||-0.975|  42.312|
| 5.700|o| 75.31| 72.15| 1.556|  0.127|  0.050|   1.1|  55.4|  48.3|  0.0|F2                      || 0.977| -49.265|
| 5.700|x| 73.03| 71.20| 1.530|  0.057| -0.127|   1.9|  54.4|  48.5|  0.0|F2                      ||-0.975|  42.314|
| 5.800|o| 75.45| 72.15| 1.563|  0.135|  0.045|   1.1|  55.5|  48.2|  0.0|F2                      || 0.977| -49.251|
| 5.800|x| 73.16| 71.20| 1.536|  0.062| -0.134|   1.9|  54.5|  48.5|  0.0|F2                      ||-0.976|  42.316|
| 5.900|o| 75.59| 72.14| 1.570|  0.143|  0.041|   1.1|  55.5|  48.1|  0.0|F2                      || 0.977| -49.236|
