
delt0=    0.01  eps=   1e-07  ep=   1e-05  ep1=   0.001
ισθοδξαρ τοώλα: fi0=  46.080  teta0=  33.870  year=2015
+==================================================================+
|    Transmitter   |     Reciever     | Path length | Path azimuth |
|==================+==================|    129.90   |    -95.524   |
|Longitude:  46.080|Longitude:  44.000|-------------+--------------|
|Latitude :  56.130|Latitude :  56.000| Month:  2.3 |   W     IG   |
|Power    : 1.0e+00|Passband :   1.000|   February  |  80.0  130.0 |
+==================================================================+

+======================================+
|Initial step: 0.010                   |
|Local accuracy: 0.0000001             |
|Range accuracy:  0.0100               |
|Range limits:   30.00                 |
|Elevation angle step: 0.15            |
|Azimuth   angle step: 1.00            |
+======================================+

Geomagnetic Field - const
fh= 1.50  i=  72.0  d=  10.6
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.100   100.0 900.0 -45.0   82.8   0.000
Chapmen many-layers Ionospher model
Ionospher Begin Higth: 60.0
Number Layers: 2
Geometric Layer Parametres
  hm     ym     f0     al
110.0    5.0   2.00   1.00
265.0   50.0  10.80   1.00
Local Gradient  gx=0.00  gy=0.00

Number diff. equation: 8

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:30:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.900|o| 70.94| 75.29| 1.497| -0.120|  0.274|   1.1|  54.2|  49.5|  0.0|F2                      || 0.977| -55.091|
| 4.900|x| 69.30| 73.75| 1.486| -0.082|  0.139|   2.4|  53.2|  49.3|  0.0|F2                      ||-0.975|  37.893|
| 5.000|o| 71.02| 75.33| 1.503| -0.120|  0.273|   1.1|  54.3|  49.4|  0.0|F2                      || 0.978| -55.169|
| 5.000|x| 69.37| 73.82| 1.490| -0.084|  0.142|   2.3|  53.2|  49.3|  0.0|F2                      ||-0.976|  37.773|
| 5.100|o| 71.10| 75.36| 1.509| -0.121|  0.272|   1.1|  54.4|  49.3|  0.0|F2                      || 0.978| -55.244|
| 5.100|x| 69.43| 73.88| 1.495| -0.086|  0.144|   2.2|  53.3|  49.3|  0.0|F2                      ||-0.976|  37.658|
| 5.200|o| 71.19| 75.40| 1.515| -0.121|  0.272|   1.1|  54.4|  49.3|  0.0|F2                      || 0.978| -55.317|
| 5.200|x| 69.50| 73.94| 1.499| -0.087|  0.145|   2.1|  53.4|  49.3|  0.0|F2                      ||-0.977|  37.547|
| 5.300|o| 71.27| 75.43| 1.521| -0.122|  0.271|   1.1|  54.5|  49.2|  0.0|F2                      || 0.979| -55.387|
| 5.300|x| 69.57| 73.99| 1.504| -0.089|  0.147|   2.1|  53.5|  49.3|  0.0|F2                      ||-0.977|  37.440|
| 5.400|o| 71.36| 75.47| 1.527| -0.122|  0.270|   1.1|  54.6|  49.1|  0.0|F2                      || 0.979| -55.455|
| 5.400|x| 69.64| 74.05| 1.509| -0.090|  0.148|   2.0|  53.5|  49.3|  0.0|F2                      ||-0.978|  37.338|
| 5.500|o| 71.44| 75.50| 1.532| -0.122|  0.269|   1.1|  54.7|  49.1|  0.0|F2                      || 0.980| -55.521|
| 5.500|x| 69.71| 74.10| 1.513| -0.091|  0.149|   2.0|  53.6|  49.2|  0.0|F2                      ||-0.978|  37.239|
| 5.600|o| 71.53| 75.53| 1.539| -0.121|  0.269|   1.1|  54.8|  49.0|  0.0|F2                      || 0.980| -55.584|
| 5.600|x| 69.79| 74.15| 1.518| -0.093|  0.150|   1.9|  53.7|  49.2|  0.0|F2                      ||-0.979|  37.144|
| 5.700|o| 71.63| 75.56| 1.545| -0.121|  0.268|   1.1|  54.8|  48.9|  0.0|F2                      || 0.981| -55.646|
| 5.700|x| 69.86| 74.20| 1.523| -0.094|  0.150|   1.9|  53.8|  49.2|  0.0|F2                      ||-0.979|  37.052|
| 5.800|o| 71.72| 75.59| 1.551| -0.120|  0.267|   1.1|  54.9|  48.8|  0.0|F2                      || 0.981| -55.705|
| 5.800|x| 69.94| 74.24| 1.528| -0.095|  0.150|   1.8|  53.8|  49.1|  0.0|F2                      ||-0.979|  36.964|
| 5.900|o| 71.81| 75.62| 1.557| -0.119|  0.266|   1.1|  55.0|  48.7|  0.0|F2                      || 0.981| -55.761|
| 5.900|x| 70.02| 74.29| 1.534| -0.095|  0.151|   1.8|  53.9|  49.1|  0.0|F2                      ||-0.980|  36.880|
| 6.000|o| 71.91| 75.64| 1.563| -0.118|  0.265|   1.1|  55.1|  48.7|  0.0|F2                      || 0.982| -55.816|
| 6.000|x| 70.10| 74.33| 1.539| -0.096|  0.150|   1.8|  54.0|  49.1|  0.0|F2                      ||-0.980|  36.798|
| 6.100|o| 72.01| 75.67| 1.570| -0.117|  0.264|   1.1|  55.1|  48.6|  0.0|F2                      || 0.982| -55.868|
| 6.100|x| 70.18| 74.37| 1.544| -0.097|  0.150|   1.7|  54.1|  49.0|  0.0|F2                      ||-0.981|  36.720|
| 6.200|o| 72.11| 75.69| 1.576| -0.116|  0.264|   1.1|  55.2|  48.5|  0.0|F2                      || 0.982| -55.918|
| 6.200|x| 70.27| 74.41| 1.550| -0.097|  0.150|   1.7|  54.1|  49.0|  0.0|F2                      ||-0.981|  36.644|
| 6.300|o| 72.21| 75.72| 1.583| -0.114|  0.263|   1.1|  55.3|  48.4|  0.0|F2                      || 0.982| -55.967|
| 6.300|x| 70.35| 74.45| 1.555| -0.097|  0.149|   1.7|  54.2|  48.9|  0.0|F2                      ||-0.981|  36.572|
| 6.400|o| 72.31| 75.74| 1.589| -0.112|  0.262|   1.1|  55.4|  48.3|  0.0|F2                      || 0.983| -56.012|
| 6.400|x| 70.44| 74.48| 1.561| -0.097|  0.148|   1.6|  54.3|  48.9|  0.0|F2                      ||-0.982|  36.502|
| 6.500|o| 72.42| 75.76| 1.596| -0.110|  0.261|   1.1|  55.5|  48.2|  0.0|F2                      || 0.983| -56.056|
| 6.500|x| 70.53| 74.52| 1.566| -0.097|  0.148|   1.6|  54.4|  48.8|  0.0|F2                      ||-0.982|  36.436|
| 6.600|o| 72.53| 75.78| 1.603| -0.108|  0.260|   1.1|  55.6|  48.1|  0.0|F2                      || 0.983| -56.098|
| 6.600|x| 70.62| 74.55| 1.572| -0.097|  0.146|   1.6|  54.5|  48.7|  0.0|F2                      ||-0.982|  36.372|
| 6.700|o| 72.64| 75.80| 1.610| -0.105|  0.259|   1.1|  55.7|  48.1|  0.0|F2                      || 0.984| -56.137|
| 6.700|x| 70.71| 74.58| 1.578| -0.097|  0.145|   1.6|  54.5|  48.7|  0.0|F2                      ||-0.983|  36.311|
| 6.800|o| 72.75| 75.82| 1.617| -0.102|  0.258|   1.1|  55.7|  48.0|  0.0|F2                      || 0.984| -56.173|
| 6.800|x| 70.80| 74.61| 1.584| -0.096|  0.144|   1.6|  54.6|  48.6|  0.0|F2                      ||-0.983|  36.253|
| 6.900|o| 72.86| 75.83| 1.624| -0.099|  0.257|   1.1|  55.8|  47.9|  0.0|F2                      || 0.984| -56.209|
| 6.900|x| 70.89| 74.64| 1.590| -0.095|  0.142|   1.6|  54.7|  48.5|  0.0|F2                      ||-0.983|  36.198|
| 7.000|o| 72.98| 75.85| 1.631| -0.096|  0.256|   1.1|  55.9|  47.8|  0.0|F2                      || 0.984| -56.242|
| 7.000|x| 70.99| 74.67| 1.596| -0.094|  0.141|   1.6|  54.8|  48.5|  0.0|F2                      ||-0.983|  36.145|
| 7.100|o| 73.09| 75.86| 1.639| -0.092|  0.255|   1.1|  56.0|  47.7|  0.0|F2                      || 0.985| -56.272|
| 7.100|x| 71.09| 74.69| 1.602| -0.093|  0.139|   1.5|  54.8|  48.4|  0.0|F2                      ||-0.984|  36.095|
| 7.200|o| 73.21| 75.88| 1.646| -0.088|  0.254|   1.1|  56.1|  47.6|  0.0|F2                      || 0.985| -56.300|
| 7.200|x| 71.19| 74.72| 1.609| -0.092|  0.137|   1.5|  54.9|  48.3|  0.0|F2                      ||-0.984|  36.047|
| 7.300|o| 73.34| 75.89| 1.654| -0.084|  0.252|   1.1|  56.2|  47.5|  0.0|F2                      || 0.985| -56.326|
| 7.300|x| 71.29| 74.74| 1.615| -0.091|  0.135|   1.5|  55.0|  48.3|  0.0|F2                      ||-0.984|  36.002|
| 7.400|o| 73.46| 75.90| 1.662| -0.079|  0.251|   1.1|  56.3|  47.4|  0.0|F2                      || 0.985| -56.350|
| 7.400|x| 71.39| 74.76| 1.621| -0.089|  0.132|   1.5|  55.1|  48.2|  0.0|F2                      ||-0.984|  35.961|
| 7.500|o| 73.59| 75.91| 1.670| -0.074|  0.250|   1.2|  56.4|  47.2|  0.0|F2                      || 0.985| -56.372|
| 7.500|x| 71.49| 74.78| 1.628| -0.087|  0.130|   1.5|  55.2|  48.1|  0.0|F2                      ||-0.985|  35.920|
| 7.600|o| 73.72| 75.92| 1.678| -0.069|  0.249|   1.2|  56.5|  47.1|  0.0|F2                      || 0.986| -56.391|
| 7.600|x| 71.60| 74.80| 1.635| -0.085|  0.127|   1.5|  55.3|  48.0|  0.0|F2                      ||-0.985|  35.883|
| 7.700|o| 73.86| 75.93| 1.687| -0.063|  0.248|   1.2|  56.6|  47.0|  0.0|F2                      || 0.986| -56.408|
| 7.700|x| 71.71| 74.82| 1.642| -0.082|  0.124|   1.5|  55.3|  47.9|  0.0|F2                      ||-0.985|  35.849|
| 7.800|o| 73.99| 75.93| 1.695| -0.057|  0.247|   1.2|  56.7|  46.9|  0.0|F2                      || 0.986| -56.422|
| 7.800|x| 71.82| 74.83| 1.649| -0.080|  0.121|   1.5|  55.4|  47.9|  0.0|F2                      ||-0.985|  35.817|
| 7.900|o| 74.13| 75.94| 1.704| -0.050|  0.246|   1.2|  56.8|  46.8|  0.0|F2                      || 0.986| -56.434|
| 7.900|x| 71.93| 74.85| 1.656| -0.077|  0.118|   1.5|  55.5|  47.8|  0.0|F2                      ||-0.985|  35.788|
| 8.000|o| 74.27| 75.95| 1.714| -0.043|  0.245|   1.2|  56.9|  46.6|  0.0|F2                      || 0.986| -56.443|
| 8.000|x| 72.04| 74.86| 1.663| -0.073|  0.115|   1.5|  55.6|  47.7|  0.0|F2                      ||-0.986|  35.761|
| 8.100|o| 74.42| 75.95| 1.723| -0.036|  0.244|   1.2|  57.0|  46.5|  0.0|F2                      || 0.987| -56.450|
| 8.100|x| 72.16| 74.87| 1.671| -0.070|  0.111|   1.5|  55.7|  47.6|  0.0|F2                      ||-0.986|  35.738|
| 8.200|o| 74.57| 75.95| 1.733| -0.028|  0.243|   1.2|  57.2|  46.4|  0.0|F2                      || 0.987| -56.454|
| 8.200|x| 72.27| 74.88| 1.678| -0.066|  0.108|   1.5|  55.8|  47.5|  0.0|F2                      ||-0.986|  35.716|
| 8.300|o| 74.73| 75.95| 1.743| -0.019|  0.243|   1.3|  57.3|  46.2|  0.0|F2                      || 0.987| -56.455|
| 8.300|x| 72.39| 74.89| 1.686| -0.062|  0.104|   1.5|  55.9|  47.4|  0.0|F2                      ||-0.986|  35.697|
| 8.400|o| 74.88| 75.95| 1.753| -0.010|  0.242|   1.3|  57.4|  46.1|  0.0|F2                      || 0.987| -56.454|
| 8.400|x| 72.52| 74.90| 1.694| -0.057|  0.099|   1.5|  56.0|  47.3|  0.0|F2                      ||-0.986|  35.681|
| 8.500|o| 75.05| 75.95| 1.764| -0.000|  0.241|   1.3|  57.5|  45.9|  0.0|F2                      || 0.987| -56.450|
| 8.500|x| 72.64| 74.91| 1.702| -0.053|  0.095|   1.5|  56.1|  47.2|  0.0|F2                      ||-0.986|  35.668|
| 8.600|o| 75.21| 75.94| 1.775|  0.010|  0.241|   1.3|  57.7|  45.8|  0.0|F2                      || 0.987| -56.442|
| 8.600|x| 72.77| 74.91| 1.710| -0.047|  0.090|   1.5|  56.2|  47.1|  0.0|F2                      ||-0.987|  35.659|
| 8.700|o| 75.38| 75.94| 1.786|  0.021|  0.241|   1.3|  57.8|  45.6|  0.0|F2                      || 0.987| -56.432|
| 8.700|x| 72.90| 74.92| 1.719| -0.042|  0.085|   1.6|  56.3|  47.0|  0.0|F2                      ||-0.987|  35.652|
| 8.800|o| 75.56| 75.93| 1.798|  0.032|  0.240|   1.4|  58.0|  45.5|  0.0|F2                      || 0.988| -56.417|
| 8.800|x| 73.03| 74.92| 1.728| -0.036|  0.080|   1.6|  56.4|  46.9|  0.0|F2                      ||-0.987|  35.648|
| 8.900|o| 75.74| 75.92| 1.810|  0.045|  0.241|   1.4|  58.1|  45.3|  0.0|F2                      || 0.988| -56.400|
| 8.900|x| 73.17| 74.92| 1.737| -0.029|  0.075|   1.6|  56.5|  46.8|  0.0|F2                      ||-0.987|  35.646|
| 9.000|o| 75.93| 75.91| 1.823|  0.058|  0.241|   1.4|  58.3|  45.1|  0.0|F2                      || 0.988| -56.380|
| 9.000|x| 73.31| 74.92| 1.746| -0.022|  0.069|   1.6|  56.6|  46.6|  0.0|F2                      ||-0.987|  35.648|
| 9.100|o| 76.13| 75.90| 1.837|  0.072|  0.242|   1.4|  58.5|  44.9|  0.0|F2                      || 0.988| -56.355|
| 9.100|x| 73.45| 74.92| 1.756| -0.015|  0.063|   1.6|  56.7|  46.5|  0.0|F2                      ||-0.987|  35.653|
| 9.200|o| 76.33| 75.89| 1.851|  0.087|  0.243|   1.5|  58.6|  44.7|  0.0|F2                      || 0.988| -56.325|
| 9.200|x| 73.60| 74.91| 1.766| -0.007|  0.056|   1.6|  56.8|  46.4|  0.0|F2                      ||-0.987|  35.661|
| 9.300|o| 76.54| 75.87| 1.866|  0.103|  0.245|   1.5|  58.8|  44.5|  0.0|F2                      || 0.988| -56.293|
| 9.300|x| 73.75| 74.91| 1.776|  0.001|  0.050|   1.6|  56.9|  46.3|  0.0|F2                      ||-0.988|  35.673|
| 9.400|o| 76.75| 75.86| 1.882|  0.121|  0.248|   1.5|  59.0|  44.2|  0.0|F2                      || 0.988| -56.256|
| 9.400|x| 73.90| 74.90| 1.787|  0.010|  0.042|   1.6|  57.0|  46.1|  0.0|F2                      ||-0.988|  35.689|
| 9.500|o| 76.98| 75.84| 1.899|  0.139|  0.251|   1.6|  59.2|  44.0|  0.0|F2                      || 0.988| -56.213|
| 9.500|x| 74.06| 74.89| 1.797|  0.020|  0.035|   1.7|  57.2|  46.0|  0.0|F2                      ||-0.988|  35.708|
| 9.600|o| 77.21| 75.81| 1.916|  0.158|  0.256|   1.6|  59.5|  43.7|  0.0|F2                      || 0.989| -56.166|
| 9.600|x| 74.23| 74.88| 1.809|  0.030|  0.026|   1.7|  57.3|  45.8|  0.0|F2                      ||-0.988|  35.732|
| 9.700|o| 77.46| 75.79| 1.935|  0.179|  0.261|   1.7|  59.7|  43.4|  0.0|F2                      || 0.989| -56.113|
| 9.700|x| 74.39| 74.86| 1.821|  0.041|  0.018|   1.7|  57.4|  45.7|  0.0|F2                      ||-0.988|  35.760|
| 9.800|o| 77.71| 75.76| 1.956|  0.202|  0.268|   1.7|  60.0|  43.1|  0.0|F2                      || 0.989| -56.053|
| 9.800|x| 74.57| 74.85| 1.833|  0.053|  0.009|   1.7|  57.6|  45.5|  0.0|F2                      ||-0.988|  35.790|
| 9.900|o| 77.98| 75.73| 1.978|  0.226|  0.277|   1.8|  60.3|  42.8|  0.0|F2                      || 0.989| -55.987|
| 9.900|x| 74.75| 74.83| 1.846|  0.065| -0.001|   1.7|  57.7|  45.3|  0.0|F2                      ||-0.988|  35.826|
|10.000|o| 78.26| 75.69| 2.001|  0.252|  0.289|   1.8|  60.6|  42.4|  0.0|F2                      || 0.989| -55.914|
|10.000|x| 74.93| 74.81| 1.860|  0.079| -0.012|   1.8|  57.9|  45.1|  0.0|F2                      ||-0.988|  35.867|
|10.100|o| 78.56| 75.65| 2.027|  0.280|  0.303|   1.9|  60.9|  42.0|  0.0|F2                      || 0.989| -55.834|
|10.100|x| 75.13| 74.78| 1.874|  0.093| -0.023|   1.8|  58.0|  44.9|  0.0|F2                      ||-0.988|  35.914|
|10.200|o| 78.87| 75.61| 2.056|  0.311|  0.321|   1.9|  61.3|  41.6|  0.0|F2                      || 0.989| -55.743|
|10.200|x| 75.32| 74.76| 1.889|  0.109| -0.035|   1.8|  58.2|  44.7|  0.0|F2                      ||-0.989|  35.964|
|10.300|o| 79.21| 75.56| 2.088|  0.343|  0.344|   2.0|  61.7|  41.1|  0.0|F2                      || 0.989| -55.644|
|10.300|x| 75.53| 74.73| 1.905|  0.125| -0.048|   1.9|  58.4|  44.5|  0.0|F2                      ||-0.989|  36.021|
|10.400|o| 79.56| 75.50| 2.124|  0.379|  0.372|   2.1|  62.2|  40.5|  0.0|F2                      || 0.989| -55.531|
|10.400|x| 75.75| 74.70| 1.921|  0.143| -0.062|   1.9|  58.6|  44.3|  0.0|F2                      ||-0.989|  36.086|
|10.500|o| 79.93| 75.44| 2.164|  0.418|  0.408|   2.2|  62.8|  39.8|  0.0|F2                      || 0.989| -55.408|
|10.500|x| 75.97| 74.66| 1.939|  0.162| -0.077|   1.9|  58.8|  44.0|  0.0|F2                      ||-0.989|  36.154|
|10.600|o| 80.34| 75.38| 2.211|  0.460|  0.454|   2.3|  63.4|  39.0|  0.0|F2                      || 0.989| -55.269|
|10.600|x| 76.21| 74.62| 1.958|  0.183| -0.093|   2.0|  59.0|  43.8|  0.0|F2                      ||-0.989|  36.234|
|10.700|o| 80.77| 75.30| 2.267|  0.507|  0.513|   2.5|  64.2|  38.1|  0.0|F2                      || 0.989| -55.115|
|10.700|x| 76.46| 74.58| 1.979|  0.205| -0.111|   2.0|  59.3|  43.5|  0.0|F2                      ||-0.989|  36.319|
|10.800|o| 81.24| 75.21| 2.334|  0.558|  0.587|   2.7|  65.1|  37.0|  0.0|F2                      || 0.989| -54.941|
|10.800|x| 76.72| 74.53| 2.001|  0.230| -0.130|   2.1|  59.5|  43.2|  0.0|F2                      ||-0.989|  36.416|
|10.900|o| 81.75| 75.12| 2.419|  0.614|  0.678|   2.9|  66.3|  35.6|  0.0|F2                      || 0.990| -54.745|
|10.900|x| 77.00| 74.47| 2.025|  0.256| -0.152|   2.2|  59.8|  42.8|  0.0|F2                      ||-0.989|  36.521|
|11.000|o| 73.70| 87.50| 2.658| -1.680|  0.551|   3.3|  58.0|  43.5|  0.0|F2                      || 0.993| -87.379|
|11.000|x| 77.29| 74.41| 2.052|  0.285| -0.175|   2.2|  60.1|  42.4|  0.0|F2                      ||-0.989|  36.637|
|11.100|o| 72.21| 86.50| 2.667| -1.889|  0.351|   3.3|  59.5|  42.0|  0.0|F2                      || 0.993| -84.314|
|11.100|x| 77.61| 74.35| 2.081|  0.317| -0.202|   2.3|  60.5|  42.0|  0.0|F2                      ||-0.989|  36.766|
|11.200|o| 71.37| 85.54| 2.749| -2.030|  0.164|   3.5|  60.9|  40.4|  0.0|F2                      || 0.993| -81.386|
|11.200|x| 77.95| 74.27| 2.114|  0.352| -0.232|   2.4|  60.9|  41.5|  0.0|F2                      ||-0.989|  36.910|
|11.300|o| 71.05| 84.35| 3.044| -2.144| -0.286|   4.3|  63.1|  37.3|  0.0|F2                      || 0.993| -77.832|
|11.300|x| 78.31| 74.19| 2.152|  0.391| -0.265|   2.5|  61.4|  40.9|  0.0|F2                      ||-0.989|  37.071|
|11.400|x| 78.71| 74.09| 2.195|  0.435| -0.305|   2.6|  61.9|  40.3|  0.0|F2                      ||-0.989|  37.252|
|11.500|x| 79.16| 73.98| 2.246|  0.484| -0.350|   2.8|  62.6|  39.5|  0.0|F2                      ||-0.989|  37.458|
|11.600|x| 79.66| 73.86| 2.309|  0.541| -0.405|   2.9|  63.4|  38.4|  0.0|F2                      ||-0.989|  37.693|
|11.700|x| 74.14| 88.51| 2.823| -1.290|  0.198|   4.2|  56.7|  43.9|  0.0|F2                      ||-0.994|  -0.477|
|11.800|x| 71.75| 89.60| 2.717| -1.589|  0.470|   3.9|  58.3|  42.7|  0.0|F2                      ||-0.994|  -3.854|
|11.900|x| 70.40| 88.93| 2.706| -1.767|  0.597|   3.8|  59.0|  42.1|  0.0|F2                      ||-0.994|  -1.778|
|12.000|x| 69.45| 87.83| 2.753| -1.907|  0.691|   3.9|  59.8|  41.1|  0.0|F2                      ||-0.994|   1.614|
+=================================================================================================++===============+

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:31:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.000|o| 70.88| 74.33| 1.446| -0.077|  0.250|   1.2|  53.9|  49.7|  0.0|F2                      || 0.970| -53.211|
| 4.000|x| 69.28| 72.75| 1.453| -0.047|  0.069|   3.8|  52.7|  48.2|  0.0|F2                      ||-0.968|  39.708|
| 4.100|o| 70.96| 74.37| 1.451| -0.077|  0.248|   1.2|  53.9|  49.7|  0.0|F2                      || 0.971| -53.273|
| 4.100|x| 69.33| 72.81| 1.456| -0.048|  0.075|   3.5|  52.8|  48.4|  0.0|F2                      ||-0.969|  39.594|
| 4.200|o| 71.04| 74.40| 1.457| -0.077|  0.246|   1.2|  54.0|  49.6|  0.0|F2                      || 0.972| -53.333|
| 4.200|x| 69.38| 72.87| 1.458| -0.050|  0.080|   3.3|  52.9|  48.6|  0.0|F2                      ||-0.970|  39.485|
| 4.300|o| 71.12| 74.43| 1.463| -0.078|  0.245|   1.2|  54.1|  49.6|  0.0|F2                      || 0.973| -53.391|
| 4.300|x| 69.44| 72.93| 1.461| -0.052|  0.084|   3.1|  53.0|  48.7|  0.0|F2                      ||-0.970|  39.381|
| 4.400|o| 71.20| 74.46| 1.468| -0.077|  0.243|   1.1|  54.1|  49.5|  0.0|F2                      || 0.973| -53.448|
| 4.400|x| 69.50| 72.99| 1.464| -0.053|  0.088|   3.0|  53.1|  48.8|  0.0|F2                      ||-0.971|  39.281|
| 4.500|o| 71.29| 74.49| 1.474| -0.077|  0.242|   1.1|  54.2|  49.5|  0.0|F2                      || 0.974| -53.504|
| 4.500|x| 69.57| 73.04| 1.468| -0.054|  0.091|   2.8|  53.1|  48.8|  0.0|F2                      ||-0.972|  39.185|
| 4.600|o| 71.38| 74.51| 1.480| -0.077|  0.240|   1.1|  54.3|  49.4|  0.0|F2                      || 0.975| -53.557|
| 4.600|x| 69.64| 73.09| 1.472| -0.055|  0.093|   2.7|  53.2|  48.9|  0.0|F2                      ||-0.972|  39.092|
| 4.700|o| 71.47| 74.54| 1.485| -0.076|  0.239|   1.1|  54.3|  49.3|  0.0|F2                      || 0.975| -53.610|
| 4.700|x| 69.71| 73.14| 1.476| -0.056|  0.095|   2.6|  53.3|  48.9|  0.0|F2                      ||-0.973|  39.004|
| 4.800|o| 71.56| 74.57| 1.491| -0.076|  0.238|   1.1|  54.4|  49.3|  0.0|F2                      || 0.976| -53.660|
| 4.800|x| 69.78| 73.19| 1.480| -0.057|  0.097|   2.4|  53.4|  49.0|  0.0|F2                      ||-0.974|  38.919|
| 4.900|o| 71.65| 74.59| 1.497| -0.075|  0.236|   1.1|  54.5|  49.2|  0.0|F2                      || 0.976| -53.708|
| 4.900|x| 69.86| 73.24| 1.484| -0.058|  0.098|   2.4|  53.4|  49.0|  0.0|F2                      ||-0.974|  38.837|
| 5.000|o| 71.74| 74.62| 1.503| -0.074|  0.235|   1.1|  54.6|  49.1|  0.0|F2                      || 0.977| -53.755|
| 5.000|x| 69.94| 73.28| 1.489| -0.058|  0.099|   2.3|  53.5|  49.0|  0.0|F2                      ||-0.975|  38.759|
| 5.100|o| 71.84| 74.64| 1.509| -0.073|  0.233|   1.1|  54.6|  49.1|  0.0|F2                      || 0.977| -53.800|
| 5.100|x| 70.02| 73.32| 1.493| -0.059|  0.099|   2.2|  53.6|  49.0|  0.0|F2                      ||-0.975|  38.684|
