
delt0=    0.01  eps=   1e-07  ep=   1e-05  ep1=   0.001
ισθοδξαρ τοώλα: fi0=  46.080  teta0=  33.870  year=2015
+==================================================================+
|    Transmitter   |     Reciever     | Path length | Path azimuth |
|==================+==================|    129.90   |    -95.524   |
|Longitude:  46.080|Longitude:  44.000|-------------+--------------|
|Latitude :  56.130|Latitude :  56.000| Month:  2.3 |   W     IG   |
|Power    : 1.0e+00|Passband :   1.000|   February  |  80.0  130.0 |
+==================================================================+

+======================================+
|Initial step: 0.010                   |
|Local accuracy: 0.0000001             |
|Range accuracy:  0.0100               |
|Range limits:   30.00                 |
|Elevation angle step: 0.15            |
|Azimuth   angle step: 1.00            |
+======================================+

Geomagnetic Field - const
fh= 1.50  i=  72.0  d=  10.6
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.070   100.0 900.0 -45.0   82.8   0.000
Chapmen many-layers Ionospher model
Ionospher Begin Higth: 60.0
Number Layers: 2
Geometric Layer Parametres
  hm     ym     f0     al
110.0    5.0   2.00   1.00
265.0   50.0  10.80   1.00
Local Gradient  gx=0.00  gy=0.00

Number diff. equation: 8

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:30:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 6.400|x| 70.93| 74.07| 1.566| -0.079|  0.112|   1.7|  53.9|  49.2|  0.0|F2                      ||-0.981|  37.288|
| 6.500|o| 72.87| 75.48| 1.603| -0.090|  0.243|   1.1|  55.0|  48.7|  0.0|F2                      || 0.983| -55.477|
| 6.500|x| 71.01| 74.12| 1.572| -0.079|  0.112|   1.6|  54.0|  49.2|  0.0|F2                      ||-0.982|  37.204|
| 6.600|o| 72.97| 75.51| 1.610| -0.088|  0.243|   1.1|  55.1|  48.6|  0.0|F2                      || 0.983| -55.542|
| 6.600|x| 71.10| 74.16| 1.578| -0.079|  0.111|   1.6|  54.0|  49.1|  0.0|F2                      ||-0.982|  37.124|
| 6.700|o| 73.07| 75.54| 1.617| -0.086|  0.242|   1.1|  55.1|  48.5|  0.0|F2                      || 0.983| -55.604|
| 6.700|x| 71.18| 74.20| 1.584| -0.079|  0.110|   1.6|  54.1|  49.1|  0.0|F2                      ||-0.982|  37.045|
| 6.800|o| 73.18| 75.57| 1.624| -0.084|  0.241|   1.1|  55.2|  48.5|  0.0|F2                      || 0.984| -55.665|
| 6.800|x| 71.27| 74.24| 1.590| -0.078|  0.109|   1.6|  54.2|  49.0|  0.0|F2                      ||-0.982|  36.968|
| 6.900|o| 73.28| 75.60| 1.631| -0.081|  0.241|   1.1|  55.3|  48.4|  0.0|F2                      || 0.984| -55.724|
| 6.900|x| 71.36| 74.28| 1.596| -0.078|  0.108|   1.6|  54.2|  49.0|  0.0|F2                      ||-0.983|  36.894|
| 7.000|o| 73.39| 75.63| 1.639| -0.078|  0.240|   1.1|  55.4|  48.3|  0.0|F2                      || 0.984| -55.781|
| 7.000|x| 71.45| 74.32| 1.602| -0.077|  0.106|   1.6|  54.3|  48.9|  0.0|F2                      ||-0.983|  36.823|
| 7.100|o| 73.50| 75.65| 1.646| -0.075|  0.240|   1.1|  55.5|  48.2|  0.0|F2                      || 0.984| -55.836|
| 7.100|x| 71.54| 74.35| 1.609| -0.076|  0.105|   1.6|  54.4|  48.8|  0.0|F2                      ||-0.983|  36.754|
| 7.200|o| 73.61| 75.68| 1.654| -0.072|  0.239|   1.1|  55.6|  48.1|  0.0|F2                      || 0.985| -55.889|
| 7.200|x| 71.63| 74.39| 1.615| -0.076|  0.103|   1.6|  54.5|  48.8|  0.0|F2                      ||-0.984|  36.686|
| 7.300|o| 73.73| 75.70| 1.662| -0.068|  0.238|   1.2|  55.6|  48.0|  0.0|F2                      || 0.985| -55.941|
| 7.300|x| 71.72| 74.42| 1.622| -0.074|  0.101|   1.5|  54.5|  48.7|  0.0|F2                      ||-0.984|  36.622|
| 7.400|o| 73.85| 75.73| 1.670| -0.064|  0.238|   1.2|  55.7|  47.9|  0.0|F2                      || 0.985| -55.991|
| 7.400|x| 71.82| 74.45| 1.628| -0.073|  0.099|   1.5|  54.6|  48.6|  0.0|F2                      ||-0.984|  36.560|
| 7.500|o| 73.97| 75.75| 1.678| -0.060|  0.237|   1.2|  55.8|  47.8|  0.0|F2                      || 0.985| -56.038|
| 7.500|x| 71.92| 74.48| 1.635| -0.071|  0.097|   1.5|  54.7|  48.6|  0.0|F2                      ||-0.984|  36.499|
| 7.600|o| 74.09| 75.77| 1.687| -0.056|  0.237|   1.2|  55.9|  47.7|  0.0|F2                      || 0.986| -56.084|
| 7.600|x| 72.02| 74.51| 1.642| -0.070|  0.095|   1.5|  54.8|  48.5|  0.0|F2                      ||-0.985|  36.441|
| 7.700|o| 74.22| 75.79| 1.696| -0.051|  0.236|   1.2|  56.0|  47.6|  0.0|F2                      || 0.986| -56.128|
| 7.700|x| 72.12| 74.54| 1.649| -0.068|  0.093|   1.5|  54.8|  48.4|  0.0|F2                      ||-0.985|  36.386|
| 7.800|o| 74.35| 75.81| 1.705| -0.045|  0.236|   1.2|  56.1|  47.5|  0.0|F2                      || 0.986| -56.170|
| 7.800|x| 72.22| 74.57| 1.656| -0.066|  0.090|   1.5|  54.9|  48.4|  0.0|F2                      ||-0.985|  36.332|
| 7.900|o| 74.48| 75.83| 1.714| -0.040|  0.235|   1.2|  56.2|  47.4|  0.0|F2                      || 0.986| -56.210|
| 7.900|x| 72.32| 74.60| 1.664| -0.063|  0.087|   1.5|  55.0|  48.3|  0.0|F2                      ||-0.985|  36.281|
| 8.000|o| 74.62| 75.85| 1.723| -0.033|  0.235|   1.2|  56.3|  47.3|  0.0|F2                      || 0.986| -56.248|
| 8.000|x| 72.43| 74.62| 1.671| -0.060|  0.084|   1.5|  55.1|  48.2|  0.0|F2                      ||-0.985|  36.233|
| 8.100|o| 74.76| 75.87| 1.733| -0.027|  0.234|   1.3|  56.4|  47.1|  0.0|F2                      || 0.986| -56.283|
| 8.100|x| 72.54| 74.65| 1.679| -0.057|  0.081|   1.5|  55.2|  48.1|  0.0|F2                      ||-0.986|  36.186|
| 8.200|o| 74.90| 75.88| 1.743| -0.020|  0.234|   1.3|  56.5|  47.0|  0.0|F2                      || 0.987| -56.317|
| 8.200|x| 72.65| 74.67| 1.687| -0.054|  0.078|   1.5|  55.2|  48.0|  0.0|F2                      ||-0.986|  36.142|
| 8.300|o| 75.05| 75.90| 1.753| -0.012|  0.234|   1.3|  56.6|  46.9|  0.0|F2                      || 0.987| -56.348|
| 8.300|x| 72.76| 74.69| 1.695| -0.051|  0.074|   1.5|  55.3|  47.9|  0.0|F2                      ||-0.986|  36.100|
| 8.400|o| 75.20| 75.91| 1.764| -0.004|  0.234|   1.3|  56.7|  46.8|  0.0|F2                      || 0.987| -56.378|
| 8.400|x| 72.88| 74.71| 1.703| -0.047|  0.071|   1.6|  55.4|  47.8|  0.0|F2                      ||-0.986|  36.061|
| 8.500|o| 75.36| 75.93| 1.775|  0.005|  0.234|   1.3|  56.9|  46.6|  0.0|F2                      || 0.987| -56.404|
| 8.500|x| 72.99| 74.73| 1.711| -0.043|  0.067|   1.6|  55.5|  47.7|  0.0|F2                      ||-0.986|  36.024|
| 8.600|o| 75.52| 75.94| 1.786|  0.014|  0.234|   1.3|  57.0|  46.5|  0.0|F2                      || 0.987| -56.429|
| 8.600|x| 73.11| 74.75| 1.720| -0.038|  0.062|   1.6|  55.6|  47.7|  0.0|F2                      ||-0.986|  35.989|
| 8.700|o| 75.68| 75.95| 1.798|  0.024|  0.235|   1.4|  57.1|  46.3|  0.0|F2                      || 0.987| -56.450|
| 8.700|x| 73.24| 74.76| 1.729| -0.034|  0.058|   1.6|  55.7|  47.6|  0.0|F2                      ||-0.987|  35.958|
| 8.800|o| 75.86| 75.96| 1.811|  0.034|  0.236|   1.4|  57.2|  46.2|  0.0|F2                      || 0.988| -56.469|
| 8.800|x| 73.36| 74.78| 1.738| -0.028|  0.053|   1.6|  55.8|  47.4|  0.0|F2                      ||-0.987|  35.929|
| 8.900|o| 76.03| 75.97| 1.824|  0.046|  0.237|   1.4|  57.4|  46.0|  0.0|F2                      || 0.988| -56.485|
| 8.900|x| 73.49| 74.79| 1.747| -0.023|  0.047|   1.6|  55.9|  47.3|  0.0|F2                      ||-0.987|  35.905|
| 9.000|o| 76.22| 75.97| 1.837|  0.058|  0.238|   1.4|  57.5|  45.8|  0.0|F2                      || 0.988| -56.499|
| 9.000|x| 73.62| 74.80| 1.757| -0.017|  0.043|   1.6|  56.0|  47.2|  0.0|F2                      ||-0.987|  35.878|
| 9.100|o| 76.41| 75.98| 1.851|  0.071|  0.240|   1.5|  57.7|  45.7|  0.0|F2                      || 0.988| -56.509|
| 9.100|x| 73.76| 74.81| 1.766| -0.010|  0.037|   1.6|  56.1|  47.1|  0.0|F2                      ||-0.987|  35.857|
| 9.200|o| 76.61| 75.98| 1.866|  0.085|  0.243|   1.5|  57.8|  45.5|  0.0|F2                      || 0.988| -56.516|
| 9.200|x| 73.90| 74.82| 1.777| -0.004|  0.031|   1.6|  56.2|  47.0|  0.0|F2                      ||-0.987|  35.839|
| 9.300|o| 76.81| 75.98| 1.882|  0.100|  0.246|   1.5|  58.0|  45.3|  0.0|F2                      || 0.988| -56.519|
| 9.300|x| 74.04| 74.83| 1.787|  0.004|  0.025|   1.7|  56.3|  46.9|  0.0|F2                      ||-0.988|  35.824|
| 9.400|o| 77.03| 75.98| 1.899|  0.116|  0.250|   1.6|  58.2|  45.1|  0.0|F2                      || 0.988| -56.518|
| 9.400|x| 74.19| 74.84| 1.798|  0.012|  0.018|   1.7|  56.4|  46.8|  0.0|F2                      ||-0.988|  35.812|
| 9.500|o| 77.26| 75.98| 1.917|  0.133|  0.255|   1.6|  58.4|  44.8|  0.0|F2                      || 0.989| -56.513|
| 9.500|x| 74.34| 74.84| 1.810|  0.020|  0.011|   1.7|  56.5|  46.6|  0.0|F2                      ||-0.988|  35.804|
| 9.600|o| 77.49| 75.97| 1.936|  0.152|  0.261|   1.7|  58.6|  44.6|  0.0|F2                      || 0.989| -56.504|
| 9.600|x| 74.49| 74.84| 1.822|  0.029|  0.003|   1.7|  56.6|  46.5|  0.0|F2                      ||-0.988|  35.799|
| 9.700|o| 77.74| 75.97| 1.956|  0.172|  0.269|   1.7|  58.8|  44.3|  0.0|F2                      || 0.989| -56.490|
| 9.700|x| 74.66| 74.84| 1.834|  0.039| -0.005|   1.7|  56.7|  46.3|  0.0|F2                      ||-0.988|  35.798|
| 9.800|o| 78.00| 75.96| 1.978|  0.194|  0.278|   1.8|  59.0|  44.0|  0.0|F2                      || 0.989| -56.470|
| 9.800|x| 74.82| 74.84| 1.847|  0.050| -0.014|   1.8|  56.8|  46.2|  0.0|F2                      ||-0.988|  35.801|
| 9.900|o| 78.28| 75.95| 2.002|  0.218|  0.291|   1.8|  59.3|  43.7|  0.0|F2                      || 0.989| -56.444|
| 9.900|x| 75.00| 74.84| 1.860|  0.061| -0.023|   1.8|  57.0|  46.0|  0.0|F2                      ||-0.988|  35.808|
|10.000|o| 78.58| 75.93| 2.029|  0.244|  0.306|   1.9|  59.6|  43.4|  0.0|F2                      || 0.989| -56.411|
|10.000|x| 75.18| 74.83| 1.875|  0.073| -0.034|   1.8|  57.1|  45.9|  0.0|F2                      ||-0.988|  35.819|
|10.100|o| 78.89| 75.91| 2.058|  0.272|  0.325|   1.9|  59.9|  43.0|  0.0|F2                      || 0.989| -56.370|
|10.100|x| 75.36| 74.82| 1.890|  0.087| -0.044|   1.8|  57.3|  45.7|  0.0|F2                      ||-0.989|  35.835|
|10.200|o| 79.23| 75.89| 2.090|  0.303|  0.350|   2.0|  60.2|  42.5|  0.0|F2                      || 0.989| -56.320|
|10.200|x| 75.56| 74.81| 1.905|  0.101| -0.056|   1.9|  57.4|  45.5|  0.0|F2                      ||-0.989|  35.857|
|10.300|o| 79.59| 75.86| 2.127|  0.337|  0.382|   2.1|  60.7|  42.0|  0.0|F2                      || 0.989| -56.259|
|10.300|x| 75.76| 74.80| 1.922|  0.116| -0.069|   1.9|  57.6|  45.3|  0.0|F2                      ||-0.989|  35.884|
|10.400|o| 79.99| 75.82| 2.169|  0.375|  0.424|   2.2|  61.1|  41.4|  0.0|F2                      || 0.989| -56.186|
|10.400|x| 75.97| 74.78| 1.940|  0.133| -0.083|   2.0|  57.7|  45.1|  0.0|F2                      ||-0.989|  35.916|
|10.500|o| 80.42| 75.78| 2.218|  0.418|  0.480|   2.4|  61.7|  40.7|  0.0|F2                      || 0.989| -56.099|
|10.500|x| 76.20| 74.76| 1.959|  0.151| -0.098|   2.0|  57.9|  44.9|  0.0|F2                      ||-0.989|  35.957|
|10.600|o| 80.89| 75.73| 2.277|  0.466|  0.554|   2.5|  62.4|  39.9|  0.0|F2                      || 0.990| -55.993|
|10.600|x| 76.43| 74.74| 1.980|  0.170| -0.115|   2.0|  58.1|  44.6|  0.0|F2                      ||-0.989|  36.004|
|10.700|o| 81.42| 75.67| 2.351|  0.520|  0.656|   2.7|  63.2|  38.8|  0.0|F2                      || 0.990| -55.866|
|10.700|x| 76.68| 74.71| 2.002|  0.192| -0.133|   2.1|  58.3|  44.4|  0.0|F2                      ||-0.989|  36.059|
|10.800|o| 82.01| 75.59| 2.446|  0.582|  0.796|   3.0|  64.4|  37.4|  0.0|F2                      || 0.990| -55.712|
|10.800|x| 76.95| 74.68| 2.026|  0.216| -0.153|   2.2|  58.6|  44.1|  0.0|F2                      ||-0.989|  36.126|
|10.900|o| 82.68| 75.50| 2.580|  0.653|  0.991|   3.4|  65.9|  35.5|  0.0|F2                      || 0.990| -55.522|
|10.900|x| 77.23| 74.64| 2.053|  0.242| -0.176|   2.2|  58.8|  43.7|  0.0|F2                      ||-0.989|  36.202|
|11.000|o| 75.55| 87.35| 2.958| -1.524|  0.572|   4.2|  60.5|  40.1|  0.0|F2                      || 0.993| -86.896|
|11.000|x| 77.54| 74.59| 2.083|  0.270| -0.202|   2.3|  59.1|  43.4|  0.0|F2                      ||-0.989|  36.291|
|11.100|o| 73.82| 85.92| 3.074| -1.797|  0.067|   4.5|  62.9|  37.4|  0.0|F2                      || 0.993| -82.543|
|11.100|x| 77.88| 74.54| 2.116|  0.303| -0.231|   2.4|  59.5|  42.9|  0.0|F2                      ||-0.989|  36.394|
|11.200|x| 78.24| 74.48| 2.154|  0.339| -0.265|   2.5|  59.9|  42.4|  0.0|F2                      ||-0.989|  36.515|
|11.300|x| 78.65| 74.40| 2.199|  0.381| -0.306|   2.6|  60.3|  41.8|  0.0|F2                      ||-0.989|  36.662|
|11.400|x| 79.10| 74.31| 2.253|  0.429| -0.354|   2.8|  60.9|  41.1|  0.0|F2                      ||-0.990|  36.834|
|11.500|x| 79.63| 74.20| 2.319|  0.486| -0.415|   3.0|  61.6|  40.2|  0.0|F2                      ||-0.990|  37.042|
|11.600|x| 80.26| 74.07| 2.407|  0.555| -0.493|   3.2|  62.6|  38.9|  0.0|F2                      ||-0.990|  37.303|
+=================================================================================================++===============+

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:31:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.000|o| 71.30| 73.96| 1.450| -0.061|  0.232|   1.2|  53.5|  50.1|  0.0|F2                      || 0.970| -52.493|
| 4.000|x| 69.67| 72.28| 1.457| -0.036|  0.048|   3.8|  52.5|  48.5|  0.0|F2                      ||-0.967|  40.516|
| 4.100|o| 71.38| 74.00| 1.455| -0.061|  0.230|   1.2|  53.6|  50.0|  0.0|F2                      || 0.971| -52.571|
| 4.100|x| 69.72| 72.35| 1.459| -0.038|  0.053|   3.6|  52.6|  48.7|  0.0|F2                      ||-0.968|  40.394|
| 4.200|o| 71.45| 74.04| 1.461| -0.062|  0.229|   1.2|  53.6|  50.0|  0.0|F2                      || 0.971| -52.649|
| 4.200|x| 69.78| 72.42| 1.462| -0.039|  0.057|   3.3|  52.6|  48.8|  0.0|F2                      ||-0.969|  40.275|
| 4.300|o| 71.53| 74.08| 1.467| -0.062|  0.228|   1.2|  53.7|  49.9|  0.0|F2                      || 0.972| -52.725|
| 4.300|x| 69.84| 72.49| 1.465| -0.040|  0.060|   3.1|  52.7|  48.9|  0.0|F2                      ||-0.970|  40.160|
| 4.400|o| 71.61| 74.12| 1.472| -0.062|  0.227|   1.2|  53.8|  49.9|  0.0|F2                      || 0.973| -52.800|
| 4.400|x| 69.90| 72.55| 1.468| -0.042|  0.063|   3.0|  52.8|  49.0|  0.0|F2                      ||-0.970|  40.048|
| 4.500|o| 71.69| 74.16| 1.478| -0.062|  0.226|   1.1|  53.8|  49.8|  0.0|F2                      || 0.973| -52.875|
| 4.500|x| 69.97| 72.62| 1.472| -0.043|  0.065|   2.8|  52.8|  49.1|  0.0|F2                      ||-0.971|  39.940|
| 4.600|o| 71.77| 74.20| 1.484| -0.062|  0.224|   1.1|  53.9|  49.8|  0.0|F2                      || 0.974| -52.945|
| 4.600|x| 70.04| 72.68| 1.476| -0.044|  0.067|   2.7|  52.9|  49.2|  0.0|F2                      ||-0.972|  39.835|
| 4.700|o| 71.86| 74.23| 1.490| -0.061|  0.223|   1.1|  54.0|  49.7|  0.0|F2                      || 0.975| -53.016|
| 4.700|x| 70.11| 72.73| 1.480| -0.044|  0.069|   2.6|  53.0|  49.2|  0.0|F2                      ||-0.973|  39.733|
| 4.800|o| 71.94| 74.27| 1.495| -0.061|  0.222|   1.1|  54.0|  49.7|  0.0|F2                      || 0.975| -53.085|
| 4.800|x| 70.18| 72.79| 1.484| -0.045|  0.070|   2.5|  53.1|  49.3|  0.0|F2                      ||-0.973|  39.635|
| 4.900|o| 72.03| 74.30| 1.501| -0.060|  0.221|   1.1|  54.1|  49.6|  0.0|F2                      || 0.976| -53.153|
| 4.900|x| 70.26| 72.84| 1.488| -0.046|  0.071|   2.4|  53.1|  49.3|  0.0|F2                      ||-0.974|  39.539|
| 5.000|o| 72.12| 74.34| 1.507| -0.060|  0.220|   1.1|  54.2|  49.5|  0.0|F2                      || 0.976| -53.219|
| 5.000|x| 70.33| 72.90| 1.493| -0.046|  0.072|   2.3|  53.2|  49.3|  0.0|F2                      ||-0.974|  39.446|
| 5.100|o| 72.21| 74.37| 1.513| -0.059|  0.219|   1.1|  54.2|  49.5|  0.0|F2                      || 0.977| -53.284|
| 5.100|x| 70.41| 72.95| 1.498| -0.047|  0.072|   2.2|  53.3|  49.3|  0.0|F2                      ||-0.975|  39.356|
| 5.200|o| 72.30| 74.41| 1.519| -0.058|  0.218|   1.1|  54.3|  49.4|  0.0|F2                      || 0.977| -53.347|
| 5.200|x| 70.49| 73.00| 1.502| -0.047|  0.072|   2.1|  53.3|  49.3|  0.0|F2                      ||-0.975|  39.268|
| 5.300|o| 72.39| 74.44| 1.526| -0.057|  0.217|   1.1|  54.4|  49.4|  0.0|F2                      || 0.978| -53.409|
| 5.300|x| 70.57| 73.04| 1.507| -0.047|  0.072|   2.1|  53.4|  49.3|  0.0|F2                      ||-0.976|  39.183|
| 5.400|o| 72.48| 74.47| 1.532| -0.055|  0.216|   1.1|  54.4|  49.3|  0.0|F2                      || 0.978| -53.469|
| 5.400|x| 70.65| 73.09| 1.512| -0.048|  0.072|   2.0|  53.5|  49.3|  0.0|F2                      ||-0.977|  39.101|
