
13.000     0
13.000     0
13.000     0
13.000     1      n      n      n      n      n      n  12.99  12.79
13.000     1      n      n
13.000     1      n      n
13.000     1      n      n
13.000     1  14.10   0.00
13.000     1      n      n
13.000     1  14.10   0.00
