  339.32  6.182  339.32  7.302  339.32  7.580  339.32  4.114  339.32  4.223
  343.57  6.111  343.57  7.283  343.57  7.659  343.57  4.053  343.57  4.156
  347.83  6.039  347.83  7.257  347.83  7.727  347.83  3.993  347.83  4.090
  352.08  5.968  352.08  7.225  352.08  7.783  352.08  3.933  352.08  4.024
  356.34  5.896  356.34  7.185  356.34  7.829  356.34  3.873  356.34  3.958
  360.59  5.823  360.59  7.138  360.59  7.863  360.59  3.814  360.59  3.893
  364.85  5.748  364.85  7.082  364.85  7.885  364.85  3.756  364.85  3.829
  369.10  5.672  369.10  7.019  369.10  7.896  369.10  3.697  369.10  3.766
  373.36  5.596  373.36  6.950  373.36  7.897  373.36  3.640  373.36  3.703
  377.61  5.519  377.61  6.877  377.61  7.887  377.61  3.582  377.61  3.642
  381.87  5.441  381.87  6.800  381.87  7.867  381.87  3.526  381.87  3.581
  386.12  5.364  386.12  6.721  386.12  7.837  386.12  3.469  386.12  3.522
  390.38  5.286  390.38  6.638  390.38  7.796  390.38  3.414  390.38  3.463
  394.63  5.209  394.63  6.554  394.63  7.745  394.63  3.359  394.63  3.406
  398.89  5.133  398.89  6.468  398.89  7.684  398.89  3.305  398.89  3.350
  403.14  5.057  403.14  6.381  403.14  7.616  403.14  3.252  403.14  3.294
  407.39  4.982  407.39  6.293  407.39  7.540  407.39  3.200  407.39  3.240
  411.65  4.907  411.65  6.204  411.65  7.458  411.65  3.148  411.65  3.187
  415.90  4.833  415.90  6.115  415.90  7.370  415.90  3.097  415.90  3.135
  420.16  4.760  420.16  6.026  420.16  7.277  420.16  3.047  420.16  3.085
  424.41  4.688  424.41  5.937  424.41  7.180  424.41  2.998  424.41  3.035
  428.67  4.617  428.67  5.848  428.67  7.080  428.67  2.950  428.67  2.986
  432.92  4.547  432.92  5.759  432.92  6.976  432.92  2.903  432.92  2.939
  437.18  4.478  437.18  5.671  437.18  6.871  437.18  2.857  437.18  2.892
  441.43  4.410  441.43  5.583  441.43  6.764  441.43  2.811  441.43  2.847
  445.69  4.343  445.69  5.497  445.69  6.656  445.69  2.767  445.69  2.802
  449.94  4.277  449.94  5.411  449.94  6.547  449.94  2.723  449.94  2.759
  454.20  4.213  454.20  5.326  454.20  6.437  454.20  2.681  454.20  2.716
  458.45  4.149  458.45  5.243  458.45  6.328  458.45  2.639  458.45  2.674
  462.71  4.087  462.71  5.160  462.71  6.219  462.71  2.598  462.71  2.634
  466.96  4.025  466.96  5.079  466.96  6.111  466.96  2.558  466.96  2.594
  471.22  3.965  471.22  4.999  471.22  6.003  471.22  2.519  471.22  2.555
