  15864
  59.510   151.090
  61.835   145.200
  61.887   145.050
  61.939   144.898
  61.990   144.746
  61.997   144.727
  62.000   144.718
  62.002   144.713
  62.003   144.708
  62.005   144.704
  62.008   144.694
  62.014   144.675
  62.027   144.637
  62.053   144.561
  62.079   144.485
  62.082   144.475
  62.083   144.470
  62.084   144.470
  62.084   144.469
  62.084   144.468
  62.085   144.465
  62.087   144.461
  62.090   144.451
  62.096   144.432
  62.109   144.394
  62.135   144.317
  62.160   144.241
  62.162   144.236
  62.163   144.233
  62.163   144.232
  62.163   144.232
  62.163   144.231
  62.163   144.231
  62.164   144.230
  62.164   144.229
  62.165   144.227
  62.166   144.222
  62.170   144.212
  62.176   144.193
  62.189   144.155
  62.214   144.078
  62.239   144.001
  62.241   143.996
  62.241   143.995
  62.241   143.995
  62.241   143.995
  62.241   143.995
  62.241   143.995
  62.241   143.995
  62.241   143.995
  62.242   143.994
  62.242   143.993
  62.243   143.991
  62.244   143.986
  62.247   143.976
  62.254   143.957
  62.266   143.918
  62.292   143.841
  62.317   143.764
  62.318   143.759
  62.320   143.754
  62.323   143.744
  62.329   143.725
  62.342   143.686
  62.367   143.609
  62.392   143.531
  62.395   143.521
  62.398   143.512
  62.405   143.492
  62.417   143.453
  62.442   143.375
  62.455   143.336
  62.467   143.297
  62.480   143.258
  62.504   143.180
  62.529   143.102
  62.542   143.063
  62.554   143.023
  62.579   142.945
  62.603   142.866
  62.609   142.847
  62.615   142.827
  62.628   142.788
  62.652   142.709
  62.677   142.630
  62.680   142.620
  62.683   142.610
  62.689   142.590
  62.701   142.551
  62.726   142.472
  62.738   142.432
  62.744   142.412
  62.747   142.402
  62.748   142.397
  62.750   142.392
  62.753   142.382
  62.759   142.363
  62.771   142.323
  62.795   142.243
  62.807   142.204
  62.813   142.184
  62.814   142.181
  62.815   142.180
  62.815   142.179
  62.815   142.179
  62.815   142.178
  62.816   142.175
  62.818   142.170
  62.821   142.160
  62.827   142.140
  62.839   142.100
  62.863   142.021
  62.875   141.981
  62.881   141.961
  62.884   141.951
  62.887   141.941
  62.893   141.921
  62.905   141.881
  62.917   141.841
  62.929   141.801
  62.941   141.761
  62.944   141.751
  62.945   141.746
  62.946   141.743
  62.946   141.742
  62.947   141.741
  62.947   141.739
  62.948   141.737
  62.949   141.732
  62.952   141.722
  62.958   141.702
  62.970   141.662
  62.982   141.621
  62.994   141.581
  63.006   141.541
  63.009   141.531
  63.010   141.526
  63.011   141.523
  63.011   141.522
  63.012   141.521
  63.012   141.520
  63.013   141.517
  63.014   141.512
  63.017   141.502
  63.023   141.482
  63.035   141.442
  63.047   141.401
  63.059   141.361
  63.071   141.321
  63.076   141.300
  63.079   141.290
  63.082   141.280
  63.088   141.260
  63.094   141.240
  63.100   141.220
  63.106   141.199
  63.112   141.179
  63.118   141.159
  63.123   141.139
  63.129   141.118
  63.135   141.098
  63.141   141.078
  63.144   141.068
  63.145   141.065
  63.145   141.064
  63.145   141.063
  63.146   141.061
  63.147   141.059
  63.148   141.054
  63.151   141.044
  63.154   141.033
  63.157   141.023
  63.160   141.013
  63.163   141.003
  63.166   140.993
  63.169   140.983
  63.171   140.973
  63.174   140.962
  63.177   140.952
  63.180   140.942
  63.183   140.932
  63.186   140.922
  63.189   140.912
  63.192   140.901
  63.195   140.891
  63.198   140.881
  63.201   140.871
  63.204   140.861
  63.206   140.851
  63.209   140.840
  63.212   140.830
  63.214   140.825
  63.214   140.823
  63.215   140.820
  63.217   140.815
  63.218   140.810
  63.220   140.805
  63.221   140.800
  63.222   140.795
  63.224   140.789
  63.225   140.784
  63.227   140.779
  63.228   140.774
  63.230   140.769
  63.231   140.764
  63.233   140.759
  63.234   140.754
  63.236   140.749
  63.237   140.744
  63.238   140.739
  63.240   140.733
  63.241   140.728
  63.243   140.723
  63.244   140.718
  63.246   140.713
  63.247   140.708
  63.249   140.703
  63.250   140.698
  63.252   140.693
  63.253   140.688
  63.254   140.682
  63.256   140.677
  63.257   140.672
  63.259   140.667
  63.260   140.662
  63.262   140.657
  63.263   140.652
  63.265   140.647
  63.266   140.642
  63.267   140.637
  63.269   140.631
  63.270   140.626
  63.272   140.621
  63.273   140.616
  63.275   140.611
  63.276   140.606
  63.278   140.601
  63.279   140.596
  63.280   140.591
  63.282   140.585
  63.283   140.580
  63.284   140.579
  63.284   140.578
  63.284   140.577
  63.285   140.574
  63.287   140.569
  63.288   140.564
  63.289   140.559
  63.291   140.554
  63.292   140.548
  63.294   140.543
  63.295   140.538
  63.297   140.533
  63.298   140.528
  63.300   140.523
  63.301   140.518
  63.302   140.513
  63.304   140.507
  63.305   140.502
  63.307   140.497
  63.308   140.492
  63.310   140.487
  63.311   140.482
  63.313   140.477
  63.314   140.472
  63.315   140.467
  63.317   140.461
  63.318   140.456
  63.320   140.451
  63.321   140.446
  63.323   140.441
  63.324   140.436
  63.326   140.431
  63.327   140.426
  63.328   140.420
  63.330   140.415
  63.331   140.410
  63.333   140.405
  63.334   140.400
  63.336   140.395
  63.337   140.390
  63.338   140.385
  63.340   140.379
  63.341   140.374
  63.343   140.369
  63.344   140.364
  63.346   140.359
  63.347   140.354
  63.349   140.349
  63.350   140.344
  63.351   140.338
  63.353   140.333
  63.354   140.331
  63.354   140.328
  63.356   140.323
  63.357   140.318
  63.359   140.313
  63.360   140.308
  63.361   140.303
  63.363   140.297
  63.364   140.292
  63.366   140.287
  63.367   140.282
  63.369   140.277
  63.370   140.272
  63.371   140.267
  63.373   140.261
  63.374   140.256
  63.376   140.251
  63.377   140.246
  63.379   140.241
  63.380   140.236
  63.382   140.231
  63.383   140.225
  63.384   140.220
  63.386   140.215
  63.387   140.210
  63.389   140.205
  63.390   140.200
  63.392   140.195
  63.393   140.190
  63.394   140.184
  63.396   140.179
  63.397   140.174
  63.399   140.169
  63.400   140.164
  63.402   140.159
  63.403   140.154
  63.404   140.148
  63.406   140.143
  63.407   140.138
  63.409   140.133
  63.410   140.128
  63.412   140.123
  63.413   140.117
  63.414   140.112
  63.416   140.107
  63.417   140.102
  63.419   140.097
  63.420   140.092
  63.422   140.087
  63.422   140.086
  63.422   140.086
  63.422   140.086
  63.422   140.085
  63.422   140.084
  63.423   140.081
  63.424   140.076
