  258.97  4.539  258.97  4.890  258.97  5.416  258.97  5.642  258.97  5.823
  262.04  4.542  262.04  4.897  262.04  5.405  262.04  5.614  262.04  5.779
  265.11  4.536  265.11  4.896  265.11  5.391  265.11  5.584  265.11  5.733
  268.18  4.528  268.18  4.887  268.18  5.374  268.18  5.551  268.18  5.685
  271.26  4.517  271.26  4.873  271.26  5.355  271.26  5.517  271.26  5.636
  274.33  4.503  274.33  4.856  274.33  5.333  274.33  5.480  274.33  5.586
  277.40  4.488  277.40  4.837  277.40  5.309  277.40  5.441  277.40  5.535
  280.48  4.469  280.48  4.816  280.48  5.282  280.48  5.400  280.48  5.483
  283.55  4.449  283.55  4.793  283.55  5.252  283.55  5.358  283.55  5.430
  286.62  4.426  286.62  4.768  286.62  5.220  286.62  5.313  286.62  5.377
  289.70  4.401  289.70  4.740  289.70  5.187  289.70  5.268  289.70  5.322
  292.77  4.374  292.77  4.711  292.77  5.151  292.77  5.221  292.77  5.267
  295.84  4.345  295.84  4.680  295.84  5.113  295.84  5.173  295.84  5.212
  298.91  4.315  298.91  4.647  298.91  5.074  298.91  5.125  298.91  5.156
  301.99  4.283  301.99  4.613  301.99  5.033  301.99  5.075  301.99  5.099
  305.06  4.250  305.06  4.577  305.06  4.992  305.06  5.025  305.06  5.043
  308.13  4.216  308.13  4.540  308.13  4.949  308.13  4.974  308.13  4.987
  311.21  4.181  311.21  4.502  311.21  4.905  311.21  4.923  311.21  4.930
  314.28  4.144  314.28  4.463  314.28  4.860  314.28  4.871  314.28  4.873
  317.35  4.107  317.35  4.423  317.35  4.814  317.35  4.819  317.35  4.817
  320.43  4.069  320.43  4.382  320.43  4.768  320.43  4.767  320.43  4.761
  323.50  4.031  323.50  4.341  323.50  4.721  323.50  4.715  323.50  4.705
  326.57  3.992  326.57  4.299  326.57  4.674  326.57  4.663  326.57  4.649
  329.64  3.952  329.64  4.256  329.64  4.626  329.64  4.611  329.64  4.594
  332.72  3.912  332.72  4.213  332.72  4.578  332.72  4.559  332.72  4.539
  335.79  3.871  335.79  4.170  335.79  4.530  335.79  4.507  335.79  4.484
  338.86  3.831  338.86  4.126  338.86  4.482  338.86  4.456  338.86  4.430
  341.94  3.790  341.94  4.082  341.94  4.434  341.94  4.404  341.94  4.377
  345.01  3.749  345.01  4.039  345.01  4.385  345.01  4.353  345.01  4.324
  348.08  3.708  348.08  3.995  348.08  4.337  348.08  4.303  348.08  4.272
  351.16  3.667  351.16  3.951  351.16  4.289  351.16  4.252  351.16  4.220
  354.23  3.626  354.23  3.907  354.23  4.241  354.23  4.202  354.23  4.169
