
 4.000     2  13.44  12.94   8.85   8.13
 4.500     2  15.21  14.71   9.57   8.96
 5.000     2  16.98  16.48  10.95  10.40
 5.500     2  18.64  18.14  11.94  11.39
 6.000     2  20.07  19.58  12.08  11.61
 6.500     2  21.24  20.74  13.60  13.05
 7.000     2  22.23  21.68  13.71  13.19
 7.500     2  22.89  22.40  14.30  13.74
 8.000     2  23.39  22.84  14.63  13.94
 8.500     2  23.67  23.17  15.15  14.60
 9.000     2  23.83  23.34  15.26  14.71
 9.500     2  20.74  20.18  13.33  12.77
10.000     2  18.75  18.19  11.78  11.39
10.500     2  23.83  23.28  15.32  14.77
11.000     2  23.78  23.23  15.32  14.71
11.500     2  23.78  23.28  15.32  14.71
12.000     2  23.83  23.28  15.32  14.77
12.500     2  23.89  23.34  15.32  14.77
13.000     2  23.83  23.34  15.32  14.77
13.500     2  23.67  23.17  15.21  14.65
14.000     2  23.39  22.84  14.99  14.43
14.500     2  22.78  22.29  14.65  14.10
15.000     2  21.95  21.40  14.16  13.60
15.500     2  20.85  20.35  13.49  12.88
16.000     2  19.58  19.08  12.66  12.11
16.500     2  18.25  17.70  11.89  11.28
17.000     2  16.92  16.37  11.00  10.45
17.500     2  15.59  15.10  10.23   9.68
18.000     2  14.43  13.88   9.51   8.96
18.500     2  13.38  12.83   8.85   8.29
19.000     2  12.50  11.94   8.29   7.74
