  284.78  7.382  284.78  7.200  284.78  8.381  284.78  8.812  284.78  9.230
  288.23  7.375  288.23  5.750  288.23  8.377  288.23  8.816  288.23  9.253
  291.69  7.363  291.69  7.442  291.69  8.368  291.69  8.810  291.69  9.257
  295.14  7.347  295.14  7.861  295.14  8.353  295.14  8.799  295.14  9.250
  298.59  7.326  298.59  7.848  298.59  8.332  298.59  8.781  298.59  9.238
  302.04  7.301  302.04  7.822  302.04  8.307  302.04  8.758  302.04  9.219
  305.50  7.272  305.50  7.792  305.50  8.276  305.50  8.729  305.50  9.194
  308.95  7.239  308.95  7.757  308.95  8.241  308.95  8.695  308.95  9.163
  312.40  7.202  312.40  7.719  312.40  8.202  312.40  8.657  312.40  9.126
  315.85  7.163  315.85  7.677  315.85  8.159  315.85  8.614  315.85  9.085
  319.31  7.120  319.31  7.631  319.31  8.112  319.31  8.567  319.31  9.039
  322.76  7.074  322.76  7.583  322.76  8.062  322.76  8.516  322.76  8.988
  326.21  7.026  326.21  7.532  326.21  8.008  326.21  8.461  326.21  8.934
  329.67  6.976  329.67  7.478  329.67  7.952  329.67  8.403  329.67  8.875
  333.12  6.923  333.12  7.421  333.12  7.893  333.12  8.343  333.12  8.814
  336.57  6.868  336.57  7.363  336.57  7.832  336.57  8.279  336.57  8.749
  340.02  6.812  340.02  7.303  340.02  7.768  340.02  8.213  340.02  8.681
  343.48  6.754  343.48  7.241  343.48  7.703  343.48  8.145  343.48  8.610
  346.93  6.695  346.93  7.177  346.93  7.635  346.93  8.074  346.93  8.537
  350.38  6.634  350.38  7.112  350.38  7.567  350.38  8.002  350.38  8.462
  353.83  6.572  353.83  7.046  353.83  7.496  353.83  7.929  353.83  8.386
  357.29  6.510  357.29  6.978  357.29  7.425  357.29  7.854  357.29  8.307
  360.74  6.446  360.74  6.910  360.74  7.353  360.74  7.778  360.74  8.228
  364.19  6.382  364.19  6.842  364.19  7.280  364.19  7.701  364.19  8.147
  367.64  6.318  367.64  6.772  367.64  7.206  367.64  7.623  367.64  8.065
  371.10  6.253  371.10  6.702  371.10  7.131  371.10  7.545  371.10  7.982
  374.55  6.187  374.55  6.632  374.55  7.057  374.55  7.466  374.55  7.899
  378.00  6.122  378.00  6.562  378.00  6.982  378.00  7.386  378.00  7.815
  381.46  6.056  381.46  6.491  381.46  6.906  381.46  7.307  381.46  7.731
  384.91  5.990  384.91  6.420  384.91  6.831  384.91  7.227  384.91  7.646
  388.36  5.925  388.36  6.350  388.36  6.756  388.36  7.147  388.36  7.561
  391.81  5.859  391.81  6.280  391.81  6.681  391.81  7.067  391.81  7.477
