
 4.500     1  12.06  11.56
 5.000     1  13.55  13.11
 5.500     1  14.99  14.49
 6.000     1  16.20  15.71
 6.500     1  17.20  16.70
 7.000     1  17.97  17.47
 7.500     1  18.53  18.03
 8.000     1  18.91  18.41
 8.500     1  19.13  18.64
 9.000     1  19.19  18.69
 9.500     1  19.19  18.69
10.000     1  19.13  18.64
10.500     1  16.20  15.71
11.000     1  16.04  15.54
11.500     1  18.97  18.47
12.000     1  19.02  18.53
12.500     1  19.08  18.64
13.000     1  19.13  18.64
13.500     1  19.13  18.64
14.000     1  18.91  18.47
14.500     1  18.53  18.08
15.000     1  17.92  17.42
15.500     1  17.09  16.59
16.000     1  16.04  15.54
16.500     1  14.93  14.43
17.000     1  13.82  13.33
17.500     1  12.77  12.22
18.000     1  11.78  11.23
18.500     1  10.89  10.34
19.000     1  10.12   9.62
