
[strDate]   [strTime]    [Frq_rpu]   [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]       [Cource] [BaseLat] [BaseLon] [TypeSignalName]    [Delay]
06.01.2017 11:41:08.142 13.40140000 13401.15200   0.00  -97.7    8.3  28.0 22.96  208.6     0.0  208.62    0.00    0.00     0.0  208.62    0.00    0.00     0.0  208.62    0.00    0.00   15.9     42068.142      5.50   47.24000   39.71000  "Undefined"           5.48
06.01.2017 11:41:08.142 13.40140000 13401.17592   0.00  -95.3   10.7  28.0 14.55  203.3     0.0  203.32    0.00    0.00     0.0  203.32    0.00    0.00     0.0  203.32    0.00    0.00   17.0     42068.142      5.50   47.24000   39.71000  "Undefined"           5.24
06.01.2017 11:41:08.937 13.48079999 13480.55199   0.00  -93.6    8.4  28.0 20.69  208.0     0.0  208.02    0.00    0.00     0.0  208.02    0.00    0.00     0.0  208.02    0.00    0.00   10.2     42068.937      5.50   47.24000   39.71000  "Undefined"           5.48
06.01.2017 11:41:08.937 13.48079999 13480.57717   0.00  -77.3   24.7  28.0 10.69  204.0     0.0  204.04    0.00    0.00     0.0  204.04    0.00    0.00     0.0  204.04    0.00    0.00    8.8     42068.937      5.50   47.24000   39.71000  "Undefined"           5.23
06.01.2017 11:41:09.732 13.56029999 13560.07214   0.00  -81.7   22.3  28.0 20.35  203.5     0.0  203.54    0.00    0.00     0.0  203.54    0.00    0.00     0.0  203.54    0.00    0.00    8.5     42069.732      5.50   47.24000   39.71000  "Undefined"           5.28
06.01.2017 11:41:09.732 13.56029999 13560.05326   0.00  -81.1   22.9  28.0 19.87  204.3     0.0  204.26    0.00    0.00     0.0  204.26    0.00    0.00     0.0  204.26    0.00    0.00    7.8     42069.732      5.50   47.24000   39.71000  "Undefined"           5.47
06.01.2017 11:41:09.732 13.56029999 13560.07844   0.00  -65.6   38.4  28.0 13.49  203.8     0.0  203.82    0.00    0.00     0.0  203.82    0.00    0.00     0.0  203.82    0.00    0.00    8.5     42069.732      5.50   47.24000   39.71000  "Undefined"           5.22
06.01.2017 11:41:10.526 13.63969999 13639.45451   0.00  -86.8   11.2  28.0 20.56  207.0     0.0  206.95    0.00    0.00     0.0  206.95    0.00    0.00     0.0  206.95    0.00    0.00   14.1     42070.526      5.50   47.24000   39.71000  "Undefined"           5.45
06.01.2017 11:41:11.319 13.71919999 13718.97844   0.00  -65.8   18.2  28.0 12.33  203.8     0.0  203.78    0.00    0.00     0.0  203.78    0.00    0.00     0.0  203.78    0.00    0.00    7.9     42071.319      5.50   47.24000   39.71000  "Undefined"           5.22
06.01.2017 11:41:12.115 13.79859998 13798.37843   0.00  -62.1   17.9  28.0 13.00  203.6     0.0  203.58    0.00    0.00     0.0  203.58    0.00    0.00     0.0  203.58    0.00    0.00    8.4     42072.115      5.50   47.24000   39.71000  "Undefined"           5.22
06.01.2017 11:41:12.908 13.87800000 13877.77970   0.00  -62.9   13.1  28.0 14.99  203.6     0.0  203.62    0.00    0.00     0.0  203.62    0.00    0.00     0.0  203.62    0.00    0.00    9.3     42072.908      5.50   47.24000   39.71000  "Undefined"           5.20
06.01.2017 11:41:13.703 13.95749998 13957.25954   0.00  -68.5   33.5  28.0 20.53  207.1     0.0  207.14    0.00    0.00     0.0  207.14    0.00    0.00     0.0  207.14    0.00    0.00    7.1     42073.703      5.50   47.24000   39.71000  "Undefined"           5.40
06.01.2017 11:41:13.703 13.95749998 13957.27968   0.00  -61.8   40.2  28.0 13.19  203.5     0.0  203.49    0.00    0.00     0.0  203.49    0.00    0.00     0.0  203.49    0.00    0.00    9.0     42073.703      5.50   47.24000   39.71000  "Undefined"           5.20
06.01.2017 11:41:14.497 14.03690000 14036.66208   0.00  -70.8   31.2  28.0 17.94  205.8     0.0  205.83    0.00    0.00     0.0  205.83    0.00    0.00     0.0  205.83    0.00    0.00   10.5     42074.497      5.50   47.24000   39.71000  "Undefined"           5.38
06.01.2017 11:41:14.497 14.03690000 14036.67970   0.00  -61.2   40.8  28.0 13.58  204.0     0.0  204.02    0.00    0.00     0.0  204.02    0.00    0.00     0.0  204.02    0.00    0.00    7.7     42074.497      5.50   47.24000   39.71000  "Undefined"           5.20
06.01.2017 11:41:15.292 14.11629999 14116.06333   0.00  -74.1   19.9  28.0 18.20  206.5     0.0  206.47    0.00    0.00     0.0  206.47    0.00    0.00     0.0  206.47    0.00    0.00    8.7     42075.292      5.50   47.24000   39.71000  "Undefined"           5.37
06.01.2017 11:41:15.292 14.11629999 14116.07969   0.00  -62.9   31.1  28.0 13.28  203.8     0.0  203.81    0.00    0.00     0.0  203.81    0.00    0.00     0.0  203.81    0.00    0.00    8.2     42075.292      5.50   47.24000   39.71000  "Undefined"           5.20
