
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 16:59:49.747   5.33300000   5333.22459   2.52  -54.3   18.0  28.0 45.60  213.1   460.3  213.13   43.60   36.68   905.9  213.10   40.12   34.00  1333.2  213.14   36.74   31.66    1.4     61189.747     13.50   47.10740   39.80800  "Undefined"      62.9      224.59  0.00000000
04.04.2019 16:59:49.747   5.33300000   5333.22459   2.52  -54.3   18.0  28.0 22.80  215.3   504.8  215.40   43.35   36.19   997.6  215.49   39.59   33.06  1483.3  215.55   35.81   30.28    1.4     61189.747     13.50   47.10740   39.80800  "Undefined"      62.9      224.59  0.00000000
04.04.2019 17:00:02.664   5.33300000   5333.47387   2.52  -50.1   21.3  28.0 24.00  216.7   497.2  216.86   43.47   36.11   975.3  216.94   39.87   32.95  1443.9  217.01   36.28   30.15    1.3     61202.664     13.50   47.10740   39.80800  "Undefined"       0.0      473.87  0.00000000
04.04.2019 17:00:02.664   5.33300000   5333.47387   2.52  -50.1   21.3  28.0 45.60  213.8   460.4  213.85   43.62   36.62   906.2  213.81   40.17   33.88  1334.1  213.86   36.81   31.49    1.2     61202.664     13.50   47.10740   39.80800  "Undefined"       0.0      473.87  0.00000000
04.04.2019 17:00:15.681   5.33300000   5332.76213   1.68  -63.8   23.9  28.0 48.60  219.6   426.2  219.65   44.10   36.40   836.8  219.65   41.12   33.44  1231.7  219.72   38.20   30.82    1.8     61215.681     13.50   47.10740   39.80800  "Undefined"      70.1     -237.87  0.00000000
04.04.2019 17:00:15.681   5.33300000   5332.76213   1.68  -63.8   23.9  28.0 11.40  216.0   833.3  216.16   40.90   33.96  1664.1  216.27   34.47   29.13  2491.2  216.35   27.93   24.99    1.8     61215.681     13.50   47.10740   39.80800  "Undefined"      70.1     -237.87  0.00000000
04.04.2019 17:00:15.681   5.33300000   5333.70213   2.10  -59.5   25.6  28.0 43.80  218.9   484.1  218.91   43.65   36.03   956.6  218.90   40.18   32.75  1413.7  218.96   36.74   29.86    1.3     61215.681     13.50   47.10740   39.80800  "Undefined"      69.9      702.13  0.00000000
04.04.2019 17:00:15.681   5.33300000   5333.70213   2.10  -59.5   25.6  28.0 15.00  216.0   679.9  216.11   42.06   34.96  1355.8  216.21   36.88   30.83  2028.8  216.28   31.60   27.24    1.2     61215.681     13.50   47.10740   39.80800  "Undefined"      69.9      702.13  0.00000000
04.04.2019 17:00:30.754   5.33300000   5333.13175   2.30  -61.2   17.9  28.0 33.00  214.6   722.7  214.64   41.65   34.87  1452.9  214.68   35.95   30.66  2086.1  214.74   30.92   27.47    1.6     61230.754     13.50   47.10740   39.80800  "Undefined"      72.1      131.75  0.00000000
04.04.2019 17:00:44.735   5.33300000   5333.17283   2.52  -55.4   23.4  28.0 45.59  216.0   460.7  216.00   43.70   36.44   907.4  215.98   40.32   33.53  1337.1  216.03   37.00   30.98    1.2     61244.735     13.50   47.10740   39.80800  "Undefined"      67.6      172.83  0.00000000
04.04.2019 17:01:09.473   5.33300000   5332.74691   2.52  -62.1   22.9  28.0 13.20  214.6   748.7  214.69   41.45   34.70  1494.2  214.80   35.64   30.42  2236.9  214.87   29.73   26.72    1.8     61269.473     13.50   47.10740   39.80800  "Undefined"      67.6     -253.09  0.00000000
04.04.2019 17:01:23.497   5.33300000   5333.28261   2.12  -59.6   31.0  28.0 22.20  218.1   511.5  218.26   43.42   35.89  1012.6  218.35   39.71   32.47  1507.2  218.42   35.96   29.44    1.6     61283.497     13.50   47.10740   39.80800  "Undefined"      66.0      282.61  0.00000000
04.04.2019 17:01:23.497   5.33300000   5333.28261   2.12  -59.6   31.0  28.0 43.20  216.0   491.8  216.00   43.47   36.23   972.1  215.98   39.82   33.13  1434.9  216.04   36.24   30.43    1.4     61283.497     13.50   47.10740   39.80800  "Undefined"      66.0      282.61  0.00000000
04.04.2019 17:02:04.676   5.33300000   5333.32122   1.02  -59.7   25.3  28.0 52.19  216.7   388.5  216.80   44.27   36.89   758.3  216.82   41.51   34.35  1110.7  216.91   38.84   32.12    1.6     61324.676     13.50   47.10740   39.80800  "Undefined"      64.8      321.22  0.00000000
04.04.2019 17:02:18.759   5.33300000   5333.23397   2.52  -56.7   22.8  28.0 46.80  217.4   446.4  217.46   43.87   36.42   878.1  217.44   40.65   33.49  1293.6  217.50   37.49   30.91    1.5     61338.759     13.50   47.10740   39.80800  "Undefined"      69.3      233.97  0.00000000
04.04.2019 17:02:18.759   5.33300000   5333.23397   2.52  -56.7   22.8  28.0 16.20  216.0   641.1  216.14   42.35   35.21  1277.8  216.24   37.48   31.27  1911.3  216.32   32.53   27.82    1.4     61338.759     13.50   47.10740   39.80800  "Undefined"      69.3      233.97  0.00000000
04.04.2019 17:02:31.688   5.33300000   5333.33449   2.52  -59.9   17.1  28.0 37.20  216.0   593.9  216.02   42.70   35.54  1188.4  216.03   38.16   31.83  1766.4  216.11   33.65   28.63    1.5     61351.688     13.50   47.10740   39.80800  "Undefined"      82.8      334.49  0.00000000
