
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 22:29:40.487   9.99600000   9996.00302   0.22  -86.6    5.4  28.0  9.60  352.8     0.0  352.78    0.00    0.00     0.0  352.78    0.00    0.00     0.0  352.78    0.00    0.00    1.6     80980.487     13.50   47.10740   39.80800  "Undefined"       0.0        3.02  0.00000000
04.04.2019 22:42:37.710   9.99600000   9995.99792   0.11  -82.9   12.1  28.0  9.60  354.2     0.0  354.21    0.00    0.00     0.0  354.21    0.00    0.00     0.0  354.21    0.00    0.00    1.8     81757.710     13.50   47.10740   39.80800  "Undefined"       0.0       -2.08  0.00000000
04.04.2019 22:42:48.029   9.99600000   9996.00039   0.07  -87.8    9.4  28.0 10.20  353.5     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00    2.0     81768.029     13.50   47.10740   39.80800  "Undefined"       0.0        0.39  0.00000000
04.04.2019 22:43:19.388   9.99600000   9996.00053   0.07  -84.2   13.0  28.0 10.80  353.5     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00    1.6     81799.388     13.50   47.10740   39.80800  "Undefined"       0.0        0.53  0.00000000
04.04.2019 22:43:29.761   9.99600000   9996.00044   0.07  -85.5    9.7  28.0  8.40  353.5     0.0  353.49    0.00    0.00     0.0  353.49    0.00    0.00     0.0  353.49    0.00    0.00    1.9     81809.761     13.50   47.10740   39.80800  "Undefined"       0.0        0.44  0.00000000
04.04.2019 22:43:40.166   9.99600000   9995.99941   0.07  -84.9   10.3  28.0 10.20  353.5     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00    1.7     81820.166     13.50   47.10740   39.80800  "Undefined"       0.0       -0.59  0.00000000
04.04.2019 22:43:50.511   9.99600000   9995.99961   0.11  -77.3   17.7  28.0 10.20  353.5     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00    1.6     81830.511     13.50   47.10740   39.80800  "Undefined"       0.0       -0.39  0.00000000
04.04.2019 22:44:02.680   9.99600000   9995.99905   0.07  -89.2    6.0  28.0 10.80  353.5     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00    1.8     81842.680     13.50   47.10740   39.80800  "Undefined"       0.0       -0.95  0.00000000
04.04.2019 22:44:14.105   9.99600000   9996.00189   0.09  -88.4    7.6  28.0  9.60  354.2     0.0  354.20    0.00    0.00     0.0  354.20    0.00    0.00     0.0  354.20    0.00    0.00    1.6     81854.105     13.50   47.10740   39.80800  "Undefined"       0.0        1.89  0.00000000
04.04.2019 22:44:36.015   9.99600000   9996.00262   0.09  -91.0    5.0  28.0  7.80  355.0     0.0  354.96    0.00    0.00     0.0  354.96    0.00    0.00     0.0  354.96    0.00    0.00    1.5     81876.015     13.50   47.10740   39.80800  "Undefined"       0.0        2.62  0.00000000
04.04.2019 22:45:31.381   9.99600000   9996.00061   0.09  -78.3   17.6  28.0  8.40  354.2     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00    1.5     81931.381     13.50   47.10740   39.80800  "Undefined"       0.0        0.61  0.00000000
04.04.2019 22:45:54.597   9.99600000   9995.99980   0.15  -76.7   16.8  28.0 10.20  354.3     0.0  354.27    0.00    0.00     0.0  354.27    0.00    0.00     0.0  354.27    0.00    0.00    1.5     81954.597     13.50   47.10740   39.80800  "Undefined"       0.0       -0.20  0.00000000
04.04.2019 22:46:06.188   9.99600000   9995.99961   0.11  -83.7    9.3  28.0  9.00  353.6     0.0  353.56    0.00    0.00     0.0  353.56    0.00    0.00     0.0  353.56    0.00    0.00    1.6     81966.188     13.50   47.10740   39.80800  "Undefined"       0.0       -0.39  0.00000000
04.04.2019 22:46:17.238   9.99600000   9996.00023   0.18  -78.7   14.3  28.0  8.40  353.6     0.0  353.55    0.00    0.00     0.0  353.55    0.00    0.00     0.0  353.55    0.00    0.00    1.5     81977.238     13.50   47.10740   39.80800  "Undefined"       0.0        0.23  0.00000000
04.04.2019 22:46:28.353   9.99600000   9995.99965   0.07  -79.2   16.0  28.0  9.00  354.2     0.0  354.25    0.00    0.00     0.0  354.25    0.00    0.00     0.0  354.25    0.00    0.00    1.5     81988.353     13.50   47.10740   39.80800  "Undefined"       0.0       -0.35  0.00000000
04.04.2019 22:46:39.761   9.99600000   9996.00037   0.07  -79.4   17.8  28.0  8.40  354.2     0.0  354.24    0.00    0.00     0.0  354.24    0.00    0.00     0.0  354.24    0.00    0.00    1.5     81999.761     13.50   47.10740   39.80800  "Undefined"       0.0        0.37  0.00000000
04.04.2019 22:46:53.006   9.99600000   9996.00082   0.38  -75.7   14.0  28.0  9.60  354.2     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00    1.4     82013.006     13.50   47.10740   39.80800  "Undefined"       0.0        0.82  0.00000000
04.04.2019 22:47:04.072   9.99600000   9995.99961   0.07  -82.2   15.0  28.0  9.60  353.5     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00    1.8     82024.072     13.50   47.10740   39.80800  "Undefined"       0.0       -0.39  0.00000000
04.04.2019 22:47:15.285   9.99600000   9995.99973   0.15  -76.3   15.2  28.0 10.20  354.2     0.0  354.20    0.00    0.00     0.0  354.20    0.00    0.00     0.0  354.20    0.00    0.00    1.4     82035.285     13.50   47.10740   39.80800  "Undefined"       0.0       -0.27  0.00000000
04.04.2019 22:47:26.350   9.99600000   9996.00002   0.11  -76.3   16.8  28.0  9.00  354.2     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00    1.5     82046.350     13.50   47.10740   39.80800  "Undefined"       0.0        0.02  0.00000000
