  10726
  59.510   151.090
  60.523   150.727
  60.604   150.697
  60.763   150.637
  61.082   150.516
  61.161   150.486
  61.201   150.471
  61.221   150.463
  61.241   150.455
  61.251   150.451
  61.261   150.448
  61.270   150.444
  61.280   150.440
  61.290   150.436
  61.295   150.434
  61.300   150.432
  61.305   150.430
  61.310   150.428
  61.315   150.426
  61.320   150.425
  61.325   150.423
  61.330   150.421
  61.335   150.419
  61.340   150.417
  61.345   150.415
  61.350   150.413
  61.355   150.411
  61.360   150.409
  61.364   150.407
  61.369   150.405
  61.374   150.403
  61.379   150.401
  61.384   150.399
  61.389   150.397
  61.394   150.396
  61.399   150.394
  61.404   150.392
  61.409   150.390
  61.414   150.388
  61.419   150.386
  61.424   150.384
  61.429   150.382
  61.434   150.380
  61.439   150.378
  61.444   150.376
  61.449   150.374
  61.454   150.372
  61.459   150.370
  61.464   150.368
  61.468   150.366
  61.473   150.365
  61.478   150.363
  61.483   150.361
  61.488   150.359
  61.493   150.357
  61.498   150.355
  61.503   150.353
  61.508   150.351
  61.513   150.349
  61.518   150.347
  61.523   150.345
  61.528   150.343
  61.533   150.341
  61.538   150.339
  61.543   150.337
  61.548   150.335
  61.553   150.333
  61.558   150.331
  61.563   150.329
  61.568   150.327
  61.572   150.325
  61.577   150.324
  61.582   150.322
  61.587   150.320
  61.592   150.318
  61.597   150.316
  61.602   150.314
  61.607   150.312
  61.612   150.310
  61.617   150.308
  61.622   150.306
  61.632   150.302
  61.642   150.298
  61.652   150.294
  61.662   150.290
  61.671   150.286
  61.681   150.282
  61.701   150.275
  61.741   150.259
  61.760   150.251
  61.780   150.243
  61.800   150.235
  61.820   150.227
  61.839   150.219
  61.859   150.211
  61.879   150.203
  61.898   150.195
  61.918   150.188
  61.957   150.172
  61.977   150.164
  61.997   150.156
  62.007   150.152
  62.016   150.148
  62.026   150.144
  62.036   150.140
  62.046   150.136
  62.056   150.132
  62.066   150.128
  62.075   150.124
  62.085   150.120
  62.095   150.116
  62.105   150.112
  62.115   150.108
  62.125   150.104
  62.134   150.100
  62.144   150.096
  62.154   150.092
  62.164   150.088
  62.174   150.084
  62.183   150.080
  62.193   150.076
  62.203   150.072
  62.213   150.068
  62.223   150.064
  62.233   150.059
