
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 00:00:08.677   5.33300000   5333.84062   2.52  -45.6   25.9  28.0 25.20  217.5  1436.7  217.86   36.57   29.87     0.0  217.47    0.00    0.00     0.0  217.47    0.00    0.00    1.2         8.677     13.50   47.24000   39.71000  "Undefined"       0.0      840.62  0.00000000
04.04.2019 00:00:08.677   5.33300000   5333.84062   2.52  -45.6   25.9  28.0 22.20  218.1  1495.7  218.54   36.19   29.36     0.0  218.13    0.00    0.00     0.0  218.13    0.00    0.00    1.2         8.677     13.50   47.24000   39.71000  "Undefined"       0.0      840.62  0.00000000
04.04.2019 00:00:19.600   5.33300000   5332.64973   0.22  -61.4   20.6  28.0 21.60  217.4  1516.7  217.84   35.95   29.41     0.0  217.43    0.00    0.00     0.0  217.43    0.00    0.00    1.4        19.600     13.50   47.24000   39.71000  "Undefined"       0.0     -350.27  0.00000000
04.04.2019 00:00:19.600   5.33300000   5333.55173   2.30  -45.4   28.3  28.0 25.80  217.4  1440.0  217.80   36.53   29.87     0.0  217.41    0.00    0.00     0.0  217.41    0.00    0.00    1.2        19.600     13.50   47.24000   39.71000  "Undefined"      64.5      551.73  0.00000000
04.04.2019 00:00:19.600   5.33300000   5333.55173   2.30  -45.4   28.3  28.0 20.40  216.7  1567.4  217.17   35.47   29.30  2211.5  217.23   30.43   25.90     0.0  216.75    0.00    0.00    1.2        19.600     13.50   47.24000   39.71000  "Undefined"      64.5      551.73  0.00000000
04.04.2019 00:00:42.587   5.33300000   5333.83283   2.15  -43.2   30.3  28.0 13.80  216.0     0.0  216.01    0.00    0.00     0.0  216.01    0.00    0.00     0.0  216.01    0.00    0.00    1.2        42.587     13.50   47.24000   39.71000  "Undefined"      66.2      832.83  0.00000000
04.04.2019 00:00:42.587   5.33300000   5333.83283   2.15  -43.2   30.3  28.0 21.60  216.7  1518.2  217.14   35.85   29.58     0.0  216.73    0.00    0.00     0.0  216.73    0.00    0.00    1.2        42.587     13.50   47.24000   39.71000  "Undefined"      66.2      832.83  0.00000000
04.04.2019 00:00:42.587   5.33300000   5333.83283   2.15  -43.2   30.3  28.0 25.80  217.4  1440.1  217.82   36.53   29.86     0.0  217.43    0.00    0.00     0.0  217.43    0.00    0.00    1.2        42.587     13.50   47.24000   39.71000  "Undefined"      66.2      832.83  0.00000000
04.04.2019 00:00:52.815   5.33300000   5333.74046   2.21  -44.0   29.2  28.0 16.20  216.7     0.0  216.71    0.00    0.00     0.0  216.71    0.00    0.00     0.0  216.71    0.00    0.00    1.2        52.815     13.50   47.24000   39.71000  "Undefined"      67.2      740.46  0.00000000
04.04.2019 00:01:04.830   5.33300000   5333.12372   2.52  -48.2   26.5  28.0 37.80  215.3     0.0  215.28    0.00    0.00     0.0  215.28    0.00    0.00     0.0  215.28    0.00    0.00    1.3        64.830     13.50   47.24000   39.71000  "Undefined"      67.4      123.72  0.00000000
04.04.2019 00:01:04.830   5.33300000   5333.12372   2.52  -48.2   26.5  28.0 18.60  217.4  1659.9  217.88   34.85   28.60  2356.9  217.96   29.40   24.92     0.0  217.44    0.00    0.00    1.2        64.830     13.50   47.24000   39.71000  "Undefined"      67.4      123.72  0.00000000
04.04.2019 00:01:15.741   5.33300000   5332.89363   2.52  -48.8   27.3  28.0 30.00  217.4     0.0  217.45    0.00    0.00     0.0  217.45    0.00    0.00     0.0  217.45    0.00    0.00    1.2        75.741     13.50   47.24000   39.71000  "Undefined"      62.7     -106.37  0.00000000
04.04.2019 00:01:37.559   5.33300000   5333.98334   2.52  -47.6   25.8  28.0 24.00  217.5  1449.4  217.85   36.47   29.80     0.0  217.45    0.00    0.00     0.0  217.45    0.00    0.00    1.2        97.559     13.50   47.24000   39.71000  "Undefined"      66.7      983.34  0.00000000
04.04.2019 00:01:58.873   5.33300000   5333.69350   2.52  -43.7   27.7  28.0 15.60  216.7     0.0  216.73    0.00    0.00     0.0  216.73    0.00    0.00     0.0  216.73    0.00    0.00    1.2       118.873     13.50   47.24000   39.71000  "Undefined"       0.0      693.50  0.00000000
04.04.2019 00:01:58.873   5.33300000   5333.69350   2.52  -43.7   27.7  28.0 24.00  217.4  1449.3  217.84   36.47   29.80     0.0  217.43    0.00    0.00     0.0  217.43    0.00    0.00    1.2       118.873     13.50   47.24000   39.71000  "Undefined"       0.0      693.50  0.00000000
