
11.750     2      n      n   9.81   9.60
11.833     2      n      n  12.48  12.34
11.917     2      n      n  12.48  12.27
12.000     2      n      n  12.41  12.19
12.083     2      n      n  12.34  12.19
12.167     2      n      n  12.34  12.12
12.250     2      n      n  12.27  12.05
12.333     2      n      n  12.19  12.05
12.417     2      n      n  12.19  11.98
12.500     2      n      n  12.12  11.91
12.583     2      n      n  12.12  11.91
12.667     2      n      n  12.05  11.83
12.750     2      n      n  11.98  11.83
12.833     2      n      n  11.98  11.76
12.917     2      n      n  11.98  11.76
13.000     2      n      n  11.91  11.69
13.083     2      n      n  11.91  11.69
13.167     2      n      n  11.83  11.62
13.250     2      n      n  11.83  11.62
13.333     2      n      n  11.76  11.54
13.417     2      n      n  11.76  11.54
13.500     2      n      n  11.69  11.54
13.583     2      n      n  11.69  11.47
13.667     2      n      n  11.69  11.47
13.750     2      n      n  11.62  11.40
13.833     2      n      n  11.62  11.40
13.917     2      n      n  11.54  11.40
14.000     2      n      n  11.54  11.33
