
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 05:00:05.020   4.99600000   4995.99987   0.11  -47.8   35.2  28.0 27.60  351.4     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00    1.3     18005.020     13.50   47.24000   39.71000  "Undefined"       0.0       -0.13  0.00000000
04.04.2019 05:00:15.928   4.99600000   4995.99986   0.11  -52.0   31.0  28.0 29.40  352.8     0.0  352.80    0.00    0.00     0.0  352.80    0.00    0.00     0.0  352.80    0.00    0.00    1.3     18015.928     13.50   47.24000   39.71000  "Undefined"       0.0       -0.14  0.00000000
04.04.2019 05:00:26.847   4.99600000   4995.99998   0.11  -57.4   25.6  28.0 28.80  352.8     0.0  352.80    0.00    0.00     0.0  352.80    0.00    0.00     0.0  352.80    0.00    0.00    1.3     18026.847     13.50   47.24000   39.71000  "Undefined"       0.0       -0.02  0.00000000
04.04.2019 05:00:38.493   4.99600000   4995.99997   0.11  -51.6   31.4  28.0 26.40  350.6     0.0  350.65    0.00    0.00     0.0  350.65    0.00    0.00     0.0  350.65    0.00    0.00    1.3     18038.493     13.50   47.24000   39.71000  "Undefined"       0.0       -0.03  0.00000000
04.04.2019 05:00:49.398   4.99600000   4995.99983   0.11  -44.2   38.8  28.0 28.20  352.1     0.0  352.07    0.00    0.00     0.0  352.07    0.00    0.00     0.0  352.07    0.00    0.00    1.2     18049.398     13.50   47.24000   39.71000  "Undefined"       0.0       -0.17  0.00000000
04.04.2019 05:00:59.246   4.99600000   4995.99990   0.11  -51.2   31.8  28.0 27.00  350.6     0.0  350.64    0.00    0.00     0.0  350.64    0.00    0.00     0.0  350.64    0.00    0.00    1.4     18059.246     13.50   47.24000   39.71000  "Undefined"       0.0       -0.10  0.00000000
04.04.2019 05:01:09.076   4.99600000   4995.99975   0.11  -45.2   37.8  28.0 29.40  352.8     0.0  352.79    0.00    0.00     0.0  352.79    0.00    0.00     0.0  352.79    0.00    0.00    1.2     18069.076     13.50   47.24000   39.71000  "Undefined"       0.0       -0.25  0.00000000
04.04.2019 05:01:18.930   4.99600000   4995.99977   0.11  -43.6   39.4  28.0 28.80  352.8     0.0  352.81    0.00    0.00     0.0  352.81    0.00    0.00     0.0  352.81    0.00    0.00    1.2     18078.930     13.50   47.24000   39.71000  "Undefined"       0.0       -0.23  0.00000000
04.04.2019 05:01:29.906   4.99600000   4995.99978   0.11  -47.9   35.1  28.0 28.80  352.8     0.0  352.80    0.00    0.00     0.0  352.80    0.00    0.00     0.0  352.80    0.00    0.00    1.3     18089.906     13.50   47.24000   39.71000  "Undefined"       0.0       -0.22  0.00000000
04.04.2019 05:01:40.487   4.99600000   4995.99970   0.11  -51.9   31.1  28.0 29.40  353.5     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00    1.3     18100.487     13.50   47.24000   39.71000  "Undefined"       0.0       -0.30  0.00000000
04.04.2019 05:01:50.336   4.99600000   4995.99976   0.11  -43.3   39.8  28.0 28.80  352.8     0.0  352.81    0.00    0.00     0.0  352.81    0.00    0.00     0.0  352.81    0.00    0.00    1.2     18110.336     13.50   47.24000   39.71000  "Undefined"       0.0       -0.24  0.00000000
04.04.2019 05:02:00.171   4.99600000   4995.99979   0.11  -42.2   40.8  28.0 28.20  353.5     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00    1.2     18120.171     13.50   47.24000   39.71000  "Undefined"       0.0       -0.21  0.00000000
04.04.2019 05:02:10.030   4.99600000   4995.99976   0.11  -40.6   42.4  28.0 28.20  353.5     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00    1.2     18130.030     13.50   47.24000   39.71000  "Undefined"       0.0       -0.24  0.00000000
04.04.2019 05:02:19.876   4.99600000   4995.99982   0.11  -51.4   31.6  28.0 27.60  352.8     0.0  352.79    0.00    0.00     0.0  352.79    0.00    0.00     0.0  352.79    0.00    0.00    1.2     18139.876     13.50   47.24000   39.71000  "Undefined"       0.0       -0.18  0.00000000
04.04.2019 05:02:30.436   4.99600000   4995.99974   0.11  -59.6   23.4  28.0 25.80  353.5     0.0  353.52    0.00    0.00     0.0  353.52    0.00    0.00     0.0  353.52    0.00    0.00    1.7     18150.436     13.50   47.24000   39.71000  "Undefined"       0.0       -0.26  0.00000000
04.04.2019 05:07:34.533   4.99600000   4996.00137   0.07  -74.8   10.5  28.0 12.00  346.3   961.4  346.52   55.60   36.15  1942.4  346.81   64.00   30.72  2881.7  347.34   71.79   21.86    1.3     18454.533     13.50   47.24000   39.71000  "Undefined"       0.0        1.37  0.00000000
04.04.2019 05:07:45.496   4.99600000   4995.99963   0.11  -68.2   14.9  28.0 13.20  347.8   892.5  347.91   55.06   36.78  1800.8  348.14   62.92   32.48  2672.4  348.55   70.32   25.82    1.3     18465.496     13.50   47.24000   39.71000  "Undefined"       0.0       -0.37  0.00000000
04.04.2019 05:20:55.894   4.99600000   4996.00115   0.20  -69.0   11.5  28.0 17.40  354.2   711.4  354.25   53.60   38.63  1432.5  354.29   60.04   37.16  2149.1  354.38   66.42   35.07    1.7     19255.894     13.50   47.24000   39.71000  "Undefined"       0.0        1.15  0.00000000
