
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 00:00:03.418   4.99600000   4995.99994   0.49  -35.6   44.1  28.0 24.00  353.5  1523.0  354.17   60.84   36.88     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00    1.3         3.418     13.50   47.24000   39.71000  "Undefined"      62.1       -0.06  0.00000000
04.04.2019 00:00:14.328   4.99600000   4995.99990   0.46  -33.8   45.0  28.0 25.20  352.8  1518.1  353.53   60.77   36.59     0.0  352.80    0.00    0.00     0.0  352.80    0.00    0.00    1.2        14.328     13.50   47.24000   39.71000  "Undefined"       0.0       -0.10  0.00000000
04.04.2019 00:00:26.329   4.99600000   4996.00003   0.46  -36.9   44.0  28.0 27.60  353.5     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00    1.2        26.329     13.50   47.24000   39.71000  "Undefined"      65.9        0.03  0.00000000
04.04.2019 00:00:37.291   4.99600000   4995.99994   0.46  -34.1   42.7  28.0 29.40  353.5     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00    1.3        37.291     13.50   47.24000   39.71000  "Undefined"       0.0       -0.06  0.00000000
04.04.2019 00:00:47.519   4.99600000   4995.99996   0.46  -32.1   46.6  28.0 24.60  352.8  1514.8  353.52   60.75   36.59     0.0  352.82    0.00    0.00     0.0  352.82    0.00    0.00    1.2        47.519     13.50   47.24000   39.71000  "Undefined"       0.0       -0.04  0.00000000
04.04.2019 00:00:59.534   4.99600000   4995.99997   0.62  -29.0   48.6  28.0 39.60  353.5     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00    1.3        59.534     13.50   47.24000   39.71000  "Undefined"       0.0       -0.03  0.00000000
04.04.2019 00:00:59.534   4.99600000   4995.99997   0.62  -29.0   48.6  28.0 26.40  353.5  1564.1  354.28   61.21   36.83     0.0  353.50    0.00    0.00     0.0  353.50    0.00    0.00    1.2        59.534     13.50   47.24000   39.71000  "Undefined"       0.0       -0.03  0.00000000
04.04.2019 00:01:10.481   4.99600000   4995.99996   0.62  -26.2   49.4  28.0 25.80  353.5  1533.3  354.22   60.93   36.88     0.0  353.50    0.00    0.00     0.0  353.50    0.00    0.00    1.2        70.481     13.50   47.24000   39.71000  "Undefined"       0.0       -0.04  0.00000000
04.04.2019 00:01:21.377   4.99600000   4996.00003   0.58  -29.8   48.7  28.0 25.80  352.8  1529.6  353.55   60.88   36.56     0.0  352.78    0.00    0.00     0.0  352.78    0.00    0.00    1.2        81.377     13.50   47.24000   39.71000  "Undefined"      62.1        0.03  0.00000000
04.04.2019 00:01:21.377   4.99600000   4996.00003   0.58  -29.8   48.7  28.0 24.00  352.1  1517.5  352.82   60.74   36.25     0.0  352.09    0.00    0.00     0.0  352.09    0.00    0.00    1.2        81.377     13.50   47.24000   39.71000  "Undefined"      62.1        0.03  0.00000000
