
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 03:59:58.988   4.99600000   4995.99995   0.46  -34.8   42.0  28.0 28.80  354.2     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00    1.2     14398.988     13.50   47.24000   39.71000  "Undefined"       0.0       -0.05  0.00000000
04.04.2019 04:00:08.828   4.99600000   4995.99992   0.29  -36.3   42.6  28.0 30.00  354.2     0.0  354.22    0.00    0.00     0.0  354.22    0.00    0.00     0.0  354.22    0.00    0.00    1.4     14408.828     13.50   47.24000   39.71000  "Undefined"       0.0       -0.08  0.00000000
04.04.2019 04:00:20.452   4.99600000   4995.99992   0.24  -41.3   38.3  28.0 27.60  353.5     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00     0.0  353.51    0.00    0.00    1.4     14420.452     13.50   47.24000   39.71000  "Undefined"       0.0       -0.08  0.00000000
04.04.2019 04:00:30.292   4.99600000   4995.99993   0.55  -35.5   43.4  28.0 26.40  354.2     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00    1.2     14430.292     13.50   47.24000   39.71000  "Undefined"      66.6       -0.07  0.00000000
04.04.2019 04:00:40.134   4.99600000   4995.99996   0.29  -38.8   40.1  28.0 28.80  354.2     0.0  354.22    0.00    0.00     0.0  354.22    0.00    0.00     0.0  354.22    0.00    0.00    1.3     14440.134     13.50   47.24000   39.71000  "Undefined"       0.0       -0.04  0.00000000
04.04.2019 04:00:51.045   4.99600000   4995.99992   0.11  -42.8   40.3  28.0 29.40  355.0     0.0  354.96    0.00    0.00     0.0  354.96    0.00    0.00     0.0  354.96    0.00    0.00    1.6     14451.045     13.50   47.24000   39.71000  "Undefined"       0.0       -0.08  0.00000000
04.04.2019 04:01:00.899   4.99600000   4995.99993   0.29  -38.3   40.5  28.0 26.40  354.2     0.0  354.24    0.00    0.00     0.0  354.24    0.00    0.00     0.0  354.24    0.00    0.00    1.3     14460.899     13.50   47.24000   39.71000  "Undefined"       0.0       -0.07  0.00000000
04.04.2019 04:01:12.533   4.99600000   4995.99991   0.46  -36.0   42.9  28.0 26.40  354.2     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00    1.2     14472.533     13.50   47.24000   39.71000  "Undefined"      66.0       -0.09  0.00000000
04.04.2019 04:01:22.377   4.99600000   4995.99989   0.38  -36.6   42.3  28.0 26.40  354.2     0.0  354.24    0.00    0.00     0.0  354.24    0.00    0.00     0.0  354.24    0.00    0.00    1.3     14482.377     13.50   47.24000   39.71000  "Undefined"      62.2       -0.11  0.00000000
04.04.2019 04:01:32.227   4.99600000   4995.99989   0.29  -39.1   39.7  28.0 29.40  353.5     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00    1.5     14492.227     13.50   47.24000   39.71000  "Undefined"       0.0       -0.11  0.00000000
04.04.2019 04:01:42.409   4.99600000   4995.99987   0.18  -42.7   38.3  28.0 31.80  355.0     0.0  354.95    0.00    0.00     0.0  354.95    0.00    0.00     0.0  354.95    0.00    0.00    1.3     14502.409     13.50   47.24000   39.71000  "Undefined"       0.0       -0.13  0.00000000
04.04.2019 04:01:52.241   4.99600000   4995.99988   0.27  -38.4   40.8  28.0 27.00  354.2     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00    1.3     14512.241     13.50   47.24000   39.71000  "Undefined"       0.0       -0.12  0.00000000
04.04.2019 04:02:02.117   4.99600000   4995.99991   0.46  -35.9   42.9  28.0 25.80  353.5     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00    1.2     14522.117     13.50   47.24000   39.71000  "Undefined"      65.7       -0.09  0.00000000
04.04.2019 04:02:12.308   4.99600000   4995.99995   0.38  -36.8   42.1  28.0 28.20  354.2     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00     0.0  354.23    0.00    0.00    1.3     14532.308     13.50   47.24000   39.71000  "Undefined"      62.1       -0.05  0.00000000
04.04.2019 04:02:22.168   4.99600000   4995.99991   0.46  -38.9   41.5  28.0 30.60  354.3     0.0  354.25    0.00    0.00     0.0  354.25    0.00    0.00     0.0  354.25    0.00    0.00    1.3     14542.168     13.50   47.24000   39.71000  "Undefined"      63.1       -0.09  0.00000000
04.04.2019 04:02:32.010   4.99600000   4995.99994   0.11  -40.2   42.8  28.0 23.40  354.2     0.0  354.24    0.00    0.00     0.0  354.24    0.00    0.00     0.0  354.24    0.00    0.00    1.5     14552.010     13.50   47.24000   39.71000  "Undefined"       0.0       -0.06  0.00000000
04.04.2019 04:02:41.846   4.99600000   4995.99996   0.11  -42.8   40.3  28.0 21.60  354.3     0.0  354.26    0.00    0.00     0.0  354.26    0.00    0.00     0.0  354.26    0.00    0.00    1.4     14561.846     13.50   47.24000   39.71000  "Undefined"       0.0       -0.04  0.00000000
04.04.2019 04:02:52.071   4.99600000   4995.99994   0.11  -45.8   37.2  28.0 25.80  352.8     0.0  352.81    0.00    0.00     0.0  352.81    0.00    0.00     0.0  352.81    0.00    0.00    1.5     14572.071     13.50   47.24000   39.71000  "Undefined"       0.0       -0.06  0.00000000
04.04.2019 04:03:01.910   4.99600000   4995.99994   0.35  -37.4   41.8  28.0 25.20  353.5     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00     0.0  353.53    0.00    0.00    1.3     14581.910     13.50   47.24000   39.71000  "Undefined"      62.5       -0.06  0.00000000
04.04.2019 04:03:12.481   4.99600000   4995.99995   0.46  -36.7   42.2  28.0 27.60  353.5     0.0  353.52    0.00    0.00     0.0  353.52    0.00    0.00     0.0  353.52    0.00    0.00    1.3     14592.481     13.50   47.24000   39.71000  "Undefined"      65.8       -0.05  0.00000000
04.04.2019 04:03:22.341   4.99600000   4995.99994   0.46  -32.6   45.1  28.0 25.20  353.5     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00     0.0  353.54    0.00    0.00    1.2     14602.341     13.50   47.24000   39.71000  "Undefined"      62.0       -0.06  0.00000000
