
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 20:59:47.439   4.99600000   4995.99952   0.07  -71.9   15.3  28.0 23.40  352.8  1113.7  353.32   57.04   37.68  2245.4  354.12   67.12   34.59  3443.6  355.47   77.78   28.73    1.2     75587.439     13.50   47.10740   39.80800  "Undefined"       0.0       -0.48  0.00000000
04.04.2019 20:59:57.919   4.99600000   4995.99978   0.46  -34.0   44.7  28.0 26.40  353.5  1024.2  354.04   56.26   38.09  2083.0  354.81   65.72   35.76  3235.4  355.99   76.02   31.72    1.2     75597.919     13.50   47.10740   39.80800  "Undefined"       0.0       -0.22  0.00000000
04.04.2019 21:00:08.248   4.99600000   4995.99981   0.46  -32.0   46.8  28.0 22.80  353.5  1135.3  353.99   57.25   37.84  2289.2  354.77   67.55   34.99  3510.5  356.06   78.44   29.45    1.2     75608.248     13.50   47.10740   39.80800  "Undefined"       0.0       -0.19  0.00000000
04.04.2019 21:00:19.327   4.99600000   4995.99979   0.46  -34.0   44.8  28.0 25.20  353.5  1058.6  354.03   56.57   38.02  2147.2  354.79   66.29   35.53  3320.7  356.00   76.77   31.07    1.3     75619.327     13.50   47.10740   39.80800  "Undefined"       0.0       -0.21  0.00000000
04.04.2019 21:00:30.395   4.99600000   4995.99985   0.46  -31.9   46.8  28.0 22.20  353.5  1156.8  354.02   57.44   37.80  2329.2  354.80   67.90   34.86  3564.3  356.11   78.92   29.01    1.2     75630.395     13.50   47.10740   39.80800  "Undefined"       0.0       -0.15  0.00000000
04.04.2019 21:00:41.899   4.99600000   4995.99985   0.62  -29.2   48.4  28.0 19.80  353.5  1914.8  354.57   64.21   36.12  3183.0  355.72   75.53   31.57     0.0  353.53    0.00    0.00    1.2     75641.899     13.50   47.10740   39.80800  "Undefined"       0.0       -0.15  0.00000000
04.04.2019 21:00:52.282   4.99600000   4995.99986   0.62  -27.5   50.5  28.0 22.20  353.5  1156.7  353.99   57.44   37.79  2328.2  354.77   67.89   34.84  3561.9  356.09   78.89   28.98    1.2     75652.282     13.50   47.10740   39.80800  "Undefined"      62.9       -0.14  0.00000000
04.04.2019 21:01:03.368   4.99600000   4995.99988   0.55  -28.8   49.2  28.0 25.80  353.5  1041.0  354.03   56.41   38.05  2114.2  354.79   65.99   35.64  3276.6  355.98   76.38   31.40    1.3     75663.368     13.50   47.10740   39.80800  "Undefined"       0.0       -0.12  0.00000000
04.04.2019 21:01:14.431   4.99600000   4995.99987   0.62  -26.7   51.3  28.0 21.00  353.5  1202.5  354.00   57.85   37.70  2412.8  354.79   68.65   34.52  3675.3  356.18   79.89   27.86    1.2     75674.431     13.50   47.10740   39.80800  "Undefined"      62.3       -0.13  0.00000000
04.04.2019 21:01:25.523   4.99600000   4995.99985   0.58  -27.4   50.9  28.0 20.40  353.5  1229.1  354.00   58.09   37.64  2460.9  354.80   69.07   34.32  3738.3  356.24   80.45   27.17    1.2     75685.523     13.50   47.10740   39.80800  "Undefined"      62.5       -0.15  0.00000000
04.04.2019 21:01:35.852   4.99600000   4995.99983   0.46  -31.3   45.5  28.0 21.60  354.2  1180.4  354.69   57.67   37.98  2377.3  355.43   68.37   35.29  3636.9  356.69   79.62   29.82    1.3     75695.852     13.50   47.10740   39.80800  "Undefined"       0.0       -0.17  0.00000000
04.04.2019 21:01:46.186   4.99600000   4995.99983   0.46  -31.3   47.5  28.0 23.40  353.5  1114.9  354.01   57.07   37.89  2251.8  354.78   67.22   35.14  3460.7  356.04   78.00   29.92    1.3     75706.186     13.50   47.10740   39.80800  "Undefined"       0.0       -0.17  0.00000000
04.04.2019 21:01:56.524   4.99600000   4995.99985   0.46  -34.9   43.8  28.0 27.00  353.5  1007.6  354.05   56.11   38.13  2051.7  354.82   65.44   35.86  3193.6  355.98   75.65   32.01    1.3     75716.524     13.50   47.10740   39.80800  "Undefined"       0.0       -0.15  0.00000000
04.04.2019 21:02:07.390   4.99600000   4995.99989   0.46  -33.1   45.7  28.0 23.40  353.5  1114.9  354.02   57.07   37.89  2251.9  354.79   67.22   35.15  3461.0  356.05   78.00   29.93    1.3     75727.390     13.50   47.10740   39.80800  "Undefined"       0.0       -0.11  0.00000000
04.04.2019 21:02:18.460   4.99600000   4995.99987   0.46  -34.4   44.4  28.0 21.60  353.5  1178.8  353.99   57.64   37.75  2369.2  354.77   68.26   34.68  3617.0  356.13   79.38   28.44    1.3     75738.460     13.50   47.10740   39.80800  "Undefined"       0.0       -0.13  0.00000000
04.04.2019 21:02:29.525   4.99600000   4995.99986   0.46  -32.4   46.3  28.0 21.00  353.5  1202.4  353.97   57.85   37.69  2412.5  354.76   68.64   34.49  3674.4  356.16   79.88   27.80    1.2     75749.525     13.50   47.10740   39.80800  "Undefined"       0.0       -0.14  0.00000000
04.04.2019 21:02:39.909   4.99600000   4995.99989   0.46  -34.1   44.7  28.0 24.60  352.8  1075.4  353.33   56.70   37.77  2174.3  354.13   66.49   34.88  3348.4  355.42   76.95   29.60    1.3     75759.909     13.50   47.10740   39.80800  "Undefined"       0.0       -0.11  0.00000000
04.04.2019 21:02:50.237   4.99600000   4995.99988   0.46  -32.7   42.1  28.0 22.80  352.8  1133.9  353.31   57.22   37.62  2282.4  354.12   67.45   34.43  3492.8  355.49   78.21   28.23    1.3     75770.237     13.50   47.10740   39.80800  "Undefined"       0.0       -0.12  0.00000000
04.04.2019 21:03:01.337   4.99600000   4995.99990   0.46  -34.4   44.4  28.0 28.20  353.5   976.6  354.03   55.83   38.19  1993.5  354.81   64.92   36.04  3116.8  355.97   74.97   32.50    1.4     75781.337     13.50   47.10740   39.80800  "Undefined"       0.0       -0.10  0.00000000
04.04.2019 21:03:12.454   4.99600000   4995.99986   0.46  -31.9   46.9  28.0 21.00  353.5  1202.5  354.00   57.85   37.69  2412.9  354.79   68.65   34.51  3675.3  356.18   79.89   27.85    1.3     75792.454     13.50   47.10740   39.80800  "Undefined"       0.0       -0.14  0.00000000
