
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 11:00:11.260   8.05200000   8051.15270   2.26  -57.3   35.8  28.0 33.00  215.3   879.7  216.04   40.53   33.69  1646.6  216.50   34.64   29.16  2328.1  216.82   29.31   25.59    1.5     39611.260     13.50   47.10740   39.80800  "Undefined"      63.7     -847.30  0.00000000
04.04.2019 11:00:11.260   8.05200000   8051.15270   2.26  -57.3   35.8  28.0 11.40  215.3   864.2  215.48   40.61   33.87  1727.5  215.61   33.89   28.98  2590.2  215.70   27.02   24.79    1.5     39611.260     13.50   47.10740   39.80800  "Undefined"      63.7     -847.30  0.00000000
04.04.2019 11:00:21.968   8.05200000   8051.64547   0.40  -59.1   38.4  28.0 15.60  215.3   703.6  215.48   41.84   34.88  1404.5  215.61   36.43   30.70  2104.0  215.71   30.92   27.06    1.7     39621.968     13.50   47.10740   39.80800  "Undefined"       0.0     -354.53  0.00000000
04.04.2019 11:00:21.968   8.05200000   8051.64547   0.40  -59.1   38.4  28.0 41.39  216.7     0.0  216.74    0.00    0.00     0.0  216.74    0.00    0.00     0.0  216.74    0.00    0.00    1.5     39621.968     13.50   47.10740   39.80800  "Undefined"       0.0     -354.53  0.00000000
04.04.2019 11:00:21.968   8.05200000   8051.06027   0.62  -59.1   36.5  28.0 38.40  218.2     0.0  218.19    0.00    0.00     0.0  218.19    0.00    0.00     0.0  218.19    0.00    0.00    1.4     39621.968     13.50   47.10740   39.80800  "Undefined"       0.0     -939.73  0.00000000
04.04.2019 11:00:39.281   8.05200000   8051.47541   2.26  -57.6   37.3  28.0 38.40  217.4     0.0  217.45    0.00    0.00     0.0  217.45    0.00    0.00     0.0  217.45    0.00    0.00    1.4     39639.281     13.50   47.10740   39.80800  "Undefined"      81.1     -524.59  0.00000000
04.04.2019 11:00:39.281   8.05200000   8051.47541   2.26  -57.6   37.3  28.0 12.00  215.3   835.1  215.45   40.83   34.06  1669.2  215.58   34.35   29.29  2502.3  215.67   27.72   25.20    1.4     39639.281     13.50   47.10740   39.80800  "Undefined"      81.1     -524.59  0.00000000
04.04.2019 11:00:52.120   8.05200000   8051.67456   2.26  -52.4   35.5  28.0 38.39  213.1     0.0  213.09    0.00    0.00     0.0  213.09    0.00    0.00     0.0  213.09    0.00    0.00    1.4     39652.120     13.50   47.10740   39.80800  "Undefined"       0.0     -325.44  0.00000000
04.04.2019 11:00:52.120   8.05200000   8051.67456   2.26  -52.4   35.5  28.0  9.00  215.9  1006.9  216.12   39.56   32.90  2013.6  216.24   31.71   27.33  3018.9  216.33   23.68   22.64    1.3     39652.120     13.50   47.10740   39.80800  "Undefined"       0.0     -325.44  0.00000000
04.04.2019 11:01:07.333   8.05200000   8051.72089   2.26  -50.4   39.5  28.0 33.00  216.7   882.1  217.53   40.63   33.45  1651.9  218.01   34.79   28.72  2336.5  218.35   29.50   25.00    1.6     39667.333     13.50   47.10740   39.80800  "Undefined"       0.0     -279.11  0.00000000
