
delt0=    0.01  eps=   1e-07  ep=   1e-05  ep1=   0.001
ισθοδξαρ τοώλα: fi0=  46.080  teta0=  33.870  year=2015
+==================================================================+
|    Transmitter   |     Reciever     | Path length | Path azimuth |
|==================+==================|    129.90   |    -95.524   |
|Longitude:  46.080|Longitude:  44.000|-------------+--------------|
|Latitude :  56.130|Latitude :  56.000| Month:  2.3 |   W     IG   |
|Power    : 1.0e+00|Passband :   1.000|   February  |  80.0  130.0 |
+==================================================================+

+======================================+
|Initial step: 0.010                   |
|Local accuracy: 0.0000001             |
|Range accuracy:  0.0100               |
|Range limits:   30.00                 |
|Elevation angle step: 0.15            |
|Azimuth   angle step: 1.00            |
+======================================+

Geomagnetic Field - const
fh= 1.50  i=  72.0  d=  10.6
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.100   100.0 900.0 -45.0  125.0   0.000
Chapmen many-layers Ionospher model
Ionospher Begin Higth: 60.0
Number Layers: 2
Geometric Layer Parametres
  hm     ym     f0     al
110.0    5.0   2.00   1.00
265.0   50.0  10.80   1.00
Local Gradient  gx=0.00  gy=0.00

Number diff. equation: 8

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:30:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
|11.800|x| 77.67| 76.76| 2.368|  0.245|  0.559|   3.1|  63.4|  38.4|  0.0|F2                      ||-0.991|  31.823|
+=================================================================================================++===============+

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:32:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.000|o| 70.98| 74.04| 1.447| -0.098| -3.663|   1.2|  53.6|  50.0|  0.0|F2                      || 0.970| -52.649|
| 4.000|x| 69.50| 72.27| 1.455| -0.057| -3.085|   3.8|  52.4|  48.6|  0.0|F2                      ||-0.967|  40.542|
| 4.100|o| 71.04| 74.09| 1.452| -0.099| -3.675|   1.2|  53.7|  50.0|  0.0|F2                      || 0.971| -52.751|
| 4.100|x| 69.53| 72.36| 1.457| -0.060| -3.177|   3.5|  52.5|  48.8|  0.0|F2                      ||-0.968|  40.377|
| 4.200|o| 71.11| 74.15| 1.458| -0.101| -3.682|   1.2|  53.7|  49.9|  0.0|F2                      || 0.972| -52.851|
| 4.200|x| 69.56| 72.46| 1.460| -0.063| -3.256|   3.3|  52.6|  48.9|  0.0|F2                      ||-0.969|  40.219|
| 4.300|o| 71.17| 74.20| 1.463| -0.102| -3.685|   1.2|  53.8|  49.8|  0.0|F2                      || 0.972| -52.950|
| 4.300|x| 69.60| 72.54| 1.463| -0.065| -3.326|   3.1|  52.6|  49.0|  0.0|F2                      ||-0.970|  40.068|
| 4.400|o| 71.24| 74.25| 1.469| -0.103| -3.685|   1.1|  53.9|  49.8|  0.0|F2                      || 0.973| -53.047|
| 4.400|x| 69.65| 72.63| 1.466| -0.068| -3.386|   2.9|  52.7|  49.1|  0.0|F2                      ||-0.970|  39.922|
| 4.500|o| 71.31| 74.30| 1.474| -0.104| -3.681|   1.1|  53.9|  49.7|  0.0|F2                      || 0.974| -53.143|
| 4.500|x| 69.69| 72.71| 1.469| -0.070| -3.438|   2.8|  52.8|  49.2|  0.0|F2                      ||-0.971|  39.782|
| 4.600|o| 71.38| 74.35| 1.480| -0.104| -3.674|   1.1|  54.0|  49.7|  0.0|F2                      || 0.974| -53.237|
| 4.600|x| 69.75| 72.78| 1.473| -0.072| -3.483|   2.7|  52.9|  49.2|  0.0|F2                      ||-0.972|  39.647|
| 4.700|o| 71.46| 74.40| 1.485| -0.105| -3.663|   1.1|  54.1|  49.6|  0.0|F2                      || 0.975| -53.330|
| 4.700|x| 69.80| 72.86| 1.477| -0.074| -3.521|   2.5|  53.0|  49.3|  0.0|F2                      ||-0.973|  39.517|
| 4.800|o| 71.53| 74.44| 1.491| -0.106| -3.649|   1.1|  54.2|  49.5|  0.0|F2                      || 0.975| -53.421|
| 4.800|x| 69.86| 72.93| 1.481| -0.076| -3.554|   2.4|  53.1|  49.3|  0.0|F2                      ||-0.973|  39.390|
| 4.900|o| 71.61| 74.49| 1.497| -0.106| -3.631|   1.1|  54.2|  49.5|  0.0|F2                      || 0.976| -53.511|
| 4.900|x| 69.92| 73.00| 1.485| -0.078| -3.581|   2.3|  53.1|  49.3|  0.0|F2                      ||-0.974|  39.268|
| 5.000|o| 71.69| 74.54| 1.503| -0.106| -3.611|   1.1|  54.3|  49.4|  0.0|F2                      || 0.977| -53.599|
| 5.000|x| 69.98| 73.06| 1.489| -0.080| -3.604|   2.3|  53.2|  49.3|  0.0|F2                      ||-0.975|  39.149|
| 5.100|o| 71.77| 74.58| 1.508| -0.106| -3.587|   1.1|  54.4|  49.3|  0.0|F2                      || 0.977| -53.685|
| 5.100|x| 70.04| 73.13| 1.494| -0.082| -3.621|   2.2|  53.3|  49.3|  0.0|F2                      ||-0.975|  39.034|
| 5.200|o| 71.85| 74.62| 1.514| -0.106| -3.560|   1.1|  54.5|  49.3|  0.0|F2                      || 0.978| -53.770|
| 5.200|x| 70.11| 73.19| 1.498| -0.083| -3.634|   2.1|  53.4|  49.3|  0.0|F2                      ||-0.976|  38.922|
| 5.300|o| 71.93| 74.67| 1.520| -0.106| -3.530|   1.1|  54.5|  49.2|  0.0|F2                      || 0.978| -53.854|
| 5.300|x| 70.18| 73.25| 1.503| -0.084| -3.643|   2.0|  53.4|  49.3|  0.0|F2                      ||-0.976|  38.813|
| 5.400|o| 72.02| 74.71| 1.526| -0.105| -3.497|   1.1|  54.6|  49.1|  0.0|F2                      || 0.978| -53.936|
| 5.400|x| 70.25| 73.31| 1.508| -0.086| -3.648|   2.0|  53.5|  49.3|  0.0|F2                      ||-0.977|  38.707|
| 5.500|o| 72.10| 74.75| 1.532| -0.104| -3.460|   1.1|  54.7|  49.0|  0.0|F2                      || 0.979| -54.016|
| 5.500|x| 70.32| 73.36| 1.513| -0.087| -3.650|   1.9|  53.6|  49.3|  0.0|F2                      ||-0.977|  38.604|
| 5.600|o| 72.19| 74.79| 1.538| -0.103| -3.421|   1.1|  54.8|  49.0|  0.0|F2                      || 0.979| -54.096|
| 5.600|x| 70.39| 73.42| 1.518| -0.088| -3.647|   1.9|  53.7|  49.2|  0.0|F2                      ||-0.978|  38.503|
| 5.700|o| 72.28| 74.83| 1.544| -0.102| -3.378|   1.1|  54.8|  48.9|  0.0|F2                      || 0.980| -54.174|
| 5.700|x| 70.47| 73.47| 1.523| -0.089| -3.642|   1.8|  53.7|  49.2|  0.0|F2                      ||-0.978|  38.405|
| 5.800|o| 72.37| 74.87| 1.550| -0.101| -3.332|   1.1|  54.9|  48.8|  0.0|F2                      || 0.980| -54.250|
| 5.800|x| 70.54| 73.53| 1.528| -0.089| -3.632|   1.8|  53.8|  49.2|  0.0|F2                      ||-0.979|  38.310|
| 5.900|o| 72.46| 74.91| 1.557| -0.100| -3.283|   1.1|  55.0|  48.7|  0.0|F2                      || 0.980| -54.325|
| 5.900|x| 70.62| 73.58| 1.533| -0.090| -3.620|   1.8|  53.9|  49.1|  0.0|F2                      ||-0.979|  38.217|
| 6.000|o| 72.55| 74.94| 1.563| -0.098| -3.230|   1.1|  55.1|  48.6|  0.0|F2                      || 0.981| -54.399|
| 6.000|x| 70.70| 73.63| 1.538| -0.090| -3.604|   1.7|  54.0|  49.1|  0.0|F2                      ||-0.979|  38.126|
| 6.100|o| 72.65| 74.98| 1.569| -0.096| -3.174|   1.1|  55.2|  48.6|  0.0|F2                      || 0.981| -54.472|
| 6.100|x| 70.78| 73.67| 1.544| -0.091| -3.585|   1.7|  54.0|  49.0|  0.0|F2                      ||-0.980|  38.037|
| 6.200|o| 72.75| 75.02| 1.576| -0.094| -3.114|   1.1|  55.2|  48.5|  0.0|F2                      || 0.982| -54.543|
| 6.200|x| 70.86| 73.72| 1.549| -0.091| -3.563|   1.7|  54.1|  49.0|  0.0|F2                      ||-0.980|  37.950|
| 6.300|o| 72.84| 75.05| 1.583| -0.092| -3.051|   1.1|  55.3|  48.4|  0.0|F2                      || 0.982| -54.613|
| 6.300|x| 70.94| 73.77| 1.555| -0.091| -3.538|   1.7|  54.2|  48.9|  0.0|F2                      ||-0.981|  37.866|
| 6.400|o| 72.94| 75.08| 1.589| -0.089| -2.984|   1.1|  55.4|  48.3|  0.0|F2                      || 0.982| -54.681|
| 6.400|x| 71.02| 73.81| 1.560| -0.091| -3.510|   1.6|  54.3|  48.9|  0.0|F2                      ||-0.981|  37.783|
| 6.500|o| 73.04| 75.12| 1.596| -0.086| -2.913|   1.1|  55.5|  48.2|  0.0|F2                      || 0.982| -54.749|
| 6.500|x| 71.10| 73.85| 1.566| -0.090| -3.479|   1.6|  54.3|  48.8|  0.0|F2                      ||-0.981|  37.703|
| 6.600|o| 73.15| 75.15| 1.603| -0.083| -2.839|   1.1|  55.6|  48.1|  0.0|F2                      || 0.983| -54.815|
| 6.600|x| 71.19| 73.89| 1.572| -0.090| -3.444|   1.6|  54.4|  48.8|  0.0|F2                      ||-0.982|  37.624|
| 6.700|o| 73.25| 75.18| 1.610| -0.080| -2.761|   1.1|  55.7|  48.0|  0.0|F2                      || 0.983| -54.880|
| 6.700|x| 71.28| 73.94| 1.578| -0.089| -3.407|   1.6|  54.5|  48.7|  0.0|F2                      ||-0.982|  37.548|
| 6.800|o| 73.36| 75.22| 1.617| -0.076| -2.678|   1.1|  55.8|  47.9|  0.0|F2                      || 0.983| -54.944|
| 6.800|x| 71.36| 73.98| 1.584| -0.088| -3.366|   1.6|  54.6|  48.7|  0.0|F2                      ||-0.982|  37.473|
| 6.900|o| 73.47| 75.25| 1.624| -0.072| -2.591|   1.1|  55.9|  47.8|  0.0|F2                      || 0.984| -55.006|
| 6.900|x| 71.45| 74.01| 1.590| -0.087| -3.323|   1.6|  54.6|  48.6|  0.0|F2                      ||-0.982|  37.400|
| 7.000|o| 73.58| 75.28| 1.631| -0.068| -2.499|   1.1|  55.9|  47.7|  0.0|F2                      || 0.984| -55.068|
| 7.000|x| 71.54| 74.05| 1.596| -0.086| -3.276|   1.6|  54.7|  48.5|  0.0|F2                      ||-0.983|  37.329|
| 7.100|o| 73.69| 75.31| 1.639| -0.063| -2.403|   1.1|  56.0|  47.6|  0.0|F2                      || 0.984| -55.128|
| 7.100|x| 71.64| 74.09| 1.602| -0.084| -3.226|   1.5|  54.8|  48.5|  0.0|F2                      ||-0.983|  37.259|
| 7.200|o| 73.80| 75.34| 1.647| -0.058| -2.301|   1.1|  56.1|  47.5|  0.0|F2                      || 0.984| -55.186|
| 7.200|x| 71.73| 74.12| 1.608| -0.083| -3.172|   1.5|  54.9|  48.4|  0.0|F2                      ||-0.983|  37.191|
| 7.300|o| 73.92| 75.36| 1.654| -0.053| -2.195|   1.1|  56.2|  47.4|  0.0|F2                      || 0.985| -55.244|
| 7.300|x| 71.82| 74.16| 1.615| -0.081| -3.115|   1.5|  55.0|  48.3|  0.0|F2                      ||-0.984|  37.125|
| 7.400|o| 74.04| 75.39| 1.662| -0.047| -2.083|   1.1|  56.3|  47.3|  0.0|F2                      || 0.985| -55.300|
| 7.400|x| 71.92| 74.19| 1.621| -0.079| -3.055|   1.5|  55.0|  48.2|  0.0|F2                      ||-0.984|  37.061|
| 7.500|o| 74.16| 75.42| 1.670| -0.041| -1.965|   1.2|  56.4|  47.2|  0.0|F2                      || 0.985| -55.354|
| 7.500|x| 72.02| 74.23| 1.628| -0.077| -2.991|   1.5|  55.1|  48.2|  0.0|F2                      ||-0.984|  36.998|
| 7.600|o| 74.29| 75.44| 1.679| -0.034| -1.841|   1.2|  56.5|  47.1|  0.0|F2                      || 0.985| -55.408|
| 7.600|x| 72.11| 74.26| 1.635| -0.074| -2.924|   1.5|  55.2|  48.1|  0.0|F2                      ||-0.984|  36.937|
| 7.700|o| 74.41| 75.47| 1.687| -0.027| -1.711|   1.2|  56.6|  47.0|  0.0|F2                      || 0.985| -55.461|
| 7.700|x| 72.22| 74.29| 1.641| -0.071| -2.853|   1.5|  55.3|  48.0|  0.0|F2                      ||-0.985|  36.878|
| 7.800|o| 74.54| 75.49| 1.696| -0.020| -1.575|   1.2|  56.8|  46.9|  0.0|F2                      || 0.986| -55.511|
| 7.800|x| 72.32| 74.32| 1.649| -0.068| -2.779|   1.5|  55.4|  47.9|  0.0|F2                      ||-0.985|  36.820|
| 7.900|o| 74.67| 75.52| 1.705| -0.012| -1.430|   1.2|  56.9|  46.7|  0.0|F2                      || 0.986| -55.561|
| 7.900|x| 72.42| 74.35| 1.656| -0.065| -2.700|   1.5|  55.5|  47.8|  0.0|F2                      ||-0.985|  36.764|
| 8.000|o| 74.81| 75.54| 1.714| -0.004| -1.279|   1.2|  57.0|  46.6|  0.0|F2                      || 0.986| -55.609|
| 8.000|x| 72.53| 74.38| 1.663| -0.061| -2.617|   1.5|  55.6|  47.7|  0.0|F2                      ||-0.985|  36.710|
| 8.100|o| 74.95| 75.57| 1.724|  0.005| -1.119|   1.2|  57.1|  46.5|  0.0|F2                      || 0.986| -55.656|
| 8.100|x| 72.63| 74.40| 1.670| -0.057| -2.530|   1.5|  55.6|  47.6|  0.0|F2                      ||-0.985|  36.657|
| 8.200|o| 75.09| 75.59| 1.733|  0.015| -0.950|   1.3|  57.2|  46.3|  0.0|F2                      || 0.986| -55.701|
| 8.200|x| 72.74| 74.43| 1.678| -0.053| -2.438|   1.5|  55.7|  47.5|  0.0|F2                      ||-0.986|  36.606|
| 8.300|o| 75.24| 75.61| 1.744|  0.025| -0.772|   1.3|  57.3|  46.2|  0.0|F2                      || 0.987| -55.745|
| 8.300|x| 72.85| 74.46| 1.686| -0.048| -2.341|   1.5|  55.8|  47.4|  0.0|F2                      ||-0.986|  36.557|
| 8.400|o| 75.38| 75.63| 1.754|  0.035| -0.585|   1.3|  57.5|  46.0|  0.0|F2                      || 0.987| -55.787|
| 8.400|x| 72.97| 74.48| 1.694| -0.043| -2.239|   1.5|  55.9|  47.4|  0.0|F2                      ||-0.986|  36.509|
| 8.500|o| 75.54| 75.65| 1.765|  0.047| -0.386|   1.3|  57.6|  45.9|  0.0|F2                      || 0.987| -55.828|
| 8.500|x| 73.08| 74.50| 1.702| -0.038| -2.133|   1.5|  56.0|  47.2|  0.0|F2                      ||-0.986|  36.463|
| 8.600|o| 75.69| 75.67| 1.776|  0.059| -0.175|   1.3|  57.8|  45.7|  0.0|F2                      || 0.987| -55.867|
| 8.600|x| 73.20| 74.53| 1.710| -0.032| -2.020|   1.5|  56.1|  47.1|  0.0|F2                      ||-0.986|  36.420|
| 8.700|o| 75.86| 75.69| 1.787|  0.071|  0.049|   1.4|  57.9|  45.5|  0.0|F2                      || 0.987| -55.903|
| 8.700|x| 73.32| 74.55| 1.719| -0.026| -1.903|   1.6|  56.2|  47.0|  0.0|F2                      ||-0.986|  36.377|
| 8.800|o| 76.02| 75.70| 1.800|  0.085|  0.285|   1.4|  58.1|  45.4|  0.0|F2                      || 0.987| -55.940|
| 8.800|x| 73.44| 74.57| 1.728| -0.020| -1.779|   1.6|  56.3|  46.9|  0.0|F2                      ||-0.987|  36.337|
| 8.900|o| 76.19| 75.72| 1.812|  0.100|  0.537|   1.4|  58.2|  45.2|  0.0|F2                      || 0.988| -55.973|
| 8.900|x| 73.56| 74.59| 1.737| -0.013| -1.649|   1.6|  56.4|  46.8|  0.0|F2                      ||-0.987|  36.298|
| 9.000|o| 76.37| 75.73| 1.825|  0.115|  0.806|   1.4|  58.4|  45.0|  0.0|F2                      || 0.988| -56.004|
| 9.000|x| 73.69| 74.61| 1.746| -0.006| -1.512|   1.6|  56.5|  46.7|  0.0|F2                      ||-0.987|  36.262|
| 9.100|o| 76.55| 75.75| 1.839|  0.131|  1.092|   1.5|  58.6|  44.8|  0.0|F2                      || 0.988| -56.034|
| 9.100|x| 73.82| 74.62| 1.756|  0.002| -1.368|   1.6|  56.6|  46.6|  0.0|F2                      ||-0.987|  36.227|
| 9.200|o| 76.74| 75.76| 1.853|  0.149|  1.399|   1.5|  58.8|  44.6|  0.0|F2                      || 0.988| -56.061|
| 9.200|x| 73.95| 74.64| 1.766|  0.011| -1.215|   1.6|  56.8|  46.4|  0.0|F2                      ||-0.987|  36.195|
| 9.300|o| 76.94| 75.77| 1.869|  0.168|  1.728|   1.5|  59.0|  44.3|  0.0|F2                      || 0.988| -56.086|
| 9.300|x| 74.09| 74.66| 1.776|  0.020| -1.055|   1.6|  56.9|  46.3|  0.0|F2                      ||-0.987|  36.165|
| 9.400|o| 77.14| 75.78| 1.885|  0.187|  2.083|   1.5|  59.2|  44.1|  0.0|F2                      || 0.988| -56.107|
| 9.400|x| 74.23| 74.67| 1.787|  0.029| -0.886|   1.6|  57.0|  46.2|  0.0|F2                      ||-0.988|  36.137|
| 9.500|o| 77.35| 75.79| 1.902|  0.209|  2.465|   1.6|  59.4|  43.8|  0.0|F2                      || 0.988| -56.127|
| 9.500|x| 74.37| 74.68| 1.798|  0.040| -0.707|   1.7|  57.1|  46.0|  0.0|F2                      ||-0.988|  36.111|
| 9.600|o| 77.58| 75.80| 1.920|  0.232|  2.878|   1.6|  59.7|  43.5|  0.0|F2                      || 0.989| -56.143|
| 9.600|x| 74.52| 74.70| 1.809|  0.050| -0.519|   1.7|  57.3|  45.9|  0.0|F2                      ||-0.988|  36.087|
| 9.700|o| 77.81| 75.81| 1.939|  0.256|  3.327|   1.7|  59.9|  43.2|  0.0|F2                      || 0.989| -56.156|
| 9.700|x| 74.67| 74.71| 1.821|  0.062| -0.318|   1.7|  57.4|  45.7|  0.0|F2                      ||-0.988|  36.067|
| 9.800|o| 78.05| 75.81| 1.960|  0.282|  3.817|   1.7|  60.2|  42.9|  0.0|F2                      || 0.989| -56.165|
| 9.800|x| 74.82| 74.72| 1.833|  0.074| -0.106|   1.7|  57.5|  45.5|  0.0|F2                      ||-0.988|  36.049|
| 9.900|o| 78.30| 75.81| 1.982|  0.311|  4.354|   1.8|  60.5|  42.5|  0.0|F2                      || 0.989| -56.170|
| 9.900|x| 74.98| 74.72| 1.846|  0.088|  0.119|   1.8|  57.7|  45.4|  0.0|F2                      ||-0.988|  36.033|
|10.000|o| 78.56| 75.81| 2.006|  0.341|  4.945|   1.8|  60.9|  42.1|  0.0|F2                      || 0.989| -56.171|
|10.000|x| 75.14| 74.73| 1.860|  0.102|  0.359|   1.8|  57.8|  45.2|  0.0|F2                      ||-0.988|  36.021|
|10.100|o| 78.84| 75.81| 2.033|  0.374|  5.601|   1.9|  61.2|  41.7|  0.0|F2                      || 0.989| -56.167|
|10.100|x| 75.31| 74.73| 1.874|  0.117|  0.615|   1.8|  58.0|  45.0|  0.0|F2                      ||-0.988|  36.012|
|10.200|o| 79.14| 75.81| 2.062|  0.410|  6.331|   2.0|  61.7|  41.2|  0.0|F2                      || 0.989| -56.158|
|10.200|x| 75.49| 74.74| 1.889|  0.133|  0.888|   1.8|  58.2|  44.8|  0.0|F2                      ||-0.989|  36.006|
|10.300|o| 79.45| 75.80| 2.095|  0.449|  7.151|   2.0|  62.2|  40.6|  0.0|F2                      || 0.989| -56.143|
|10.300|x| 75.67| 74.74| 1.904|  0.150|  1.181|   1.9|  58.3|  44.6|  0.0|F2                      ||-0.989|  36.004|
|10.400|o| 79.79| 75.79| 2.131|  0.492|  8.079|   2.1|  62.7|  39.9|  0.0|F2                      || 0.989| -56.121|
|10.400|x| 75.86| 74.74| 1.921|  0.169|  1.496|   1.9|  58.5|  44.3|  0.0|F2                      ||-0.989|  36.005|
|10.500|o| 80.15| 75.78| 2.173|  0.538|  9.142|   2.2|  63.4|  39.2|  0.0|F2                      || 0.989| -56.092|
|10.500|x| 76.06| 74.73| 1.939|  0.188|  1.835|   2.0|  58.7|  44.1|  0.0|F2                      ||-0.989|  36.012|
|10.600|o| 80.54| 75.18| 2.228|  0.635| 11.211|   2.4|  64.2|  38.2|  0.0|F2                      || 0.989| -54.870|
|10.600|x| 76.26| 74.73| 1.958|  0.210|  2.202|   2.0|  59.0|  43.8|  0.0|F2                      ||-0.989|  36.022|
|10.700|o| 80.96| 75.73| 2.280|  0.647| 11.810|   2.5|  65.1|  37.1|  0.0|F2                      || 0.990| -56.004|
|10.700|x| 76.47| 74.72| 1.978|  0.233|  2.600|   2.0|  59.2|  43.5|  0.0|F2                      ||-0.989|  36.038|
|10.800|o| 81.42| 75.71| 2.350|  0.710| 13.520|   2.7|  66.3|  35.7|  0.0|F2                      || 0.990| -55.945|
|10.800|x| 76.70| 74.71| 2.000|  0.258|  3.035|   2.1|  59.5|  43.2|  0.0|F2                      ||-0.989|  36.059|
|10.900|o| 75.10| 83.17| 2.610| -1.586|-16.018|   3.2|  56.3|  45.3|  0.0|F2                      || 0.993| -74.421|
|10.900|x| 76.93| 74.70| 2.024|  0.285|  3.511|   2.2|  59.8|  42.9|  0.0|F2                      ||-0.989|  36.086|
|11.000|o| 73.39| 82.87| 2.571| -1.808|-17.779|   3.0|  57.6|  44.2|  0.0|F2                      || 0.993| -73.563|
|11.000|x| 77.18| 74.68| 2.050|  0.315|  4.036|   2.2|  60.1|  42.5|  0.0|F2                      ||-0.989|  36.121|
|11.100|o| 72.62| 81.86| 2.615| -1.985|-20.705|   3.1|  58.6|  43.1|  0.0|F2                      || 0.992| -70.759|
|11.100|x| 77.45| 74.66| 2.079|  0.347|  4.619|   2.3|  60.4|  42.1|  0.0|F2                      ||-0.989|  36.162|
|11.200|o| 72.09| 80.77| 2.693| -2.146|-23.821|   3.3|  59.7|  41.8|  0.0|F2                      || 0.992| -67.842|
|11.200|x| 77.73| 74.63| 2.111|  0.382|  5.273|   2.4|  60.8|  41.6|  0.0|F2                      ||-0.990|  36.213|
|11.300|x| 78.03| 74.60| 2.147|  0.422|  6.013|   2.5|  61.3|  41.1|  0.0|F2                      ||-0.990|  36.274|
|11.400|x| 78.36| 74.56| 2.189|  0.466|  6.858|   2.6|  61.8|  40.4|  0.0|F2                      ||-0.990|  36.345|
|11.500|x| 78.72| 74.52| 2.238|  0.515|  7.841|   2.7|  62.4|  39.6|  0.0|F2                      ||-0.990|  36.431|
|11.600|x| 79.12| 74.47| 2.297|  0.571|  9.005|   2.9|  63.2|  38.7|  0.0|F2                      ||-0.990|  36.534|
+=================================================================================================++===============+

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:34:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.000|o| 71.99| 73.17| 1.445| -0.030| -1.240|   1.2|  54.0|  49.6|  0.0|F2                      || 0.969| -51.042|
| 4.000|x| 70.11| 71.78| 1.451| -0.028| -1.627|   3.7|  52.8|  48.3|  0.0|F2                      ||-0.966|  41.367|
| 4.100|o| 72.08| 73.20| 1.451| -0.028| -1.182|   1.2|  54.1|  49.5|  0.0|F2                      || 0.969| -51.095|
| 4.100|x| 70.18| 71.83| 1.453| -0.028| -1.632|   3.4|  52.9|  48.4|  0.0|F2                      ||-0.967|  41.288|
| 4.200|o| 72.17| 73.23| 1.457| -0.027| -1.120|   1.2|  54.2|  49.5|  0.0|F2                      || 0.970| -51.149|
| 4.200|x| 70.25| 71.87| 1.456| -0.028| -1.628|   3.2|  53.0|  48.6|  0.0|F2                      ||-0.968|  41.210|
| 4.300|o| 72.27| 73.26| 1.463| -0.025| -1.054|   1.2|  54.2|  49.4|  0.0|F2                      || 0.971| -51.202|
| 4.300|x| 70.33| 71.92| 1.459| -0.028| -1.617|   3.0|  53.1|  48.7|  0.0|F2                      ||-0.969|  41.134|
| 4.400|o| 72.36| 73.29| 1.468| -0.023| -0.985|   1.1|  54.3|  49.4|  0.0|F2                      || 0.972| -51.254|
| 4.400|x| 70.41| 71.96| 1.463| -0.028| -1.599|   2.9|  53.2|  48.8|  0.0|F2                      ||-0.969|  41.059|
| 4.500|o| 72.45| 73.31| 1.474| -0.021| -0.912|   1.1|  54.4|  49.3|  0.0|F2                      || 0.972| -51.306|
| 4.500|x| 70.50| 72.01| 1.467| -0.028| -1.576|   2.7|  53.2|  48.8|  0.0|F2                      ||-0.970|  40.986|
| 4.600|o| 72.55| 73.34| 1.480| -0.018| -0.835|   1.1|  54.4|  49.3|  0.0|F2                      || 0.973| -51.357|
| 4.600|x| 70.58| 72.05| 1.471| -0.028| -1.547|   2.6|  53.3|  48.9|  0.0|F2                      ||-0.971|  40.914|
| 4.700|o| 72.65| 73.37| 1.486| -0.016| -0.754|   1.1|  54.5|  49.2|  0.0|F2                      || 0.973| -51.407|
| 4.700|x| 70.67| 72.09| 1.475| -0.027| -1.514|   2.5|  53.4|  48.9|  0.0|F2                      ||-0.972|  40.844|
| 4.800|o| 72.75| 73.40| 1.492| -0.013| -0.670|   1.1|  54.6|  49.1|  0.0|F2                      || 0.974| -51.456|
| 4.800|x| 70.76| 72.13| 1.479| -0.027| -1.476|   2.4|  53.5|  48.9|  0.0|F2                      ||-0.972|  40.776|
| 4.900|o| 72.85| 73.42| 1.498| -0.010| -0.583|   1.1|  54.6|  49.1|  0.0|F2                      || 0.975| -51.505|
| 4.900|x| 70.85| 72.17| 1.484| -0.026| -1.433|   2.3|  53.6|  48.9|  0.0|F2                      ||-0.973|  40.710|
| 5.000|o| 72.95| 73.45| 1.504| -0.007| -0.491|   1.1|  54.7|  49.0|  0.0|F2                      || 0.975| -51.552|
| 5.000|x| 70.94| 72.21| 1.488| -0.025| -1.387|   2.2|  53.6|  48.9|  0.0|F2                      ||-0.973|  40.645|
| 5.100|o| 73.05| 73.48| 1.510| -0.003| -0.395|   1.1|  54.8|  48.9|  0.0|F2                      || 0.976| -51.599|
| 5.100|x| 71.04| 72.24| 1.493| -0.024| -1.336|   2.2|  53.7|  48.9|  0.0|F2                      ||-0.974|  40.582|
| 5.200|o| 73.15| 73.50| 1.516|  0.000| -0.296|   1.1|  54.9|  48.9|  0.0|F2                      || 0.976| -51.644|
| 5.200|x| 71.13| 72.28| 1.498| -0.023| -1.282|   2.1|  53.8|  48.9|  0.0|F2                      ||-0.974|  40.520|
| 5.300|o| 73.26| 73.52| 1.523|  0.004| -0.193|   1.1|  54.9|  48.8|  0.0|F2                      || 0.977| -51.689|
| 5.300|x| 71.22| 72.32| 1.503| -0.021| -1.224|   2.0|  53.8|  48.9|  0.0|F2                      ||-0.975|  40.460|
| 5.400|o| 73.36| 73.55| 1.529|  0.008| -0.085|   1.1|  55.0|  48.7|  0.0|F2                      || 0.977| -51.732|
| 5.400|x| 71.32| 72.35| 1.508| -0.020| -1.163|   2.0|  53.9|  48.9|  0.0|F2                      ||-0.976|  40.402|
| 5.500|o| 73.47| 73.57| 1.535|  0.012|  0.027|   1.1|  55.1|  48.6|  0.0|F2                      || 0.978| -51.774|
| 5.500|x| 71.42| 72.38| 1.513| -0.018| -1.097|   1.9|  54.0|  48.9|  0.0|F2                      ||-0.976|  40.345|
| 5.600|o| 73.58| 73.59| 1.542|  0.017|  0.142|   1.1|  55.2|  48.6|  0.0|F2                      || 0.978| -51.816|
| 5.600|x| 71.52| 72.41| 1.518| -0.016| -1.029|   1.9|  54.1|  48.9|  0.0|F2                      ||-0.976|  40.290|
| 5.700|o| 73.69| 73.62| 1.548|  0.022|  0.262|   1.1|  55.2|  48.5|  0.0|F2                      || 0.978| -51.856|
| 5.700|x| 71.61| 72.45| 1.524| -0.014| -0.957|   1.8|  54.1|  48.8|  0.0|F2                      ||-0.977|  40.237|
