
delt0=    0.01  eps=   1e-07  ep=   1e-05  ep1=   0.001
ισθοδξαρ τοώλα: fi0=  46.080  teta0=  33.870  year=2015
+==================================================================+
|    Transmitter   |     Reciever     | Path length | Path azimuth |
|==================+==================|    129.90   |    -95.524   |
|Longitude:  46.080|Longitude:  44.000|-------------+--------------|
|Latitude :  56.130|Latitude :  56.000| Month:  2.3 |   W     IG   |
|Power    : 1.0e+00|Passband :   1.000|   February  |  80.0  130.0 |
+==================================================================+

+======================================+
|Initial step: 0.010                   |
|Local accuracy: 0.0000001             |
|Range accuracy:  0.0100               |
|Range limits:   30.00                 |
|Elevation angle step: 0.15            |
|Azimuth   angle step: 1.00            |
+======================================+

Geomagnetic Field - const
fh= 1.50  i=  72.0  d=  10.6
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.100   100.0 900.0 -45.0   45.0   0.000
Chapmen many-layers Ionospher model
Ionospher Begin Higth: 60.0
Number Layers: 2
Geometric Layer Parametres
  hm     ym     f0     al
110.0    5.0   2.00   1.00
265.0   50.0  10.80   1.00
Local Gradient  gx=0.00  gy=0.00

Number diff. equation: 8

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:30:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
|11.700|x| 77.66| 76.36| 2.311|  0.271| -1.335|   2.9|  63.1|  38.8|  0.0|F2                      ||-0.991|  32.688|
+=================================================================================================++===============+

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:32:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.000|o| 70.92| 74.15| 1.446| -0.099|  3.805|   1.2|  53.6|  50.0|  0.0|F2                      || 0.970| -52.864|
| 4.000|x| 69.51| 72.28| 1.455| -0.053|  2.753|   3.8|  52.5|  48.5|  0.0|F2                      ||-0.967|  40.520|
| 4.100|o| 70.99| 74.20| 1.452| -0.100|  3.810|   1.2|  53.7|  49.9|  0.0|F2                      || 0.971| -52.961|
| 4.100|x| 69.54| 72.37| 1.457| -0.056|  2.839|   3.6|  52.6|  48.7|  0.0|F2                      ||-0.968|  40.364|
| 4.200|o| 71.05| 74.25| 1.457| -0.101|  3.811|   1.2|  53.8|  49.9|  0.0|F2                      || 0.972| -53.057|
| 4.200|x| 69.58| 72.46| 1.459| -0.058|  2.913|   3.3|  52.7|  48.8|  0.0|F2                      ||-0.969|  40.216|
| 4.300|o| 71.12| 74.30| 1.463| -0.102|  3.810|   1.2|  53.9|  49.8|  0.0|F2                      || 0.972| -53.151|
| 4.300|x| 69.62| 72.54| 1.462| -0.060|  2.977|   3.1|  52.7|  48.9|  0.0|F2                      ||-0.970|  40.073|
| 4.400|o| 71.19| 74.35| 1.468| -0.103|  3.805|   1.1|  53.9|  49.7|  0.0|F2                      || 0.973| -53.243|
| 4.400|x| 69.67| 72.62| 1.465| -0.062|  3.031|   3.0|  52.8|  49.0|  0.0|F2                      ||-0.970|  39.936|
| 4.500|o| 71.26| 74.40| 1.474| -0.104|  3.798|   1.1|  54.0|  49.7|  0.0|F2                      || 0.974| -53.334|
| 4.500|x| 69.72| 72.69| 1.469| -0.064|  3.077|   2.8|  52.9|  49.1|  0.0|F2                      ||-0.971|  39.804|
| 4.600|o| 71.34| 74.44| 1.480| -0.105|  3.787|   1.1|  54.1|  49.6|  0.0|F2                      || 0.974| -53.423|
| 4.600|x| 69.78| 72.77| 1.473| -0.066|  3.116|   2.7|  53.0|  49.1|  0.0|F2                      ||-0.972|  39.677|
| 4.700|o| 71.41| 74.49| 1.485| -0.105|  3.774|   1.1|  54.2|  49.5|  0.0|F2                      || 0.975| -53.511|
| 4.700|x| 69.84| 72.84| 1.477| -0.068|  3.148|   2.6|  53.1|  49.2|  0.0|F2                      ||-0.973|  39.554|
| 4.800|o| 71.49| 74.53| 1.491| -0.106|  3.757|   1.1|  54.2|  49.5|  0.0|F2                      || 0.976| -53.597|
| 4.800|x| 69.90| 72.90| 1.481| -0.070|  3.175|   2.4|  53.1|  49.2|  0.0|F2                      ||-0.973|  39.435|
| 4.900|o| 71.57| 74.58| 1.497| -0.106|  3.738|   1.1|  54.3|  49.4|  0.0|F2                      || 0.976| -53.682|
| 4.900|x| 69.96| 72.97| 1.485| -0.071|  3.196|   2.4|  53.2|  49.2|  0.0|F2                      ||-0.974|  39.320|
| 5.000|o| 71.65| 74.62| 1.502| -0.106|  3.717|   1.1|  54.4|  49.3|  0.0|F2                      || 0.977| -53.765|
| 5.000|x| 70.03| 73.03| 1.489| -0.073|  3.212|   2.3|  53.3|  49.2|  0.0|F2                      ||-0.975|  39.209|
| 5.100|o| 71.73| 74.66| 1.508| -0.106|  3.692|   1.1|  54.5|  49.3|  0.0|F2                      || 0.977| -53.847|
| 5.100|x| 70.10| 73.09| 1.494| -0.074|  3.223|   2.2|  53.4|  49.2|  0.0|F2                      ||-0.975|  39.101|
| 5.200|o| 71.81| 74.70| 1.514| -0.106|  3.665|   1.1|  54.5|  49.2|  0.0|F2                      || 0.978| -53.927|
| 5.200|x| 70.17| 73.15| 1.498| -0.075|  3.230|   2.1|  53.5|  49.2|  0.0|F2                      ||-0.976|  38.996|
| 5.300|o| 71.89| 74.74| 1.520| -0.106|  3.636|   1.1|  54.6|  49.1|  0.0|F2                      || 0.978| -54.006|
| 5.300|x| 70.24| 73.20| 1.503| -0.076|  3.233|   2.1|  53.5|  49.2|  0.0|F2                      ||-0.976|  38.894|
| 5.400|o| 71.98| 74.78| 1.526| -0.105|  3.603|   1.1|  54.7|  49.1|  0.0|F2                      || 0.979| -54.083|
| 5.400|x| 70.31| 73.26| 1.508| -0.077|  3.232|   2.0|  53.6|  49.2|  0.0|F2                      ||-0.977|  38.795|
| 5.500|o| 72.07| 74.82| 1.532| -0.105|  3.568|   1.1|  54.8|  49.0|  0.0|F2                      || 0.979| -54.160|
| 5.500|x| 70.39| 73.31| 1.513| -0.078|  3.228|   1.9|  53.7|  49.2|  0.0|F2                      ||-0.977|  38.699|
| 5.600|o| 72.15| 74.86| 1.538| -0.104|  3.530|   1.1|  54.8|  48.9|  0.0|F2                      || 0.979| -54.234|
| 5.600|x| 70.46| 73.36| 1.518| -0.078|  3.219|   1.9|  53.8|  49.1|  0.0|F2                      ||-0.978|  38.605|
| 5.700|o| 72.24| 74.90| 1.544| -0.103|  3.490|   1.1|  54.9|  48.8|  0.0|F2                      || 0.980| -54.308|
| 5.700|x| 70.54| 73.41| 1.523| -0.079|  3.207|   1.9|  53.8|  49.1|  0.0|F2                      ||-0.978|  38.514|
| 5.800|o| 72.33| 74.93| 1.550| -0.101|  3.447|   1.1|  55.0|  48.7|  0.0|F2                      || 0.980| -54.380|
| 5.800|x| 70.62| 73.46| 1.528| -0.079|  3.192|   1.8|  53.9|  49.1|  0.0|F2                      ||-0.979|  38.426|
| 5.900|o| 72.43| 74.97| 1.557| -0.100|  3.401|   1.1|  55.1|  48.7|  0.0|F2                      || 0.981| -54.450|
| 5.900|x| 70.70| 73.51| 1.533| -0.079|  3.174|   1.8|  54.0|  49.0|  0.0|F2                      ||-0.979|  38.339|
| 6.000|o| 72.52| 75.00| 1.563| -0.098|  3.352|   1.1|  55.2|  48.6|  0.0|F2                      || 0.981| -54.520|
| 6.000|x| 70.78| 73.55| 1.538| -0.079|  3.152|   1.7|  54.1|  49.0|  0.0|F2                      ||-0.979|  38.256|
| 6.100|o| 72.61| 75.04| 1.569| -0.097|  3.300|   1.1|  55.2|  48.5|  0.0|F2                      || 0.981| -54.588|
| 6.100|x| 70.87| 73.60| 1.544| -0.079|  3.127|   1.7|  54.1|  48.9|  0.0|F2                      ||-0.980|  38.174|
| 6.200|o| 72.71| 75.07| 1.576| -0.095|  3.246|   1.1|  55.3|  48.4|  0.0|F2                      || 0.982| -54.654|
| 6.200|x| 70.95| 73.64| 1.549| -0.079|  3.099|   1.7|  54.2|  48.9|  0.0|F2                      ||-0.980|  38.094|
| 6.300|o| 72.81| 75.10| 1.582| -0.092|  3.188|   1.1|  55.4|  48.3|  0.0|F2                      || 0.982| -54.720|
| 6.300|x| 71.04| 73.68| 1.555| -0.078|  3.068|   1.7|  54.3|  48.8|  0.0|F2                      ||-0.980|  38.017|
| 6.400|o| 72.91| 75.14| 1.589| -0.090|  3.127|   1.1|  55.5|  48.2|  0.0|F2                      || 0.982| -54.784|
| 6.400|x| 71.12| 73.72| 1.561| -0.078|  3.034|   1.6|  54.4|  48.8|  0.0|F2                      ||-0.981|  37.942|
| 6.500|o| 73.01| 75.17| 1.596| -0.087|  3.064|   1.1|  55.6|  48.1|  0.0|F2                      || 0.983| -54.847|
| 6.500|x| 71.21| 73.76| 1.566| -0.077|  2.996|   1.6|  54.4|  48.7|  0.0|F2                      ||-0.981|  37.868|
| 6.600|o| 73.11| 75.20| 1.603| -0.084|  2.997|   1.1|  55.7|  48.1|  0.0|F2                      || 0.983| -54.910|
| 6.600|x| 71.30| 73.80| 1.572| -0.076|  2.956|   1.6|  54.5|  48.7|  0.0|F2                      ||-0.981|  37.797|
| 6.700|o| 73.22| 75.23| 1.610| -0.081|  2.926|   1.1|  55.7|  48.0|  0.0|F2                      || 0.983| -54.970|
| 6.700|x| 71.39| 73.83| 1.578| -0.074|  2.878|   1.6|  54.6|  48.6|  0.0|F2                      ||-0.982|  37.754|
| 6.800|o| 73.32| 75.26| 1.617| -0.077|  2.851|   1.1|  55.8|  47.9|  0.0|F2                      || 0.983| -55.029|
| 6.800|x| 71.48| 73.88| 1.584| -0.074|  2.865|   1.6|  54.7|  48.5|  0.0|F2                      ||-0.982|  37.660|
| 6.900|o| 73.43| 75.29| 1.624| -0.074|  2.773|   1.1|  55.9|  47.8|  0.0|F2                      || 0.984| -55.087|
| 6.900|x| 71.58| 73.91| 1.590| -0.072|  2.814|   1.6|  54.8|  48.5|  0.0|F2                      ||-0.982|  37.595|
| 7.000|o| 73.54| 75.31| 1.631| -0.069|  2.692|   1.1|  56.0|  47.7|  0.0|F2                      || 0.984| -55.144|
| 7.000|x| 71.67| 73.94| 1.596| -0.070|  2.761|   1.6|  54.8|  48.4|  0.0|F2                      ||-0.983|  37.531|
| 7.100|o| 73.65| 75.34| 1.639| -0.065|  2.606|   1.1|  56.1|  47.6|  0.0|F2                      || 0.984| -55.199|
| 7.100|x| 71.77| 73.98| 1.602| -0.069|  2.704|   1.5|  54.9|  48.3|  0.0|F2                      ||-0.983|  37.469|
| 7.200|o| 73.77| 75.37| 1.646| -0.060|  2.517|   1.1|  56.2|  47.5|  0.0|F2                      || 0.984| -55.253|
| 7.200|x| 71.86| 74.01| 1.609| -0.066|  2.644|   1.5|  55.0|  48.3|  0.0|F2                      ||-0.983|  37.409|
| 7.300|o| 73.88| 75.39| 1.654| -0.055|  2.423|   1.1|  56.3|  47.4|  0.0|F2                      || 0.985| -55.307|
| 7.300|x| 71.96| 74.04| 1.615| -0.064|  2.581|   1.5|  55.1|  48.2|  0.0|F2                      ||-0.983|  37.351|
| 7.400|o| 74.00| 75.42| 1.662| -0.050|  2.325|   1.1|  56.4|  47.3|  0.0|F2                      || 0.985| -55.359|
| 7.400|x| 72.06| 74.07| 1.622| -0.061|  2.514|   1.5|  55.2|  48.1|  0.0|F2                      ||-0.984|  37.294|
| 7.500|o| 74.12| 75.44| 1.670| -0.044|  2.223|   1.2|  56.5|  47.1|  0.0|F2                      || 0.985| -55.410|
| 7.500|x| 72.16| 74.10| 1.629| -0.059|  2.443|   1.5|  55.2|  48.0|  0.0|F2                      ||-0.984|  37.239|
| 7.600|o| 74.24| 75.47| 1.678| -0.038|  2.116|   1.2|  56.6|  47.0|  0.0|F2                      || 0.985| -55.459|
| 7.600|x| 72.27| 74.13| 1.635| -0.056|  2.369|   1.5|  55.3|  48.0|  0.0|F2                      ||-0.984|  37.186|
| 7.700|o| 74.37| 75.49| 1.687| -0.032|  2.004|   1.2|  56.7|  46.9|  0.0|F2                      || 0.985| -55.508|
| 7.700|x| 72.37| 74.15| 1.642| -0.052|  2.290|   1.5|  55.4|  47.9|  0.0|F2                      ||-0.984|  37.135|
| 7.800|o| 74.50| 75.52| 1.696| -0.025|  1.886|   1.2|  56.8|  46.8|  0.0|F2                      || 0.986| -55.554|
| 7.800|x| 72.48| 74.18| 1.649| -0.049|  2.208|   1.5|  55.5|  47.8|  0.0|F2                      ||-0.985|  37.086|
| 7.900|o| 74.63| 75.54| 1.705| -0.018|  1.761|   1.2|  56.9|  46.7|  0.0|F2                      || 0.986| -55.600|
| 7.900|x| 72.58| 74.20| 1.657| -0.045|  2.122|   1.5|  55.6|  47.7|  0.0|F2                      ||-0.985|  37.038|
| 8.000|o| 74.76| 75.56| 1.714| -0.010|  1.632|   1.2|  57.0|  46.5|  0.0|F2                      || 0.986| -55.644|
| 8.000|x| 72.69| 74.23| 1.664| -0.040|  2.032|   1.5|  55.7|  47.6|  0.0|F2                      ||-0.985|  36.992|
| 8.100|o| 74.90| 75.58| 1.723| -0.002|  1.496|   1.2|  57.2|  46.4|  0.0|F2                      || 0.986| -55.687|
| 8.100|x| 72.80| 74.25| 1.672| -0.036|  1.936|   1.5|  55.8|  47.5|  0.0|F2                      ||-0.985|  36.948|
| 8.200|o| 75.03| 75.60| 1.733|  0.007|  1.353|   1.3|  57.3|  46.3|  0.0|F2                      || 0.986| -55.728|
| 8.200|x| 72.92| 74.27| 1.679| -0.031|  1.835|   1.5|  55.9|  47.4|  0.0|F2                      ||-0.985|  36.906|
| 8.300|o| 75.18| 75.62| 1.743|  0.016|  1.204|   1.3|  57.4|  46.1|  0.0|F2                      || 0.987| -55.769|
| 8.300|x| 73.03| 74.29| 1.687| -0.026|  1.730|   1.5|  55.9|  47.3|  0.0|F2                      ||-0.986|  36.866|
| 8.400|o| 75.32| 75.64| 1.753|  0.026|  1.048|   1.3|  57.5|  46.0|  0.0|F2                      || 0.987| -55.809|
| 8.400|x| 73.15| 74.31| 1.695| -0.020|  1.619|   1.5|  56.0|  47.2|  0.0|F2                      ||-0.986|  36.828|
| 8.500|o| 75.47| 75.66| 1.764|  0.036|  0.882|   1.3|  57.7|  45.8|  0.0|F2                      || 0.987| -55.846|
| 8.500|x| 73.27| 74.33| 1.704| -0.014|  1.503|   1.5|  56.1|  47.1|  0.0|F2                      ||-0.986|  36.791|
| 8.600|o| 75.62| 75.67| 1.775|  0.047|  0.707|   1.3|  57.8|  45.7|  0.0|F2                      || 0.987| -55.881|
| 8.600|x| 73.39| 74.35| 1.712| -0.008|  1.382|   1.6|  56.2|  47.0|  0.0|F2                      ||-0.986|  36.757|
| 8.700|o| 75.78| 75.69| 1.786|  0.059|  0.523|   1.3|  57.9|  45.5|  0.0|F2                      || 0.987| -55.915|
| 8.700|x| 73.52| 74.37| 1.721| -0.001|  1.254|   1.6|  56.3|  46.9|  0.0|F2                      ||-0.986|  36.724|
| 8.800|o| 75.94| 75.71| 1.798|  0.071|  0.330|   1.4|  58.1|  45.3|  0.0|F2                      || 0.987| -55.947|
| 8.800|x| 73.64| 74.38| 1.730|  0.006|  1.121|   1.6|  56.4|  46.8|  0.0|F2                      ||-0.987|  36.694|
| 8.900|o| 76.10| 75.72| 1.810|  0.084|  0.127|   1.4|  58.3|  45.2|  0.0|F2                      || 0.988| -55.980|
| 8.900|x| 73.77| 74.40| 1.739|  0.014|  0.980|   1.6|  56.6|  46.7|  0.0|F2                      ||-0.987|  36.665|
| 9.000|o| 76.27| 75.74| 1.823|  0.098| -0.088|   1.4|  58.4|  45.0|  0.0|F2                      || 0.988| -56.010|
| 9.000|x| 73.91| 74.41| 1.748|  0.022|  0.831|   1.6|  56.7|  46.5|  0.0|F2                      ||-0.987|  36.640|
| 9.100|o| 76.45| 75.75| 1.837|  0.113| -0.319|   1.4|  58.6|  44.8|  0.0|F2                      || 0.988| -56.034|
| 9.100|x| 74.04| 74.42| 1.758|  0.031|  0.674|   1.6|  56.8|  46.4|  0.0|F2                      ||-0.987|  36.616|
| 9.200|o| 76.63| 75.76| 1.851|  0.128| -0.558|   1.5|  58.8|  44.6|  0.0|F2                      || 0.988| -56.064|
| 9.200|x| 74.18| 74.44| 1.768|  0.040|  0.509|   1.6|  56.9|  46.3|  0.0|F2                      ||-0.987|  36.595|
| 9.300|o| 76.81| 75.77| 1.865|  0.145| -0.818|   1.5|  59.0|  44.3|  0.0|F2                      || 0.988| -56.085|
| 9.300|x| 74.32| 74.45| 1.778|  0.050|  0.336|   1.6|  57.0|  46.1|  0.0|F2                      ||-0.987|  36.576|
| 9.400|o| 77.01| 75.79| 1.881|  0.162| -1.090|   1.5|  59.2|  44.1|  0.0|F2                      || 0.988| -56.110|
| 9.400|x| 74.47| 74.45| 1.789|  0.061|  0.153|   1.7|  57.1|  46.0|  0.0|F2                      ||-0.987|  36.559|
| 9.500|o| 77.20| 75.79| 1.897|  0.181| -1.381|   1.6|  59.4|  43.9|  0.0|F2                      || 0.988| -56.129|
| 9.500|x| 74.61| 74.46| 1.800|  0.072| -0.040|   1.7|  57.3|  45.8|  0.0|F2                      ||-0.988|  36.544|
| 9.600|o| 77.41| 75.80| 1.915|  0.200| -1.693|   1.6|  59.6|  43.6|  0.0|F2                      || 0.989| -56.147|
| 9.600|x| 74.77| 74.47| 1.812|  0.084| -0.246|   1.7|  57.4|  45.7|  0.0|F2                      ||-0.988|  36.534|
| 9.700|o| 77.63| 75.81| 1.933|  0.222| -2.027|   1.7|  59.8|  43.3|  0.0|F2                      || 0.989| -56.162|
| 9.700|x| 74.92| 74.47| 1.824|  0.096| -0.464|   1.7|  57.6|  45.5|  0.0|F2                      ||-0.988|  36.527|
| 9.800|o| 77.85| 75.82| 1.953|  0.244| -2.385|   1.7|  60.1|  43.0|  0.0|F2                      || 0.989| -56.175|
| 9.800|x| 75.09| 74.47| 1.837|  0.110| -0.695|   1.7|  57.7|  45.4|  0.0|F2                      ||-0.988|  36.521|
| 9.900|o| 78.08| 75.82| 1.974|  0.268| -2.771|   1.8|  60.4|  42.7|  0.0|F2                      || 0.989| -56.186|
| 9.900|x| 75.25| 74.48| 1.850|  0.124| -0.939|   1.8|  57.9|  45.2|  0.0|F2                      ||-0.988|  36.518|
|10.000|o| 78.32| 75.83| 1.997|  0.293| -3.188|   1.8|  60.7|  42.3|  0.0|F2                      || 0.989| -56.193|
|10.000|x| 75.42| 74.47| 1.864|  0.140| -1.202|   1.8|  58.0|  45.0|  0.0|F2                      ||-0.988|  36.522|
|10.100|o| 78.58| 75.83| 2.022|  0.321| -3.640|   1.9|  61.0|  42.0|  0.0|F2                      || 0.989| -56.198|
|10.100|x| 75.60| 74.47| 1.878|  0.156| -1.479|   1.8|  58.2|  44.8|  0.0|F2                      ||-0.988|  36.525|
|10.200|o| 78.84| 75.83| 2.050|  0.350| -4.133|   1.9|  61.3|  41.5|  0.0|F2                      || 0.989| -56.197|
|10.200|x| 75.78| 74.46| 1.893|  0.174| -1.781|   1.9|  58.4|  44.6|  0.0|F2                      ||-0.988|  36.538|
|10.300|o| 79.12| 75.83| 2.080|  0.381| -4.666|   2.0|  61.7|  41.1|  0.0|F2                      || 0.989| -56.201|
|10.300|x| 75.97| 74.46| 1.910|  0.192| -2.101|   1.9|  58.6|  44.3|  0.0|F2                      ||-0.989|  36.549|
|10.400|o| 79.42| 75.83| 2.113|  0.415| -5.254|   2.1|  62.2|  40.5|  0.0|F2                      || 0.989| -56.196|
|10.400|x| 76.17| 74.45| 1.927|  0.212| -2.447|   1.9|  58.8|  44.1|  0.0|F2                      ||-0.989|  36.567|
|10.500|o| 79.74| 75.82| 2.151|  0.452| -5.902|   2.2|  62.7|  39.9|  0.0|F2                      || 0.990| -56.188|
|10.500|x| 76.38| 74.44| 1.945|  0.234| -2.824|   2.0|  59.0|  43.8|  0.0|F2                      ||-0.989|  36.594|
|10.600|o| 80.07| 75.82| 2.194|  0.492| -6.618|   2.3|  63.2|  39.3|  0.0|F2                      || 0.990| -56.178|
|10.600|x| 76.59| 74.42| 1.965|  0.258| -3.231|   2.0|  59.2|  43.6|  0.0|F2                      ||-0.989|  36.624|
|10.700|o| 80.44| 75.81| 2.244|  0.535| -7.416|   2.4|  63.9|  38.5|  0.0|F2                      || 0.990| -56.166|
|10.700|x| 76.82| 74.40| 1.985|  0.283| -3.670|   2.1|  59.5|  43.3|  0.0|F2                      ||-0.989|  36.655|
|10.800|o| 80.83| 75.81| 2.304|  0.581| -8.306|   2.6|  64.6|  37.6|  0.0|F2                      || 0.990| -56.156|
|10.800|x| 77.05| 74.38| 2.008|  0.310| -4.158|   2.1|  59.8|  42.9|  0.0|F2                      ||-0.989|  36.701|
|10.900|x| 77.30| 74.36| 2.033|  0.339| -4.690|   2.2|  60.1|  42.5|  0.0|F2                      ||-0.989|  36.747|
|11.000|o| 72.25| 82.14| 2.563| -1.987| 18.537|   3.0|  59.1|  42.7|  0.0|F2                      || 0.992| -71.522|
|11.000|x| 77.57| 74.33| 2.060|  0.372| -5.283|   2.3|  60.4|  42.1|  0.0|F2                      ||-0.989|  36.805|
|11.100|o| 71.66| 81.07| 2.632| -2.140| 21.273|   3.1|  60.5|  41.2|  0.0|F2                      || 0.992| -68.616|
|11.100|x| 77.85| 74.29| 2.090|  0.407| -5.947|   2.3|  60.8|  41.7|  0.0|F2                      ||-0.989|  36.875|
|11.200|o| 71.25| 79.76| 2.764| -2.303| 25.061|   3.5|  62.4|  38.9|  0.0|F2                      || 0.992| -65.250|
|11.200|x| 78.14| 74.25| 2.124|  0.446| -6.694|   2.4|  61.3|  41.1|  0.0|F2                      ||-0.989|  36.952|
|11.300|x| 78.47| 74.20| 2.162|  0.489| -7.547|   2.5|  61.8|  40.5|  0.0|F2                      ||-0.989|  37.044|
|11.400|x| 78.82| 74.15| 2.207|  0.538| -8.533|   2.6|  62.4|  39.8|  0.0|F2                      ||-0.989|  37.150|
|11.500|x| 79.20| 74.08| 2.259|  0.592| -9.692|   2.8|  63.1|  38.9|  0.0|F2                      ||-0.989|  37.274|
+=================================================================================================++===============+

+=================================================================================================++===============+
|            Ray characteristics                       GMT time:10:34:00.00                       ||  Polarization |
|-------------------------------------------------------------------------------------------------||---------------|
|  F   | |  d1  |  d2  |  T   |   Df  |  DEV  |  L   |  Ls  |  E   | Les |          Moda          ||  a/b |   psi  |
| 4.000|o| 71.96| 73.23| 1.445| -0.031|  1.508|   1.2|  54.1|  49.5|  0.0|F2                      || 0.969| -51.144|
| 4.000|x| 70.20| 71.72| 1.451| -0.023|  1.239|   3.7|  52.9|  48.2|  0.0|F2                      ||-0.966|  41.460|
| 4.100|o| 72.05| 73.25| 1.451| -0.030|  1.449|   1.2|  54.1|  49.5|  0.0|F2                      || 0.969| -51.190|
| 4.100|x| 70.27| 71.77| 1.453| -0.023|  1.241|   3.4|  53.0|  48.3|  0.0|F2                      ||-0.967|  41.389|
| 4.200|o| 72.15| 73.28| 1.457| -0.028|  1.387|   1.2|  54.2|  49.4|  0.0|F2                      || 0.970| -51.237|
| 4.200|x| 70.35| 71.81| 1.456| -0.023|  1.234|   3.2|  53.1|  48.5|  0.0|F2                      ||-0.968|  41.320|
| 4.300|o| 72.24| 73.30| 1.463| -0.026|  1.321|   1.2|  54.3|  49.4|  0.0|F2                      || 0.971| -51.283|
| 4.300|x| 70.43| 71.85| 1.460| -0.022|  1.220|   3.1|  53.2|  48.6|  0.0|F2                      ||-0.968|  41.252|
| 4.400|o| 72.33| 73.33| 1.468| -0.024|  1.253|   1.1|  54.3|  49.3|  0.0|F2                      || 0.972| -51.329|
| 4.400|x| 70.52| 71.89| 1.463| -0.022|  1.199|   2.9|  53.3|  48.7|  0.0|F2                      ||-0.969|  41.185|
| 4.500|o| 72.43| 73.35| 1.474| -0.022|  1.181|   1.1|  54.4|  49.3|  0.0|F2                      || 0.972| -51.374|
| 4.500|x| 70.61| 71.93| 1.467| -0.022|  1.173|   2.7|  53.3|  48.7|  0.0|F2                      ||-0.970|  41.119|
| 4.600|o| 72.53| 73.38| 1.480| -0.020|  1.107|   1.1|  54.5|  49.2|  0.0|F2                      || 0.973| -51.419|
| 4.600|x| 70.70| 71.97| 1.471| -0.021|  1.141|   2.6|  53.4|  48.8|  0.0|F2                      ||-0.971|  41.055|
| 4.700|o| 72.63| 73.40| 1.486| -0.017|  1.029|   1.1|  54.6|  49.1|  0.0|F2                      || 0.974| -51.463|
| 4.700|x| 70.79| 72.00| 1.475| -0.020|  1.103|   2.5|  53.5|  48.8|  0.0|F2                      ||-0.971|  40.992|
| 4.800|o| 72.73| 73.42| 1.492| -0.014|  0.949|   1.1|  54.6|  49.1|  0.0|F2                      || 0.974| -51.506|
| 4.800|x| 70.88| 72.04| 1.480| -0.019|  1.062|   2.4|  53.6|  48.8|  0.0|F2                      ||-0.972|  40.931|
| 4.900|o| 72.83| 73.45| 1.498| -0.011|  0.865|   1.1|  54.7|  49.0|  0.0|F2                      || 0.975| -51.549|
| 4.900|x| 70.97| 72.07| 1.484| -0.018|  1.016|   2.3|  53.6|  48.9|  0.0|F2                      ||-0.973|  40.871|
| 5.000|o| 72.93| 73.47| 1.504| -0.008|  0.777|   1.1|  54.8|  48.9|  0.0|F2                      || 0.975| -51.590|
| 5.000|x| 71.07| 72.11| 1.489| -0.017|  0.965|   2.2|  53.7|  48.9|  0.0|F2                      ||-0.973|  40.813|
| 5.100|o| 73.03| 73.49| 1.510| -0.005|  0.687|   1.1|  54.8|  48.9|  0.0|F2                      || 0.976| -51.631|
| 5.100|x| 71.16| 72.14| 1.494| -0.016|  0.911|   2.2|  53.8|  48.9|  0.0|F2                      ||-0.974|  40.756|
| 5.200|o| 73.14| 73.51| 1.516| -0.001|  0.593|   1.1|  54.9|  48.8|  0.0|F2                      || 0.976| -51.671|
| 5.200|x| 71.26| 72.17| 1.498| -0.014|  0.852|   2.1|  53.9|  48.9|  0.0|F2                      ||-0.974|  40.702|
| 5.300|o| 73.24| 73.54| 1.522|  0.002|  0.496|   1.1|  55.0|  48.7|  0.0|F2                      || 0.977| -51.710|
| 5.300|x| 71.36| 72.21| 1.503| -0.012|  0.790|   2.0|  53.9|  48.8|  0.0|F2                      ||-0.975|  40.648|
| 5.400|o| 73.35| 73.56| 1.529|  0.006|  0.395|   1.1|  55.1|  48.7|  0.0|F2                      || 0.977| -51.748|
| 5.400|x| 71.46| 72.24| 1.508| -0.010|  0.724|   2.0|  54.0|  48.8|  0.0|F2                      ||-0.975|  40.596|
| 5.500|o| 73.46| 73.58| 1.535|  0.010|  0.292|   1.1|  55.1|  48.6|  0.0|F2                      || 0.978| -51.785|
| 5.500|x| 71.56| 72.27| 1.514| -0.008|  0.654|   1.9|  54.1|  48.8|  0.0|F2                      ||-0.976|  40.546|
| 5.600|o| 73.57| 73.60| 1.541|  0.015|  0.184|   1.1|  55.2|  48.5|  0.0|F2                      || 0.978| -51.821|
| 5.600|x| 71.66| 72.29| 1.519| -0.006|  0.581|   1.9|  54.1|  48.8|  0.0|F2                      ||-0.976|  40.497|
| 5.700|o| 73.68| 73.62| 1.548|  0.019|  0.073|   1.1|  55.3|  48.4|  0.0|F2                      || 0.978| -51.856|
| 5.700|x| 71.76| 72.32| 1.524| -0.004|  0.504|   1.8|  54.2|  48.7|  0.0|F2                      ||-0.977|  40.450|
| 5.800|o| 73.79| 73.63| 1.554|  0.024| -0.043|   1.1|  55.4|  48.4|  0.0|F2                      || 0.979| -51.890|
| 5.800|x| 71.86| 72.35| 1.530| -0.001|  0.424|   1.8|  54.3|  48.7|  0.0|F2                      ||-0.977|  40.404|
