

New solution S0= 129.9

    0.00    0.00   56.130   46.080
   22.68   60.00   56.130   46.080
   23.03   60.94   56.108   45.711
   23.73   62.81   56.107   45.699
   25.13   66.55   56.105   45.677
   26.52   70.29   56.104   45.655
   27.92   74.03   56.103   45.632
   29.31   77.78   56.101   45.610
   30.01   79.65   56.101   45.599
   30.35   80.59   56.100   45.593
   30.70   81.52   56.100   45.588
   31.05   82.46   56.099   45.582
   31.22   82.93   56.099   45.579
   31.40   83.39   56.099   45.577
   31.57   83.86   56.099   45.574
   31.74   84.33   56.099   45.571
   31.92   84.80   56.099   45.568
   32.09   85.27   56.098   45.565
   32.27   85.73   56.098   45.563
   32.44   86.20   56.098   45.560
   32.61   86.67   56.098   45.557
   32.79   87.14   56.098   45.554
   32.96   87.61   56.098   45.551
   33.13   88.07   56.097   45.549
   33.31   88.54   56.097   45.546
   33.48   89.01   56.097   45.543
   33.65   89.48   56.097   45.540
   33.83   89.94   56.097   45.538
   34.00   90.41   56.096   45.535
   34.17   90.88   56.096   45.532
   34.26   91.11   56.096   45.531
   34.35   91.35   56.096   45.529
   34.43   91.58   56.096   45.528
   34.52   91.81   56.096   45.526
   34.61   92.05   56.096   45.525
   34.69   92.28   56.096   45.524
   34.78   92.52   56.096   45.522
   34.87   92.75   56.096   45.521
   34.95   92.98   56.095   45.520
   35.04   93.22   56.095   45.518
   35.13   93.45   56.095   45.517
   35.21   93.68   56.095   45.515
   35.30   93.92   56.095   45.514
   35.39   94.15   56.095   45.513
   35.56   94.62   56.095   45.510
   35.73   95.08   56.095   45.507
   35.90   95.55   56.095   45.504
   36.08   96.01   56.094   45.502
   36.25   96.48   56.094   45.499
   36.42   96.94   56.094   45.496
   36.60   97.40   56.094   45.493
   36.77   97.87   56.094   45.490
   36.86   98.10   56.094   45.489
   36.94   98.33   56.093   45.488
   37.03   98.56   56.093   45.486
   37.11   98.79   56.093   45.485
   37.20   99.02   56.093   45.484
   37.29   99.25   56.093   45.482
