

New solution S0= 129.9

    0.00    0.00   56.130   46.080
   17.83   60.00   56.130   46.080
   18.11   60.96   56.113   45.789
   18.67   62.88   56.112   45.780
   19.80   66.71   56.111   45.762
   20.92   70.55   56.110   45.744
   22.05   74.38   56.109   45.726
   23.17   78.22   56.108   45.708
   23.73   80.13   56.107   45.699
   24.01   81.09   56.107   45.695
   24.29   82.05   56.107   45.690
   24.43   82.53   56.106   45.688
   24.57   83.01   56.106   45.686
   24.71   83.49   56.106   45.684
   24.85   83.97   56.106   45.681
   24.99   84.45   56.106   45.679
   25.13   84.93   56.106   45.677
   25.27   85.41   56.106   45.675
   25.41   85.89   56.106   45.672
   25.55   86.37   56.105   45.670
   25.69   86.85   56.105   45.668
   25.83   87.33   56.105   45.666
   25.97   87.80   56.105   45.663
   26.11   88.28   56.105   45.661
   26.25   88.76   56.105   45.659
   26.39   89.24   56.105   45.657
   26.53   89.72   56.104   45.654
   26.67   90.20   56.104   45.652
   26.81   90.68   56.104   45.650
   26.88   90.92   56.104   45.649
   26.95   91.16   56.104   45.648
   27.02   91.40   56.104   45.647
   27.09   91.64   56.104   45.646
   27.16   91.88   56.104   45.644
   27.23   92.12   56.104   45.643
   27.30   92.36   56.104   45.642
   27.37   92.60   56.104   45.641
   27.44   92.84   56.103   45.640
   27.51   93.08   56.103   45.639
   27.58   93.31   56.103   45.638
   27.65   93.55   56.103   45.637
   27.72   93.79   56.103   45.635
   27.78   94.03   56.103   45.634
   27.85   94.27   56.103   45.633
   27.99   94.75   56.103   45.631
   28.13   95.23   56.103   45.629
   28.27   95.70   56.103   45.626
   28.41   96.18   56.103   45.624
   28.55   96.66   56.102   45.622
   28.69   97.13   56.102   45.620
   28.83   97.61   56.102   45.618
   28.97   98.08   56.102   45.615
   29.04   98.32   56.102   45.614
   29.11   98.55   56.102   45.613
   29.18   98.79   56.102   45.612
   29.25   99.03   56.102   45.611
   29.32   99.26   56.102   45.610
   29.39   99.50   56.102   45.609
   29.46   99.74   56.102   45.607
   29.53   99.97   56.101   45.606
   29.60  100.21   56.101   45.605
   29.67  100.44   56.101   45.604
   29.74  100.68   56.101   45.603
   29.81  100.92   56.101   45.602
   29.88  101.15   56.101   45.601
   29.95  101.39   56.101   45.600
   30.02  101.62   56.101   45.598
   30.16  102.09   56.101   45.596
   30.30  102.56   56.101   45.594
   30.44  103.03   56.101   45.592
   30.58  103.50   56.100   45.589
   30.72  103.96   56.100   45.587
   30.86  104.43   56.100   45.585
   31.00  104.90   56.100   45.583
   31.14  105.36   56.100   45.580
   31.28  105.83   56.100   45.578
   31.42  106.29   56.100   45.576
   31.56  106.76   56.099   45.574
   31.70  107.22   56.099   45.572
   31.84  107.68   56.099   45.569
   31.98  108.15   56.099   45.567
   32.12  108.61   56.099   45.565
   32.26  109.08   56.099   45.563
   32.40  109.54   56.099   45.560
   32.54  110.00   56.099   45.558
   32.68  110.47   56.098   45.556
   32.82  110.93   56.098   45.554
   32.96  111.39   56.098   45.551
   33.10  111.86   56.098   45.549
   33.24  112.32   56.098   45.547
   33.38  112.78   56.098   45.545
   33.52  113.25   56.098   45.542
   33.66  113.71   56.097   45.540
   33.80  114.17   56.097   45.538
   33.94  114.64   56.097   45.536
   34.08  115.10   56.097   45.533
   34.22  115.57   56.097   45.531
   34.36  116.03   56.097   45.529
   34.50  116.50   56.097   45.527
   34.64  116.96   56.097   45.524
   34.78  117.43   56.096   45.522
   35.06  118.36   56.096   45.518
   35.34  119.29   56.096   45.513
   35.61  120.22   56.096   45.509
   35.89  121.16   56.095   45.504
   36.17  122.09   56.095   45.500
   36.45  123.03   56.095   45.495
   36.72  123.96   56.095   45.491
   37.00  124.90   56.094   45.487
   37.28  125.84   56.094   45.482
   37.55  126.78   56.094   45.478
   37.83  127.71   56.093   45.473
   38.11  128.65   56.093   45.469
   38.38  129.59   56.093   45.464
   38.66  130.53   56.093   45.460
   38.93  131.47   56.092   45.456
   39.21  132.40   56.092   45.451
   39.48  133.34   56.092   45.447
   39.76  134.28   56.092   45.442
   40.03  135.21   56.091   45.438
   40.31  136.15   56.091   45.434
   40.58  137.08   56.091   45.429
   40.86  138.02   56.091   45.425
   41.13  138.95   56.090   45.420
   41.41  139.88   56.090   45.416
   41.68  140.81   56.090   45.412
   42.23  142.66   56.089   45.403
   42.78  144.51   56.089   45.394
   43.32  146.35   56.088   45.385
   43.87  148.18   56.088   45.376
   44.15  149.09   56.087   45.372
   44.42  150.00   56.087   45.368
   44.69  150.91   56.087   45.363
   44.97  151.81   56.087   45.359
   45.24  152.71   56.086   45.354
   45.51  153.60   56.086   45.350
   45.79  154.50   56.086   45.346
   46.06  155.39   56.086   45.341
   46.34  156.27   56.085   45.337
   46.61  157.15   56.085   45.332
   46.89  158.03   56.085   45.328
   47.16  158.90   56.085   45.324
   47.44  159.77   56.084   45.319
   47.71  160.64   56.084   45.315
   47.99  161.50   56.084   45.310
   48.26  162.35   56.084   45.306
   48.54  163.21   56.083   45.302
   48.82  164.05   56.083   45.297
   49.09  164.89   56.083   45.293
   49.37  165.73   56.083   45.288
   49.65  166.56   56.083   45.284
   49.93  167.39   56.082   45.279
   50.21  168.21   56.082   45.275
   50.49  169.02   56.082   45.270
   50.77  169.83   56.082   45.266
   51.05  170.64   56.081   45.261
   51.33  171.44   56.081   45.257
   51.62  172.23   56.081   45.252
   52.19  173.80   56.081   45.243
   52.76  175.35   56.080   45.234
   53.34  176.87   56.080   45.224
   53.92  178.36   56.079   45.215
   54.51  179.84   56.079   45.206
   55.10  181.28   56.079   45.196
   55.70  182.70   56.078   45.186
   56.31  184.10   56.078   45.177
   56.92  185.47   56.078   45.167
   57.54  186.81   56.077   45.157
   57.86  187.47   56.077   45.152
   58.17  188.12   56.077   45.147
   58.49  188.77   56.077   45.141
   58.81  189.41   56.077   45.136
   59.13  190.05   56.077   45.131
   59.45  190.67   56.076   45.126
   59.77  191.29   56.076   45.121
   60.10  191.90   56.076   45.116
   60.43  192.51   56.076   45.110
   60.76  193.11   56.076   45.105
   61.09  193.70   56.076   45.100
   61.42  194.28   56.076   45.094
   61.76  194.86   56.075   45.089
   62.10  195.43   56.075   45.083
   62.44  195.99   56.075   45.078
   62.78  196.54   56.075   45.072
   63.12  197.09   56.075   45.067
   63.46  197.62   56.075   45.061
   63.81  198.15   56.075   45.056
   64.16  198.67   56.075   45.050
   64.51  199.19   56.075   45.044
   64.86  199.69   56.074   45.039
   65.21  200.19   56.074   45.033
   65.57  200.68   56.074   45.027
   65.93  201.16   56.074   45.021
   66.28  201.63   56.074   45.016
   66.64  202.09   56.074   45.010
   67.00  202.54   56.074   45.004
   67.36  202.99   56.074   44.998
   67.73  203.42   56.074   44.992
   68.09  203.85   56.074   44.986
   68.45  204.26   56.074   44.981
   68.82  204.66   56.074   44.975
   69.19  205.06   56.074   44.969
   69.55  205.44   56.074   44.963
   69.92  205.82   56.074   44.957
   70.65  206.53   56.074   44.945
   71.39  207.20   56.074   44.933
   72.12  207.82   56.074   44.921
   72.48  208.11   56.074   44.915
   72.84  208.40   56.074   44.910
   73.21  208.67   56.074   44.904
   73.57  208.92   56.074   44.898
   73.93  209.17   56.074   44.892
   74.28  209.40   56.074   44.886
   74.64  209.62   56.074   44.880
   74.99  209.83   56.074   44.875
   75.34  210.02   56.074   44.869
   75.69  210.21   56.074   44.863
   76.03  210.38   56.074   44.858
   76.37  210.54   56.074   44.852
   76.71  210.69   56.075   44.847
   77.04  210.83   56.075   44.841
   77.37  210.95   56.075   44.836
   77.70  211.07   56.075   44.831
   78.02  211.18   56.075   44.826
   78.34  211.27   56.075   44.820
   78.66  211.36   56.075   44.815
   78.97  211.44   56.075   44.810
   79.28  211.51   56.075   44.805
   79.58  211.57   56.075   44.800
   79.88  211.63   56.076   44.795
   80.18  211.68   56.076   44.791
   80.47  211.72   56.076   44.786
   80.77  211.75   56.076   44.781
   81.05  211.78   56.076   44.776
   81.34  211.81   56.076   44.772
   81.62  211.83   56.076   44.767
   81.90  211.84   56.076   44.763
   82.18  211.85   56.076   44.758
   82.45  211.86   56.076   44.754
   82.73  211.86   56.076   44.749
   83.00  211.86   56.076   44.745
   83.27  211.86   56.076   44.741
   83.53  211.85   56.076   44.736
   83.80  211.85   56.076   44.732
   84.06  211.83   56.075   44.728
   84.32  211.82   56.075   44.724
   84.59  211.81   56.075   44.719
   84.84  211.79   56.075   44.715
   85.10  211.77   56.075   44.711
   85.36  211.75   56.075   44.707
   85.61  211.73   56.074   44.703
   85.87  211.71   56.074   44.699
   86.12  211.68   56.074   44.695
   86.37  211.66   56.074   44.691
   86.62  211.63   56.073   44.687
   86.87  211.60   56.073   44.683
   87.12  211.57   56.073   44.679
   87.37  211.54   56.072   44.675
   87.62  211.51   56.072   44.671
