
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 19:59:43.967   4.99600000   4996.00150   0.62  -39.4   36.1  28.0 24.00  352.8   985.1  353.26   55.89   37.96  1964.0  353.96   64.62   35.53  2995.5  355.02   73.81   31.71    1.2     71983.967     13.50   47.10740   39.80800  "Undefined"       0.0        1.50  0.00000000
04.04.2019 19:59:54.658   4.99600000   4995.99973   0.46  -33.1   45.7  28.0 50.40  352.8   531.8  353.86   51.86   38.98  1153.9  355.22   57.44   38.21     0.0  352.79    0.00    0.00    1.4     71994.658     13.50   47.10740   39.80800  "Undefined"       0.0       -0.27  0.00000000
04.04.2019 19:59:54.658   4.99600000   4995.99973   0.46  -33.1   45.7  28.0 22.20  352.8  1042.9  353.24   56.41   37.82  2067.8  353.95   65.54   35.15  3138.7  355.07   75.07   30.72    1.2     71994.658     13.50   47.10740   39.80800  "Undefined"       0.0       -0.27  0.00000000
04.04.2019 20:00:05.058   4.99600000   4995.99980   0.46  -34.3   44.4  28.0 21.60  352.8  1063.9  353.25   56.59   37.77  2104.5  353.97   65.86   35.02  3188.6  355.10   75.51   30.38    1.2     72005.058     13.50   47.10740   39.80800  "Undefined"      -0.0       -0.20  0.00000000
04.04.2019 20:00:15.527   4.99600000   4995.99977   0.46  -34.0   44.7  28.0 22.80  352.8  1022.7  353.28   56.23   37.88  2032.0  353.98   65.22   35.31  3089.8  355.08   74.64   31.12    1.2     72015.527     13.50   47.10740   39.80800  "Undefined"       0.0       -0.23  0.00000000
04.04.2019 20:00:25.867   4.99600000   4995.99978   0.42  -34.3   45.6  28.0 47.40  352.1   557.9  352.99   52.08   38.81  1173.0  354.13   57.59   37.81     0.0  352.08    0.00    0.00    1.4     72025.867     13.50   47.10740   39.80800  "Undefined"      64.0       -0.22  0.00000000
04.04.2019 20:00:25.867   4.99600000   4995.99978   0.42  -34.3   45.6  28.0 23.40  352.8  1003.5  353.26   56.06   37.92  1997.5  353.97   64.92   35.42  3042.3  355.05   74.22   31.42    1.2     72025.867     13.50   47.10740   39.80800  "Undefined"      64.0       -0.22  0.00000000
04.04.2019 20:00:37.439   4.99600000   4995.99978   0.46  -33.7   45.1  28.0 21.00  352.8  1086.8  353.27   56.80   37.73  2144.5  353.99   66.22   34.89  3243.3  355.15   76.00   30.01    1.2     72037.439     13.50   47.10740   39.80800  "Undefined"       0.0       -0.22  0.00000000
04.04.2019 20:00:49.564   4.99600000   4995.99980   0.46  -32.4   46.4  28.0 48.00  352.8   552.4  353.73   52.04   38.93  1167.2  354.89   57.55   38.08     0.0  352.79    0.00    0.00    1.5     72049.564     13.50   47.10740   39.80800  "Undefined"       0.0       -0.20  0.00000000
04.04.2019 20:00:49.564   4.99600000   4995.99980   0.46  -32.4   46.4  28.0 22.20  352.8  1042.9  353.27   56.41   37.83  2068.1  353.98   65.54   35.17  3139.6  355.10   75.08   30.77    1.2     72049.564     13.50   47.10740   39.80800  "Undefined"       0.0       -0.20  0.00000000
04.04.2019 20:01:00.318   4.99600000   4995.99978   0.46  -31.5   47.2  28.0 50.40  355.0   533.0  356.02   51.89   39.27  1164.0  357.33   57.56   38.90     0.0  354.97    0.00    0.00    1.7     72060.318     13.50   47.10740   39.80800  "Undefined"       0.0       -0.22  0.00000000
04.04.2019 20:01:00.318   4.99600000   4995.99978   0.46  -31.5   47.2  28.0 22.20  352.8  1042.9  353.28   56.41   37.83  2068.2  353.99   65.54   35.18  3139.8  355.11   75.09   30.79    1.2     72060.318     13.50   47.10740   39.80800  "Undefined"       0.0       -0.22  0.00000000
04.04.2019 20:01:11.004   4.99600000   4995.99979   0.53  -31.6   47.4  28.0 47.40  352.1   557.9  353.00   52.08   38.81  1173.0  354.15   57.59   37.81     0.0  352.09    0.00    0.00    1.3     72071.004     13.50   47.10740   39.80800  "Undefined"      62.4       -0.21  0.00000000
04.04.2019 20:01:11.004   4.99600000   4995.99979   0.53  -31.6   47.4  28.0 23.40  352.8  1003.5  353.28   56.06   37.92  1997.3  353.98   64.92   35.43  3041.8  355.06   74.22   31.44    1.2     72071.004     13.50   47.10740   39.80800  "Undefined"      62.4       -0.21  0.00000000
04.04.2019 20:01:21.716   4.99600000   4995.99979   0.53  -32.3   46.5  28.0 22.20  352.8  1043.0  353.29   56.41   37.83  2068.3  354.00   65.55   35.18  3139.9  355.11   75.09   30.79    1.2     72081.716     13.50   47.10740   39.80800  "Undefined"      62.7       -0.21  0.00000000
04.04.2019 20:01:32.110   4.99600000   4995.99978   0.46  -33.0   45.8  28.0 48.00  349.2   550.1  350.15   51.97   38.43  1154.3  351.38   57.34   36.94     0.0  349.20    0.00    0.00    1.5     72092.110     13.50   47.10740   39.80800  "Undefined"       0.0       -0.22  0.00000000
04.04.2019 20:01:32.110   4.99600000   4995.99978   0.46  -33.0   45.8  28.0 22.20  352.8  1042.9  353.28   56.41   37.83  2068.1  353.99   65.54   35.18  3139.7  355.10   75.08   30.78    1.2     72092.110     13.50   47.10740   39.80800  "Undefined"       0.0       -0.22  0.00000000
04.04.2019 20:01:42.485   4.99600000   4995.99974   0.46  -33.7   45.1  28.0 22.20  352.8  1043.0  353.27   56.41   37.83  2068.1  353.98   65.54   35.17  3139.6  355.09   75.08   30.76    1.2     72102.485     13.50   47.10740   39.80800  "Undefined"       0.0       -0.26  0.00000000
04.04.2019 20:01:52.892   4.99600000   4995.99974   0.46  -35.0   43.7  28.0 21.00  352.8  1086.8  353.26   56.80   37.72  2144.4  353.98   66.22   34.88  3243.0  355.14   75.99   29.99    1.2     72112.892     13.50   47.10740   39.80800  "Undefined"       0.0       -0.26  0.00000000
04.04.2019 20:02:03.247   4.99600000   4995.81530   0.11  -74.9   10.1  28.0 18.60  350.6  1694.5  351.67   62.12   35.14  2775.7  352.80   71.66   30.14  3884.6  354.73   81.39   19.24    1.8     72123.247     13.50   47.10740   39.80800  "Undefined"       0.0     -184.70  0.00000000
04.04.2019 20:02:03.247   4.99600000   4995.81530   0.11  -74.9   10.1  28.0 49.80  352.8   536.4  353.84   51.90   38.97  1152.9  355.14   57.43   38.18     0.0  352.81    0.00    0.00    1.6     72123.247     13.50   47.10740   39.80800  "Undefined"       0.0     -184.70  0.00000000
04.04.2019 20:02:03.247   4.99600000   4995.99954   0.24  -35.5   46.1  28.0 46.20  352.1   570.7  352.94   52.20   38.78  1193.0  354.03   57.76   37.73     0.0  352.08    0.00    0.00    1.3     72123.247     13.50   47.10740   39.80800  "Undefined"       0.0       -0.46  0.00000000
04.04.2019 20:02:03.247   4.99600000   4995.99954   0.24  -35.5   46.1  28.0 22.20  352.8  1042.9  353.28   56.41   37.83  2068.2  353.99   65.54   35.18  3139.7  355.10   75.08   30.78    1.2     72123.247     13.50   47.10740   39.80800  "Undefined"       0.0       -0.46  0.00000000
04.04.2019 20:02:16.864   4.99600000   4995.99968   0.40  -36.9   42.5  28.0 48.00  352.1   551.9  353.02   52.03   38.83  1164.8  354.20   57.52   37.85     0.0  352.08    0.00    0.00    1.4     72136.864     13.50   47.10740   39.80800  "Undefined"       0.0       -0.32  0.00000000
04.04.2019 20:02:16.864   4.99600000   4995.99968   0.40  -36.9   42.5  28.0 24.00  353.5   986.0  353.95   55.92   38.15  1968.9  354.63   64.69   35.99  3009.3  355.64   73.99   32.61    1.3     72136.864     13.50   47.10740   39.80800  "Undefined"       0.0       -0.32  0.00000000
04.04.2019 20:02:28.779   4.99600000   4995.99972   0.40  -34.6   44.9  28.0 45.00  354.2   585.7  355.04   52.35   39.06  1222.7  356.03   58.07   38.38  2054.9  357.40   65.56   37.82    1.3     72148.779     13.50   47.10740   39.80800  "Undefined"       0.0       -0.28  0.00000000
04.04.2019 20:02:28.779   4.99600000   4995.99972   0.40  -34.6   44.9  28.0 22.80  353.5  1023.7  353.96   56.25   38.07  2037.2  354.64   65.30   35.77  3104.5  355.68   74.83   32.06    1.2     72148.779     13.50   47.10740   39.80800  "Undefined"       0.0       -0.28  0.00000000
04.04.2019 20:02:40.240   4.99600000   4995.80029   0.07  -77.3    9.9  28.0 26.40  352.8   917.5  353.26   55.29   38.11  1840.1  353.96   63.52   35.95  2822.2  354.99   72.28   32.74    1.6     72160.240     13.50   47.10740   39.80800  "Undefined"       0.0     -199.71  0.00000000
04.04.2019 20:02:40.240   4.99600000   4995.99972   0.40  -32.6   46.8  28.0 50.40  351.4   530.8  352.43   51.84   38.79  1148.1  353.82   57.36   37.76     0.0  351.35    0.00    0.00    1.6     72160.240     13.50   47.10740   39.80800  "Undefined"       0.0       -0.28  0.00000000
04.04.2019 20:02:40.240   4.99600000   4995.99972   0.40  -32.6   46.8  28.0 22.80  352.8  1022.7  353.27   56.23   37.88  2031.8  353.97   65.22   35.30  3089.4  355.07   74.64   31.11    1.2     72160.240     13.50   47.10740   39.80800  "Undefined"       0.0       -0.28  0.00000000
04.04.2019 20:02:52.532   4.99600000   4995.99970   0.46  -32.4   46.4  28.0 49.20  350.6   539.9  351.64   51.91   38.66  1147.4  352.93   57.33   37.47     0.0  350.63    0.00    0.00    1.6     72172.532     13.50   47.10740   39.80800  "Undefined"       0.0       -0.30  0.00000000
04.04.2019 20:02:52.532   4.99600000   4995.99970   0.46  -32.4   46.4  28.0 21.60  352.8  1064.1  353.28   56.60   37.78  2105.0  354.00   65.87   35.05  3189.7  355.13   75.52   30.43    1.2     72172.532     13.50   47.10740   39.80800  "Undefined"       0.0       -0.30  0.00000000
04.04.2019 20:03:03.934   4.99600000   4995.99972   0.46  -33.1   45.6  28.0 20.40  352.8  1124.3  353.27   57.13   37.63  2200.9  354.00   66.72   34.67  3315.8  355.19   76.63   29.41    1.2     72183.934     13.50   47.10740   39.80800  "Undefined"       0.0       -0.28  0.00000000
04.04.2019 20:03:14.614   4.99600000   4995.99965   0.42  -32.6   46.6  28.0 48.00  352.8   552.4  353.72   52.04   38.93  1167.2  354.89   57.55   38.07     0.0  352.79    0.00    0.00    1.2     72194.614     13.50   47.10740   39.80800  "Undefined"       0.0       -0.35  0.00000000
04.04.2019 20:03:14.614   4.99600000   4995.99965   0.42  -32.6   46.6  28.0 22.20  352.8  1042.9  353.27   56.41   37.83  2068.1  353.98   65.54   35.17  3139.5  355.10   75.08   30.77    1.2     72194.614     13.50   47.10740   39.80800  "Undefined"       0.0       -0.35  0.00000000
04.04.2019 20:03:26.091   4.99600000   4995.99972   0.46  -34.3   42.5  28.0 49.21  350.6   539.8  351.64   51.91   38.66  1147.4  352.93   57.33   37.47     0.0  350.63    0.00    0.00    1.3     72206.091     13.50   47.10740   39.80800  "Undefined"       0.0       -0.28  0.00000000
04.04.2019 20:03:26.091   4.99600000   4995.99972   0.46  -34.3   42.5  28.0 22.20  352.8  1043.0  353.29   56.41   37.83  2068.3  354.00   65.55   35.19  3140.0  355.11   75.09   30.79    1.2     72206.091     13.50   47.10740   39.80800  "Undefined"       0.0       -0.28  0.00000000
04.04.2019 20:03:36.471   4.99600000   4995.72693   0.07  -83.3    3.9  28.0 22.80  355.0  1025.8  355.39   56.30   38.48  2048.2  356.01   65.46   36.77  3135.7  356.92   75.21   34.11    1.7     72216.471     13.50   47.10740   39.80800  "Undefined"       0.0     -273.07  0.00000000
04.04.2019 20:03:36.471   4.99600000   4995.99969   0.46  -33.7   45.1  28.0 49.20  352.1   540.8  353.08   51.93   38.86  1152.7  354.34   57.41   37.92     0.0  352.08    0.00    0.00    1.7     72216.471     13.50   47.10740   39.80800  "Undefined"       0.0       -0.31  0.00000000
04.04.2019 20:03:36.471   4.99600000   4995.99969   0.46  -33.7   45.1  28.0 22.80  352.8  1022.7  353.28   56.23   37.88  2031.9  353.98   65.22   35.31  3089.8  355.08   74.64   31.12    1.2     72216.471     13.50   47.10740   39.80800  "Undefined"       0.0       -0.31  0.00000000
04.04.2019 20:03:48.406   4.99600000   4995.99962   0.24  -31.8   49.8  28.0 48.00  352.8   552.4  353.74   52.04   38.93  1167.2  354.91   57.55   38.08     0.0  352.81    0.00    0.00    1.3     72228.406     13.50   47.10740   39.80800  "Undefined"       0.0       -0.38  0.00000000
04.04.2019 20:03:48.406   4.99600000   4995.99962   0.24  -31.8   49.8  28.0 22.20  353.5  1043.9  353.96   56.43   38.03  2073.1  354.64   65.62   35.66  3154.0  355.70   75.27   31.75    1.2     72228.406     13.50   47.10740   39.80800  "Undefined"       0.0       -0.38  0.00000000
04.04.2019 20:04:00.237   4.99600000   4995.99970   0.46  -31.7   47.0  28.0 48.60  349.9   545.0  350.90   51.94   38.55  1150.4  352.16   57.33   37.21     0.0  349.92    0.00    0.00    1.5     72240.237     13.50   47.10740   39.80800  "Undefined"       0.0       -0.30  0.00000000
04.04.2019 20:04:00.237   4.99600000   4995.99970   0.46  -31.7   47.0  28.0 22.20  352.8  1042.9  353.27   56.41   37.83  2068.1  353.98   65.54   35.17  3139.5  355.09   75.08   30.76    1.2     72240.237     13.50   47.10740   39.80800  "Undefined"       0.0       -0.30  0.00000000
04.04.2019 20:04:10.956   4.99600000   4995.99971   0.46  -31.2   47.6  28.0 46.20  355.0   572.4  355.81   52.24   39.19  1202.0  356.83   57.90   38.69     0.0  354.97    0.00    0.00    1.6     72250.956     13.50   47.10740   39.80800  "Undefined"       0.0       -0.29  0.00000000
04.04.2019 20:04:10.956   4.99600000   4995.99971   0.46  -31.2   47.6  28.0 22.80  352.8  1022.7  353.26   56.23   37.87  2031.7  353.97   65.22   35.30  3089.3  355.06   74.64   31.10    1.2     72250.956     13.50   47.10740   39.80800  "Undefined"       0.0       -0.29  0.00000000
04.04.2019 20:04:21.683   4.99600000   4995.99970   0.53  -31.4   47.4  28.0 21.00  353.5  1088.1  353.95   56.83   37.93  2150.6  354.64   66.31   35.39  3259.8  355.74   76.21   31.02    1.2     72261.683     13.50   47.10740   39.80800  "Undefined"      63.2       -0.30  0.00000000
04.04.2019 20:04:32.413   4.99600000   4995.99976   0.46  -33.9   44.9  28.0 23.40  352.8  1003.6  353.28   56.06   37.92  1997.6  353.99   64.92   35.44  3042.6  355.07   74.23   31.45    1.2     72272.413     13.50   47.10740   39.80800  "Undefined"       0.0       -0.24  0.00000000
04.04.2019 20:04:43.485   4.99600000   4995.99975   0.46  -33.0   45.7  28.0 48.60  349.2   544.6  350.19   51.93   38.46  1148.0  351.46   57.29   36.99     0.0  349.21    0.00    0.00    1.3     72283.485     13.50   47.10740   39.80800  "Undefined"       0.0       -0.25  0.00000000
04.04.2019 20:04:43.485   4.99600000   4995.99975   0.46  -33.0   45.7  28.0 22.80  352.8  1022.7  353.27   56.23   37.88  2032.0  353.98   65.22   35.31  3089.8  355.08   74.64   31.12    1.2     72283.485     13.50   47.10740   39.80800  "Undefined"       0.0       -0.25  0.00000000
04.04.2019 20:04:54.207   4.99600000   4995.99967   0.46  -34.1   45.4  28.0 22.20  353.5  1043.8  353.96   56.43   38.03  2073.0  354.64   65.62   35.66  3153.8  355.70   75.27   31.75    1.2     72294.207     13.50   47.10740   39.80800  "Undefined"      64.0       -0.33  0.00000000
04.04.2019 20:05:04.951   4.99600000   4995.99970   0.29  -31.6   49.3  28.0 49.81  352.8   536.3  353.84   51.90   38.97  1153.7  355.14   57.44   38.18     0.0  352.81    0.00    0.00    1.5     72304.951     13.50   47.10740   39.80800  "Undefined"       0.0       -0.30  0.00000000
04.04.2019 20:05:04.951   4.99600000   4995.99970   0.29  -31.6   49.3  28.0 20.40  353.5  1638.8  354.44   61.75   36.82  2713.0  355.37   71.34   33.82  3846.1  356.80   81.47   27.47    1.3     72304.951     13.50   47.10740   39.80800  "Undefined"       0.0       -0.30  0.00000000
04.04.2019 20:05:16.391   4.99600000   4995.99973   0.46  -33.2   39.6  28.0 21.60  352.8  1064.0  353.27   56.60   37.78  2104.8  353.99   65.87   35.04  3189.4  355.12   75.52   30.41    1.2     72316.391     13.50   47.10740   39.80800  "Undefined"       0.0       -0.27  0.00000000
04.04.2019 20:05:29.101   4.99600000   4995.79522   0.04  -75.6   13.4  28.0 16.80  353.5   738.6  353.65   53.70   38.57  1470.2  353.81   60.23   36.96  2191.5  354.02   66.64   34.72    1.7     72329.101     13.50   47.10740   39.80800  "Undefined"       0.0     -204.78  0.00000000
04.04.2019 20:05:29.101   4.99600000   4995.99976   0.42  -32.2   47.1  28.0 51.00  353.5   528.3  354.62   51.84   39.09  1166.1  356.04   57.56   38.47     0.0  353.52    0.00    0.00    1.7     72329.101     13.50   47.10740   39.80800  "Undefined"       0.0       -0.24  0.00000000
04.04.2019 20:05:29.101   4.99600000   4995.99976   0.42  -32.2   47.1  28.0 23.40  353.5  1004.5  353.97   56.08   38.11  2002.6  354.64   65.00   35.89  3056.8  355.67   74.41   32.36    1.2     72329.101     13.50   47.10740   39.80800  "Undefined"       0.0       -0.24  0.00000000
04.04.2019 20:05:41.436   4.99600000   4995.99971   0.53  -31.4   47.4  28.0 23.40  353.5  1030.4  353.96   56.31   38.06  2058.7  354.64   65.49   35.70  3147.9  355.71   75.22   31.81    1.3     72341.436     13.50   47.10740   39.80800  "Undefined"      63.8       -0.29  0.00000000
04.04.2019 20:05:52.516   4.99600000   4995.99975   0.49  -30.7   47.9  28.0 22.80  352.8  1048.8  353.25   56.46   37.81  2088.3  353.96   65.72   35.08  3180.5  355.11   75.44   30.46    1.2     72352.516     13.50   47.10740   39.80800  "Undefined"       0.0       -0.25  0.00000000
04.04.2019 20:06:03.972   4.99600000   4995.99970   0.46  -30.0   48.8  28.0 22.80  353.5  1049.8  353.94   56.49   38.01  2093.7  354.62   65.80   35.57  3195.9  355.71   75.64   31.47    1.2     72363.972     13.50   47.10740   39.80800  "Undefined"       0.0       -0.30  0.00000000
04.04.2019 20:06:14.662   4.99600000   4995.99978   0.46  -30.5   48.3  28.0 19.80  352.8  1714.5  353.74   62.39   36.22  2835.8  354.76   72.38   32.34  3999.1  356.48   82.73   23.27    1.3     72374.662     13.50   47.10740   39.80800  "Undefined"       0.0       -0.22  0.00000000
04.04.2019 20:06:26.493   4.99600000   4995.99976   0.46  -30.9   47.9  28.0 21.00  353.5  1114.4  353.93   57.06   37.87  2208.5  354.63   66.82   35.17  3352.3  355.78   77.02   30.33    1.2     72386.493     13.50   47.10740   39.80800  "Undefined"       0.0       -0.24  0.00000000
04.04.2019 20:06:36.838   4.99600000   4995.99979   0.53  -31.0   47.2  28.0 24.00  353.5  1010.4  353.97   56.13   38.10  2022.0  354.65   65.17   35.83  3097.2  355.70   74.77   32.14    1.2     72396.838     13.50   47.10740   39.80800  "Undefined"       0.0       -0.21  0.00000000
04.04.2019 20:06:47.197   4.99600000   4995.99981   0.31  -29.2   51.4  28.0 19.20  352.1  1735.6  353.04   62.55   35.75  2862.8  354.12   72.56   31.27     0.0  352.08    0.00    0.00    1.9     72407.197     13.50   47.10740   39.80800  "Undefined"       0.0       -0.19  0.00000000
04.04.2019 20:06:59.368   4.99600000   4995.99980   0.46  -30.0   49.7  28.0 18.60  353.5  1770.7  354.43   62.92   36.45  2931.3  355.41   73.28   32.72     0.0  353.53    0.00    0.00    1.4     72419.368     13.50   47.10740   39.80800  "Undefined"      69.4       -0.20  0.00000000
04.04.2019 20:07:10.450   4.99600000   4995.99978   0.46  -30.7   46.1  28.0 21.00  352.8  1113.6  353.24   57.04   37.65  2203.0  353.97   66.74   34.63  3336.2  355.19   76.81   29.22    1.4     72430.450     13.50   47.10740   39.80800  "Undefined"       0.0       -0.22  0.00000000
04.04.2019 20:07:21.513   4.99600000   4995.99977   0.46  -30.9   47.9  28.0 19.80  352.8  1714.4  353.74   62.39   36.22  2835.8  354.75   72.38   32.33  3998.9  356.48   82.73   23.26    1.3     72441.513     13.50   47.10740   39.80800  "Undefined"       0.0       -0.23  0.00000000
04.04.2019 20:07:33.000   4.99600000   4995.99980   0.46  -30.1   48.7  28.0 18.60  353.5  1770.7  354.41   62.92   36.44  2931.0  355.40   73.28   32.70     0.0  353.51    0.00    0.00    1.7     72453.000     13.50   47.10740   39.80800  "Undefined"       0.0       -0.20  0.00000000
04.04.2019 20:07:43.340   4.99600000   4995.99979   0.46  -30.3   48.5  28.0 22.20  353.5  1070.0  353.96   56.67   37.97  2130.2  354.64   66.13   35.46  3246.4  355.74   76.09   31.15    1.3     72463.340     13.50   47.10740   39.80800  "Undefined"       0.0       -0.21  0.00000000
04.04.2019 20:07:54.032   4.99600000   4995.99981   0.07  -70.1   15.2  28.0 21.60  353.5  1091.6  353.95   56.86   37.92  2168.6  354.64   66.47   35.33  3298.6  355.77   76.55   30.77    1.4     72474.032     13.50   47.10740   39.80800  "Undefined"       0.0       -0.19  0.00000000
