
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 13:59:46.502   4.99600000   4996.00144   0.62  -58.7   32.8  28.0 10.80  352.8   849.4  352.89   54.68   38.18  1705.7  353.02   62.28   35.84  2565.5  353.23   69.87   32.09    1.2     50386.502     13.50   47.10740   39.80800  "Undefined"       0.0        1.44  0.00000000
04.04.2019 14:00:12.434   4.99600000   4995.99989   0.46  -49.0   43.8  28.0 12.00  353.5   786.2  353.59   54.13   38.46  1578.7  353.69   61.19   36.60  2375.9  353.85   68.26   33.76    1.2     50412.434     13.50   47.10740   39.80800  "Undefined"       0.0       -0.11  0.00000000
04.04.2019 14:00:24.259   4.99600000   4995.99991   0.46  -52.4   42.4  28.0 11.40  353.5   816.8  353.56   54.40   38.40  1640.1  353.66   61.73   36.41  2467.6  353.84   69.06   33.30    1.2     50424.259     13.50   47.10740   39.80800  "Undefined"       0.0       -0.09  0.00000000
04.04.2019 14:01:36.486   4.99600000   4995.99987   0.40  -55.0   40.5  28.0  8.40  352.8  1007.2  352.88   56.08   37.80  2022.7  353.04   65.09   34.65  3041.6  353.36   74.02   28.67    1.5     50496.486     13.50   47.10740   39.80800  "Undefined"       0.0       -0.13  0.00000000
04.04.2019 14:01:49.406   4.99600000   4995.99989   0.46  -53.4   41.4  28.0 11.40  353.5   816.8  353.60   54.40   38.40  1640.1  353.70   61.73   36.43  2467.6  353.88   69.07   33.33    1.2     50509.406     13.50   47.10740   39.80800  "Undefined"       0.0       -0.11  0.00000000
04.04.2019 14:02:01.222   4.99600000   4995.99991   0.46  -51.7   43.1  28.0  9.60  353.5   922.4  353.57   55.34   38.18  1852.5  353.70   63.62   35.75  2785.9  353.93   71.87   31.53    1.1     50521.222     13.50   47.10740   39.80800  "Undefined"       0.0       -0.09  0.00000000
04.04.2019 14:02:49.512   4.99600000   4995.99991   0.44  -49.6   43.4  28.0 11.40  352.8   816.7  352.87   54.39   38.25  1639.9  352.98   61.70   36.05  2467.0  353.18   69.00   32.61    1.2     50569.512     13.50   47.10740   39.80800  "Undefined"       0.0       -0.09  0.00000000
04.04.2019 14:03:05.761   4.99600000   4995.99991   0.29  -55.1   43.9  28.0 36.60  354.2   580.5  354.44   52.30   38.98  1145.0  354.64   57.35   38.04  1733.4  354.90   62.61   36.83    1.7     50585.761     13.50   47.10740   39.80800  "Undefined"      63.1       -0.09  0.00000000
04.04.2019 14:03:05.761   4.99600000   4995.99991   0.29  -55.1   43.9  28.0  7.20  353.5  1106.7  353.63   56.99   37.79  2222.5  353.80   66.90   34.41  3338.1  354.17   76.69   27.06    1.3     50585.761     13.50   47.10740   39.80800  "Undefined"      63.1       -0.09  0.00000000
04.04.2019 14:03:18.674   4.99600000   4995.99991   0.44  -51.2   41.8  28.0 13.20  353.5   731.2  353.56   53.64   38.57  1468.3  353.65   60.20   36.90  2210.4  353.80   66.79   34.46    1.2     50598.674     13.50   47.10740   39.80800  "Undefined"       0.0       -0.09  0.00000000
04.04.2019 14:03:31.556   4.99600000   4995.99993   0.44  -51.1   44.1  28.0  7.20  353.5  1106.7  353.59   56.98   37.78  2222.6  353.76   66.90   34.38  3338.1  354.14   76.68   27.00    1.2     50611.556     13.50   47.10740   39.80800  "Undefined"      62.2       -0.07  0.00000000
04.04.2019 14:03:46.749   4.99600000   4995.99990   0.44  -47.4   47.6  28.0 14.40  352.8   682.8  352.85   53.19   38.53  1370.7  352.94   59.31   36.86  2063.8  353.08   65.45   34.51    1.2     50626.749     13.50   47.10740   39.80800  "Undefined"       0.0       -0.10  0.00000000
04.04.2019 14:04:09.287   4.99600000   4995.99989   0.44  -48.7   44.3  28.0 12.60  352.8   758.0  352.86   53.86   38.37  1522.3  352.96   60.66   36.41  2291.2  353.13   67.46   33.50    1.2     50649.287     13.50   47.10740   39.80800  "Undefined"       0.0       -0.11  0.00000000
04.04.2019 14:04:24.001   4.99600000   4995.99994   0.51  -53.5   43.7  28.0  6.00  352.8  1223.1  352.93   58.00   37.27  2454.6  353.15   68.89   32.65  3677.4  353.71   79.46   20.73    1.3     50664.001     13.50   47.10740   39.80800  "Undefined"      62.5       -0.06  0.00000000
04.04.2019 14:04:24.001   4.99600000   4995.99994   0.51  -53.5   43.7  28.0  9.00  353.5   963.2  353.59   55.71   38.10  1934.3  353.73   64.34   35.48  2908.2  353.99   72.94   30.75    1.3     50664.001     13.50   47.10740   39.80800  "Undefined"      62.5       -0.06  0.00000000
04.04.2019 14:04:35.925   4.99600000   4995.99990   0.44  -52.9   42.1  28.0 15.60  352.8   640.2  352.86   52.82   38.63  1284.9  352.94   58.55   37.10  1934.5  353.07   64.31   35.03    1.2     50675.925     13.50   47.10740   39.80800  "Undefined"       0.0       -0.10  0.00000000
04.04.2019 14:04:47.622   4.99600000   4995.99990   0.40  -54.3   41.1  28.0 22.20  352.8   475.4  352.85   51.35   38.96   954.3  352.91   55.61   37.94  1437.6  352.99   59.91   36.69    1.2     50687.622     13.50   47.10740   39.80800  "Undefined"       0.0       -0.10  0.00000000
04.04.2019 14:05:01.627   4.99600000   4995.99990   0.42  -57.4   41.5  28.0 12.60  351.4   757.9  351.44   53.84   38.09  1521.8  351.57   60.59   35.75  2289.9  351.76   67.33   32.29    1.4     50701.627     13.50   47.10740   39.80800  "Undefined"      63.4       -0.10  0.00000000
04.04.2019 14:05:14.535   4.99600000   4995.99990   0.29  -55.1   45.9  28.0  6.60  352.8  1162.4  352.90   57.46   37.42  2333.3  353.11   67.83   33.27  3499.9  353.59   77.96   23.57    1.2     50714.535     13.50   47.10740   39.80800  "Undefined"      62.2       -0.10  0.00000000
04.04.2019 14:05:27.579   4.99600000   4995.99986   0.40  -51.3   44.1  28.0  9.00  352.1   963.0  352.20   55.67   37.73  1933.6  352.36   64.26   34.56  2905.8  352.67   72.76   28.87    1.2     50727.579     13.50   47.10740   39.80800  "Undefined"       0.0       -0.14  0.00000000
04.04.2019 14:05:42.991   4.99600000   4995.99990   0.40  -55.3   40.1  28.0 18.00  353.5   569.4  353.57   52.19   38.87  1143.2  353.64   57.31   37.71  1721.3  353.74   62.46   36.20    1.2     50742.991     13.50   47.10740   39.80800  "Undefined"       0.0       -0.10  0.00000000
04.04.2019 14:05:56.017   4.99600000   4995.99989   0.46  -52.0   42.8  28.0  9.60  352.8   923.1  352.90   55.33   38.01  1853.0  353.04   63.59   35.33  2784.6  353.29   71.79   30.71    1.2     50756.017     13.50   47.10740   39.80800  "Undefined"       0.0       -0.11  0.00000000
04.04.2019 14:06:06.756   4.99600000   4995.99988   0.40  -51.0   44.5  28.0 11.40  352.8   817.4  352.87   54.39   38.25  1640.9  352.99   61.71   36.05  2467.4  353.18   69.01   32.62    1.4     50766.756     13.50   47.10740   39.80800  "Undefined"       0.0       -0.12  0.00000000
04.04.2019 14:06:18.590   4.99600000   4995.99991   0.40  -49.3   48.3  28.0 15.60  352.8   640.8  352.86   52.82   38.62  1286.4  352.95   58.56   37.10  1936.1  353.07   64.32   35.03    1.2     50778.590     13.50   47.10740   39.80800  "Undefined"      63.0       -0.09  0.00000000
04.04.2019 14:06:58.685   4.99600000   4995.99994   0.11  -60.7   40.3  28.0 19.20  354.2   539.1  354.29   51.93   39.03  1082.4  354.34   56.78   38.06  1630.2  354.42   61.67   36.84    1.4     50818.685     13.50   47.10740   39.80800  "Undefined"       0.0       -0.06  0.00000000
04.04.2019 14:07:23.620   4.99600000   4995.99989   0.24  -57.3   40.3  28.0 19.80  352.1   525.2  352.13   51.78   38.76  1054.3  352.21   56.48   37.49  1587.7  352.31   61.21   35.88    1.3     50843.620     13.50   47.10740   39.80800  "Undefined"       0.0       -0.11  0.00000000
04.04.2019 14:07:35.575   4.99600000   4996.15527   0.07  -94.7    8.5  28.0 18.00  352.8   569.3  352.84   52.18   38.77  1143.0  352.92   57.29   37.47  1721.2  353.02   62.42   35.79    1.5     50855.575     13.50   47.10740   39.80800  "Undefined"       0.0      155.27  0.00000000
04.04.2019 14:07:35.575   4.99600000   4995.99988   0.29  -55.8   41.1  28.0 16.80  352.8   603.1  352.86   52.48   38.70  1210.8  352.94   57.89   37.30  1823.1  353.05   63.32   35.44    1.3     50855.575     13.50   47.10740   39.80800  "Undefined"       0.0       -0.12  0.00000000
04.04.2019 14:07:58.134   4.99600000   4995.99922   0.07  -92.7   10.5  28.0  5.40  353.5  1290.9  353.63   58.63   37.35  2590.4  353.85   70.14   32.64  3877.4  354.48   81.27   18.56    1.4     50878.134     13.50   47.10740   39.80800  "Undefined"       0.0       -0.78  0.00000000
04.04.2019 14:08:08.867   4.99600000   4996.00057   0.07  -92.4    8.8  28.0 17.40  352.8   585.7  352.85   52.33   38.74  1175.9  352.93   57.58   37.39  1770.7  353.03   62.86   35.62    1.2     50888.867     13.50   47.10740   39.80800  "Undefined"       0.0        0.57  0.00000000
04.04.2019 14:08:52.485   4.99600000   4995.99984   0.42  -63.9   31.3  28.0  7.20  352.8  1107.5  352.92   56.97   37.57  2222.7  353.11   66.85   33.82  3335.4  353.52   76.56   25.75    1.5     50932.485     13.50   47.10740   39.80800  "Undefined"       0.0       -0.16  0.00000000
04.04.2019 14:09:37.751   4.99600000   4995.99987   0.62  -58.1   35.4  28.0 15.60  353.5   640.9  353.56   52.83   38.74  1286.7  353.64   58.59   37.36  1936.6  353.75   64.37   35.49    1.4     50977.751     13.50   47.10740   39.80800  "Undefined"       0.0       -0.13  0.00000000
