
[strDate]   [strTime]   [Frq_rpu]    [Frq_meg]    [Band]  [E]   [S_N] [Att]  [B]     [A]    [S0]  [aIRI0]   [Lat0]  [Lon0]   [S1]  [aIRI1]  [Lat1]  [Lon1]   [S2]  [aIRI2]  [Lat2]  [Lon2] [Sigm] [Time_sec]  [Cource]  [BaseLat]  [BaseLon]  [TypeSignalName]  [DispApd]  [Dopler]  [Delay]
04.04.2019 22:59:45.864   4.99600000   4996.00266   0.46  -50.3   26.4  28.0 37.20  349.9     0.0  349.93    0.00    0.00     0.0  349.93    0.00    0.00     0.0  349.93    0.00    0.00    1.3     82785.864     13.50   47.10740   39.80800  "Undefined"       0.0        2.66  0.00000000
04.04.2019 22:59:58.482   4.99600000   4995.99995   0.38  -36.0   43.7  28.0 31.80  351.4  1291.3  352.34   58.59   36.85     0.0  351.38    0.00    0.00     0.0  351.38    0.00    0.00    1.3     82798.482     13.50   47.10740   39.80800  "Undefined"       0.0       -0.05  0.00000000
04.04.2019 22:59:58.482   4.99600000   4995.99995   0.38  -36.0   43.7  28.0 13.80  352.8   845.5  352.91   54.64   38.19  1707.6  353.07   62.30   35.86  2564.2  353.34   69.87   32.22    1.2     82798.482     13.50   47.10740   39.80800  "Undefined"       0.0       -0.05  0.00000000
04.04.2019 23:00:08.831   4.99600000   4995.99992   0.27  -41.0   38.3  28.0 39.00  348.5     0.0  348.49    0.00    0.00     0.0  348.49    0.00    0.00     0.0  348.49    0.00    0.00    1.5     82808.831     13.50   47.10740   39.80800  "Undefined"       0.0       -0.08  0.00000000
04.04.2019 23:00:08.831   4.99600000   4995.99992   0.27  -41.0   38.3  28.0  9.00  352.1  1149.2  352.25   57.33   37.24  2319.4  352.55   67.66   32.83  3472.6  353.22   77.66   23.16    1.2     82808.831     13.50   47.10740   39.80800  "Undefined"       0.0       -0.08  0.00000000
04.04.2019 23:00:19.156   4.99600000   4995.99993   0.11  -41.6   41.4  28.0 31.20  351.4  1249.6  352.24   58.21   36.94     0.0  351.37    0.00    0.00     0.0  351.37    0.00    0.00    1.3     82819.156     13.50   47.10740   39.80800  "Undefined"       0.0       -0.07  0.00000000
04.04.2019 23:00:29.502   4.99600000   4995.99995   0.11  -46.6   36.4  28.0 12.00  352.8   942.5  352.93   55.51   37.97  1906.6  353.12   64.07   35.18  2864.6  353.47   72.50   30.35    1.5     82829.502     13.50   47.10740   39.80800  "Undefined"       0.0       -0.05  0.00000000
04.04.2019 23:00:39.843   4.99600000   4996.00001   0.11  -43.9   41.1  28.0 34.20  352.1     0.0  352.08    0.00    0.00     0.0  352.08    0.00    0.00     0.0  352.08    0.00    0.00    1.5     82839.843     13.50   47.10740   39.80800  "Undefined"       0.0        0.01  0.00000000
04.04.2019 23:00:39.843   4.99600000   4996.00001   0.11  -43.9   41.1  28.0  6.00  352.1  1432.1  352.28   59.83   36.39  2856.6  352.74   72.35   29.40     0.0  352.07    0.00    0.00    1.5     82839.843     13.50   47.10740   39.80800  "Undefined"       0.0        0.01  0.00000000
04.04.2019 23:00:50.161   4.99600000   4995.99998   0.11  -44.2   38.8  28.0  8.40  352.1  1198.6  352.23   57.76   37.09  2415.5  352.56   68.50   32.29  3611.3  353.32   78.83   21.01    1.2     82850.161     13.50   47.10740   39.80800  "Undefined"       0.0       -0.02  0.00000000
04.04.2019 23:01:00.478   4.99600000   4995.99997   0.11  -40.9   42.1  28.0 15.60  351.4   766.6  351.48   53.91   38.08  1543.1  351.65   60.78   35.71  2314.0  351.90   67.56   32.27    1.2     82860.478     13.50   47.10740   39.80800  "Undefined"       0.0       -0.03  0.00000000
04.04.2019 23:01:11.533   4.99600000   4995.99999   0.11  -42.5   40.5  28.0 22.80  351.4  1366.7  352.03   59.24   36.50  2883.1  353.35   72.65   30.03     0.0  351.36    0.00    0.00    1.5     82871.533     13.50   47.10740   39.80800  "Undefined"       0.0       -0.01  0.00000000
04.04.2019 23:01:21.852   4.99600000   4995.99996   0.18  -41.0   42.0  28.0 12.00  352.1   942.4  352.22   55.49   37.79  1906.3  352.43   64.02   34.72  2863.1  352.81   72.41   29.44    1.5     82881.852     13.50   47.10740   39.80800  "Undefined"       0.0       -0.04  0.00000000
04.04.2019 23:01:32.174   4.99600000   4995.99999   0.11  -43.9   39.1  28.0 36.00  352.1     0.0  352.07    0.00    0.00     0.0  352.07    0.00    0.00     0.0  352.07    0.00    0.00    1.4     82892.174     13.50   47.10740   39.80800  "Undefined"       0.0       -0.01  0.00000000
04.04.2019 23:01:42.503   4.99600000   4995.99996   0.11  -43.4   41.7  28.0 12.00  352.1   942.4  352.22   55.49   37.79  1906.3  352.43   64.02   34.72  2863.1  352.82   72.41   29.45    1.3     82902.503     13.50   47.10740   39.80800  "Undefined"       0.0       -0.04  0.00000000
04.04.2019 23:01:53.545   4.99600000   4995.99998   0.44  -40.7   40.3  28.0 33.60  352.1     0.0  352.07    0.00    0.00     0.0  352.07    0.00    0.00     0.0  352.07    0.00    0.00    1.4     82913.545     13.50   47.10740   39.80800  "Undefined"      62.1       -0.02  0.00000000
04.04.2019 23:01:53.545   4.99600000   4995.99998   0.44  -40.7   40.3  28.0 14.40  353.5   817.2  353.62   54.40   38.41  1649.3  353.76   61.82   36.43  2476.4  353.98   69.15   33.40    1.3     82913.545     13.50   47.10740   39.80800  "Undefined"      62.1       -0.02  0.00000000
04.04.2019 23:02:03.881   4.99600000   4995.99993   0.18  -39.8   41.2  28.0 37.80  348.5     0.0  348.48    0.00    0.00     0.0  348.48    0.00    0.00     0.0  348.48    0.00    0.00    1.5     82923.881     13.50   47.10740   39.80800  "Undefined"       0.0       -0.07  0.00000000
04.04.2019 23:02:03.881   4.99600000   4995.99993   0.18  -39.8   41.2  28.0 12.00  352.8   942.5  352.91   55.51   37.97  1906.5  353.10   64.06   35.16  2864.3  353.45   72.50   30.32    1.2     82923.881     13.50   47.10740   39.80800  "Undefined"       0.0       -0.07  0.00000000
04.04.2019 23:02:14.212   4.99600000   4996.16832   0.27  -78.8    2.5  28.0 36.60  351.4     0.0  351.35    0.00    0.00     0.0  351.35    0.00    0.00     0.0  351.35    0.00    0.00    1.6     82934.212     13.50   47.10740   39.80800  "Undefined"       0.0      168.32  0.00000000
04.04.2019 23:02:14.212   4.99600000   4996.00003   0.11  -43.7   41.3  28.0 36.00  351.4     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00    1.4     82934.212     13.50   47.10740   39.80800  "Undefined"       0.0        0.03  0.00000000
04.04.2019 23:02:37.394   4.99600000   4995.99994   0.11  -43.4   41.6  28.0 37.20  350.6     0.0  350.65    0.00    0.00     0.0  350.65    0.00    0.00     0.0  350.65    0.00    0.00    1.6     82957.394     13.50   47.10740   39.80800  "Undefined"       0.0       -0.06  0.00000000
04.04.2019 23:02:48.902   4.99600000   4995.99992   0.38  -35.9   43.0  28.0 14.40  352.1   817.1  352.18   54.38   38.10  1649.0  352.35   61.75   35.68  2475.2  352.62   69.03   32.00    1.2     82968.902     13.50   47.10740   39.80800  "Undefined"      62.7       -0.08  0.00000000
04.04.2019 23:03:11.386   4.99600000   4995.99984   0.11  -47.2   35.9  28.0 10.80  349.9  1017.9  350.11   56.10   37.00  2058.0  350.40   65.20   32.56  3084.7  350.98   74.02   24.43    1.4     82991.386     13.50   47.10740   39.80800  "Undefined"       0.0       -0.16  0.00000000
04.04.2019 23:03:22.517   4.99600000   4995.99993   0.46  -39.6   40.8  28.0 10.20  353.5  1059.1  353.64   56.56   37.90  2142.1  353.85   66.19   34.79  3217.0  354.30   75.66   28.62    1.4     83002.517     13.50   47.10740   39.80800  "Undefined"      62.7       -0.07  0.00000000
04.04.2019 23:03:43.254   4.99600000   4995.99994   0.27  -38.3   40.9  28.0 12.00  352.1   942.4  352.22   55.49   37.79  1906.3  352.44   64.02   34.72  2863.1  352.82   72.41   29.45    1.3     83023.254     13.50   47.10740   39.80800  "Undefined"       0.0       -0.06  0.00000000
04.04.2019 23:04:05.346   4.99600000   4995.99996   0.11  -43.3   41.7  28.0 22.20  352.8  1392.0  353.41   59.52   37.00  2941.7  354.61   73.30   31.43     0.0  352.80    0.00    0.00    1.5     83045.346     13.50   47.10740   39.80800  "Undefined"       0.0       -0.04  0.00000000
04.04.2019 23:04:39.062   4.99600000   4995.99994   0.29  -39.4   39.5  28.0 19.80  352.8  1492.2  353.43   60.41   36.73  2083.8  353.71   65.67   34.91  2670.8  354.00   70.86   32.34    1.3     83079.062     13.50   47.10740   39.80800  "Undefined"       0.0       -0.06  0.00000000
04.04.2019 23:04:49.420   4.99600000   4995.99999   0.11  -45.4   37.6  28.0 33.60  350.6     0.0  350.65    0.00    0.00     0.0  350.65    0.00    0.00     0.0  350.65    0.00    0.00    1.3     83089.420     13.50   47.10740   39.80800  "Undefined"       0.0       -0.01  0.00000000
04.04.2019 23:05:00.467   4.99600000   4995.99995   0.24  -41.0   40.6  28.0 25.80  352.1  1280.6  352.74   58.51   37.04  2870.2  354.16   72.63   31.28     0.0  352.08    0.00    0.00    1.4     83100.467     13.50   47.10740   39.80800  "Undefined"       0.0       -0.05  0.00000000
04.04.2019 23:05:11.512   4.99600000   4995.99997   0.11  -43.7   39.3  28.0 34.80  351.4     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00    1.6     83111.512     13.50   47.10740   39.80800  "Undefined"       0.0       -0.03  0.00000000
04.04.2019 23:05:21.826   4.99600000   4995.99993   0.11  -43.8   39.2  28.0 21.60  350.7  1409.2  351.34   59.59   36.07  2937.3  352.74   73.04   28.70     0.0  350.65    0.00    0.00    1.6     83121.826     13.50   47.10740   39.80800  "Undefined"       0.0       -0.07  0.00000000
04.04.2019 23:05:32.163   4.99600000   4995.99986   0.11  -44.5   38.6  28.0 15.60  349.9   766.4  350.06   53.88   37.79  1542.5  350.25   60.70   35.05  2312.9  350.53   67.41   31.06    1.5     83132.163     13.50   47.10740   39.80800  "Undefined"       0.0       -0.14  0.00000000
04.04.2019 23:05:53.545   4.99600000   4995.99994   0.11  -46.1   38.9  28.0 15.60  350.6   770.1  350.77   53.93   37.92  1551.3  350.95   60.82   35.34  2326.2  351.22   67.60   31.58    2.0     83153.545     13.50   47.10740   39.80800  "Undefined"       0.0       -0.06  0.00000000
04.04.2019 23:05:53.545   4.99600000   4995.99994   0.11  -46.1   38.9  28.0 33.00  351.4     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00    1.9     83153.545     13.50   47.10740   39.80800  "Undefined"       0.0       -0.06  0.00000000
04.04.2019 23:06:03.875   4.99600000   4995.99993   0.11  -43.5   39.5  28.0 26.40  352.8  1307.8  353.46   58.77   37.24     0.0  352.81    0.00    0.00     0.0  352.81    0.00    0.00    1.6     83163.875     13.50   47.10740   39.80800  "Undefined"       0.0       -0.07  0.00000000
04.04.2019 23:06:14.192   4.99600000   4995.79526   0.62  -80.3    2.7  28.0 23.40  355.0  1389.5  355.48   59.55   37.88  3115.3  356.60   75.00   33.62     0.0  354.96    0.00    0.00    1.8     83174.192     13.50   47.10740   39.80800  "Undefined"      62.9     -204.74  0.00000000
04.04.2019 23:06:14.192   4.99600000   4995.99993   0.27  -39.9   41.3  28.0 24.00  352.8  1366.0  353.42   59.29   37.07  3057.4  354.83   74.33   30.94     0.0  352.80    0.00    0.00    1.5     83174.192     13.50   47.10740   39.80800  "Undefined"       0.0       -0.07  0.00000000
04.04.2019 23:06:26.370   4.99600000   4995.99993   0.11  -42.6   40.4  28.0 36.00  351.4     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00     0.0  351.36    0.00    0.00    1.4     83186.370     13.50   47.10740   39.80800  "Undefined"       0.0       -0.07  0.00000000
04.04.2019 23:06:58.185   4.99600000   4995.99989   0.11  -44.5   38.5  28.0  6.60  354.2  1370.0  354.38   59.35   37.46  2743.9  354.69   71.57   32.79     0.0  354.23    0.00    0.00    1.7     83218.185     13.50   47.10740   39.80800  "Undefined"       0.0       -0.11  0.00000000
04.04.2019 23:07:08.508   4.99600000   4995.99991   0.11  -44.2   38.8  28.0 13.80  353.5   848.4  353.62   54.68   38.35  1715.7  353.77   62.41   36.23  2578.3  354.02   70.05   32.90    1.5     83228.508     13.50   47.10740   39.80800  "Undefined"       0.0       -0.09  0.00000000
04.04.2019 23:07:18.867   4.99600000   4995.99988   0.35  -40.0   43.0  28.0 14.40  352.1   820.0  352.20   54.40   38.09  1656.5  352.37   61.82   35.66  2487.4  352.64   69.13   31.94    1.3     83238.867     13.50   47.10740   39.80800  "Undefined"      64.3       -0.12  0.00000000
04.04.2019 23:07:53.497   4.99600000   4996.00160   0.07  -78.1    7.1  28.0 27.00  352.8  1298.4  353.46   58.69   37.27     0.0  352.80    0.00    0.00     0.0  352.80    0.00    0.00    1.5     83273.497     13.50   47.10740   39.80800  "Undefined"       0.0        1.60  0.00000000
04.04.2019 23:08:04.541   4.99600000   4995.99929   0.07  -73.0   10.3  28.0  7.20  352.8  1309.5  352.97   58.77   37.05  2626.7  353.32   70.41   31.82  3900.8  354.27   81.41   17.21    1.7     83284.541     13.50   47.10740   39.80800  "Undefined"       0.0       -0.71  0.00000000
04.04.2019 23:09:01.474   4.99600000   4995.99938   0.62  -39.9   35.6  28.0 20.40  353.5  1499.3  354.10   60.50   37.02  2088.3  354.36   65.74   35.39  2682.3  354.63   71.02   33.05    1.3     83341.474     13.50   47.10740   39.80800  "Undefined"       0.0       -0.62  0.00000000
04.04.2019 23:09:22.867   4.99600000   4995.99967   0.62  -40.2   35.3  28.0 24.00  353.5  1367.7  354.11   59.32   37.35  3093.9  355.47   74.72   31.76     0.0  353.52    0.00    0.00    1.6     83362.867     13.50   47.10740   39.80800  "Undefined"       0.0       -0.33  0.00000000
04.04.2019 23:09:33.225   4.99600000   4996.00044   0.62  -41.4   34.1  28.0 28.80  352.8  1288.2  353.52   58.60   37.32     0.0  352.81    0.00    0.00     0.0  352.81    0.00    0.00    1.3     83373.225     13.50   47.10740   39.80800  "Undefined"       0.0        0.44  0.00000000
04.04.2019 23:09:43.534   4.99600000   4995.99983   0.62  -42.8   32.7  28.0 30.00  352.1  1309.7  352.90   58.77   37.02     0.0  352.08    0.00    0.00     0.0  352.08    0.00    0.00    1.3     83383.534     13.50   47.10740   39.80800  "Undefined"       0.0       -0.17  0.00000000
04.04.2019 23:09:53.931   4.99600000   4996.00052   0.07  -77.3    8.0  28.0 26.40  352.8  1307.7  353.45   58.77   37.24     0.0  352.80    0.00    0.00     0.0  352.80    0.00    0.00    1.8     83393.931     13.50   47.10740   39.80800  "Undefined"       0.0        0.52  0.00000000
04.04.2019 23:10:15.307   4.99600000   4995.99985   0.58  -52.4   23.4  28.0 32.40  350.6     0.0  350.63    0.00    0.00     0.0  350.63    0.00    0.00     0.0  350.63    0.00    0.00    1.7     83415.307     13.50   47.10740   39.80800  "Undefined"       0.0       -0.15  0.00000000
