   9830
  59.510   151.090
  60.534   150.116
  60.608   150.043
  60.756   149.895
  61.051   149.597
  61.125   149.522
  61.198   149.447
  61.235   149.409
  61.253   149.390
  61.271   149.371
  61.280   149.362
  61.290   149.352
  61.299   149.343
  61.308   149.333
  61.312   149.328
  61.317   149.324
  61.322   149.319
  61.326   149.314
  61.331   149.309
  61.335   149.305
  61.340   149.300
  61.344   149.295
  61.349   149.290
  61.353   149.285
  61.358   149.281
  61.363   149.276
  61.367   149.271
  61.372   149.266
  61.376   149.262
  61.381   149.257
  61.385   149.252
  61.390   149.247
  61.395   149.243
  61.399   149.238
  61.404   149.233
  61.408   149.228
  61.413   149.223
  61.417   149.219
  61.422   149.214
  61.427   149.209
  61.431   149.204
  61.436   149.199
  61.440   149.195
  61.445   149.190
  61.449   149.185
  61.454   149.180
  61.459   149.176
  61.463   149.171
  61.468   149.166
  61.472   149.161
  61.477   149.156
  61.481   149.151
  61.486   149.147
  61.491   149.142
  61.495   149.137
  61.500   149.132
  61.504   149.127
  61.509   149.123
  61.513   149.118
  61.518   149.113
  61.522   149.108
  61.527   149.103
  61.532   149.099
  61.536   149.094
  61.541   149.089
  61.545   149.084
  61.550   149.079
  61.554   149.074
  61.559   149.070
  61.564   149.065
  61.568   149.060
  61.573   149.055
  61.577   149.050
  61.582   149.045
  61.586   149.041
  61.591   149.036
  61.595   149.031
  61.600   149.026
  61.605   149.021
  61.609   149.016
  61.614   149.012
  61.618   149.007
  61.623   149.002
  61.632   148.992
  61.641   148.983
  61.650   148.973
  61.659   148.963
  61.668   148.953
  61.677   148.944
  61.696   148.924
  61.732   148.885
  61.768   148.846
  61.787   148.827
  61.805   148.807
  61.823   148.788
  61.841   148.768
  61.859   148.749
  61.877   148.729
  61.895   148.710
  61.914   148.690
  61.932   148.670
  61.950   148.651
  61.968   148.631
  61.986   148.611
  62.004   148.592
  62.022   148.572
  62.040   148.552
  62.058   148.532
  62.076   148.513
  62.094   148.493
  62.112   148.473
  62.130   148.453
  62.148   148.433
  62.166   148.413
  62.184   148.393
  62.202   148.374
  62.221   148.354
  62.239   148.334
  62.257   148.314
  62.275   148.294
  62.293   148.274
  62.310   148.254
  62.319   148.244
  62.328   148.234
  62.337   148.224
  62.346   148.214
  62.355   148.203
  62.364   148.193
  62.373   148.183
  62.382   148.173
  62.391   148.163
  62.400   148.153
  62.409   148.143
  62.418   148.133
  62.427   148.123
  62.436   148.113
  62.445   148.103
  62.454   148.093
  62.463   148.083
  62.472   148.072
  62.481   148.062
  62.490   148.052
  62.499   148.042
  62.508   148.032
  62.517   148.022
  62.526   148.012
  62.535   148.001
  62.544   147.991
  62.553   147.981
  62.562   147.971
  62.571   147.961
  62.580   147.951
  62.589   147.940
  62.598   147.930
  62.607   147.920
  62.616   147.910
  62.625   147.900
  62.634   147.889
  62.642   147.879
  62.651   147.869
  62.660   147.859
  62.669   147.849
  62.678   147.838
  62.687   147.828
  62.696   147.818
  62.705   147.808
  62.714   147.797
  62.723   147.787
  62.732   147.777
  62.741   147.767
  62.745   147.761
  62.750   147.756
  62.754   147.751
  62.759   147.746
  62.763   147.741
  62.768   147.736
  62.772   147.731
  62.777   147.725
  62.781   147.720
  62.786   147.715
  62.790   147.710
  62.795   147.705
  62.799   147.700
  62.804   147.694
  62.808   147.689
  62.813   147.684
  62.817   147.679
  62.821   147.674
  62.826   147.669
  62.830   147.663
  62.835   147.658
  62.839   147.653
  62.844   147.648
  62.848   147.643
  62.853   147.638
  62.857   147.632
  62.862   147.627
  62.866   147.622
  62.871   147.617
  62.875   147.612
  62.880   147.606
  62.884   147.601
  62.889   147.596
  62.893   147.591
  62.898   147.586
  62.902   147.581
  62.906   147.575
  62.911   147.570
  62.915   147.565
  62.920   147.560
  62.924   147.555
  62.929   147.549
  62.933   147.544
  62.938   147.539
  62.942   147.534
  62.947   147.529
  62.951   147.523
  62.956   147.518
  62.960   147.513
  62.965   147.508
  62.969   147.502
  62.974   147.497
  62.978   147.492
  62.982   147.487
  62.987   147.482
  62.991   147.476
  62.996   147.471
  63.000   147.466
  63.005   147.461
  63.009   147.455
  63.014   147.450
  63.018   147.445
  63.023   147.440
  63.027   147.434
  63.032   147.429
  63.034   147.427
  63.036   147.424
  63.038   147.421
  63.041   147.419
  63.043   147.416
  63.045   147.413
  63.047   147.411
  63.050   147.408
  63.052   147.406
  63.054   147.403
  63.056   147.400
  63.059   147.398
  63.061   147.395
  63.063   147.392
  63.065   147.390
  63.067   147.387
  63.070   147.385
  63.072   147.382
  63.074   147.379
  63.076   147.377
  63.079   147.374
  63.081   147.371
  63.083   147.369
  63.085   147.366
  63.088   147.363
  63.090   147.361
  63.092   147.358
  63.094   147.356
  63.097   147.353
  63.099   147.350
  63.101   147.348
  63.103   147.345
  63.106   147.342
  63.108   147.340
  63.110   147.337
  63.112   147.334
  63.114   147.332
  63.117   147.329
  63.119   147.327
  63.121   147.324
  63.123   147.321
  63.126   147.319
  63.128   147.316
  63.130   147.313
  63.132   147.311
  63.135   147.308
  63.137   147.305
  63.139   147.303
  63.141   147.300
  63.144   147.297
  63.146   147.295
  63.148   147.292
  63.150   147.290
  63.153   147.287
  63.155   147.284
  63.157   147.282
  63.159   147.279
  63.162   147.276
  63.164   147.274
  63.166   147.271
  63.168   147.268
  63.171   147.266
  63.173   147.263
  63.175   147.260
  63.177   147.258
  63.179   147.255
  63.182   147.252
  63.184   147.250
  63.186   147.247
  63.188   147.244
  63.191   147.242
  63.193   147.239
  63.195   147.236
  63.197   147.234
  63.200   147.231
  63.202   147.229
  63.204   147.226
  63.206   147.223
  63.209   147.221
  63.211   147.218
  63.213   147.215
  63.215   147.213
  63.218   147.210
  63.220   147.207
  63.222   147.205
  63.224   147.202
  63.227   147.199
  63.229   147.197
  63.231   147.194
  63.233   147.191
  63.236   147.189
  63.238   147.186
  63.240   147.183
  63.242   147.181
  63.245   147.178
  63.247   147.175
  63.249   147.173
  63.251   147.170
  63.254   147.167
  63.256   147.165
  63.258   147.162
  63.260   147.159
  63.263   147.157
  63.265   147.154
  63.267   147.151
  63.269   147.148
  63.272   147.146
  63.274   147.143
  63.276   147.140
  63.278   147.138
  63.281   147.135
  63.283   147.132
  63.285   147.130
  63.287   147.127
  63.289   147.124
  63.292   147.122
  63.294   147.119
  63.296   147.116
