 1179.5 352.25  21.66 F2              
 1136.4 352.25  23.84 F2              
 1266.9 352.96  18.82 F2              
 1193.6 352.96  21.10 F2              
 1179.3 353.66  21.65 F2              
 1267.1 353.66  18.81 F2              
 1135.2 352.25  23.85 F2              
 1143.7 352.25  23.31 F2              
 1143.7 352.25  23.31 F2              
 1208.9 352.96  20.55 F2              
 1246.7 353.66  19.39 F2              
 1226.9 353.66  19.97 F2              
 1226.9 353.66  19.97 F2              
 1246.5 353.66  19.40 F2              
 1266.7 353.66  18.82 F2              
 1191.7 351.45  21.15 F2              
 1177.6 352.96  21.68 F2              
 1177.6 352.96  21.68 F2              
 1266.2 353.67  18.83 F2              
 1245.1 352.97  19.44 F2              
 1158.6 354.91   8.32 E               
 1224.3 352.97  20.03 F2              
 1109.9 352.97  25.48 F2              
 1238.5 352.81   7.15 E               
 1243.6 352.97  19.47 F2              
 1264.1 352.97  18.90 F2              
 1162.5 352.81   8.33 E               
 1240.9 354.21   7.15 E               
 1140.5 353.52   8.91 E               
 1140.8 352.82   8.92 E               
 1153.7 352.83   9.48 E               
 1203.4 352.81   7.74 E               
 1159.1 353.52   8.91 E               
 1216.6 351.58  20.18 F2              
 1077.3 353.71  27.17 F2              
 1198.1 352.99  20.74 F2              
 1209.6 350.64   9.48 E               
 1236.2 352.84   9.44 E               
 1278.5 350.77  18.49 F2              
 1214.0 352.81   7.74 E               
 1253.4 352.81   7.15 E               
 1186.7 352.12   8.34 E               
 1259.8 358.61   7.12 E               
 1217.7 352.82   7.75 E               
 1186.9 352.13   8.91 E               
 1193.5 352.82   8.33 E               
 1277.0 351.58  18.52 F2              
 1194.0 352.19  20.82 F2              
 1198.4 352.83   8.90 E               
 1197.5 351.43   8.91 E               
 1277.0 352.99  18.52 F2              
 1158.8 351.59  21.97 F2              
 1159.0 352.30  21.96 F2              
 1159.3 353.01  21.94 F2              
 1254.3 352.99  19.11 F2              
 1232.2 353.00  19.69 F2              
 1212.3 353.70  20.25 F2              
 1116.1 353.01  23.60 F2              
 1231.5 352.29  19.71 F2              
 1210.6 351.59  20.30 F2              
 1276.6 353.70  18.53 F2              
 1142.5 353.01  22.52 F2              
 1192.1 353.00  20.84 F2              
 1231.0 353.00  19.72 F2              
 1275.4 353.00  18.56 F2              
 1252.6 353.00  19.15 F2              
 1209.7 352.30  20.31 F2              
 1248.0 352.14   8.89 E               
 1230.4 353.71  19.72 F2              
 1274.4 353.00  18.58 F2              
 1189.6 353.01  20.89 F2              
 1139.6 353.72  22.54 F2              
 1138.5 352.31  22.58 F2              
 1229.0 353.01  19.76 F2              
 1207.3 353.01  20.35 F2              
 1206.5 353.02  20.36 F2              
 1225.4 353.73  19.82 F2              
 1164.8 350.81  21.58 F2              
 1223.4 351.61  19.87 F2              
 1259.9 351.33   7.75 E               
 1202.6 353.03  20.43 F2              
 1244.9 352.32  19.31 F2              
 1276.7 353.53   7.73 E               
 1273.2 350.63   7.76 E               
 1221.9 354.44  19.87 F2              
