.1 .00001 .000001 .001 4000.
2 0 0 0 0 1 -1
39.71 47.24 0. 0.
2017 2.1 0 0 1 1
-200. 2500. 000.0
095600 101500 1500
0
1.36 65 0
1
.0 200 20 -45.0 45 0
1
-0.0 200. 39.0 55. 20. 00.0 20. 100. 20.
10
39.0 47.0
39.71 47.24  095600 .0 0.0 0.0 000.0 .0 .0 0. 000.0
39.71 47.24  095600 .0 0.0 0.0 000.0 .0 .0 0. 000.0
1
174
 5.14440003 27.73   20.9     0.0
 5.18400002 30.11   18.4     0.0
 5.22380000 32.73   25.8     0.0
 5.30320001 24.61   21.4     0.0
 5.30320001 28.73   22.9     0.0
 5.34300003 30.27   21.9     0.0
 5.38260003 19.75   24.4     0.0
 5.54159999 26.72   20.4     0.0
 5.58120003 25.98   21.5     0.0
 5.62100001 27.76   20.2     0.0
 5.66060000 28.17   18.5     0.0
 5.70040002 27.03   18.0     0.0
 5.74020000 27.17   19.8     0.0
 5.81960001 26.16   22.7     0.0
 5.89900003 29.35   19.3     0.0
 5.93880001 34.77   28.6     0.0
 5.93880001 25.71   16.9     0.0
 5.97840000 25.80   21.9     0.0
 6.01820002 31.54   19.9     0.0
 6.01820002 29.25   20.6     0.0
 6.05780001 25.13   22.9     0.0
 6.09760004 31.49   12.1     0.0
 6.21680003 31.63   20.3     0.0
 6.37579999 28.90   19.1     0.0
 6.41560002 30.88   18.6     0.0
 6.45520001 16.94   21.9     0.0
 6.45520001 29.62   17.9     0.0
 6.49500003 27.47   20.6     0.0
 6.49500003 30.19   17.4     0.0
 6.53480001 26.47   22.1     0.0
 6.57440000 27.68   21.6     0.0
 6.61420002 28.36   20.0     0.0
 6.61420002 29.12   21.8     0.0
 6.65380001 26.94   20.3     0.0
 6.65380001 28.34   18.9     0.0
 6.69360004 26.85   20.2     0.0
 6.69360004 28.88   19.9     0.0
 6.77300001 29.73   22.3     0.0
 6.93200002 25.16   17.6     0.0
 7.01140004 28.05   17.3     0.0
 7.17020002 25.72   19.0     0.0
 7.24960003 23.12   20.0     0.0
 7.28940001 21.96   19.8     0.0
 7.32920003 22.60   20.4     0.0
 7.36880002 24.68   18.6     0.0
 7.40860000 21.53   20.5     0.0
 7.48800002 24.53   19.5     0.0
 7.52779999 23.87   20.3     0.0
 7.56740003 23.54   19.2     0.0
 7.64680000 23.64   24.7     0.0
 7.68660002 25.05   19.5     0.0
 7.72640000 23.48   20.5     0.0
 7.76600004 24.06   19.9     0.0
 7.80580001 26.49   17.4     0.0
 7.84540000 22.11   21.2     0.0
 7.88520003 24.51   20.9     0.0
 7.92500000 24.17   20.4     0.0
 7.96460000 23.68   20.1     0.0
 8.00440002 23.95   19.9     0.0
 8.08380003 22.84   20.5     0.0
 8.12340002 23.54   20.6     0.0
 8.16340003 24.01   20.9     0.0
 8.20320001 22.82   19.8     0.0
 8.24280000 23.99   20.6     0.0
 8.28260003 22.96   19.6     0.0
 8.32220002 24.10   21.5     0.0
 8.36199999 23.63   21.1     0.0
 8.40180002 23.21   19.6     0.0
 8.44140001 24.17   20.5     0.0
 8.48120003 24.85   21.3     0.0
 8.52080002 27.29   20.7     0.0
 8.52080002 19.77   19.7     0.0
 8.56060000 24.55   19.8     0.0
 8.60040002 25.29   21.5     0.0
 8.64000001 19.61   20.0     0.0
 8.64000001 23.04   20.5     0.0
 8.67980004 25.53   19.2     0.0
 8.75920000 25.73   21.1     0.0
