
 19.000  4.996    0.00    6.89   39.55   46.43   44.71    51.60  1066.12 19.000     2   6.53   5.91   4.06   3.26
 19.000  9.996    0.00   12.18    0.00   12.18    0.00    12.18  1066.12 19.000     2   6.53   5.91   4.06   3.26
 19.000 14.996    0.00   20.73    0.00   20.73    0.00    20.73  1066.12 19.000     2   6.53   5.91   4.06   3.26
 20.000  4.996    0.00    6.89   34.44   41.33   39.52    46.41  1066.12 20.000     2   6.62   6.00   4.06   3.44
 20.000  9.996    0.00   12.18    0.00   12.18    0.00    12.18  1066.12 20.000     2   6.62   6.00   4.06   3.44
 20.000 14.996    0.00   20.73    0.00   20.73    0.00    20.73  1066.12 20.000     2   6.62   6.00   4.06   3.44
