  284.82  4.015  284.82  4.258  284.82  4.560  284.82  4.880  284.82  5.141
  288.28  4.065  288.28  4.282  288.28  4.556  288.28  4.863  288.28  5.114
  291.73  4.105  291.73  4.294  291.73  4.548  291.73  4.843  291.73  5.084
  295.18  4.136  295.18  4.298  295.18  4.538  295.18  4.822  295.18  5.053
  298.64  4.157  298.64  4.297  298.64  4.526  298.64  4.798  298.64  5.019
  302.09  4.169  302.09  4.292  302.09  4.511  302.09  4.771  302.09  4.983
  305.54  4.174  305.54  4.285  305.54  4.494  305.54  4.743  305.54  4.945
  309.00  4.174  309.00  4.275  309.00  4.475  309.00  4.713  309.00  4.905
  312.45  4.169  312.45  4.263  312.45  4.454  312.45  4.681  312.45  4.864
  315.90  4.162  315.90  4.249  315.90  4.431  315.90  4.646  315.90  4.821
  319.36  4.153  319.36  4.233  319.36  4.406  319.36  4.611  319.36  4.777
  322.81  4.142  322.81  4.214  322.81  4.378  322.81  4.573  322.81  4.731
  326.26  4.128  326.26  4.194  326.26  4.349  326.26  4.534  326.26  4.684
  329.72  4.113  329.72  4.171  329.72  4.319  329.72  4.494  329.72  4.635
  333.17  4.095  333.17  4.147  333.17  4.286  333.17  4.452  333.17  4.586
  336.62  4.075  336.62  4.121  336.62  4.252  336.62  4.409  336.62  4.536
  340.08  4.054  340.08  4.093  340.08  4.217  340.08  4.364  340.08  4.484
  343.53  4.030  343.53  4.064  343.53  4.180  343.53  4.319  343.53  4.432
  346.98  4.005  346.98  4.033  346.98  4.142  346.98  4.273  346.98  4.380
  350.44  3.979  350.44  4.001  350.44  4.102  350.44  4.226  350.44  4.327
  353.89  3.950  353.89  3.967  353.89  4.062  353.89  4.178  353.89  4.273
  357.34  3.920  357.34  3.932  357.34  4.020  357.34  4.129  357.34  4.219
  360.80  3.889  360.80  3.896  360.80  3.978  360.80  4.080  360.80  4.164
  364.25  3.856  364.25  3.858  364.25  3.935  364.25  4.030  364.25  4.110
  367.70  3.822  367.70  3.820  367.70  3.891  367.70  3.980  367.70  4.055
  371.16  3.787  371.16  3.781  371.16  3.846  371.16  3.930  371.16  4.000
  374.61  3.751  374.61  3.741  374.61  3.801  374.61  3.879  374.61  3.945
  378.06  3.714  378.06  3.700  378.06  3.755  378.06  3.828  378.06  3.890
  381.52  3.676  381.52  3.659  381.52  3.709  381.52  3.777  381.52  3.836
  384.97  3.637  384.97  3.617  384.97  3.663  384.97  3.726  384.97  3.781
  388.42  3.598  388.42  3.574  388.42  3.616  388.42  3.676  388.42  3.727
  391.88  3.558  391.88  3.531  391.88  3.569  391.88  3.625  391.88  3.673
