
11.750     2      n      n  11.11  10.97
11.833     2      n      n  14.72  14.50
11.917     2      n      n  14.65  14.50
12.000     2      n      n  14.57  14.43
12.083     2      n      n  14.57  14.43
12.167     2      n      n  14.50  14.36
12.250     2      n      n  14.50  14.29
12.333     2      n      n  14.43  14.29
12.417     2      n      n  14.36  14.21
12.500     2      n      n  14.36  14.21
12.583     2      n      n  14.29  14.14
12.667     2      n      n  14.29  14.07
12.750     2      n      n  14.21  14.07
12.833     2      n      n  14.21  14.00
12.917     2      n      n  14.14  14.00
13.000     2      n      n  14.14  13.93
13.083     2      n      n  14.07  13.93
13.167     2      n      n  14.07  13.85
13.250     2      n      n  14.00  13.85
13.333     2      n      n  14.00  13.85
13.417     2      n      n  13.93  13.78
13.500     2      n      n  13.93  13.78
13.583     2      n      n  13.93  13.71
13.667     2      n      n  13.85  13.71
13.750     2      n      n  13.85  13.64
13.833     2      n      n  13.78  13.64
13.917     2      n      n  13.78  13.56
14.000     2      n      n  13.71  13.56
