
delt0=       1  eps=   1e-05  ep=   1e-06  ep1=   0.001
Geomagnetic Field - const
fh= 1.34  i=  65.2  d=   6.8
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.000   200.0  20.0 -45.0   45.0   0.000
delta=-0.000  r0= 200.0  lon=  39.000 lat=  55.000
Beta=  20.0  Alfa=   0.0 aX=  20.0 aY= 100.0 aZ=  20.0


Number diff. equation: 6

+==============================================================================+
|   Medium characteristics Sunspot number=  69.7 IG= 118.3   GMT time:09:00    |
|------------------------------------------------------------------------------|
|   S   | fh |  I  |   D  | fd |  hd | fe |  he | ff1 | hf1 | ff2 | hf2 |   Hi |
|-------+----+-----+------+----+-----+----+-----+-----+-----+-----+-----+------|
|    0.0|1.25| 58.8|   3.1|0.18| 81.1|2.93|110.0| 0.00|  0.0|11.04|236.5|  66.3|
+==============================================================================+

+==================================+
|       Es-layer parametres        |
|----------------------------------|
|   S   | hEs | fbEs | f0Es | P Es |
|-------+-----+------+------+------|
|    0.0|110.0| 2.84 | 3.28 | 64.3 |
+==================================+

|  0|17.65|32405.9|  1|13.93|13.28|  55.062|  45.368| 1212.613|  98.4|   0.0| 1278.9| 0.000|   0.0|  47.652|  43.788|143.06|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|13.28|12.00|  70.403|  50.634| 2605.890|  98.5|   0.1| 2745.3| 0.000|   0.0|  62.798|  47.655|154.95|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|12.00|12.17|  84.230|  58.179| 4108.453|  98.4|   0.0| 4325.2| 0.000|   0.0|  78.077|  54.464|160.29|   0.0|    0.0|    0.0|F2F2F2          |
|  0|17.65|32405.9|  1|22.95|22.52|  52.110|  43.615|  939.527|  91.6|   0.1| 1049.8| 0.000|   0.0|  46.049|  42.997|167.51|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|22.52|21.18|  64.436|  45.955| 1938.181|  91.6|   0.1| 2159.4| 0.000|   0.0|  58.354|  44.603|173.36|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|21.18|20.16|  76.513|  49.862| 3023.742|  91.6|   0.1| 3357.2| 0.000|   0.0|  70.537|  47.709|181.82|   0.0|    0.0|    0.0|F2F2F2          |
|  0|17.65|32405.9|  1| 0.00| 0.00|   0.000|   0.000|    0.000|   0.0|   0.0|    0.0| 0.000|   0.0|   0.000|   0.000|  0.00|   0.0|    0.0|    0.0|F2              |
|  0|17.65|32416.8|  1|17.06|16.46|  53.739|  45.010| 1100.971|  98.3|   0.1| 1181.1| 0.000|   0.0|  46.822|  43.629|151.59|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|16.46|15.11|  67.508|  49.345| 2320.742|  98.3|   0.1| 2484.7| 0.000|   0.0|  60.734|  46.923|160.93|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|15.11|14.85|  80.335|  55.653| 3649.750|  98.3|   0.1| 3901.4| 0.000|   0.0|  74.289|  52.381|169.06|   0.0|    0.0|    0.0|F2F2F2          |
