
delt0=       1  eps=   1e-05  ep=   1e-06  ep1=   0.001
Geomagnetic Field - const
fh= 1.34  i=  65.2  d=   6.8
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.000   200.0  20.0 -45.0   45.0   0.000
delta=-0.000  r0= 200.0  lon=  39.000 lat=  55.000
Beta=  20.0  Alfa=   0.0 aX=  20.0 aY= 100.0 aZ=  20.0


Number diff. equation: 6

+==============================================================================+
|   Medium characteristics Sunspot number= 140.4 IG= 123.0   GMT time:12:00    |
|------------------------------------------------------------------------------|
|   S   | fh |  I  |   D  | fd |  hd | fe |  he | ff1 | hf1 | ff2 | hf2 |   Hi |
|-------+----+-----+------+----+-----+----+-----+-----+-----+-----+-----+------|
|    0.0|1.25| 58.8|   3.1|0.18| 81.3|2.84|110.0| 0.00|  0.0|10.91|290.1|  72.4|
+==============================================================================+

+==================================+
|       Es-layer parametres        |
|----------------------------------|
|   S   | hEs | fbEs | f0Es | P Es |
|-------+-----+------+------+------|
|    0.0|110.8| 2.51 | 2.92 | 59.6 |
+==================================+

|  0|13.60|43233.1|  1|20.14|21.11|  25.212|  44.843| 1145.925| -96.5|  -0.1| 1266.4| 0.000|   0.0|  32.288|  43.543|198.71|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|21.11|21.84|  12.410|  48.588| 2261.026| -96.7|  -0.3| 2505.6| 0.000|   0.0|  18.522|  46.543|195.56|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|21.84|22.44|   1.321|  53.564| 3367.009| -96.8|  -0.4| 3740.7| 0.000|   0.0|   6.587|  50.975|194.24|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|43233.1|  1|35.28|36.34|  30.045|  41.655|  738.353| -77.2|  -0.3|  945.9| 0.000|   0.0|  34.891|  42.049|227.28|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|36.34|37.61|  20.615|  41.503| 1433.885| -77.5|  -0.6| 1849.4| 0.000|   0.0|  25.265|  41.452|221.98|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|37.61|38.69|  11.797|  42.163| 2091.399| -77.9|  -1.0| 2716.5| 0.000|   0.0|  16.102|  41.719|217.05|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|43318.0|  1|29.68|30.79|  28.736|  41.035|  842.412| -73.1|  -0.2| 1011.2| 0.000|   0.0|  34.140|  41.692|215.76|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|30.79|32.15|  17.924|  40.515| 1628.852| -73.3|  -0.4| 1966.4| 0.000|   0.0|  23.219|  40.622|209.41|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|32.15|33.25|   7.813|  41.007| 2364.260| -73.5|  -0.6| 2870.9| 0.000|   0.0|  12.742|  40.633|203.29|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|43318.0|  1| 7.83|10.10|  11.446|  41.289| 2104.291| -75.1|   0.2| 2193.7| 0.000|   0.0|  24.769|  41.088|164.64|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|10.10|10.67| -10.860|  45.248| 3853.110| -75.0|   0.3| 4020.5| 0.000|   0.0|  -0.355|  42.773|150.48|   0.0|    0.0|    0.0|F2F2            |
|  0|13.60|43318.0|  1|25.92|27.08|  27.615|  40.536|  931.914| -70.4|  -0.1| 1078.7| 0.000|   0.0|  33.602|  41.409|208.20|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|27.08|28.48|  15.643|  39.767| 1793.469| -70.5|  -0.2| 2086.2| 0.000|   0.0|  21.518|  39.973|200.69|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|28.48|29.53|   4.453|  40.204| 2593.578| -70.6|  -0.3| 3031.7| 0.000|   0.0|   9.892|  39.840|193.87|   0.0|    0.0|    0.0|F2F2F2          |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|0-x| fr  |  time |hop| d0  | d1  |   fi   |  teta  |   dist  |  at  |  dev |   p   |  df  |  l   |   fot  |   tot  |  rot | lsp  |   pf  |    s  |                |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|  0|13.60|43360.5|  1|32.04|33.03|  29.212|  41.988|  797.577| -80.2|  -0.2|  982.0| 0.000|   0.0|  34.438|  42.201|221.05|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|33.03|34.19|  19.096|  42.283| 1552.287| -80.6|  -0.6| 1921.8| 0.000|   0.0|  24.067|  41.997|216.06|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|34.19|35.07|   9.755|  43.479| 2270.780| -81.0|  -1.0| 2826.8| 0.000|   0.0|  14.295|  42.759|211.58|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|43360.5|  1|38.10|39.02|  30.511|  42.620|  700.647| -85.7|  -0.4|  931.7| 0.000|   0.0|  35.061|  42.544|233.88|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|39.02|39.97|  21.741|  43.325| 1369.485| -86.2|  -0.9| 1832.3| 0.000|   0.0|  26.059|  42.854|230.29|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|39.97|40.64|  13.623|  44.765| 2016.465| -86.8|  -1.5| 2713.6| 0.000|   0.0|  17.601|  43.931|227.58|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|43360.5|  1|27.45|28.54|  27.945|  41.367|  895.470| -76.0|  -0.2| 1051.1| 0.000|   0.0|  33.796|  41.854|211.68|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|28.54|29.83|  16.539|  41.297| 1732.159| -76.2|  -0.4| 2043.4| 0.000|   0.0|  22.132|  41.168|205.22|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|29.83|30.77|   6.040|  42.319| 2517.849| -76.4|  -0.6| 2984.8| 0.000|   0.0|  11.134|  41.672|199.40|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|43403.1|  1|30.81|31.86|  28.946|  41.502|  820.732| -76.5|  -0.2|  997.0| 0.000|   0.0|  34.310|  41.947|218.50|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|31.86|33.13|  18.456|  41.383| 1592.123| -76.8|  -0.5| 1944.9| 0.000|   0.0|  23.596|  41.297|212.74|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|33.13|34.14|   8.718|  42.220| 2319.132| -77.1|  -0.8| 2849.3| 0.000|   0.0|  13.505|  41.673|207.39|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|43403.1|  1|31.39|32.44|  29.105|  41.501|  809.064| -76.4|  -0.2|  989.1| 0.000|   0.0|  34.431|  41.954|219.69|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|32.44|33.71|  18.758|  41.353| 1569.804| -76.7|  -0.5| 1930.2| 0.000|   0.0|  23.841|  41.284|213.98|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|33.71|34.74|   9.137|  42.142| 2286.871| -77.0|  -0.8| 2828.5| 0.000|   0.0|  13.866|  41.621|208.65|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|43403.1|  1|33.54|34.58|  29.635|  41.601|  769.109| -77.0|  -0.3|  964.0| 0.000|   0.0|  34.647|  42.011|224.02|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|34.58|35.83|  19.798|  41.462| 1493.888| -77.2|  -0.5| 1884.2| 0.000|   0.0|  24.634|  41.398|218.70|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|35.83|36.89|  10.619|  42.189| 2178.674| -77.6|  -0.9| 2765.6| 0.000|   0.0|  15.091|  41.708|213.62|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|43403.1|  1|30.93|31.98|  28.976|  41.517|  818.328| -76.6|  -0.2|  995.3| 0.000|   0.0|  34.320|  41.955|218.74|   0.0|    0.0|    0.0|F2              |
