
delt0=       1  eps=   1e-05  ep=   1e-06  ep1=   0.001
Geomagnetic Field - const
fh= 1.34  i=  65.2  d=   6.8
Number TID: 1
Tid Parametres
  delt   lamb     t     b      a     fi
0.000   200.0  20.0 -45.0   45.0   0.000
delta=-0.000  r0= 200.0  lon=  39.000 lat=  55.000
Beta=  20.0  Alfa=   0.0 aX=  20.0 aY= 100.0 aZ=  20.0


Number diff. equation: 6

+==============================================================================+
|   Medium characteristics Sunspot number= 140.4 IG= 123.0   GMT time:14:00    |
|------------------------------------------------------------------------------|
|   S   | fh |  I  |   D  | fd |  hd | fe |  he | ff1 | hf1 | ff2 | hf2 |   Hi |
|-------+----+-----+------+----+-----+----+-----+-----+-----+-----+-----+------|
|    0.0|1.25| 58.8|   3.1|0.18| 82.5|1.70|110.0| 0.00|  0.0| 9.16|282.6|  88.2|
+==============================================================================+

+==================================+
|       Es-layer parametres        |
|----------------------------------|
|   S   | hEs | fbEs | f0Es | P Es |
|-------+-----+------+------+------|
|    0.0|109.6| 2.17 | 2.65 | 63.6 |
+==================================+

+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|0-x| fr  |  time |hop| d0  | d1  |   fi   |  teta  |   dist  |  at  |  dev |   p   |  df  |  l   |   fot  |   tot  |  rot | lsp  |   pf  |    s  |                |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|  0|13.60|50410.0|  1|35.45|40.87|  23.175|  41.382| 1245.383| -77.0|   0.3| 1680.3| 0.000|   0.0|  31.121|  41.723|269.45|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|40.87|41.84|  13.312|  41.722| 1973.221| -77.0|   0.3| 2693.0| 0.000|   0.0|  18.112|  41.421|250.61|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|41.84|42.33|   4.399|  42.855| 2651.289| -77.1|   0.2| 3645.6| 0.000|   0.0|   8.826|  42.169|246.94|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|34.66|38.01|  27.092|  41.527|  956.717| -77.3|  -0.2| 1246.9| 0.000|   0.0|  33.265|  41.898|258.70|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|38.01|39.10|  16.785|  41.670| 1717.082| -77.6|  -0.5| 2261.6| 0.000|   0.0|  21.807|  41.456|245.08|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|39.10|39.61|   7.363|  42.701| 2429.266| -77.9|  -0.8| 3221.2| 0.000|   0.0|  11.926|  42.072|241.23|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|34.27|37.41|  27.423|  41.503|  932.526| -77.1|  -0.3| 1206.1| 0.000|   0.0|  33.376|  41.886|255.93|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|37.41|38.49|  17.036|  41.599| 1698.009| -77.4|  -0.6| 2218.8| 0.000|   0.0|  22.203|  41.406|243.59|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|38.49|38.99|   7.495|  42.604| 2417.346| -77.7|  -0.9| 3179.5| 0.000|   0.0|  12.217|  41.976|239.97|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|35.27|39.48|  25.547|  41.443| 1070.844| -77.1|  -0.0| 1421.5| 0.000|   0.0|  32.391|  41.814|265.26|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|39.48|40.54|  15.427|  41.651| 1816.839| -77.2|  -0.1| 2438.6| 0.000|   0.0|  20.456|  41.408|248.45|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|40.54|41.05|   6.249|  42.701| 2511.336| -77.5|  -0.4| 3394.8| 0.000|   0.0|  10.798|  42.055|244.48|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|33.95|36.96|  27.596|  41.501|  919.881| -77.0|  -0.3| 1183.1| 0.000|   0.0|  33.539|  41.895|254.02|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|36.96|38.04|  17.154|  41.580| 1689.166| -77.3|  -0.6| 2194.3| 0.000|   0.0|  22.225|  41.395|242.20|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|38.04|38.53|   7.532|  42.583| 2414.099| -77.6|  -0.9| 3156.1| 0.000|   0.0|  12.293|  41.955|238.88|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|25.89|28.21|  26.841|  41.039|  979.488| -74.2|  -0.4| 1143.4| 0.000|   0.0|  33.104|  41.620|226.54|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|28.21|29.00|  14.463|  40.936| 1881.128| -74.6|  -0.8| 2209.7| 0.000|   0.0|  20.523|  40.798|219.68|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|29.00|29.51|   2.701|  42.152| 2757.853| -74.8|  -1.0| 3252.6| 0.000|   0.0|   8.400|  41.385|217.91|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|35.04|38.76|  26.453|  41.506| 1003.927| -77.4|  -0.2| 1321.0| 0.000|   0.0|  32.721|  41.855|262.05|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|38.76|39.85|  16.238|  41.686| 1757.538| -77.5|  -0.3| 2337.7| 0.000|   0.0|  21.310|  41.455|247.01|   0.0|    0.0|    0.0|F2F2            |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|   |     |       |  3|39.85|40.36|   6.946|  42.731| 2460.752| -77.8|  -0.6| 3295.8| 0.000|   0.0|  11.448|  42.097|242.90|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|34.67|38.03|  27.080|  41.526|  957.614| -77.3|  -0.2| 1248.4| 0.000|   0.0|  33.080|  41.881|258.64|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|38.03|39.12|  16.775|  41.670| 1717.829| -77.6|  -0.5| 2263.1| 0.000|   0.0|  21.796|  41.455|245.13|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|39.12|39.62|   7.356|  42.701| 2429.801| -77.9|  -0.8| 3222.7| 0.000|   0.0|  11.917|  42.071|241.27|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|34.94|38.55|  26.649|  41.469|  989.667| -77.1|  -0.2| 1298.8| 0.000|   0.0|  33.029|  41.858|261.23|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|38.55|39.65|  16.393|  41.605| 1745.354| -77.3|  -0.4| 2315.2| 0.000|   0.0|  21.392|  41.396|246.37|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|39.65|40.16|   7.045|  42.616| 2450.747| -77.5|  -0.6| 3273.4| 0.000|   0.0|  11.574|  41.998|242.36|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|35.21|39.29|  25.796|  41.405| 1052.741| -76.9|  -0.1| 1394.2| 0.000|   0.0|  32.457|  41.794|264.47|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|39.29|40.36|  15.631|  41.566| 1800.997| -77.0|  -0.2| 2411.5| 0.000|   0.0|  20.585|  41.346|247.90|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|40.36|40.88|   6.399|  42.579| 2497.445| -77.2|  -0.4| 3367.9| 0.000|   0.0|  10.974|  41.951|244.01|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|34.75|38.17|  26.973|  41.504|  965.635| -77.2|  -0.2| 1261.2| 0.000|   0.0|  33.176|  41.881|259.45|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|38.17|39.27|  16.679|  41.640| 1724.647| -77.5|  -0.5| 2276.4| 0.000|   0.0|  21.792|  41.429|245.60|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|39.27|39.77|   7.276|  42.659| 2434.736| -77.7|  -0.7| 3235.6| 0.000|   0.0|  11.830|  42.036|241.56|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50410.0|  1|35.00|38.68|  26.518|  41.462|  999.365| -77.1|  -0.2| 1313.7| 0.000|   0.0|  32.752|  41.833|261.71|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|38.68|39.78|  16.278|  41.603| 1753.799| -77.2|  -0.3| 2330.4| 0.000|   0.0|  21.364|  41.391|246.79|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|39.78|40.29|   6.952|  42.615| 2457.579| -77.5|  -0.6| 3288.3| 0.000|   0.0|  11.470|  41.996|242.64|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50452.6|  1|14.60|16.98|  21.379|  40.561| 1379.164| -73.2|  -0.3| 1481.6| 0.000|   0.0|  30.301|  41.182|200.38|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|16.98|17.86|   3.757|  41.384| 2664.105| -73.4|  -0.5| 2873.5| 0.000|   0.0|  12.261|  40.634|195.48|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|17.86|18.64| -12.086|  44.646| 3916.541| -73.5|  -0.6| 4236.3| 0.000|   0.0|  -4.620|  42.771|193.09|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50452.6|  1|27.97|30.37|  27.364|  41.093|  940.881| -74.3|  -0.4| 1121.8| 0.000|   0.0|  33.467|  41.675|232.51|   0.0|    0.0|    0.0|F2              |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|   |     |       |  2|30.37|31.24|  15.589|  40.929| 1799.209| -74.7|  -0.8| 2160.4| 0.000|   0.0|  21.340|  40.835|224.82|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|31.24|31.72|   4.407|  41.967| 2629.313| -75.0|  -1.1| 3171.4| 0.000|   0.0|   9.914|  41.294|222.88|   0.0|    0.0|    0.0|F2F2F2          |
|  0|13.60|50505.6|  1|24.55|26.86|  26.379|  41.136| 1012.088| -75.0|  -0.4| 1167.1| 0.000|   0.0|  32.831|  41.653|223.68|   0.0|    0.0|    0.0|F2              |
|   |     |       |  2|26.86|27.65|  13.610|  41.217| 1945.665| -75.4|  -0.8| 2256.9| 0.000|   0.0|  19.951|  40.977|217.18|   0.0|    0.0|    0.0|F2F2            |
|   |     |       |  3|27.65|28.15|   1.541|  42.690| 2856.403| -75.6|  -1.0| 3325.9| 0.000|   0.0|   7.472|  41.778|215.67|   0.0|    0.0|    0.0|F2F2F2          |
